證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 工程存出保證金,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 累計減損－土地,　　　　　 土地淨額,　　　　 土地改良物淨額,　　　　　 土地改良物成本,　　　　　 累計折舊－土地改良物,　　　　　 土地改良物淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 累計減損－房屋及建築,　　　　　 房屋及建築淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良成本,　　　　　 累計折舊－租賃改良,　　　　　 租賃改良淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 債券換股權利證書,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　 待分配股票股利,　　　　 持有供交易之金融資產－流動,　　　　 應收票據,　　　　　 房屋及建築－重估增（減）值,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　　　 累積盈虧,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　 非控制權益,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 債券換股權利證書,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 待分配股票股利,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　 累積盈虧,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　 非控制權益
3018,2015年09月30日,,,,                114029,,                  4900,,                  5134,,                217350,                425660,,                  4711,,                    176,,                    627,,                 49700,,                 70447,                 31101,                  5352,                106900,                929187,,,,                 69724,                  1210,                 68514,,                  5722,                  1530,                  4192,,                 72947,                 13839,                    214,                 58894,,                  1224,                  1139,                     85,,                 20092,                 15278,                  4814,,                  3814,                  2848,                    966,                 57082,                194547,,                    665,                  8266,,                 11422,                 11422,                214900,              1144087,,,,,                 59507,,                              0,,                  4434,,                233033,                  5323,,                 44090,                 44090,                    199,,                  1927,,,                  3961,                  3278,                  7239,                355752,,,                  1916,,                142654,,                 38261,,                     37,,                 19465,                     34,                 19499,                202367,                558119,,,,                524239,                              0,                524239,,                 66347,,                 14381,                    745,,                 12057,                 27183,,                   -911,                 30890,                585968,                585968,              1144087,              0,              0,      1918000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,2015年06月30日,,,,                218228,,                 25186,,                  3200,,                275833,                291910,,                  3149,,                    174,,                    536,,                 44786,,                 43583,                 22236,                  2430,                 68249,                931251,,,,                 69724,                  1210,                 68514,,                  5722,                  1390,                  4332,,                 72947,                 12820,                    214,                 59913,,                  1174,                  1133,                     41,,                 19815,                 14581,                  5234,,                  3814,                  2582,                  1232,                 55755,                195021,,                    732,                 11663,,                 10214,                 10214,                217630,              1148881,,,,,                 13595,,                              0,,                 18773,,                228980,                 11164,,,                 44469,                    241,,                  2168,,,                  3961,                  3315,                  7276,                326666,,,                  2182,,                141665,,                 39251,,                     30,,                 19433,                     34,                 19467,                202595,                529261,,,,                519385,                  4854,                524239,,                 66347,,                 14381,                    745,,                 14396,                 29522,,                   -488,,                619620,                619620,              1148881,              0,              0,              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,2015年03月31日,,,,                326903,,                 30315,,                 13410,,                183452,                216854,,                  2956,,                    391,,                    843,,                 33588,,                 75835,                  8280,                     97,                 84212,                892924,,,,                 69724,                  1210,                 68514,,                  5722,                  1251,                  4471,,                 72947,                 11800,                    214,                 60933,,                  1174,                  1131,                     43,,                 19447,                 13889,                  5558,,                  4294,                  2796,                  1498,                 54790,                195807,,                    798,                 12988,,                  8908,                  8908,                218501,              1111425,,,,,                 30000,,                              0,,                 10597,,                182997,                  7990,,,                 27927,                              0,,                  1968,,,                  3961,                  2933,                  6894,                268373,,,                  1069,,                149864,,                 40241,,                     68,,                 19400,                     36,                 19436,                210678,                479051,,,,                519385,                              0,                519385,,                 61900,,                 11062,                    381,,                 40286,                 51729,,                   -640,                              0,                632374,                632374,              1111425,              0,              0,              0,,,,                 30315,                 13410,                              0,,                    798,                 40286,,                   -640,                   -640,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,2014年12月31日,,,,                342876,,                 10547,,                 31137,,                294837,                134154,,                  2657,,                    347,,                  1175,,                 62609,,                 84786,                 24399,                     42,                109227,                989566,,,,                 69724,                  1210,                 68514,,                  5722,                  1112,                  4610,,                 72947,                 10781,                    214,                 61952,,                  1174,                  1128,                     46,,                 19213,                 13206,                  6007,,                  4294,                  2530,                  1764,                 53861,                196754,,                    818,                 13056,,                  9358,                  9358,                219986,              1209552,,,,,                 35000,,                              0,,                  7430,,                267396,                              0,,                 43119,                 43119,                              0,,                  1968,,,                  3961,                  2933,                  6894,                361807,,,                  1144,,                167486,,                 41232,,                    107,,                 19367,                     34,                 19401,                229370,                591177,,,,                505520,                  3914,                509434,,                 52933,,                 11062,                    381,,                 45310,                 56753,,                   -745,                              0,                618375,                618375,              1209552,              0,              0,              0,,                              0,                              0,                 10547,                 31137,                              0,,                    818,                 45310,,                   -745,                   -745,                              0,                342876,                    347,              1209552,,,,                 35000,,                              0,,                  7430,,                267396,                              0,,                 43119,                 43119,                              0,,                  1968,,,                  3961,                  2933,                  6894,                361807,,,                  1144,,                167486,,                 41232,,                    107,,                 19367,                     34,                 19401,                229370,                591177,,,,                505520,                  3914,                509434,,                 52933,,                 11062,                    381,,                 45310,                 56753,,                   -745,                              0,                618375,                618375,,,,,,,,
3018,2014年09月30日,,,,                210651,,                  9982,,                              0,,                316855,                 86137,,                    277,,                    286,,                  2274,,                 45017,,                111024,                  8393,                    312,                119729,                791208,,,,                 69724,                  1210,                 68514,,                  5722,                    973,                  4749,,                 72947,                  9761,                    214,                 62972,,                  1174,                  1126,                     48,,                 18081,                 12571,                  5510,,                  3288,                  2305,                    983,                 53117,                195893,,                    882,                 13896,,                  6813,                  6813,                217484,              1008692,,,,,                 73689,,                 59932,,                  9781,,                243133,                 18401,,                 34136,                 34136,                              0,,                  1889,,,                  3961,                  3051,                  7012,                447973,,,                              0,,                              0,,                 42222,,                     42,,                 17720,                              0,                 17720,                 59984,                507957,,,,                455520,                              0,                455520,,                              0,,                 11062,                    381,,                 34184,                 45627,,                   -412,                              0,                500735,                500735,              1008692,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,2014年06月30日,,,,                163429,,                  9638,,                  9284,,                333050,                 95079,,                    216,,                    254,,                  3695,,                 49454,,                100214,                 38040,                    187,                138441,                802540,,,,                 69724,                  1210,                 68514,,                  5722,                    834,                  4888,,                 72947,                  8742,                    214,                 63991,,                  1125,                  1125,                              0,,                 16125,                 12028,                  4097,,                  3288,                  2165,                  1123,                 51281,                193894,,                    946,                 16074,,                  4465,                  4465,                215379,              1017919,,,,,                116180,,                 24961,,                 11025,,                244635,                 35051,,,                 27127,                              0,,                  1390,,,                  3961,                  2870,                  6831,                467200,,,                              0,,                              0,,                 43212,,                              0,,                 17710,                              0,                 17710,                 60922,                528122,,,,                455520,                              0,                455520,,                              0,,                 11062,                    381,,                 22991,                 34434,,                   -157,,                489797,                489797,              1017919,              0,              0,              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,2014年03月31日,,,,                136469,,                 14787,,                 42907,,                281223,                  7747,,                    249,,                    233,,                  1151,,                 56876,,                138105,                  8393,                    317,                146815,                688457,,,,                 69724,                  1210,                 68514,,                  5722,                    695,                  5027,,                 72947,                  7722,                    214,                 65011,,                  1125,                  1125,                              0,,                 15558,                 11534,                  4024,,                  3288,                  2024,                  1264,                 50210,                194050,,                  1010,                 16894,,                  3531,                  3531,                215485,                903942,,,,,                 70634,,                 14999,,                 20157,,                210493,                 23572,,,                 10656,                              0,,                  1906,,,                  3997,                  2606,                  6603,                359020,,,                              0,,                              0,,                 44203,,                    333,,                 17694,                     35,                 17729,                 62265,                421285,,,,                455520,                              0,                455520,,                              0,,                 11062,                    283,,                 16133,                 27478,,                   -341,                              0,                482657,                482657,                903942,              0,              0,              0,,,,                 14787,                 42907,                              0,,                  1010,                 16133,,                   -341,                   -341,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,2013年12月31日,,,,,,                              0,,                 23838,,                378777,                 94181,,                    138,,,,                              0,,                 62128,,                121349,                 34573,                    208,                156130,                814505,,,,                 69724,                  1210,                 68514,,                  5722,                    556,                  5166,,                 72667,                  6708,                    214,                 65745,,                  1125,                  1125,                              0,,                 14425,                 11187,                  3238,,                  3288,                  1884,                  1404,                 47501,                191568,,                  1074,                 18252,,                  3528,                  3528,                214422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,,,,                 99116,                    197,              1028927,,,,                 55000,,                 24988,,                 13404,,                340918,                 30640,,                 13173,                 13173,                              0,,                  1398,,,                  3840,                  2731,                  6571,                486092,,,                              0,,                              0,,                 45193,,                  1125,,                 17678,                     36,                 17714,                 64032,                550124,,,,                455520,                              0,                455520,,                              0,,                 11062,                    283,,                 12319,                 23664,,                   -381,                              0,                478803,                478803,,,,,,,,
3018,2013年09月30日,,,,,,                  9985,,                              0,,                105941,                 29198,,                    287,,,,                              0,,                 66157,,                 95016,                 39821,                    232,                135069,                500540,,,,                 69724,                  1210,                 68514,,                  5722,                    417,                  5305,,                 72667,                  5697,                    214,                 66756,,                  1125,                  1125,                              0,,                 14086,                 10796,                  3290,,                  3288,                  1744,                  1544,                 46980,                192389,,                    642,                 17271,,                  3285,                  3285,                213587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,,,,                153755,                    148,                714127,,,,                 23744,,                 49888,,                  8125,,                 78220,                 15830,,                 11591,                 11591,                              0,,                  2178,,,                  3683,                  2691,                  6374,                195950,,,,,,,                 46183,,                    271,,                 16025,                              0,                 16025,                 62479,                258429,,,,                455520,,                455520,,                              0,,                 11062,                    283,,                -10957,                    388,,                   -210,                              0,                455698,                455698,                              0,,,,,,,
3018,2013年06月30日,,,,,,                              0,,                              0,,                 85522,                 21508,,                    653,,,,                              0,,                 57111,,                 75147,                 25394,                     21,                100562,                467536,,,,                 69724,                  1210,                 68514,,                  5722,                    278,                  5444,,                 72667,                  4686,                    214,                 67767,,                  1125,                  1125,                              0,,                 11823,                 10480,                  1343,,                  3288,                  1604,                  1684,                 45939,                190691,,                    682,                 15734,,                  3239,                  3239,                210346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,,,,                202077,                    103,                677882,,,,                              0,,                              0,,                  2062,,                 94790,                 11909,,,                 33720,                              0,,                  2262,,,                  3526,                  1796,                  5322,                150065,,,,,,,                 47174,,                    313,,                 16044,,                 16044,                 63531,                213596,,,,                455520,,                455520,,                              0,,                 11062,                    283,,                 -2266,                  9079,,                   -313,,                464286,                464286,                              0,,                              0,,,,,
