證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　　 一年或一營業週期內到期長期借款,　　　　　 員工福利負債準備－非流動,　　　　　 待分配股票股利,　　　　 應收帳款,　　　　　 特別盈餘公積,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 員工福利負債準備－非流動,　　　　 負債準備－非流動合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 待分配股票股利,　　　　 其他非流動負債－其他
9925,2015年09月30日,,,,              3913183,,                138272,,              3033149,,                 36826,,                151066,,                409142,,                109318,,                234718,,                185330,              8211004,,,              2219182,,                223731,,                 25567,,              3417758,,                401184,,                 18230,                169977,,,                256114,                256114,              6731743,             14942747,,,,,              1376000,,              1039321,,                 55344,,                195041,,                966564,                966564,                 93380,,,                825609,,                    297,                 55399,                881305,              4606955,,,                  1855,,                 38365,,                540992,                278858,                819850,                860070,              5467025,,,,              3836530,              3836530,,                146302,,              1425411,,              2582213,              4007624,,                748980,                 39521,              8699915,                775807,              9475722,             14942747,              0,      3251299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,2015年06月30日,,,,              3833372,,                145219,,              3358041,,                 49800,,                138881,,                416870,,                185493,,                234040,,                172550,              8534266,,,              2233046,,                239331,,                 24285,,              3406655,,                402549,,                 13724,                173596,,,                204695,                204695,              6697881,             15232147,,,,,              1055000,,                849370,,                 48139,,                224937,,              1708129,              1708129,                135276,,,                852031,,                    297,                 59930,                912258,              4933109,,,                  1930,,                 37654,,                546262,                276627,                822889,                862473,              5795582,,,,              3836530,              3836530,,                146302,,              1425411,,              2251826,              3677237,,              1037516,                 39521,              8658064,                778501,              9436565,             15232147,              0,      3251299,                    297,                 37654,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,2015年03月31日,,,,              3708467,,                147544,,              3301806,,                 43800,,                192311,,                405888,,                104541,,                231587,,                184227,              8320171,,,              2203978,,                248861,,                 23497,,              3408818,,                403913,,                 11566,                171269,,,                222877,                222877,              6694779,             15014950,,,,,              1040000,,                949222,,                 81305,,                203438,,                905225,                905225,                287558,,,                882956,,                    297,                 57797,                941050,              4407798,,,                  2004,,                 36405,,                555322,                274502,                829824,                868233,              5276031,,,,              3836530,              3836530,,                146302,,              1322032,,              2759160,              4081192,,                943106,                 39521,              8967609,                771310,              9738919,             15014950,              0,      3251299,                    297,                 36405,,                405888,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,2014年12月31日,,,,              4217430,,                143279,,              3374720,,                 36800,,                149004,,                389608,,                119706,,                250418,,                138676,              8819641,,,              2203978,,                257411,,                 25074,,              3369389,,                405278,,                 12014,                174313,,,                232520,                232520,              6679977,             15499618,,,,,              1608500,,                949510,,                 72868,,                224452,,              1083409,              1083409,                239706,,,                849042,,                    797,                 51701,                901540,              5079985,,,                  1578,,                 35156,,                556011,                273606,                829617,                866351,              5946336,,,,              3836530,              3836530,,                146302,,              1322032,,              2530119,              3852151,,              1013843,                 39521,              8809305,                743977,              9553282,             15499618,              0,      3251299,                    797,                 35156,                              0,                389608,                              0,              4217430,                 36800,             15499618,,,,              1608500,,                949510,,                 72868,,                224452,,              1083409,              1083409,                239706,,,                849042,,                    797,                    797,                 51701,                901540,              5079985,,,                  1578,,                 35156,                 35156,,                556011,                273606,                829617,                866351,              5946336,,,,              3836530,              3836530,,                146302,,              1322032,                              0,,              2530119,              3852151,,              1013843,                 39521,              8809305,                743977,              9553282,              0,,
9925,2014年09月30日,,,,              3587805,,                153278,,              3163672,,                 36757,,                150489,,                403534,,                229272,,                200867,,                156631,              8082305,,,              1979655,,                264912,,                 24479,,              3311835,,                445193,,                 11413,                155926,,,                222524,                222524,              6415937,             14498242,,,,,              1330000,,                899353,,                 61348,,                186257,,                942436,                942436,                194292,,,                827017,,                    797,                 49906,                877720,              4491406,,,                  5777,,                 28558,,                480222,                274033,                754255,                788590,              5279996,,,,              3836530,              3836530,,                146302,,              1322032,,              2440578,              3762610,,                820915,                 39521,              8526836,                691410,              9218246,             14498242,              0,      3251299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,2014年06月30日,,,,              3796009,,                164323,,              3203955,,                 27732,,                165259,,                392373,,                295343,,                197564,,                136613,              8379171,,,              1979655,,                272490,,                 23271,,              3282328,,                446642,,                 11164,                155534,,,                204116,                204116,              6375200,             14754371,,,,,              1515000,,                649375,,                 56010,,                165619,,              1604710,              1604710,                236366,,,                857132,,                  1157,                 49456,                907745,              5134825,,,                  8676,,                 27778,,                479047,                273656,                752703,                789157,              5923982,,,,              3798545,              3836530,,                146302,,              1322032,,              2062277,              3384309,,                849822,                 39521,              8177442,                652947,              8830389,             14754371,              0,      3219108,                  1157,                 27778,                 37985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,2014年03月31日,,,,              3796128,,                108882,,              3063676,,                 27732,,                179811,,                402836,,                515339,,                224781,,                139164,              8458349,,,              1988764,,                277772,,                 20586,,              3273259,,                448091,,                 13359,                152436,,,                205316,                205316,              6379583,             14837932,,,,,              1440000,,              1183411,,                 48221,,                195679,,                829618,                829618,                173119,,,                877999,,                  1157,                 46775,                925931,              4795979,,,                  8966,,                 26998,,                478621,                274466,                753087,                789051,              5585030,,,,              3798545,              3798545,,                146302,,              1219715,,              1739301,              3871655,,                827147,                 39521,              8604128,                648774,              9252902,             14837932,              0,      3219108,                  1157,                 26998,,                402836,                912639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9925,2013年12月31日,,,,,,                107984,,              3158758,,,,                172949,,                435975,,                 42800,,                204085,,                 82743,              8620635,,,              1988764,,                277772,,                 22421,,              3270205,,                453941,,                 16046,                153248,,,                176892,                176892,              6359289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      3219108,,,,                435975,,              4387609,                 27732,             14979924,,,,              1449000,,              1298791,,                 96225,,                179516,,                995864,                995864,                125902,,,                844791,,                  1322,                  1322,                 47984,                894097,              5039395,,,                  9255,,                 26218,                 26218,,                477309,                272575,                749884,                785357,              5824752,,,,              3798545,              3798545,,                146302,,              1219715,                912639,,              1471341,              3603695,,              1001510,                 39521,              8510531,                644641,              9155172,              0,                              0,
9925,2013年09月30日,,,,,,                104356,,              2946982,,,,                182437,,                574337,,                 34738,,                294394,,                102344,              8234308,,,              1995777,,                307389,,                 18944,,              3228259,,                455451,,                 17181,                143897,,,                149977,                149977,              6316875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      3219108,,,,                574337,,              3975056,                 19664,             14551183,,,,              1699213,,              1149377,,                 41479,,                204005,,                921682,                921682,                 70604,,,                801634,,                  1157,                  1157,                 54390,                857181,              4943541,,,                  9544,,                 12551,                 12551,,                464566,                273760,                738326,                760421,              5703962,,,,              3798545,              3798545,,                146302,,              1219715,                912639,,              1283542,              3415896,,                901679,                 39521,              8222901,                624320,              8847221,              0,,
9925,2013年06月30日,,,,,,                117192,,              2122938,,,,                149204,,                582132,,                173566,,                163325,,                201371,              7799277,,,              2326805,,                325022,,                 19212,,              3190730,,                456962,,                 21067,                142376,,,                133871,                133871,              6616045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      3219108,,,,                582132,,              4261885,                 27664,             14415322,,,,              1432000,,                849679,,                 55752,,                123016,,              1751770,              1751770,                120975,,,                805171,,                  1351,                  1351,                 57264,                863786,              5196978,,,                  9833,,                 12221,                 12221,,                450724,                273818,                724542,                746596,              5943574,,,,              3798545,              3798545,,                146302,,              1219715,                912639,,                995002,              3127356,,                827904,                 39521,              7860586,                611162,              8471748,              0,                              0,
