證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨（建設業適用）,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收房地款,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 現金及約當現金合計,　　　　 在建工程（營造業適用）,　　　　　 在建工程（營造業適用）合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收房地款,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付短期票券,　　　　 應付短期票券合計,　　　　 應付股利,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額
2107,2015年09月30日,,,,                170478,,              1987303,,                103256,,                134915,,                 55972,,,                360372,,              5314607,              5674979,,                126196,,              2359436,                 12000,              2371436,             10624535,,,                310527,,                 20100,,                 84651,,                863176,,              3004236,                  5708,,                 21732,                 10224,,                 20000,                 51956,              4340354,             14964889,,,,,              1972000,,                229894,,                123972,,                119494,,                122715,                122715,                165971,,                              0,,,                208806,                208806,                 37017,                245823,              2979869,,,                185122,,                              0,                 48403,                 48403,                233525,              3213394,,,,              4971894,              4971894,,                535995,,              1374590,                327572,,              4897154,              6599316,,               -252622,                102108,             11752475,                   -980,             11751495,             14964889,              0,              0,      5441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,2015年06月30日,,,,                291739,,              2268798,,                105222,,                172935,,                 27809,,,                350776,,              5313945,              5664721,,                117017,,              2148311,                 12000,              2160311,             10808552,,,                307327,,                 20100,,                111724,,                871107,,              3017718,                 13327,,                 16353,                 10224,,                 20000,                 46577,              4387880,             15196432,,,,,                822000,,,,                127566,,                138822,,                156652,              1548782,                210456,,                              0,,,                186440,                186440,                 33132,                219572,              3067198,,,                169749,,                              0,                 47946,                 47946,                217695,              3284893,,,,              4971894,              4971894,,                535995,,              1374590,                327596,,              4642287,              6344473,,                 60157,                              0,             11912519,                   -980,             11911539,             15196432,              0,              0,              0,              1392130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,2015年03月31日,,,,                561633,,              2209570,,                 59425,,                165533,,                  3299,,,                312681,,              5345765,              5658446,,                110120,,              1918307,                 12000,              1930307,             10698333,,,                310905,,                 20100,,                121729,,                878374,,              3031201,                  8931,,                 19068,                 10224,,                 20000,                 49292,              4420532,             15118865,,,,,                830000,,,,                 97180,,                147897,,,                165439,                181105,,                              0,,,                149632,                149632,                 31421,                181053,              1602674,,,                168858,,                     28,                 47796,                 47824,                216682,              1819356,,,,              4971894,              4971894,,                535995,,              1047712,                331639,,              6366246,              7745597,,                 47003,                              0,             13300489,                   -980,             13299509,             15118865,              0,              0,              0,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,2014年12月31日,,,,              1654772,,              1961349,,                 82074,,                165917,,                  9836,,,                300556,,              3583461,              3884017,,                 83704,,              1835635,                 12000,              1847635,              9689304,,,                319894,,                 20100,,                117022,,                886358,,              3044683,                  5810,,                 21540,                  7382,,                 20000,                 48922,              4442789,             14132093,,,,,                 20000,,                              0,,                127958,,                145234,,                196334,                196334,                161080,,                              0,,,                289235,                289235,                 26161,                315396,                966002,,,                184499,,                     71,                 47776,                 47847,                232346,              1198348,,,,              4971894,              4971894,,                535995,,              1047712,                339818,,              6011440,              7398970,,                 27866,                              0,             12934725,                   -980,             12933745,             14132093,              0,              0,              0,                              0,,                              0,              1654772,,              3583461,             14132093,,,,                 20000,,                127958,,                145234,,                196334,                196334,                161080,,                              0,,,                289235,                289235,                 26161,                315396,                966002,,,                184499,,                     71,                 47776,                 47847,                232346,              1198348,,,,              4971894,              4971894,,                535995,,              1047712,                339818,,              6011440,              7398970,,                 27866,                              0,             12934725,                   -980,             12933745,,,,,,,,,
2107,2014年09月30日,,,,              1866910,,              1892885,,                 45065,,                181060,,                 28639,,,                339047,,              3611773,              3950820,,                104401,,              1156610,                 12000,              1168610,              9238390,,,                303764,,                 20100,,                118347,,                876245,,              3058166,                  5708,,                 34082,                  4136,,                 20129,                 58347,              4440677,             13679067,,,,,                 50000,,                              0,,                122885,,                182616,,                207445,                207445,                175788,,                              0,,,                193356,                193356,                 54426,                247782,                986516,,,                174167,,                              0,                 45306,                 45306,                219473,              1205989,,,,              4971894,              4971894,,                535995,,              1047712,                349239,,              5585988,              6982939,,                -16777,                              0,             12474051,                   -973,             12473078,             13679067,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,2014年06月30日,,,,              2273540,,              1804777,,                117323,,                300837,,                 10487,,,                335515,,              3741375,              4076890,,                108370,,              1125657,                 12000,              1137657,              9829881,,,                272513,,                 20100,,                104491,,                883341,,              3071649,                  8242,,                 33572,                  2527,,                 20155,                 56254,              4416590,             14246471,,,,,                150000,,,,                124497,,                211387,,                191397,              1185776,                241058,,                              0,,,                464079,                464079,                 45022,                509101,              2421819,,,                181721,,                              0,                 45003,                 45003,                226724,              2648543,,,,              4971894,              4971894,,                535995,,              1047712,                370223,,              4707179,              6125114,,                -34102,                              0,             11598901,                   -973,             11597928,             14246471,              0,              0,              0,                994379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,2014年03月31日,,,,              1605373,,              1826126,,                 49602,,                168910,,                  1636,,,                336206,,              4042052,              4378258,,                108631,,                563808,                 12000,                575808,              8714344,,,                292794,,                              0,,                104017,,                891167,,              3085131,                  7378,,                 21533,                  2527,,                 20000,                 44060,              4424547,             13138891,,,,,                150000,,,,                103432,,                208019,,,                167018,                146153,,                    305,,,              1061712,              1061712,                 47094,              1108806,              1883733,,,                219947,,                 22388,                 44253,                 66641,                286588,              2170321,,,,              4971894,              4971894,,                535995,,                855066,                484784,,              4131738,              5471588,,                 -9934,                              0,             10969543,                   -973,             10968570,             13138891,              0,              0,              0,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,2013年12月31日,,,,,,              1652706,,                 46988,,                160954,,                  2070,,,                350532,,,              4483865,,                 46028,,                757259,                 12000,                769259,              8388467,,,                293897,,                              0,,                 98547,,                871280,,              3098333,                  7454,,                 41477,                  2527,,                 20000,                 64004,              4433515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,              1226597,,              4133333,             12821982,,,,                200000,,                135446,,                183765,,                174349,                174349,                133801,,                    924,,,                982648,                982648,                 29573,              1012221,              1840506,,,                219597,,                 22397,                 44356,                 66753,                286350,              2126856,,,,              4971894,              4971894,,                535995,,                855066,                492178,,              3779586,              5126830,,                 61380,                              0,             10696099,                   -973,             10695126,,,,,,,,,
2107,2013年09月30日,,,,,,              1620135,,                 55059,,                226375,,                  4976,,,                376535,,              4243479,              4620014,,                 44859,,                677931,                 14192,                692123,              7744835,,,                288477,,                              0,,                 86400,,                872172,,              3158634,                  7337,,                 41515,                  2527,,                 20000,                 64042,              4477062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                481294,,,             12221897,,,,                200000,,                107721,,                200076,,                177439,                177439,                 93258,,                  3473,,,                906263,                906263,                 43363,                949626,              1731593,,,                218318,,                  9115,                 40331,                 49446,                267764,              1999357,,,,              4971894,              4971894,,                535995,,                855066,                501676,,              3415433,              4772175,,                -56559,,             10223505,                   -965,             10222540,,,,,,,,,
2107,2013年06月30日,,,,,,              1584253,,                 73937,,                353197,,                    826,,,                384527,,              4375235,              4759762,,                 32110,,                571319,                 13744,                585063,              8089922,,,                292702,,                              0,,                 79792,,                882158,,              3172140,                  5586,,                 39068,                  2528,,                 20000,                 61596,              4493974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                700774,,,             12583896,,,,                100000,,                124215,,                197668,,                148332,              1043273,                105189,,                  3757,,,                887272,                887272,                 43871,                931143,              2605194,,,                218625,,                  9178,                 38696,                 47874,                266499,              2871693,,,,              4971894,              4971894,,                535995,,                855066,                512351,,              2954475,              4321892,,               -116613,,              9713168,                   -965,              9712203,,                 99949,                894941,,,,,,
