證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收款,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
2342,2015年09月30日,,,,                291556,,                  1001,,                236844,,                 11087,,                    167,,                117449,,                216352,,                 68786,                    718,                 69504,                943960,,,                 41271,,                235841,,                              0,,                              0,,              1017214,                 38699,,                 34181,                 37964,,                140855,                140855,,                270194,                483194,              1816219,              2760179,,,,,                614153,,                156156,,                    997,,                159587,,                207552,                              0,,                 41447,,,                 43076,                 43076,,                318764,                 25244,                387084,              1566976,,,                130266,                  4390,                134656,                134656,              1701632,,,,              3722549,              3722549,,                      3,,,             -2736528,             -2736528,,                 -2406,                      3,                983615,                 74932,              1058547,              2760179,              0,              0,             86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2015年06月30日,,,,                300616,,                  1264,,                266945,,                  4282,,                    155,,                112223,,                213749,,                 68786,                    703,                 69489,                968723,,,                 53475,,                235841,,                              0,,                              0,,              1061064,                 44168,,                 37458,                 37964,,                132242,                132242,,                293656,                501320,              1895868,              2864591,,,,,                616322,,                158149,,                    997,,                169842,,                228555,                              0,,                 41447,,,                 46934,                 46934,,                322969,                 25706,                395609,              1610921,,,                132861,                  4404,                137265,                137265,              1748186,,,,              3722549,              3722549,,                      3,,,             -2691086,             -2691086,,                  9387,                      3,              1040850,                 75555,              1116405,              2864591,              0,              0,             86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2015年03月31日,,,,                349903,,                  1990,,                256815,,                  4189,,                    234,,                148481,,                203345,,                 68760,                  2531,                 71291,              1036248,,,                 61669,,                235841,,                              0,,                              0,,              1175462,                 49876,,                 37206,                 37964,,                134127,                134127,,                622773,                832070,              2354918,              3391166,,,,,                626395,,                160146,,                    997,,                142481,,                218074,                              0,,                171316,,,                 61472,                 61472,,                327174,                 25416,                414062,              1733471,,,                135457,                  4402,                139859,                139859,              1873330,,,,              3722549,              3722549,,                      3,,,             -2299209,             -2299209,,                 17305,                      3,              1440645,                 77191,              1517836,              3391166,              0,              0,             86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2014年12月31日,,,,                606440,,                  1406,,                186510,,                 11259,,                    434,,                164327,,                203111,,                163710,                  1613,                165323,              1338810,,,                 75253,,                235841,,                              0,,                              0,,              1390073,                 39093,,                 36958,                 38009,,                271253,                271253,,                644291,                990511,              2730771,              4069581,,,,,                716112,,                181089,,                    997,,                170462,,                231872,                              0,,                171316,,,                 60912,                 60912,,                372295,                 28676,                461883,              1933731,,,                138053,                  4403,                142456,                142456,              2076187,,,,              3722549,              3722549,,                      3,,,             -1839852,             -1839852,,                 30432,                      3,              1913129,                 80265,              1993394,              4069581,              0,              0,             86,                606440,                    434,                              0,              4069581,,,,                716112,,                181089,,                    997,,                170462,,                231872,                              0,,                171316,,,                 60912,                 60912,,                372295,                 28676,                461883,              1933731,,,                140814,                  4403,                145217,                145217,              2078948,,,,              3722549,              3722549,,                      3,,,             -1842613,             -1842613,,                 30432,                      3,              1910368,                 80265,              1990633
2342,2014年09月30日,,,,                549359,,                    579,,                250163,,                 13669,,                    413,,                125346,,                216794,,                160020,                    597,                160617,              1316940,,,                213543,,                 23882,,                              0,,                235873,,              1478204,                 44667,,                 36675,                 38094,,                260712,                260712,,                654241,                989722,              2985891,              4302831,,,,,                721181,,                182136,,                    997,,                173832,,                147616,                              0,,                241593,,,                 72159,                 72159,,                374397,                 28568,                475124,              1942479,,,                145089,                  4418,                149507,                149507,              2091986,,,,              3722549,              3722549,,                      3,,,             -1714653,             -1714653,,                120349,                      3,              2128245,                 82600,              2210845,              4302831,              0,              0,             86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2014年06月30日,,,,                682043,,                    286,,                303749,,                 15892,,                    389,,                172450,,                194219,,                158363,                  1517,                159880,              1528908,,,                227700,,                 23882,,                              0,,                243920,,              1558725,                 41759,,                 36395,                 38137,,                255956,                255956,,                660612,                991100,              3087086,              4615994,,,,,                740889,,                186326,,                    997,,                212527,,                150744,                              0,,                245765,,,                 82173,                 82173,,                383171,                 28956,                494300,              2031548,,,                147503,                  4427,                151930,                151930,              2183478,,,,              3722549,              3722549,,                      3,,,             -1504065,             -1504065,,                127562,                      3,              2346046,                 86470,              2432516,              4615994,              0,              0,             86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2014年03月31日,,,,                778639,,                  2578,,                289784,,                 26338,,                    663,,                192007,,                174552,,                140380,                  1798,                142178,              1606739,,,                316276,,                 23882,,                              0,,                235697,,              1629341,                 42170,,                 36118,                 38137,,                261141,                261141,,                687549,              1022945,              3270311,              4877050,,,,,                796978,,                187456,,                    997,,                205649,,                147951,                    261,,                250890,,,                 94360,                 94360,,                406023,                 28113,                528496,              2118678,,,                149915,                  4441,                154356,                154356,              2273034,,,,              3722549,              3722549,,                      3,,,             -1388472,             -1388472,,                181109,                      3,              2515186,                 88830,              2604016,              4877050,              0,              0,             86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2014年01月01日,,,,                567953,,                  1062,,                249209,,                 11007,,                    834,,                156797,,                176628,,                229795,                    936,                230731,              1394221,,,                533167,,                 25962,,                              0,,                213277,,              1708939,                 48974,,                 35837,                 38137,,                255441,                255441,,                712848,              1042263,              3572582,              4966803,,,,,                797676,,                188507,,                    997,,                180074,,                179891,                    261,,                252262,,,                105588,                105588,,                408322,                 27990,                541900,              2141568,,,                152628,                  4455,                157083,                157083,              2298651,,,,              3722549,              3722549,,                      3,,,             -1438382,             -1438382,,                292457,                      3,              2576624,                 91528,              2668152,              4966803,              0,              0,             86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,2013年12月31日,,,,,,                  1062,,                249209,,                 11007,,,,                156797,,                176628,,                229795,                    936,                230731,              1394221,,,                533167,,                 25962,,,,                213277,,              1708939,                 48974,,                 35837,                 38137,,                255441,                255441,,                712848,              1042263,              3572582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,             86,                567953,                    834,                              0,              4966803,,,,                797676,,                188507,,                    997,,                180074,,                179891,                    261,,                252262,,,                105588,                105588,,                408322,                 27990,                541900,              2141568,,,                155580,                  4455,                160035,                160035,              2301603,,,,              3722549,              3722549,,                      3,,,             -1441334,             -1441334,,                292457,                      3,              2573672,                 91528,              2665200
2342,2013年09月30日,,,,,,                  1270,,                294631,,                 19943,,,,                206684,,                484121,,                228978,                    894,                229872,              1859487,,,                564046,,                 25962,,,,                200547,,              1768646,                 52998,,                 35570,                 38170,,                362039,                362039,,                415655,                851434,              3463633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,             86,                622111,                    855,                              0,              5323120,,,,                824900,,                194101,,                    997,,                186312,,                165869,                              0,,                251797,,,,                117861,,                420471,                 27473,                565805,              2189781,,,                184942,                  4480,                189422,                189422,              2379203,,,,              3722549,              3722549,,                      3,,,             -1169293,             -1169293,,                297003,                      3,              2850259,                 93658,              2943917
2342,2013年06月30日,,,,,,                  2415,,                224439,,                 10310,,,,                221367,,                574493,,                223585,                    596,                224181,              1849046,,,                644223,,                 79870,,,,                217533,,              1800448,                 53671,,                 51752,                 38170,,                367304,                367304,,                423821,                881047,              3676792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,             86,                591004,                    837,                              0,              5525838,,,,                849699,,                199788,,                    997,,                139857,,                145285,                              0,,                251797,,,                127997,                127997,,                432621,                 27944,                588562,              2175985,,,                185418,                  4494,                189912,                189912,              2365897,,,,              3722549,              3722549,,                      3,,,             -1009940,             -1009940,,                352562,                      3,              3065171,                 94770,              3159941
2342,2013年03月31日,,,,,,                  1000,,                264322,,                 38894,,,,                242521,,                662170,,                147449,                    615,                148064,              1863204,,,                590427,,                 81550,,,,                168871,,              1889949,                 52172,,                 51411,                 38170,,                853346,                853346,,                447376,              1390303,              4173272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,             86,                505263,                    970,                              0,              6036476,,,,                876320,,                205482,,                  1732,,                237590,,                136543,                              0,,                251943,,,                135928,                135928,,                444770,                 27147,                607845,              2317455,,,                184274,                  4510,                188784,                188784,              2506239,,,,              3722549,              3722549,,                      3,,,               -489803,               -489803,,                199876,                      3,              3432622,                 97615,              3530237
2342,2012年12月31日,,,,                626109,,                  1188,,                215130,,                 16273,,,,                257672,,              1069645,,                147449,                    840,                148289,              2335247,,,                552778,,                 41581,,,,                153397,,              1990425,                 60019,,                 51072,                 38170,,                830886,                830886,,                173933,              1094061,              3892261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,             86,,                    941,                              0,              6227508,,,,                903407,,                211116,,                  3647,,                238827,,                152128,                              0,,                253638,,,                141119,                141119,,                456920,                 26974,                625013,              2387776,,,                183131,                  4504,                187635,                187635,              2575411,,,,              3722549,              3722549,,                      3,,,               -286838,               -286838,,                118289,                      3,              3554000,                 98097,              3652097
2342,2012年09月30日,,,,                648370,,                  1815,,                352518,,                 55817,,,,                210706,,              1177584,,                147337,                  1648,                148985,              2596657,,,                835226,,                 27642,,,,                183859,,              2043652,                 39874,,                 50743,                 38231,,                838182,                838182,,                306976,              1234132,              4431763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,             86,,                    862,                 67378,              7028420,,,,                942149,,                217876,,                  1481,,                218018,,                180937,,,                250825,,,                145731,                145731,,                471451,                 27643,                644825,              2456111,,,                184278,                  4519,                188797,                188797,              2644908,,,,              3722549,              3722549,,                      3,,,                187062,                187062,,                369842,                      3,              4279453,                104059,              4383512
