證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 預付投資款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人,　　　　　 其他應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－處分資產增益,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　 庫藏股票,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 其他應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－處分資產增益,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 長期應收票據及款項,　　　　　 催收款項,　　　　　 長期應收票據及款項淨額
1583,2015年09月30日,,,,              2047944,,                 19039,,                590520,,                              0,,              1978968,              1978968,,                  8472,,                 34033,,                     20,,                 14612,,,              3884911,              3884911,,                210224,,                 92607,              8881350,,,                 15913,,              3402853,,                293549,,                 90444,,                 10615,                101059,                 87597,,                  1119,                  3145,                              0,                 75054,,                              0,                              0,                 79318,              3980289,             12861639,,,,,              2354420,,                824364,,                 24980,,                951386,,                  1974,                              0,                  1974,,                396237,,                  2430,,                822889,                 68898,,                 51984,,,                292455,,                331319,                 26078,                649852,              6149414,,,                907464,,                 60500,,                377290,,                 43896,                 80597,                 12487,                136980,              1482234,              7631648,,,,              1000323,              1000323,,,                423886,                  1260,                     94,                     82,                 63284,                488606,,                450520,                188846,,              1423640,              2063006,,,                 92950,                 92950,              3644885,              1585106,              5229991,             12861639,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2015年06月30日,,,,              2053885,,                 22019,,                505037,,                              0,,              1932949,              1932949,,                 12440,,                 35368,,                    208,,                  7624,,,              3671260,              3671260,,                228911,,                 33957,              8503658,,,                 15913,,              3366201,,                293852,,                 90444,,                  6395,                 96839,                 94288,,                  4415,                  3235,                              0,                 72550,,                              0,                              0,                 80200,              3947293,             12450951,,,,,              2036197,,                874405,,                 21920,,              1037939,,                    871,                              0,                    871,,                457497,,                    495,,                850463,                108372,,                 55384,,,                310740,,                337569,                 38964,                687273,              6130816,,,                902543,,                192038,,                337512,,                 42777,                 80561,                 16653,                139991,              1572084,              7702900,,,,              1000323,              1000323,,,                423886,                  1260,                     84,                     82,                 63283,                488595,,                450520,                188846,,              1140032,              1779398,,,                 41374,                 41374,              3309690,              1438361,              4748051,             12450951,              0,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2015年03月31日,,,,              1466371,,                 26268,,                530366,,                      3,,,              1963709,,                  8360,,                165426,,                    205,,                  1512,,,              3632347,              3632347,,                187169,,                 19928,              8001664,,,                 25450,,              3401290,,                294154,,                 90444,,                  7341,                 97785,                 85990,,                 46282,                  3797,                              0,                 74052,,                  1256,                  1256,                125387,              4030056,             12031720,,,,,              2042235,,                581557,,                  6840,,              1004663,,                    556,                              0,                    556,,                583209,,                     95,,                372546,                135687,,                 57321,,,                293690,,                445453,                 39978,                779121,              5563830,,,                542629,,                333788,,                337391,,                 44011,                 80550,                 23092,                147653,              1361461,              6925291,,,,              1000323,              1000323,,,                423886,                  1260,                     53,                     82,                 48850,                474131,,                381936,                188846,,              1475423,              2046205,,,                 56828,                 56828,              3577487,              1528942,              5106429,             12031720,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2014年12月31日,,,,              1484801,,                 24473,,                580084,,                              0,,              1993229,              1993229,,                  8947,,                 73260,,                    221,,                              0,,,              3350855,              3350855,,                178043,,                 27993,              7721906,,,                 25450,,              3427504,,                294456,,                 90444,,                  8266,                 98710,                 81167,,                 45469,                  8098,                              0,                 78032,,                  2282,                  2282,                133881,              4061168,             11783074,,,,,              2235775,,                871158,,                              0,,              1056044,,                    331,                              0,                    331,,                413706,,                    876,,                416081,                138453,,                 53996,,,                302381,,                326552,                 92794,                721727,              5908147,,,                              0,,                488607,,                333705,,                 45057,                 80572,                 16389,                142018,                964330,              6872477,,,,              1000323,              1000323,,,                423886,                  1260,                     53,                     82,                              0,                425281,,                381936,                188846,,              1347777,              1918559,,,                 67396,                 67396,              3411559,              1499038,              4910597,             11783074,              0,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2014年09月30日,,,,              1311193,,                 23517,,                643707,,                              0,,              1716532,              1716532,,                  2293,,                 24959,,                    471,,                     63,,,              3511334,              3511334,,                151897,,                 62058,              7448024,,,                 25450,,              3351113,,                294765,,                 90444,,                  8547,                 98991,                 81218,,                  2083,                  3861,                              0,                 77422,,                  3890,                  3890,                 87256,              3938793,             11386817,,,,,              2122893,,                739233,,                              0,,                961362,,                    855,                 16703,                 17558,,                427660,,                              0,,                648921,                 72579,,                 53448,,,                412224,,                274628,                 33083,                719935,              5763589,,,                              0,,                611896,,                306733,,                 44259,                 67687,                 27278,                139224,              1057853,              6821442,,,,                996453,                996453,,,                423524,                  1260,                    892,                     27,                              0,                425703,,                381936,                188846,,              1076405,              1647187,,,                 32094,                 32094,              3101437,              1463938,              4565375,             11386817,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2014年06月30日,,,,                942864,,                 27811,,                629130,,                              0,,              1589613,              1589613,,                 15485,,                 24678,,                      5,,                     62,,,              3415289,              3415289,,                116060,,                 35628,              6796625,,,                 25450,,              3325186,,                295076,,                 90444,,                  9318,                 99762,                 85683,,                 13115,                  3943,                              0,                 75922,,                  5206,                  5206,                 98186,              3929343,             10725968,,,,,              1943787,,                719280,,                              0,,                941312,,                    284,                 16398,                 16682,,                367538,,                  1069,,                783067,                 79719,,                 50330,,,                207117,,                247513,                 22050,                476680,              5379464,,,                              0,,                575761,,                300979,,                 43741,                 67690,                 21055,                132486,              1009226,              6388690,,,,                967430,                996453,,,                423524,                  1260,                  1513,                     27,                              0,                426324,,                381936,                188846,,                916289,              1487071,,,                  9820,                  9820,              2919668,              1417610,              4337278,             10725968,              0,              0,              0,                 29023,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2014年03月31日,,,,              1081444,,                 27578,,                525003,,                      3,,,              1356063,,                 21796,,                 24482,,                      5,,                  1386,,,              3442679,              3442679,,                105561,,                 49394,              6635394,,,                 25450,,              3245159,,                295386,,                 90444,,                 10012,                100456,                 84028,,                  3216,                  3775,                              0,                 77781,,                  2846,                  2846,                 87618,              3838097,             10473491,,,,,              2143761,,                719184,,                              0,,                757818,,                     95,                 16731,                 16826,,                419293,,                              0,,                264998,                 82098,,                 48627,,,                214641,,                289564,                 27619,                531824,              4984429,,,                              0,,                461558,,                304235,,                 45156,                 67697,                 29656,                142509,                908302,              5892731,,,,                967430,                967430,,,                423524,                  1260,                    284,                     27,                              0,                425095,,                342928,                203129,,              1111420,              1657477,,,                 27235,                 27235,              3077237,              1503523,              4580760,             10473491,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2014年01月01日,,,,              1132452,,                 22369,,                426706,,                     58,,              1278954,              1278954,,                              0,,                 13110,,                      5,,                  2909,,,              3301039,              3301039,,                 93165,,                 37469,              6308236,,,                 25450,,              2703485,,                295696,,                 89802,,                  9250,                 99052,                 79012,,                  6793,                 10760,                188141,                 78533,,                              0,                              0,                284227,              3486922,              9795158,,,,,              1972948,,                719173,,                              0,,                704045,,                     47,                 16366,                 16413,,                277145,,                     47,,                368676,                 51503,,                 43071,,,                186886,,                279829,                 37953,                504668,              4657689,,,                              0,,                532090,,                157146,,                 45936,                 67680,                 19685,                133301,                822537,              5480226,,,,                967430,                967430,,,                423524,                  1260,                    587,                     27,                              0,                425398,,                342928,                203129,,              1004239,              1550296,,,                 25406,                 25406,              2968530,              1346402,              4314932,              9795158,              0,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,2013年12月31日,,,,,,                 22369,,                426706,,                     58,,,              1278954,,                              0,,                 13110,,                      5,,,,,              3301039,              3301039,,                 93165,,                 37469,              6308236,,,                 25450,,              2703485,,                295696,,                 89802,,                  9250,                 99052,                 78912,,                  6793,                 10760,                188141,                 78533,,                              0,                              0,                284227,              3486822,,,,,,,,,,,,,                     47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              1132452,                  2909,              9795058,,,,              1972948,,                719173,,                704045,,                 16366,                 16413,,                277145,,                     47,,                368676,                 51503,,                 43071,,,                186886,,                279829,                 37953,                504668,              4657689,,,                532090,,                157146,,                 45936,                 67094,                 19685,                132715,                821951,              5479640,,,,                967430,                967430,,,                423524,                  1260,                    587,                     27,                425398,,                342928,                203129,,              1004725,              1550782,,,                 25406,                 25406,                              0,              2969016,              1346402,              4315418,                              0,,,,,,,,,
1583,2013年09月30日,,,,,,                 22189,,                437768,,                              0,,,              1249297,,                              0,,                 29253,,                      5,,,,,              3417971,              3417971,,                 93373,,                 62660,              6206235,,,                 25450,,              2235897,,                296007,,                 89802,,                 10144,                 99946,                 84820,,                  3948,                  8097,                              0,                 77594,,                              0,                              0,                 89639,              2831759,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      1597000,,,                890806,                  2913,              9037994,,,,              1835553,,                549278,,                797606,,                 16236,                 16236,,                280447,,                              0,,                278110,                 36888,,                 48291,,,                150289,,                258856,                 19537,                428682,              4271091,,,                344917,,                148988,,                 47505,                 77814,                  8427,                133746,                627651,              4898742,,,,                979680,                979680,,,                428647,                  1260,                  3425,                  1276,                434608,,                342928,                203129,,                936423,              1482480,,,                 11768,                 11768,                 81071,              2827465,              1311787,              4139252,,,,,,,,,,
