證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他金融負債－流動,　　　　　 預收款項,　　　　　　 預收收入／遞延收入,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 重估增值,　　　　　　 重估增值合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 現金及約當現金合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他金融負債－流動,　　　　 預收款項,　　　　　 預收收入／遞延收入,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 避險之衍生金融負債－非流動,　　　 按攤銷後成本衡量之金融負債－非流動,　　　 以成本衡量之金融負債－非流動,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 重估增值,　　　　　 重估增值合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 待分配股票股利,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額
2923,2015年09月30日,,,,              7192888,,                419271,,                 72081,,             39037661,,                  7892,                  7892,,              2907906,                749487,              3657393,             50387186,,,                991962,,             72555474,,                 31852,                919137,,,                892805,                288118,,                104329,              1285252,             75783677,            126170863,,,,,                 57758,,              2382028,,              1545844,              2751422,,                525977,,              1937038,              1937038,,              5084061,                565765,              8112841,             14849893,,,             33012635,,             19129009,,                  2537,                568741,                571278,             52712922,             67562815,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             31129527,,,              6860568,,                 40860,              6901428,             55635786,              2972262,             58608048,            126170863,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,2015年06月30日,,,,              8416076,,                369194,,                 60022,,             37845324,,                  7582,                  7582,,              1227930,                787802,              2015732,             48713930,,,                949563,,             69709886,,                 36341,                738758,,,                222094,                278713,,                 67982,                568789,             72003337,            120717267,,,,,                 53370,,              1627118,,              1778784,              2736535,,                455998,,              2177697,              2177697,,              5588205,                229636,              8451536,             14697815,,,             31049894,,             18274670,,                  3395,                561367,                564762,             49889326,             64587141,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             30354901,,,              5298002,,                 40860,              5338862,             53298594,              2831532,             56130126,            120717267,              0,              0,,                 50472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,2015年03月31日,,,,              5705762,,                341071,,                 47045,,             38242504,,                  7690,                  7690,,              1397343,                687347,              2084690,             46428762,,,                982941,,             69342452,,                 42680,                683430,,,                225049,                284615,,                 66943,                576607,             71628110,            118056872,,,,,                417790,,              1667659,,              1417406,              2821043,,                451928,,              1010356,              1010356,,              5143366,                191171,              6796821,             13120719,,,             30199843,,             17813569,,                  4416,                547625,                552041,             48565453,             61686172,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             29942239,,,              5988342,,                 40860,              6029202,             53576272,              2794428,             56370700,            118056872,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,2014年12月31日,,,,              4926339,,                345525,,                 47257,,             38810499,,                  7763,                  7763,,              2273076,                653641,              2926717,             47064100,,,                994362,,             70002332,,                 48962,                653516,,,                392095,                289265,,                 63682,                745042,             72444214,            119508314,,,,,                244416,,              2151241,,              1448805,              2733837,,                464539,,              1553030,              1553030,,              6248357,                219209,              8485135,             15063434,,,             29672478,,             17879073,,                  5440,                516282,                521722,             48073273,             63136707,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             29371829,,,              6555157,,                 40860,              6596017,             53572677,              2798930,             56371607,            119508314,              0,              0,,                              0,              4926339,,                              0,,                514843,,                  9753,,                 16539,,                434729,                 18498,,                              0,            119508314,,,,                244416,,              2151241,,              1448805,              2733837,,                464539,,              1553030,              1553030,,              6248357,                219209,              8485135,             15063434,,,                              0,                              0,                              0,                              0,,                              0,,             29672478,,                              0,,             17879073,,                  5440,                516282,                521722,             48073273,             63136707,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             29371829,,,              6555157,,                 40860,,                              0,              6596017,                              0,             53572677,              2798930,             56371607,              0,,
2923,2014年09月30日,,,,              3751969,,                266744,,                 60897,,             37058173,,                  7523,                  7523,,              1037024,                941096,              1978120,             43123426,,,                977696,,             65585107,,                 65341,                651086,,,                223855,                282170,,                 63249,                569274,             67848504,            110971930,,,,,                149877,,              1520040,,              1357327,              2364421,,                435178,,              1763796,              1763796,,              5164025,                192517,              7555516,             12947181,,,             28607036,,             15472318,,                  6222,                494866,                501088,             44580442,             57527623,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             28425125,,,              4815609,,                 40860,              4856469,             50886425,              2557882,             53444307,            110971930,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,2014年06月30日,,,,              3462320,,                225448,,                 37401,,             35538116,,                  4976,                  4976,,              1303083,              1294612,              2597695,             41865956,,,                961635,,             61668247,,                 69409,                630426,,,                198913,                280508,,                 37164,                516585,             63846302,            105712258,,,,,                              0,,              1547411,,              1715469,              2283090,,                403421,,              1068287,              1068287,,              5526617,                150253,              7148578,             12694548,,,             27525184,,             13924796,,                  6994,                478745,                485739,             41935719,             54630267,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             26934086,,,              3567147,,                 40860,              3608007,             48146924,              2935067,             51081991,            105712258,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,2014年03月31日,,,,              5082463,,                256039,,                 36688,,             34554985,,                  3488,                  3488,,                293379,              1972356,              2265735,             42199398,,,              1031355,,             62809065,,                 76495,                607594,,,                213872,                227604,,                 40093,                481569,             65006078,            107205476,,,,,                              0,,              1597353,,              1415529,              2463140,,                405439,,                695696,                695696,,              4939133,                200885,              6241153,             11717175,,,             28700530,,             14157704,,                  8194,                484906,                493100,             43351334,             55068509,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             27075401,,,              4450444,,                 40860,              4491304,             49171536,              2965431,             52136967,            107205476,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2923,2013年12月31日,,,,,,                252720,,                 46941,,             32919498,,                  4443,                  4443,,                526113,              1465498,              1991611,             41893877,,,              1028493,,             62860337,,                 82364,                590686,,,                480509,                227712,,                 57849,                766070,             65327950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,              6678664,,                              0,,                569333,,                 12532,,                  9775,,                412555,                 24298,,                              0,            107221827,,,,                              0,,              1966025,,              1468109,              2452114,,                421001,,                645808,                645808,,              1743274,                215734,              3025817,              8912065,,,                              0,                              0,                              0,                              0,,                              0,,             31683008,,                              0,,             14110920,,                 12769,                471777,                484546,             46278474,             55190539,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             26826068,,,              4615121,,                 40860,,                              0,              4655981,                              0,             49086880,              2944408,             52031288,              0,,
2923,2013年09月30日,,,,              6322144,,                275898,,                989207,,             32717691,,                202223,                202223,,              2061503,              1558603,              3620106,             44127269,,,                753052,,             21781776,,                 36183,                570760,,,                273752,              7791660,,                 56918,              8122330,             31264101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,                              0,,                304663,,                 13088,,                  9963,,                400508,                 24830,,                              0,             75391370,,,,,,              1663383,,              1546742,              2317352,,                414041,,              2887826,              2887826,,              1749610,                217498,              5268975,             10796452,,,,,,,,,,             32713954,,,,                390448,,,                441074,                441074,             33545476,             44341928,,,,             17213620,             17402970,,,                138421,                138421,                138421,,              9363699,,,              3180405,,,,                              0,              3180405,                              0,             30085495,                963947,             31049442,,                189350,                              0
2923,2013年06月30日,,,,,,                291052,,                994007,,             30573254,,                  1580,                  1580,,              1867132,              2374499,              4241631,             45129550,,,                770646,,             60529599,,                 37468,                578056,,,                676926,                 62878,,                 66562,                806366,             62722135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,              9028026,,                              0,,                310874,,                 11007,,                  8213,,                400344,                 40208,,                              0,            107851685,,,,,,              1553458,,              1563828,              2234422,,                415135,,              3695345,              3695345,,              2176751,                237647,              6524878,             11876586,,,                              0,                              0,                              0,                              0,,                              0,,             33894829,,                              0,,             12806324,,                              0,                444106,                444106,             47145259,             59021845,,,,             17402970,             17402970,,,                201861,                201861,                201861,,             24185381,,,              4156288,,                 40860,,                              0,              4197148,                              0,             45987360,              2842480,             48829840,              0,,
