證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 累計減損－機器設備,　　　　　 機器設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 累計減損－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付票據,　　　　　 應付票據合計,　　　　　 應付股利,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計
2115,2015年09月30日,,,,                681100,,                 93463,,                113922,,                543643,,                  7552,,                    357,,,                458052,                458052,,                 21722,,                326566,                    270,                326836,              2246647,,,                  1034,,,                  7567,,                301578,                139454,                162124,,                876220,                523094,                 11633,                341493,,                119009,                 60383,                    214,                 58412,                 35741,                605337,,                  8425,                 26505,,                 68329,,                 43657,                111986,                753287,              2999934,,,,,                115045,,                    145,,                170027,,                155387,                155387,                 18247,,,                    856,,                 65740,                    764,                 67360,                526211,,,                383539,,                 49305,,                  5524,                  5524,                438368,                964579,,,,                744947,                744947,,                442724,,                 55829,                223028,,                545919,                824776,,,                 22908,                 22908,              2035355,                              0,              2035355,              2999934,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,2015年06月30日,,,,                602690,,                 25063,,                103855,,                576911,,                  4831,,                      1,,,                482045,                482045,,                 28074,,                348363,                    311,                348674,              2172144,,,                    995,,,                  7567,,                292423,                132223,                160200,,                834457,                509781,                 11235,                313441,,                112492,                 55199,                    206,                 57087,                 44884,                583179,,                  5249,                 25405,,                 67661,,                 46722,                114383,                729211,              2901355,,,,,                 15430,,,,                206099,,                151172,                307360,                 20444,,,                  2469,,                 30860,                    303,                 33632,                582965,,,                381943,,                 30860,,                  5522,                  5522,                418325,              1001290,,,,                744947,                744947,,                442724,,                 55829,                223028,,                479602,                758459,,,                -46065,                -46065,              1900065,                              0,              1900065,              2901355,              0,              0,              0,,                              0,                156188,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,2014年12月31日,,,,                500206,,                              0,,                 76145,,                620051,,                  7144,,                      1,,,                551606,                551606,,                 25393,,                330711,                    197,                330908,              2111454,,,                  1020,,,                  7567,,                300850,                128950,                171900,,                800316,                505089,                 11516,                283711,,                112080,                 52718,                    211,                 59151,                 33763,                556092,,                  5851,                 27185,,                 71783,,                 34691,                106474,                696622,              2808076,,,,,                313928,,                              0,,                245801,,                174987,                174987,                 19960,,,                  1467,,                              0,                    286,                  1753,                756429,,,                              0,,                253200,,                  5517,                  5517,                258717,              1015146,,,,                709947,                709947,,                299262,,                 31049,                215725,,                522301,                769075,,,                 14646,                 14646,              1792930,                              0,              1792930,              2808076,              0,              0,              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,2014年09月30日,,,,                436380,,                              0,,                 83387,,                564910,,                  8152,,                              0,,,                530959,                530959,,                 22602,,                302071,                    159,                302230,              1948620,,,                    990,,,                  7567,,                290419,                122090,                168329,,                750685,                486359,                 11377,                252949,,                103483,                 47734,                    249,                 55500,                  4528,                488873,,                  5770,                 25442,,                 70275,,                 44617,                114892,                635967,              2584587,,,,,                228150,,                              0,,                252682,,                146269,                146269,                 18425,,,                    878,,                              0,                    319,                  1197,                646723,,,                              0,,                243360,,                  8208,                  8208,                251568,                898291,,,,                709947,                709947,,                299262,,                 31049,                215725,,                461816,                708590,,,                -31503,                -31503,              1686296,                              0,              1686296,              2584587,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,2014年06月30日,,,,                448789,,                              0,,                 78622,,                605151,,                  3359,,                              0,,,                482343,                482343,,                 20336,,                266515,                    268,                266783,              1905383,,,                    963,,,                  7567,,                283810,                115694,                168116,,                715561,                464864,                 11246,                239451,,                 78424,                 43665,                    243,                 34516,                  4130,                453780,,                  3822,                 25969,,                 69290,,                 44027,                113317,                597851,              2503234,,,,,                194122,,,,                303834,,                129297,                162957,                 23292,,,                    161,,                 14933,                    309,                 15403,                699686,,,                              0,,                209055,,                  8177,                  8177,                217232,                916918,,,,                676140,                709947,,                299262,,                 31049,                215725,,                403642,                650416,,,                -73309,                -73309,              1586316,                              0,              1586316,              2503234,              0,              0,              0,,                     78,                 33660,                 33807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,2014年03月31日,,,,,,                              0,,                 41995,,                583100,,                  6092,,,,,                483692,                483692,,                 23665,,,,                274084,              1799364,,,                    981,,,                  7567,,                285189,                113846,                171343,,                710127,                465818,                 11664,                232645,,                 78511,                 42546,                    246,                 35719,                  8338,                455612,,                  4172,                 27309,,                 69545,,                 37757,                107302,                595376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,                386638,                     98,              2394740,,,,                152350,,                  4691,,                261767,,                130375,                 21658,,,                    942,,                 45705,                    323,                 46970,                618060,,,                182820,,                  8141,                              0,                  8141,                190961,                809021,,,,                676140,                676140,,                299262,,                 20272,                215725,,                415168,                651165,,,                -40848,                -40848,              1585719,                              0,              1585719,,,                    249,,                              0
2115,2013年12月31日,,,,,,                     79,,                 66497,,                559249,,                  9246,,,,,                436549,                436549,,                 14717,,                161698,                    322,                162020,              1754550,,,                    986,,,                  7567,,                283833,                110369,                173464,,                702184,                471199,,                230985,,                 80627,                 43508,,                 37119,                  6768,                455903,,                  4478,                 20436,,                 68190,,                 25057,                 93247,                575050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,                506095,                     98,              2329600,,,,                163928,,                  5674,,                242935,,                157677,                 18504,,,                     65,,                134123,                    280,                134468,                723186,,,                 59610,,                  8111,                              0,                  8111,                 67721,                790907,,,,                676140,                676140,,                299262,,                 20272,                215725,,                367708,                603705,,,                -40414,                -40414,              1538693,                              0,              1538693,,,,,
2115,2013年09月30日,,,,,,                              0,,                 63084,,                529152,,                  4973,,,,,                436002,                436002,,                 17407,,                 79206,                    256,                 79462,              1653504,,,                    966,,,                  7567,,                280314,                105055,                175259,,                685419,                442749,                 11280,                231390,,                 78145,                 41699,                    243,                 36203,                  5315,                455734,,                  4688,                 20325,,                 68451,,                 20410,                 88861,                570574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,                523326,                     98,              2224078,,,,                280915,,                  6782,,                224058,,                118441,                 39715,,,                    134,,                118280,                    480,                118894,                788805,,,                118280,,                  8007,,                  8007,                126287,                915092,,,,                601000,                601000,,                202569,,                 20272,                215725,,                334235,                570232,,,                -64815,                -64815,              1308986,                              0,              1308986,                              0,,,,
2115,2013年06月30日,,,,,,                              0,,                 77350,,                500127,,                  3193,,,,,                447216,                447216,,                 23636,,                 94819,                     85,                 94904,              1624078,,,                    978,,,                  7567,,                281824,                102719,                179105,,                695940,                439668,                 11504,                244768,,                 78751,                 40424,                    246,                 38081,                  9637,                479158,,                  4774,                 19640,,                 73560,,                 19152,                 92712,                597262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,                477554,                     98,              2221340,,,,                405000,,                  7165,,                207865,,                183279,                 37760,,,                     78,,                 30000,                    310,                 30388,                871457,,,                 30000,,                  7968,,                  7968,                 37968,                909425,,,,                601000,                601000,,                202569,,                 20272,                215725,,                317939,                553936,,,                -45590,                -45590,              1311915,                              0,              1311915,                              0,,,,
2115,2013年03月31日,,,,,,                              0,,                 78196,,                472057,,                  7979,,,,,                484943,                484943,,                 25897,,,,                 15029,              1421326,,,                    960,,,                  7567,,                278057,                 97679,                180378,,                667784,                422609,                 11307,                233868,,                 75895,                 38338,                    241,                 37316,                  4790,                463919,,                  2952,                 21117,,                 73331,,                 24369,                 97700,                586648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,                337071,                    154,              2007974,,,,                143760,,                  3664,,                274054,,                 97280,                 43009,,,                  1499,,                 74563,                    367,                 76429,                638196,,,                 29825,,                  8003,                              0,                  8003,                 37828,                676024,,,,                601000,                601000,,                202569,,                 10888,                215725,,                369158,                595771,,,                -67390,                -67390,              1331950,                              0,              1331950,,,                              0,,                              0
