證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－合併溢額,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－合併溢額,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 備供出售金融資產－流動,　　　　 應收票據,　　　　　 其他非流動資產－其他,　　　　 銀行借款,　　　　 銀行長期借款,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備
2367,2015年09月30日,,,,                  2347,                986690,                 96336,              1085373,,                 29094,,                              0,,                 25252,,              4389097,                100181,              4288916,,                    277,,,                236635,                664198,                204459,              1105292,              1105292,,                 90082,,                105371,                341870,                447241,              7071527,,,                122304,,                149699,,              1030434,,              8733041,                 23222,,              1383210,                 57167,                 64259,,                200516,              1705152,             11763852,             18835379,,,,,              1422727,,                  3460,,              2011459,,              1072347,                  3355,,,              1251108,              1251108,                 31153,              1282261,              5795609,,,              2576402,,                175502,,                545262,                 22842,                568104,              3320008,              9115617,,,,              5663184,              5663184,,,              2923380,              2923380,                  4184,                140595,                 33638,              3101797,,                121888,,                445420,                567308,,,                506512,,                -99815,                406697,                106942,              9632044,                 87718,              9719762,             18835379,              0,              0,      9864000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2015年06月30日,,,,                  2103,              1308585,                184089,              1494777,,                 31663,,                              0,,                 40401,,              3682994,                101320,              3581674,,                 12717,,,                304479,                575810,                205964,              1086253,              1086253,,                155320,,                 65036,                673255,                738291,              7141096,,,                138684,,                 56063,,              1018671,,              8900500,                 35038,,                809609,                 57167,                 63293,,                223943,              1154012,             11302968,             18444064,,,,,              1174100,,                  2499,,              1959711,,              1356947,                  3150,,,                924028,                924028,                 34070,                958098,              5454505,,,              2757193,,                175502,,                543588,                 23509,                567097,              3499792,              8954297,,,,              5663184,              5663184,,,              2923380,              2923380,                  4184,                152738,                 33638,              3113940,,                121888,,                147510,                269398,,,                457252,,                -74039,                383213,                 28437,              9401298,                 88469,              9489767,             18444064,              0,              0,      2363000,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2015年03月31日,,,,                  2145,                993556,                217678,              1213379,,                 22834,,                              0,,                  4749,,              4141515,                101395,              4040120,,                    288,,,                239031,                529030,                198748,                966809,                966809,,                128865,,                 72790,                 47750,                120540,              6497584,,,                139045,,                 56063,,              1032487,,              9461668,                 26925,,                511654,                 57167,                 64420,,                225663,                858904,             11575092,             18072676,,,,,                971888,,                              0,,              1892306,,                701955,                  3195,,,                669673,                669673,                 28075,                697748,              4267092,,,              3057176,,                175502,,                541742,                 24168,                565910,              3798588,              8065680,,,,              5663184,              5663184,,,              2923380,              2923380,                  4184,                160492,                 33638,              3121694,,                 73043,,                637489,                710532,,,                480191,,                -60943,                419248,                              0,              9914658,                 92338,             10006996,             18072676,,              0,              0,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2014年12月31日,,,,                  2036,              1065403,                173826,              1241265,,                 24088,,                 62485,,                 22585,,              4527164,                102452,              4424712,,                    622,,,                237303,                558560,                191782,                987645,                987645,,                 90587,,                 64941,                 83923,                148864,              7002853,,,                 75371,,                 56063,,              1022709,,              9704188,                 36831,,                388423,                 57159,                 65919,,                227661,                739162,             11634324,             18637177,,,,,              1071172,,                     51,,              2150431,,                810684,                  3230,,,                682473,                682473,                 29093,                711566,              4747134,,,              3235523,,                188920,,                540050,                 24087,                564137,              3988580,              8735714,,,,              5663184,              5663184,,,              2923380,              2923380,                  4184,                158456,                 33638,              3119658,,                 73043,,                488449,                561492,,,                520727,,                -62383,                458344,                              0,              9802678,                 98785,              9901463,             18637177,              0,              0,              0,,                              0,,                              0,              1241265,             18637177,,,,              1071172,,                              0,,                     51,,              2150431,,                810684,                  3230,,,                682473,                682473,                 29093,                711566,              4747134,,,              3235523,,                188920,,                540050,                 24087,                564137,              3988580,              8735714,,,,              5663184,              5663184,,,              2923380,              2923380,                  4184,                158456,                 33638,              3119658,,                 73043,                              0,,                488449,                561492,,,                520727,,                -62383,                458344,                              0,              9802678,                 98785,              9901463,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2014年09月30日,,,,                  2464,                742423,                136889,                881776,,                 31870,,                 59794,,                  2640,,              4464716,                 93934,              4370782,,                    268,,,                256144,                681109,                195828,              1133081,              1133081,,                103967,,                 62582,                 61653,                124235,              6708413,,,                 73926,,                  9114,,              1013835,,              9730132,                 38499,,                515295,                 57096,                 63521,,                271485,                907397,             11772903,             18481316,,,,,              1241549,,                    500,,              2157260,,                806835,                  3105,,,                374762,                374762,                 32969,                407731,              4616980,,,              3613900,,                181952,,                515172,                 22052,                537224,              4333076,              8950056,,,,              5691184,              5691184,,,              2923380,              2923380,                 13092,                166014,                 33638,              3136124,,                 73043,,                240793,                313836,,,                401628,,                -67690,                333938,                 36908,              9438174,                 93086,              9531260,             18481316,              0,              0,      2800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2014年06月30日,,,,                  2585,                778808,                134124,                915517,,                 20786,,                 68464,,                  2077,,              3959247,                 83870,              3875377,,                  9622,,,                304089,                586183,                228565,              1118837,              1118837,,                 94945,,                 59533,                 77529,                137062,              6242687,,,                 82447,,                  9114,,              1015537,,              9801998,                 36302,,                508021,                 57096,                 62858,,                273984,                901959,             11847357,             18090044,,,,,              1356119,,                              0,,              1874831,,              1062416,                  3048,,,                880322,                880322,                 23342,                903664,              5349878,,,              2736259,,                178683,,                510907,                 22537,                533444,              3448386,              8798264,,,,              5691184,              5691184,,,              2923380,              2923380,                 13092,                170374,                 33638,              3140484,,                 73043,,                 20056,                 93099,,,                352374,,                -48087,                304287,                 36908,              9192146,                 99634,              9291780,             18090044,              0,              0,      2800000,,                              0,,                149800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2014年03月31日,,,,                  1801,                937382,                214118,              1153301,,                 18813,,                 66969,,                  5416,,              3199323,                 83468,              3115855,,                    280,,,                282694,                617950,                203470,              1104114,              1104114,,                 92953,,                 85035,                 57777,                142812,              5700513,,,                 75505,,                  9114,,              1029073,,             10085730,                 35785,,                283868,                 56344,                 64647,,                271958,                676817,             11912024,             17612537,,,,,              1159226,,                              0,,              1521339,,                680839,                  3110,,,              1082706,              1082706,                 29687,              1112393,              4676604,,,              2741350,,                178803,,                506630,                 23020,                529650,              3449803,              8126407,,,,              5691184,              5691184,,,              3149907,              3149907,                 13092,                170374,                 33638,              3367011,,                 78956,,                -63313,                 15643,,,                403329,,                -53816,                349513,                 36908,              9386443,                 99687,              9486130,             17612537,,              0,      2800000,,,,                199697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2013年12月31日,,,,                  1495,                932111,                224179,,,                 22311,,                 66072,,                  3142,,              3552166,                 81929,              3470237,,                    467,,,                289842,                522234,                192251,              1004327,              1004327,,                 59006,,                 94423,                 73629,                168052,              5951399,,,                 71984,,                  9114,,              1028955,,             10259383,                 35378,,                295528,                 63203,                 64311,,                273017,                696059,             12100873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2800000,,                              0,,,              1157785,             18052272,,,,                979264,,                              0,,                     51,,              1737999,,                892158,                  3042,,,              1195273,              1195273,                 34650,              1229923,              4842437,,,              2965493,,                178803,,                533629,                 23498,                557127,              3701423,              8543860,,,,              5691184,              5691184,,,              3149907,              3149907,                 13092,                165467,                 33638,              3362104,,                 78956,                              0,,                 -5913,                 73043,,,                377858,,                -59175,                318683,                 36908,              9408106,                100306,              9508412,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2013年09月30日,,,,                  2887,              1054595,                 80610,,,                 11565,,                 60691,,                 21117,,              3824567,                 79621,              3744946,,                    436,,,                275376,                660809,                206247,              1142432,              1142432,,                 69609,,                110337,                129771,                240108,              6428996,,,                 70185,,                  9114,,              1039457,,             10347980,                 49101,,                289971,                 59471,                 63768,,                275514,                688724,             12204561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2800000,,,,,              1138092,             18633557,,,,              1114606,,,,                              0,,              2014249,,                874003,                  3018,,,              1282548,              1282548,                 61169,              1343717,              5349593,,,              3061623,,                171517,,                541311,                 18825,                560136,              3793276,              9142869,,,,              5691184,              5691184,,,              3149907,              3149907,                 13092,                166985,                 33638,              3363622,,                 78956,,,                 12733,                 91689,,,                339521,,                -65772,                273749,                 36908,              9383336,                107352,              9490688,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,2013年06月30日,,,,                  2929,                980622,                 39147,,,                 21114,,                 60990,,                  4286,,              3771108,                 70277,              3700831,,                    417,,,                304425,                649200,                188635,              1142260,              1142260,,                106887,,                117869,                115370,                233239,              6292722,,,                 72469,,                  9114,,              1044063,,             10316518,                 48608,,                243782,                 59383,                 64873,,                264894,                632932,             12123704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      5475000,,                              0,,,              1022698,             18416426,,,,              1344952,,                129925,,                  1256,,              1915699,,                680975,                  3062,,,              1377509,              1377509,                 42972,              1420481,              5496350,,,              2782001,,                171517,,                496184,                 19072,                515256,              3468774,              8965124,,,,              5717934,              5717934,,,              3149907,              3149907,                 11607,                173563,                 33638,              3368715,,                 78956,,,                -50408,                 28548,,,                358639,,                -65197,                293442,                 62173,              9346466,                104836,              9451302,,,,,,,,,,,,,,,,,,,,,,,,,,,
