證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付租金,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 待分配股票股利,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付股利,　　　　 預收款項,　　　　　 預收款項合計
2104,2015年09月30日,,,,              8021049,,                441595,,              1783827,,                 97256,,              3387670,,                 10964,,                257959,,              2510140,,                  7351,                  7351,,                    191,,                231314,                704919,                936233,             17454235,,,              2978632,,                332097,,              9366985,,                167991,,                382133,,                409925,                792058,                119331,,                 66276,,                 21109,                286091,,                 87087,                460563,             14217657,             31671892,,,,,              5344015,,                 92952,,                  8737,,                902557,,                 73370,,              1384598,                881793,              2266391,                304769,                  9153,,,                434571,                 68042,                502613,              9504557,,,              2563678,,                  2849,,                930108,,                219852,                 15746,                235598,              3732233,             13236790,,,,              5986543,              5986543,,              3792857,,              1832233,                648929,,              2444568,              4925730,,              2994445,                290088,             17409487,              1025615,             18435102,             31671892,              0,     11289633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2015年06月30日,,,,              7262983,,                441028,,              2323911,,                101860,,              3179422,,                 18238,,                278774,,              2446166,,                  6493,                  6493,,                    846,,                273036,                731577,              1004613,             17064334,,,              3447233,,                332944,,              9310520,,                168158,,                357265,,                421999,                779264,                121778,,                 60556,,                 21076,                247535,,                122456,                451623,             14611520,             31675854,,,,,              5456697,,                142970,,,,                852121,,                110130,,              1384540,                771997,              2156537,                343524,                  9094,,,                535227,                 88283,                623510,              9694583,,,              2148371,,                  2808,,                830417,,                210225,                 13381,                223606,              3205202,             12899785,,,,              5492241,              5986543,,              3801580,,              1832233,                648929,,              2106460,              4587622,,              3667158,                290088,             17752815,              1023254,             18776069,             31675854,              0,     10357462,,                              0,                494302,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2015年03月31日,,,,              7325523,,                261533,,              2526775,,                142469,,              3518334,,                 20691,,                255732,,              2728206,,                  6584,                  6584,,                    327,,                346295,                767454,              1113749,             17899923,,,              3890059,,                312081,,              9513110,,                168325,,                362709,,                433861,                796570,                114455,,                 59048,,                 17390,                253221,,                145306,                474965,             15269565,             33169488,,,,,              5895578,,                132957,,,,                935785,,                123834,,,                804360,                804360,                487111,                  9250,,,                526162,                 89115,                615277,              9004152,,,              2392951,,                  2770,,                737946,,                215592,                 18790,                234382,              3368049,             12372201,,,,              5492241,              5492241,,              3776722,,              1575688,                648929,,              4075320,              6299937,,              4392976,                290088,             19671788,              1125499,             20797287,             33169488,              0,     10357462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2014年12月31日,,,,              6266604,,                291313,,              2590819,,                150610,,              3675270,,                 31523,,                274392,,              3290436,,                  6653,                  6653,,                  5728,,                312580,                609855,                922435,             17505783,,,              3814384,,                312190,,              9726432,,                168491,,                367039,,                445830,                812869,                115363,,                 50567,,                 17385,                257202,,                150211,                475365,             15425094,             32930877,,,,,              5570365,,                114972,,                              0,,              1041199,,                128360,,                              0,                757496,                757496,                268573,                 12164,,,                661946,                 71366,                733312,              8626441,,,              2729819,,                  2732,,                648323,,                214257,                 19861,                234118,              3614992,             12241433,,,,              5492241,              5492241,,              3776722,,              1575688,                648929,,              3861721,              6086338,,              4458065,                290088,             19523278,              1166166,             20689444,             32930877,              0,     10357462,,                              0,                              0,              0,              6266604,                274392,             32930877,,,,              5570365,,                114972,,              1041199,,                128360,,                757496,                757496,                268573,                 12164,,,                661946,                 71366,                733312,              8626441,,,              2729819,,                  2732,,                648323,,                214257,                 19861,                234118,              3614992,             12241433,,,,              5492241,              5492241,,              3776722,,              1575688,                648929,,              3861721,              6086338,,              4458065,                290088,             19523278,              1166166,             20689444,,,,,
2104,2014年09月30日,,,,              3629676,,                290919,,              2900787,,                174980,,              3879122,,                 34333,,                281465,,              3344822,,                  6378,                  6378,,                              0,,              1900257,                682219,              2582476,             17124958,,,              3974679,,                312103,,              9551945,,                168658,,                351821,,                457798,                809619,                128791,,                 97533,,                 16075,                248216,,                 55404,                417228,             15363023,             32487981,,,,,              4922276,,                149925,,                              0,,              1268486,,                149780,,                              0,                624991,                624991,                202516,                              0,,,                544821,                 37036,                581857,              7899831,,,              2919073,,                  2693,,                559607,,                150343,                 28192,                178535,              3659908,             11559739,,,,              5492241,              5492241,,              3776722,,              1575688,                648929,,              3842873,              6067490,,              4669971,                290088,             19716336,              1211906,             20928242,             32487981,              0,     10357462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2014年06月30日,,,,              3850459,,                240585,,              3075404,,                187870,,              3928139,,                 43179,,                279561,,              3511974,,                  6277,                  6277,,                654690,,                252683,                821127,              1073810,             16851948,,,              3964503,,                311924,,              9775205,,                168825,,                413396,,                478164,                891560,                148091,,                118399,,                 15340,                246208,,                 75703,                455650,             15715758,             32567706,,,,,              4215281,,                171859,,,,              1259283,,                180781,,                623761,                618529,              1242290,                365333,                              0,,,                535778,                 48802,              1889580,              9324407,,,              3559575,,                  2655,,                661844,,                155357,                 27967,                183324,              4407398,             13731805,,,,              5492241,              5492241,,              3776722,,              1575688,                924378,,              1453371,              3953437,,              4720756,                290088,             17653068,              1182833,             18835901,             32567706,              0,     10357462,,              1305000,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2014年03月31日,,,,              3040294,,                240270,,              2877960,,                330817,,              3902926,,                 24619,,                270061,,              3393887,,                  3893,                  3893,,                              0,,                 82690,                664319,                747009,             14831736,,,              4117133,,                312119,,             10611475,,                168991,,                421595,,                490316,                911911,                151330,,                 94046,,                 15211,                255426,,                 77030,                441713,             16714672,             31546408,,,,,              4305300,,                169725,,,,              1221383,,                159076,,,                576165,                576165,                433223,                              0,,,                533190,                 49736,                582926,              7447798,,,              3990088,,                  2622,,                574394,,                153639,                 17521,                171160,              4738264,             12186062,,,,              5492241,              5492241,,              3764811,,              1494649,                924378,,              1976572,              4395599,,              4801435,                290088,             18163998,              1196348,             19360346,             31546408,              0,     10357462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2013年12月31日,,,,,,                              0,,              2747095,,                366086,,              3396530,,                 32504,,,,              3394289,,                  5715,                  5715,,                              0,,                161331,                681875,                843206,             14215976,,,              4045618,,                311905,,             10640295,,                169158,,                412583,,                502468,                915051,                148414,,                 85909,,                 15118,                249910,,                 71678,                422615,             16653056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     10357462,,,,              0,              3162678,                267873,             30869032,,,,              4446695,,                169854,,              1105488,,                174871,,                565689,                565689,                396671,                              0,,,                521076,                 35495,                556571,              7415839,,,              3948287,,                  2586,,                491326,,                149759,                 16430,                166189,              4608388,             12024227,,,,              5492241,              5492241,,              3764811,,              1494649,                924378,,              1777331,              4196358,,              4490303,                290088,             17653625,              1191180,             18844805,,                              0,                              0,,                              0
2104,2013年09月30日,,,,,,                              0,,              2803622,,                318551,,              3660577,,                 21473,,,,              3385427,,                  5623,                  5623,,,,                164789,                882262,              1047051,             14617717,,,              3767736,,                311829,,             10559323,,                169324,,                493455,,                514621,              1008076,                254462,,                 41365,,                 14620,                217448,,                 69603,                343036,             16413786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     10357462,,,,              0,              3073738,                301655,             31031503,,,,              4930474,,                 49979,,                996440,,                171926,,                695502,                695502,                346788,,,,              1496694,                 33009,              1529703,              8720812,,,              3053980,,                  2970,,                622896,,                203254,                 14510,                217764,              3897610,             12618422,,,,              5492241,              5492241,,              3764811,,              1494649,                924378,,              1626119,              4045146,,              4195388,                290088,             17207498,              1205583,             18413081,,,,,
2104,2013年06月30日,,,,,,                501381,,              2405218,,                295382,,              3956191,,                 24723,,,,              3719229,,                  5677,                  5677,,                127239,,                105006,                681156,                786162,             15674684,,,              3261568,,                311967,,             10122215,,                169491,,                500504,,                526854,              1027358,                270308,,                518992,,                 13130,                220933,,                117386,                870441,             16033348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     10357462,,,,              0,              3598316,                255166,             31708032,,,,              5252673,,                 28935,,              1148593,,                104439,,                590342,              1783178,                417744,,,,              1536255,                 36555,              1572810,             10311474,,,              3242117,,                  2970,,                654452,,                205373,                  8855,                214228,              4113767,             14425241,,,,              5492241,              5492241,,              3764811,,              1494649,                924378,,              1220253,              3639280,,              3394956,                290088,             16001200,              1281591,             17282791,,                  3102,              1192836,,                              0
