證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－受贈資產,　　　　　　 資本公積－受贈資產合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 應付票據,　　　　 應付票據合計,　　　　 待分配股票股利,　　 非控制權益
2102,2015年09月30日,,,,              1207796,,                386179,,                387497,,              1600094,,                 40265,,              1314979,,                 86462,,                160334,              5183606,,,                 17449,,                              0,,              7177580,,                 43465,                 54921,,                  6073,,                510925,                516998,              7810413,             12994019,,,,,                586537,,                  5074,,                 36902,,                557653,,                281823,                 83192,,,                  7142,                 72484,                 79626,              1630807,,,                229120,,                680482,,                289170,                  6924,                296094,              1205696,              2836503,,,,              4640483,              4640483,,,                167790,                              0,,                              0,                167790,,                678409,              1907768,,              2709148,              5295325,,,                236953,,                              0,                236953,                183035,             10157516,             10157516,             12994019,              0,              0,     13485890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2015年06月30日,,,,              1459308,,                384848,,                201408,,              1840380,,                  1468,,              1241321,,                105518,,                    309,              5234560,,,                 17449,,                              0,,              7142372,,                 45460,                 57163,,                  5016,,                350298,                355314,              7617758,             12852318,,,,,                799006,,                  2732,,                              0,,                615387,,                311156,                 73466,,,                  5489,                 76555,                 82044,              1883791,,,                185520,,                681602,,                288818,                  6792,                295610,              1162732,              3046523,,,,              4571904,              4640483,,,                 63978,                101668,,                    151,                165797,,                678409,              1907768,,              2495373,              5081550,,,                101000,,                              0,                101000,                183035,              9805795,              9805795,             12852318,              0,              0,     13286593,                 68579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2015年03月31日,,,,              1277722,,                304032,,                271411,,              1836181,,                 31740,,              1158739,,                 75663,,                    313,              4955801,,,                 17449,,                              0,,              7212977,,                 48908,                 58900,,                  4694,,                129182,                133876,              7472110,             12427911,,,,,                590703,,                              0,,                              0,,                611274,,                226027,                 52344,,,                  2829,                 76655,                 79484,              1559832,,,                 95755,,                680674,,                288502,                  6842,                295344,              1071773,              2631605,,,,              4571904,              4571904,,,                 63978,                101668,,                    151,                165797,,                636105,              1907768,,              2551930,              5095803,,,                145837,,                              0,                145837,                183035,              9796306,              9796306,             12427911,              0,              0,     13286594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2014年12月31日,,,,              1088483,,                292838,,                282125,,              1698136,,                  1744,,              1254054,,                105506,,                    635,              4723521,,,                 17449,,                              0,,              7248246,,                 47177,                 54703,,                  4456,,                134759,                139215,              7506790,             12230311,,,,,                523900,,                              0,,                              0,,                563291,,                241894,                 44054,,,                  2109,                 67584,                 69693,              1442832,,,                 71774,,                680546,,                288138,                  6873,                295011,              1047331,              2490163,,,,              4571904,              4571904,,,                165797,                              0,,                              0,                165797,,                636105,              1907768,,              2455097,              4998970,,,                186512,,                              0,                186512,                183035,              9740148,              9740148,             12230311,              0,              0,     13286593,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2014年09月30日,,,,              1168757,,                424757,,                256494,,              1565006,,                 30738,,              1471487,,                117000,,                 26827,              5061066,,,                 17449,,                              0,,              7090407,,                 46445,                 38003,,                  7506,,                110419,                117925,              7310229,             12371295,,,,,                834585,,                  1992,,                              0,,                662539,,                242675,                 42703,,,                              0,                 80628,                 80628,              1865122,,,                              0,,                656416,,                288400,                  6801,                295201,                951617,              2816739,,,,              4571904,              4571904,,,                165797,                              0,,                              0,                165797,,                636105,              1907768,,              2369201,              4913074,,,                 86816,,                              0,                 86816,                183035,              9554556,              9554556,             12371295,              0,              0,     13286593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2014年06月30日,,,,              1596985,,                395479,,                374159,,              1709884,,                  2676,,              1315925,,                 93849,,                 60997,              5549954,,,                 18845,,                              0,,              7040799,,                 49250,                 38690,,                  5434,,                120760,                126194,              7273778,             12823732,,,,,                930790,,                              0,,                    210,,                678425,,                312599,                 87037,,,                 64000,                 67978,                131978,              2141039,,,                358930,,                633015,,                287999,                  6728,                294727,              1286672,              3427711,,,,              4233244,              4571904,,,                163337,                              0,,                              0,                163337,,                636105,              1907768,,              2299035,              4842908,,,                    907,,                              0,                    907,                183035,              9396021,              9396021,             12823732,              0,              0,     12302402,                338660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2014年03月31日,,,,              1424418,,                378937,,                542934,,              1727613,,                  1900,,              1220731,,                 67586,,                126650,              5490769,,,                 18845,,                  9998,,              7123274,,                 52207,                 57322,,                  6384,,                106489,                112873,              7374519,             12865288,,,,,                557879,,                              0,,                     84,,                679025,,                225009,                 93181,,,                 64000,                 75102,                139102,              1694280,,,                778930,,                665471,,                288608,                  6778,                295386,              1739787,              3434067,,,,              4233244,              4233244,,,                 63978,                 99208,,                    151,                163337,,                572287,              1907768,,              2679216,              5159271,,,                 58404,,                              0,                 58404,                183035,              9431221,              9431221,             12865288,              0,              0,     12302402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,2013年12月31日,,,,,,                349101,,                567393,,              1580847,,                  6625,,              1289540,,                 49666,,                131461,              5778792,,,                 18845,,                 10004,,              7137413,,                 40664,                 39121,,                  4792,,                110325,                115117,              7361164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     12302402,,              1804159,             13139956,,,,                624915,,                    257,,                673876,,                239971,                 67134,,,                 96000,                 60222,                156222,              1762375,,,              1168514,,                639489,,                287212,                  6812,                294024,              2102027,              3864402,,,,              4233244,              4233244,,,                163337,                              0,,                              0,                163337,,                572287,              1907768,,              2518527,              4998582,,,                 63426,,                              0,                 63426,                183035,              9275554,              9275554,,                              0,                              0,
2102,2013年09月30日,,,,,,                328084,,                512306,,              1693897,,                 29174,,              1302212,,                 60411,,                101430,              5952414,,,                 18845,,                 10017,,              7170083,,                 42918,                 39421,,                  5802,,                 82520,                 88322,              7369606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     12302402,,              1924900,             13322020,,,,                919988,,                     51,,                663852,,                250772,                 70911,,,                              0,                 68616,                 68616,              1974190,,,              1264514,,                635476,,,,                302148,              2202138,              4176328,,,,              4233244,              4233244,,,                 63978,                 99208,,                    151,                163337,,                572287,              1907768,,              2443269,              4923324,,,                  8822,,,                  8822,                183035,              9145692,              9145692,,                              0,,
2102,2013年06月30日,,,,,,                317492,,                325427,,              1711292,,                  4334,,              1439346,,                 74049,,                 39200,              5784499,,,                 18845,,                 20025,,              7206821,,                 22687,                 39777,,                  6531,,                 92235,                 98766,              7406921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     11716574,,              1873359,             13191420,,,,                668317,,                    586,,                869726,,                289194,                108494,,,                              0,                 61518,                 61518,              1998045,,,              1264514,,                626354,,,,                302763,              2193631,              4191676,,,,              4031661,              4233244,,,                162163,                              0,,                              0,                162163,,                572287,              1907768,,              2263327,              4743382,,,                 43990,,,                 43990,                183035,              8999744,              8999744,,                    210,                201583,
