證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 庫存現金,　　　　　 其他非流動資產－其他,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　　 應付公司債,　　　　 現金及約當現金合計,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 應付股利,　　　　 其他應付款－其他
2616,2015年09月30日,,,,                315841,,                101330,,                              0,,                567555,,                355521,,,                126343,                126343,,                277682,                 64727,                342409,              1808999,,,              1178750,,                 25414,,              2296508,,                  2054,                 45877,,                 50238,,                227226,                277464,              3826067,              5635066,,,,,                              0,,              1204832,,                262063,                  8741,,,                 97854,                 29684,                127538,              1603174,,,                  5750,,                460905,,                347146,,                 67847,,                244807,                 10539,                255346,              1136994,              2740168,,,,              1130088,              1130088,,                333969,,                281289,                              0,,                976018,              1257307,,                 40459,                 31863,              2729960,                164938,              2894898,              5635066,              0,              0,      1353454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,2015年06月30日,,,,                456166,,                224336,,                              0,,                613878,,                358986,,,                114530,                114530,,                266562,                 72221,                338783,              2106679,,,              1198675,,                 25414,,              2314599,,                  1974,                 46223,,                 48583,,                205623,                254206,              3841091,              5947770,,,,,                              0,,              1423912,,                427240,                 18956,,,                 63296,                 35595,                 98891,              1968999,,,                  6750,,                458512,,                331704,,                 70402,,                251940,                 10733,                262673,              1130041,              3099040,,,,              1130088,              1130088,,                331939,,                281288,                              0,,                915148,              1196436,,                 65885,                 31863,              2692485,                156245,              2848730,              5947770,              0,              0,      1353454,                456166,                205623,                169513,                257727,                  6750,                458512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,2015年03月31日,,,,                473706,,                208298,,                              0,,                542804,,                348472,,,                145017,                145017,,                260166,                 57858,                318024,              2036321,,,              1208084,,                 25414,,              2239858,,                  2101,                 45667,,                 49596,,                194123,                243719,              3764843,              5801164,,,,,                              0,,              1367421,,                205741,                 43176,,,                 40678,                 19300,                 59978,              1676316,,,                  5900,,                456118,,                354322,,                 71999,,                248682,                 10534,                259216,              1147555,              2823871,,,,              1130088,              1130088,,                331939,,                258701,                              0,,              1051140,              1309841,,                 80995,                 31863,              2821000,                156293,              2977293,              5801164,              0,              0,      1353454,                473706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,2014年12月31日,,,,                592998,,                217296,,                              0,,                586225,,                393602,,,                116949,                116949,,                245746,                 64710,                310456,              2217526,,,              1235908,,                 25414,,              2227418,,                  2021,                 45296,,                 50390,,                192804,                243194,              3779251,              5996777,,,,,                 50000,,              1392363,,                308865,                 37621,,,                  6250,                 45060,                 51310,              1840159,,,                  6850,,                453724,,                388750,,                 75538,,                255971,                 10385,                266356,              1191218,              3031377,,,,              1130088,              1130088,,                331939,,                258701,                              0,,              1008713,              1267414,,                113419,                 31863,              2810997,                154403,              2965400,              5996777,              0,              0,      1353454,                592998,                192804,                              0,                308865,                  6850,                453724,                592998,,                192804,              5996777,,,,                 50000,,              1392363,,                308865,                 37621,,,                  6250,                 45060,                 51310,              1840159,,,                  6850,,                453724,,                388750,,                 75538,,                255971,                 10385,                266356,              1191218,              3031377,,,,              1130088,              1130088,,                331939,,                258701,                              0,,              1008713,              1267414,,                113419,                 31863,              2810997,                154403,              2965400,,
2616,2014年09月30日,,,,                341752,,                392414,,                              0,,                698885,,                372385,,,                165720,                165720,,                221900,                 51784,                273684,              2244840,,,              1137648,,                 25414,,              2232029,,                  1958,                 42942,,                 47276,,                204991,                252267,              3692258,              5937098,,,,,                479717,,              1585041,,                271563,                 24868,,,                              0,                 28300,                 28300,              2389489,,,                              0,,                              0,,                395000,,                 71584,,                225032,                 11262,                236294,                702878,              3092367,,,,              1130088,              1130088,,                291840,,                258701,                              0,,                976225,              1234926,,                 73062,                 31863,              2698053,                146678,              2844731,              5937098,              0,              0,      1353454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,2014年06月30日,,,,                431484,,                165288,,                              0,,                681863,,                345070,,,                197739,                197739,,                124014,                 52301,                176315,              1997759,,,              1059283,,                 25414,,              2170070,,                  1909,                 43818,,                 46390,,                235003,                281393,              3581887,              5579646,,,,,                109998,,              1708694,,                414087,                 36942,,,                              0,                 20018,                 20018,              2289739,,,                              0,,                              0,,                250000,,                 71454,,                222757,                 12262,                235019,                556473,              2846212,,,,              1130088,              1130088,,                289810,,                258701,                              0,,                894681,              1153382,,                 65269,                 31863,              2606686,                126748,              2733434,              5579646,              0,              0,      1353454,                431484,                235003,                169513,                244574,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,2014年03月31日,,,,                536153,,                188278,,                365540,,                631345,,                341999,,,                209808,                209808,,                121302,                 66735,                188037,              2461160,,,                746596,,                 25414,,              2112419,,                  1945,                 43233,,                 47547,,                200361,                247908,              3177515,              5638675,,,,,                259991,,              1700281,,                207994,                 43365,,,                              0,                 16863,                 16863,              2228494,,,                              0,,                              0,,                200000,,                 77649,,                220470,                 11149,                231619,                509268,              2737762,,,,              1130088,              1130088,,                289810,,                233803,                 81432,,                956284,              1271519,,                114786,                 31863,              2774340,                126573,              2900913,              5638675,              0,              0,      1353454,                536153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,2013年12月31日,,,,,,                203258,,                376022,,                654664,,                373801,,,                215778,                215778,,                184372,                 46083,                230455,              2476007,,,                755900,,                 25414,,              1931642,,                  1952,                 43101,,                 47931,,,                329799,              3087808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      1353454,                422029,,,,,,                422029,,                281868,              5563815,,,,                259988,,              1750091,,                298001,                 35507,,,                              0,                 13484,                 13484,              2357071,,,                              0,,                              0,,                              0,,                 79923,,                235752,                 10967,                246719,                326642,              2683713,,,,              1130088,              1130088,,                289810,,                233803,                 81432,,                919541,              1234776,,                132944,                 31863,              2755755,                124347,              2880102,,
2616,2013年09月30日,,,,,,                230248,,                353704,,                618498,,                357443,,,                147845,                147845,,                130461,                 79609,                210070,              2304660,,,                728457,,                 25414,,              1901719,,                  1918,                 42910,,                              0,,                197445,                197445,              2897863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      1353454,                386852,,,,,,                386852,,,              5202523,,,,                309977,,              1478309,,                246254,                 30853,,,                 11875,                 38313,                 50188,              2115581,,,,,,,                              0,,                 69234,,                229156,                 10947,                240103,                309337,              2424918,,,,              1130088,              1130088,,                289810,,                233803,                 81432,,                866198,              1181433,,                 89244,                 31863,              2658712,                118893,              2777605,,
2616,2013年06月30日,,,,,,                361273,,                343846,,                596589,,                379409,,,                111822,                111822,,                125034,                 46884,                171918,              2288677,,,                728213,,                 30763,,              1827962,,                  1940,                 42567,,                              0,,                198452,                198452,              2829897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      1353454,                323820,                198452,,,,,                323820,,,              5118574,,,,                199990,,              1487502,,                377583,                 36076,,,                 12990,                 11581,                 24571,              2125722,,,,,,,                              0,,                 67936,,                227465,                 11120,                238585,                306521,              2432243,,,,              1130088,              1130088,,                287780,,                233803,                 81432,,                783154,              1098389,,                 84192,                 31863,              2568586,                117745,              2686331,                169513,                208070
