證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 其他應付款項－關係人
3051,2015年09月30日,,,,                870138,,                184924,,                    566,                    566,,              1323230,,                 40488,,                    840,,              1056775,,                 76074,,                 36071,,                  3238,              3592344,,,              2923925,,              4257323,                573215,,                  2940,                  2205,                  2345,                 24723,,                  3404,                  3404,                 35617,              7790080,             11382424,,,,,              1290049,,                    408,,                239162,,                139565,,                 12420,                  2588,,,                  3319,,              1092918,              1092918,                  7695,              1103932,              2788124,,,              6424966,,                 15509,,                 57028,                 71607,                128635,              6569110,              9357234,,,,              3253324,              3253324,,                              0,,,             -1229295,             -1229295,,,                  1161,                  1161,              2025190,                              0,              2025190,             11382424,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,2015年06月30日,,,,                732432,,                214621,,                  1953,                  1953,,              1293798,,                 26740,,                    121,,              1033654,,                 77342,,                 34656,,                  3268,              3418585,,,              2965446,,              4288796,                569529,,                  3096,                  2204,                  2345,                 23900,,                  3782,                  3782,                 35327,              7859098,             11277683,,,,,              1242623,,                              0,,                124839,,                121705,,                 11968,                  2487,,,                  7347,,                938745,                938745,                  7779,                953871,              2457493,,,              6796853,,                  2722,,                 56222,                 71465,                127687,              6927262,              9384755,,,,              3253324,              3253324,,                              0,,,             -1363273,             -1363273,,,,                  2877,              1892928,                              0,              1892928,             11277683,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,2015年03月31日,,,,                329239,,                165478,,,                  2867,,              1573348,,                 17008,,                    146,,              1285705,,                 80367,,                 35150,,                  4034,              3493342,,,              3004261,,              4338913,                578912,,                  5598,                  2199,                  2345,                 24390,,                  1108,                  1108,                 35640,              7957726,             11451068,,,,,              1301546,,                    304,,                230943,,                144480,,                 11104,                  2522,,,                  9948,,                436136,                436136,                  7475,                453559,              2144458,,,              7299462,,                  7846,,                 58401,                 71514,                129915,              7437223,              9581681,,,,              3253324,              3253324,,                              0,,,             -1387692,             -1387692,,,,                  3755,              1869387,                              0,              1869387,             11451068,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,2014年12月31日,,,,                369533,,                192734,,                  5656,                  5656,,              1587597,,                 15112,,                    142,,              1122234,,                164260,,                 35485,,                  3884,              3496637,,,              3045846,,              4387551,                567300,,                  4080,                  2199,                  2345,                 24772,,                  1387,                  1387,                 34783,              8035480,             11532117,,,,,              1370744,,                    297,,                282249,,                175119,,                 11305,                  2546,,,                  4123,,                337818,                337818,                  7533,                349474,              2191734,,,              7469864,,                 21743,,                 60342,                 71008,                131350,              7622957,              9814691,,,,              3253324,              3253324,,                              0,,,             -1539927,             -1539927,,,                  4029,                  4029,              1717426,                              0,              1717426,             11532117,              0,              0,              0,                369533,                192734,                    142,                  2345,             11532117,,,,              1370744,,                    297,,                282249,,                175119,,                 11305,                  2546,,,                  4123,,                337818,                337818,                  7533,                349474,              2191734,,,              7469864,,                 21743,,                 60342,                 71008,                131350,              7622957,              9814691,,,,              3253324,              3253324,,                              0,,,             -1539927,             -1539927,,                  4029,              1717426,                              0,              1717426,,,,,,,,,
3051,2014年09月30日,,,,                267526,,                128462,,                  4775,                  4775,,              1430110,,                 12887,,                    124,,              1114616,,                 96233,,                              0,,                  2884,              3057617,,,              3119839,,              4420317,                562470,,                 11138,                  2421,                  3267,                 24149,,                    741,                    741,                 41716,              8144342,             11201959,,,,,              1306464,,                    290,,                350343,,                152861,,                 11862,                              0,,,                 21814,,              1103824,              1103824,                  7392,              1133030,              2954850,,,              6703858,,                 12839,,                 59945,                 70897,                130842,              6847539,              9802389,,,,              3253324,              3253324,,                              0,,,             -1855327,             -1855327,,,                  1558,                  1558,              1399555,                     15,              1399570,             11201959,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,2014年06月30日,,,,                432891,,                150921,,                  5649,                  5649,,              1063214,,                 10830,,                     76,,                980566,,                 86572,,                              0,,                  3860,              2734579,,,              3163431,,              4457111,                532717,,                  9981,                  3162,                  3267,                 23688,,                  1282,                  1282,                 41380,              8194639,             10929218,,,,,              1280968,,                              0,,                288650,,                143241,,                 11595,                              0,,,                  2247,,                943821,                943821,                  7186,                953254,              2677708,,,              6932626,,                    581,,                 59905,                 75767,                135672,              7068879,              9746587,,,,              3253324,              3253324,,                              0,,,             -2070114,             -2070114,,,,                   -627,              1182583,                     48,              1182631,             10929218,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,2014年03月31日,,,,                727679,,                105772,,,                    956,,                804854,,                 11547,,                    107,,                982897,,                 38292,,                              0,,                  3149,              2675253,,,              3213711,,              4508420,                545346,,                  9981,                  3306,                  3267,                 24270,,                  1718,                  1718,                 42542,              8310019,             10985272,,,,,              1348721,,                    389,,                227623,,                137506,,                 11105,                              0,,,                  5059,,                440368,                440368,                  7187,                452614,              2177958,,,              7494146,,                  5536,,                 62313,                 69996,                132309,              7631991,              9809949,,,,              3253324,              3253324,,                              0,,,             -2079585,             -2079585,,,,                  1536,              1175275,                     48,              1175323,             10985272,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,2013年12月31日,,,,,,,,                    887,                    887,,              1011532,,                  8124,,,,                920822,,                 36799,,                              0,,                  1957,              2658928,,,              3264417,,              4555912,                556810,,                  9981,                  3296,,                 24509,,                  2386,                  2386,                 43439,              8420578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                564180,                114496,                    131,                  3267,             11079506,,,,              1073571,,                    389,,                314180,,                179106,,                 11015,                              0,,,                  9664,,                348243,                348243,                 10803,                368710,              1946971,,,              7817769,,                  6956,,                 63917,                 64290,                128207,              7952932,              9899903,,,,              3253324,              3253324,,                              0,,,             -2076038,             -2076038,,                  2269,              1179555,                     48,              1179603,,                  2269,,                              0,,,,,
3051,2013年09月30日,,,,,,,,                     37,                     37,,              1064186,,                  8950,,,,                996816,,                 24437,,,,                  1062,              2508008,,,              3327358,,              4596441,                546500,,                 10917,                  2805,,                 24223,,                  2932,                  2932,                 44149,              8514448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                343159,                 69247,                    114,                  3272,             11022456,,,,              1222707,,                    389,,                224313,,                139549,,                 11307,,,,                  2035,,              1117329,              1117329,                  7268,              1126632,              2724897,,,              7048684,,                              0,,                 64264,                 68340,                132604,              7181288,              9906185,,,,              3253324,              3253324,,                              0,,,             -2136368,             -2136368,,                   -733,              1116223,                     48,              1116271,,                   -733,,,,,,,
3051,2013年06月30日,,,,,,,,                  1214,                  1214,,              1342895,,                 11090,,,,              1099860,,                 49203,,,,                  1345,              2896707,,,              3379577,,              4646830,                546350,,                 10511,                  2889,,                 24642,,                  4276,                  4276,                 45590,              8618347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                163055,                227936,                    109,                  3272,             11515054,,,,              1415813,,                              0,,                392221,,                153698,,                 12206,,,,                    758,,                960965,                960965,                  7335,                969058,              2942996,,,              7375016,,                  3956,,                 66302,                 67800,                134102,              7513074,             10456070,,,,              3253324,              3253324,,                              0,,,             -2195772,             -2195772,,                  1384,              1058936,                     48,              1058984,,,,,,,,,
