證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 庫藏股票,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 長期遞延收入
6191,2015年09月30日,,,,              3902543,,                 61138,,                  5006,,              6215334,,                117684,,                289417,,              3017443,,                              0,,              1209539,                387670,              1597209,             15205774,,,                 22382,,                 10000,,                101822,,                910114,,              6929559,,                269054,,                278245,                 23800,,                 80011,,                              0,                              0,                844373,,                369470,              1293854,              9838830,             25044604,,,,,              2152985,,                  1116,,              3126487,,                 28457,,              1669689,              1669689,                101058,,,              1095961,                213059,              1309020,              8388812,,,              5056111,,                 56318,,                 76492,                 76492,              5188921,             13577733,,,,              5315469,              5315469,,              3466166,,                832201,                173423,,                699110,              1704734,,,                935179,,                  3352,                938531,                  6843,             11418057,                 48814,             11466871,             25044604,              0,              0,        900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,2015年06月30日,,,,              3742916,,                 88096,,                    746,,              5764424,,                 95096,,                335110,,              2811495,,                              0,,              1411560,                358650,              1770210,             14608093,,,,,                 10000,,                101822,,                889115,,              6665089,,                270391,,                261819,                 21400,,                 99473,,                              0,                              0,                803697,,                244934,              1148104,              9367740,             23975833,,,,,              2445874,,                    129,,              2828654,,                 29324,,              1468941,              1468941,                104048,,,                890073,                192421,              1082494,              7959464,,,              5132134,,                 57418,,                 81966,                 81966,              5271518,             13230982,,,,              5315469,              5315469,,              3466166,,                832201,                173423,,                675335,              1680959,,,                236428,,                   -189,                236239,                    481,             10698352,                 46499,             10744851,             23975833,              0,              0,         60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,2015年03月31日,,,,              3566646,,                 30638,,                    255,,              6526271,,                 95076,,                302713,,              3043894,,                744117,,              1322414,                345880,              1668294,             15977904,,,,,                 10000,,                101822,,                902005,,              6804974,,                271728,,                266154,                 21300,,                101075,,                252415,                252415,                819895,,                247348,              1420733,              9798716,             25776620,,,,,              2702977,,,,              3443792,,                 28351,,              1562870,              1562870,                 56420,,,                890091,                459646,              1349737,              9144147,,,              5651923,,                 58118,,                 88445,                 88445,              5798486,             14942633,,,,              5315469,              5315469,,              3466166,,                818690,                173423,,                616330,              1608443,,,                402244,,,                402244,                              0,             10792322,                 41665,             10833987,             25776620,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,2014年12月31日,,,,              2404600,,                 10128,,                  1325,,              8039083,,                 96039,,                422085,,              2680755,,                751673,,              3117082,                371967,              3489049,             17894737,,,                              0,,                 10000,,                102653,,                895316,,              6915475,,                273065,,                269075,                 21200,,                101482,,                254979,                254979,                833368,,                248650,              1438479,              9925263,             27820000,,,,,              3545558,,                    163,,              3769248,,                 51131,,              1800465,              1800465,                 51148,,,              1188362,                493136,              1681498,             10899211,,,              5572073,,                 61118,,                 98513,                 98513,              5731704,             16630915,,,,              5315469,              5315469,,              3466166,,                818690,                173423,,                842466,              1834579,,,                529999,,                              0,                529999,                              0,             11146213,                 42872,             11189085,             27820000,              0,              0,              0,              2404600,             27820000,,,,              3545558,,                    163,,              3769248,,                 51131,,              1800465,              1800465,                 51148,,,              1188362,                493136,              1681498,             10899211,,,              5572073,,                 61118,,                 98513,                 98513,              5731704,             16630915,,,,              5315469,              5315469,,              3466166,,                818690,                173423,,                842466,              1834579,,,                529999,                529999,             11146213,                 42872,             11189085,,,,,,,,,,,,,,,,,
6191,2014年09月30日,,,,              2459772,,                406995,,                  7668,,              8199820,,                115917,,                370079,,              2908540,,                              0,,              2872952,                315116,              3188068,             17656859,,,                              0,,                 10000,,                102653,,                557584,,              7178368,,                274402,,                259172,                 21100,,                100145,,                247744,                247744,              1004492,,                382801,              1735182,             10138461,             27795320,,,,,              3896713,,                              0,,              4412279,,                 55484,,              1580462,              1580462,                 64260,,,              1632785,                229444,              1862229,             11871427,,,              5032362,,                 56218,,                113910,                113910,              5202490,             17073917,,,,              5315469,              5315469,,              3464785,,                818690,                173423,,                818627,              1810740,,,                 88527,,                              0,                 88527,                              0,             10679521,                 41882,             10721403,             27795320,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,2014年06月30日,,,,              2885160,,                445454,,                 15908,,              8007909,,                152285,,                404687,,              2901965,,                              0,,              2086506,                314327,              2400833,             17214201,,,,,                 10000,,                102653,,                294640,,              7338135,,                275731,,                254983,                 15900,,                 97407,,                240726,                240726,                848060,,                246509,              1432702,              9724744,             26938945,,,,,              3539003,,                    213,,              4493878,,                 38762,,              1559887,              1559887,                 59573,,,              2045329,                129462,              2174791,             11866107,,,              4494532,,                 56318,,                118551,                118551,              4669401,             16535508,,,,              5315469,              5315469,,              3464785,,                818690,                173423,,                720994,              1713107,,,               -129684,,                              0,               -129684,                              0,             10363677,                 39760,             10403437,             26938945,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,2014年03月31日,,,,              3273079,,                  7026,,                 13403,,              7220264,,                150232,,                322010,,              2811017,,                              0,,              2264262,                255053,              2519315,             16316346,,,,,                 10000,,                102653,,                290410,,              7694889,,                277099,,                260987,                 14700,,                100235,,                              0,                              0,                869518,,                149134,              1118887,              9769625,             26085971,,,,,              3401068,,,,              4270823,,                 31189,,              1581919,              1581919,                 51276,,,              2084737,                127867,              2212604,             11548879,,,              3789660,,                 56118,,                109485,                109485,              3955263,             15504142,,,,              5315469,              5315469,,              3463270,,                818690,                546819,,                315178,              1680687,,,                 88271,,,                 88271,                              0,             10547697,                 34132,             10581829,             26085971,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,2013年12月31日,,,,,,                  7608,,                  1970,,              7681633,,                277971,,                339585,,              3057433,,                              0,,              1201199,                312037,              1513236,             16414220,,,,,                 10000,,                102653,,                262217,,              7727213,,                278506,,                254915,                 10900,,                 64265,,                              0,                              0,                863103,,                105743,              1033111,              9679515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3534784,             26093735,,,,              2748207,,                    378,,              5195017,,                 52619,,              1829609,              1829609,                 76211,,,              1490028,                106562,              1596590,             11498631,,,              4045655,,                 56117,,                106859,                106859,              4208631,             15707262,,,,              5315469,              5315469,,              3463270,,                818690,                546819,,                332734,              1698243,,,               -123818,               -123818,             10353164,                 33309,             10386473,                              0,,                              0,,,,,,,,,,,,,,
6191,2013年09月30日,,,,,,                  7818,,                              0,,              7773072,,                250143,,                428887,,              3125385,,,,              1285043,                287423,              1572466,             16906257,,,,,                 10000,,                102653,,                238175,,              7689582,,                280556,,                281600,                 12202,,                 48140,,                              0,                              0,                857928,,                285608,              1191676,              9806444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              3748486,             26712701,,,,              3337554,,                  3906,,              4790406,,                 51951,,              2120888,              2120888,                 46264,,,              1856826,                 83308,              1940134,             12291103,,,              3641772,,                 56118,,                112179,                112179,              3810069,             16101172,,,,              5315469,              5315469,,              3463270,,                818690,                546819,,                655730,              2021239,,,               -222856,               -222856,             10577122,                 34407,             10611529,                              0,,,,,,,,,,,,,,,,
6191,2013年06月30日,,,,,,                  7434,,                              0,,              7268753,,                204133,,                404022,,              3109886,,,,                988350,                337404,              1325754,             16338070,,,,,                 10000,,                102653,,                238554,,              7616104,,                282651,,                285779,                 12102,,                 67813,,                              0,                              0,                874545,,                607971,              1550329,             10098172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              4018088,             26436242,,,,              3406292,,                  3560,,              4696057,,                 29932,,              1438408,              1438408,                 54673,,,              2222882,                 72980,              2295862,             11938434,,,              3602529,,                 56117,,                 96529,                 96529,              3755175,             15693609,,,,              5315469,              5315469,,              3463270,,                818690,                546819,,                625431,              1990940,,,                -64774,                -64774,             10704905,                 37728,             10742633,                              0,,                 13650,,,,,,,,,,,,,,
