證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 物料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 模具設備淨額,　　　　　 模具設備成本,　　　　　 累計折舊－模具設備,　　　　　 模具設備淨額,　　　　 試驗設備淨額,　　　　　 試驗設備成本,　　　　　 累計折舊－試驗設備,　　　　　 試驗設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體,　　　　　 電腦軟體淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 淨確定福利資產-非流動,　　　　 其他金融資產－非流動,　　　　　 人壽保險現金解約價值,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期應付票據及款項－非關係人,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債,　　　　　 應付公司債溢（折）價,　　　　　 應付公司債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 有形探勘及評估資產淨額,　　　　　 有形探勘及評估資產淨額,　　　　 無形探勘及評估資產淨額,　　　　　 無形探勘及評估資產淨額,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 長期應收票據及款項－關係人,　　　　　 長期應收票據及款項－關係人淨額,　　　　 基金,　　　　　 基金合計,　　　　 預付投資款,　　　　 其他長期投資（淨額）,　　　　　 其他長期投資（淨額）,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據,　　　　　　 長期應付票據及款項合計,　　　　　 特別盈餘公積,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　 庫藏股票,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期應付票據及款項－非關係人,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據,　　　　　 長期應付票據及款項合計,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－員工認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人,　　　　 應收票據－關係人淨額
2444,2015年09月30日,,,,                    548,                230861,                  1504,                232913,,                 20600,,                  1775,                  1775,,                448050,                145695,                302355,,                    684,,                  8499,                  8499,,,                 28328,                 44616,                151643,                  1795,                226382,                226382,,                 56334,,                 10000,                 22805,                 32805,                882347,,,                 73971,,,                194378,                194378,,                196214,                 55010,                141204,,                349307,                251408,                 97899,,                120725,                115444,                  5281,,                 85165,                 83120,                  2045,,                 25070,                 19346,                  5724,                  5142,                451673,,,                  2839,                  2839,                  2839,                 96396,,                 20611,                  1404,                  8555,,                  1472,                  1472,                 32042,                656921,              1539268,,,,,                101418,                101418,,                    347,                    347,,                216883,                216883,,                  1663,                  1663,,                 48140,                 48140,,,                              0,                              0,                 36852,                 36852,                405303,,,                  2760,,                300000,                -14031,                285969,,                     44,                     44,                288773,                694076,,,,                854375,                854375,,,                              0,                              0,                 26972,                  9499,                 36471,,                  4845,,                -50499,                -50499,                -45654,,,                              0,                              0,                845192,                              0,                845192,              1539268,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,2015年06月30日,,,,                    401,                282808,                  1484,                284693,,                 10000,,                  7856,                  7856,,                403760,                145695,                258065,,                     94,,                 12588,                 12588,,,                 22984,                 94653,                177385,                  2497,                297519,                297519,,,,                 10000,                 16133,                 26133,                896948,,,                 73971,,,                216115,                216115,,                239098,                 63611,                175487,,                347824,                249208,                 98616,,                120657,                114243,                  6414,,                 85508,                 83004,                  2504,,                 24792,                 20745,                  4047,                  5142,                508325,,,                  3548,                  3548,                  3548,                 96396,,                 12142,                  1404,                  9466,,                  1472,                  1472,                 24484,                706724,              1603672,,,,,                109409,                109409,,                    732,                    732,,                310352,                310352,,                  1413,                  1413,,                 88568,                 88568,,,                              0,                              0,                  1628,                  1628,                512102,,,                    570,,                300000,                -16051,                283949,,                    154,                    154,                284673,                796775,,,,                854375,                854375,,,                              0,                              0,                 26972,                  9499,                 36471,,                  4845,,                -88794,                -88794,                -83949,,,                              0,                              0,                806897,                              0,                806897,              1603672,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,2015年03月31日,,,,                    481,                226231,                  1496,                228208,,                 20000,,                  3918,                  3918,,                352405,                 11565,                340840,,                     97,,                 10626,                 10626,,,                 20465,                 65092,                184878,                  2205,                272640,                272640,,,,                 20004,                 12904,                 32908,                909237,,,                 73971,,,                216115,                216115,,                239098,                 62382,                176716,,                328701,                247086,                 81615,,                120502,                112876,                  7626,,                 86053,                 83089,                  2964,,                 25571,                 21104,                  4467,                  5142,                494645,,,                  3568,                  3568,                  3568,                 96396,,                 17631,                  1404,                 11513,,                  1472,                  1472,                 32020,                700600,              1609837,,,,,                349443,                349443,,                  1083,                  1083,,                255940,                255940,,                  2481,                  2481,,                 42157,                 42157,,,                              0,                              0,                  5888,                  5888,                656992,,,,,,,,,                    154,                    154,                    154,                657146,,,,                854375,                854375,,,                              0,                              0,                 26972,,                 26972,,,,                 71344,                 71344,                 71344,,,,                              0,                952691,                              0,                952691,              1609837,              0,              0,              0,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                              0,,                              0,                              0,,                              0,                              0,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,2014年12月31日,,,,                    342,                217598,                  1510,                219450,,                 10000,,                  4366,                  4366,,                322338,                 11565,                310773,,                     94,,                 11890,                 11890,,,                 30339,                 56234,                130223,                  1175,                217971,                217971,,                              0,,                 24000,                 12487,                 36487,                811031,,,                 73971,,,                216115,                216115,,                239098,                 61076,                178022,,                338980,                254678,                 84302,,                119575,                111592,                  7983,,                106562,                103425,                  3137,,                 22817,                 20693,                  2124,                  5142,                496825,,,                  4533,                  4533,                  4533,                 96396,,                    679,                    804,                 11280,,                    498,                    498,                 13261,                684986,              1496017,,,,,                243645,                243645,,                  1486,                  1486,,                246566,                246566,,                  2546,                  2546,,                 66054,                 66054,,,                              0,                              0,                  5668,                  5668,                565965,,,                              0,,                              0,                              0,                              0,,                    154,                    154,                    154,                566119,,,,                854375,                854375,,,                              0,                              0,                 26972,                              0,                 26972,,                              0,,                 48551,                 48551,                 48551,,,                              0,                              0,                929898,                              0,                929898,              1496017,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,2014年09月30日,,,,                    355,                157021,                              0,                157376,,                 11441,,                  2351,                  2351,,                410124,                 11565,                398559,,                    188,,                 12278,                 12278,,,                 22158,                 70914,                148787,                  2400,                244259,                244259,,                              0,,                 28936,                 20841,                 49777,                876229,,,                 73971,,,                216115,                216115,,                239098,                 59770,                179328,,                339755,                254154,                 85601,,                119106,                109944,                  9162,,                106562,                102971,                  3591,,                 21627,                 20296,                  1331,                  5142,                500270,,,                  5481,                  5481,                  5481,                 96396,,                  1430,                    804,                 11119,,                              0,                              0,                 13353,                689471,              1565700,,,,,                350935,                350935,,                    329,                    329,,                258260,                258260,,                  3057,                  3057,,                 37462,                 37462,,,                              0,                              0,                  3594,                  3594,                653637,,,                              0,,                              0,                              0,                              0,,                    154,                    154,                    154,                653791,,,,                854375,                854375,,,                              0,                              0,                 26972,                              0,                 26972,,                              0,,                 30562,                 30562,                 30562,,,                              0,                              0,                911909,                              0,                911909,              1565700,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,2014年06月30日,,,,                    247,                231189,                              0,                231436,,                 16819,,                    678,                    678,,                364303,                 11565,                352738,,                     96,,                 12150,                 12150,,,                 31584,                 44070,                154954,                  1738,                232346,                232346,,,,                 28773,                 14670,                 43443,                889706,,,                 73971,,,                216115,                216115,,                239098,                 58465,                180633,,                337148,                249479,                 87669,,                117870,                108193,                  9677,,                110379,                106330,                  4049,,                 21634,                 19956,                  1678,                  5142,                504963,,,                  6909,                  6909,                  6909,                 96396,,                  1270,                    804,                 10857,,                              0,                              0,                 12931,                695170,              1584876,,,,,                382830,                382830,,                  1293,                  1293,,                252310,                252310,,                  2506,                  2506,,                 36298,                 36298,,,                              0,                              0,                  1448,                  1448,                676685,,,                              0,,                              0,                              0,                              0,,                    182,                    182,                    182,                676867,,,,              1350595,              1350595,,,                              0,                              0,                 26972,                              0,                 26972,,                              0,,               -469558,               -469558,               -469558,,,                              0,                              0,                908009,                              0,                908009,              1584876,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,2014年03月31日,,,,                    262,                202037,                              0,                202299,,                 16831,,                  3901,                  3901,,                337450,                 11565,                325885,,                    132,,                 12529,                 12529,,,                 25700,                 65915,                145926,                  1817,                239358,                239358,,,,                 24000,                 15393,                 39393,                840328,,,                 73971,,,                216115,                216115,,                239098,                 57159,                181939,,                318666,                252408,                 66258,,                115861,                106354,                  9507,,                110379,                105871,                  4508,,                 21678,                 19645,                  2033,                  5142,                485502,,,                  7337,                  7337,                  7337,                 96396,,                 27996,                    804,                 10534,,                              0,                              0,                 39334,                702540,              1542868,,,,,                368869,                368869,,                  2029,                  2029,,                211710,                211710,,                 13400,                 13400,,                 37281,                 37281,,,                  3349,                  3349,                  1729,                  5078,                638367,,,,,,,,,                    192,                    192,                    192,                638559,,,,              1350595,              1350595,,,                  4031,                  4031,                 26972,,                 31003,,,,               -478893,               -478893,               -477289,,,,                              0,                904309,                              0,                904309,              1542868,              0,              0,              0,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                              0,,                              0,                              0,,                              0,                              0,                  1604,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,2013年12月31日,,,,                    366,                194757,                              0,,,,,                  5500,                  5500,,                359359,                 11565,                347794,,                    237,,                  7752,                  7752,,,                 50495,                 46193,                123323,                  1682,                221693,                221693,,,,                 24000,                 11358,                 35358,                830288,,,                 44071,,,                216115,                216115,,                239098,                 55853,                183245,,                328412,                258088,                 70324,,                115253,                104466,                 10787,,                110379,                105407,                  4972,,                 24275,                 21880,                  2395,                  5142,                492980,,,                  8418,                  8418,                  8418,                 96396,,                 18136,                    804,,,                              0,                              0,                 29140,                671005,,,,,,,,                  1577,,,                221293,,,                  2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,                195123,                 16831,                 10200,              1501293,,,,                327237,                327237,,                  1577,,                221293,,                  2222,,                 57676,                 57676,,,                  6683,                  6683,                  3086,                  9769,                619774,,,                              0,                              0,,,                              0,                              0,                    172,                    172,                    172,                619946,,,,              1350595,              1350595,,,                  4031,                  4031,                 26972,                 31003,,                  1604,,               -501855,               -501855,               -500251,,,                              0,                              0,                              0,                881347,                              0,                881347,,,
2444,2013年09月30日,,,,                    387,                197479,,,,,,                  9643,                  9643,,                450315,                 17076,                433239,,                     97,,                  7712,                  7712,,,                 66829,                 82072,                192943,                  1634,                343478,                343478,,,,                 15000,                 47105,                 62105,              1070976,,,                 80218,,,                216115,                216115,,                238554,                 54577,                183977,,                329585,                254085,                 75500,,                139447,                125614,                 13833,,                110518,                104954,                  5564,,                 24081,                 19921,                  4160,                  5142,                504291,,,                  6854,                  6854,                  9683,                 96396,,                 17233,                 15197,,,,,                 42663,                733251,,,,,,,,                    701,,,                283551,,,                  3941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                  2829,                  2829,,,,,,,,,,,,,,,,,,,,,,,,,,,                197866,                 16836,                 10233,              1804227,,,,                375020,                375020,,                    701,,                283551,,                  3941,,                 41912,                 41912,,,                 11137,                 11137,                  7982,                 19119,                724244,,,                              0,                              0,,,                              0,                              0,                    172,                    172,                    172,                724416,,,,              1350595,              1350595,,,                  4031,                  4031,                 26972,                 31003,,                  1604,,               -296343,               -296343,               -294739,,,                 -7048,                 -7048,                              0,              1079811,                              0,              1079811,,                              0,                              0
2444,2013年06月30日,,,,                  1074,                163901,,,,,,                 11023,                 11023,,                476606,                 17076,                459530,,                  3011,,                  7534,                  7534,,,                 82664,                104993,                210096,                  2307,                400060,                400060,,,,                 13000,                 52932,                 65932,              1123522,,,                 80218,,,                216115,                216115,,                230163,                 53337,                176826,,                340291,                264610,                 75681,,                135912,                123064,                 12848,,                110796,                104638,                  6158,,                 24050,                 19705,                  4345,                  5142,                497115,,,                  6062,                  6062,                  8923,                 96396,,                 23167,                 15032,,,,,                 48082,                730734,,,,,,,,                  1652,,,                398328,,,                  3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                  2861,                  2861,,,,,,,,,,,,,,,,,,,,,,,,,,,                164975,                 11457,                  9883,              1854256,,,,                308544,                308544,,                  1652,,                398328,,                  3210,,                 38248,                 38248,,,                 17570,                 17570,                  8206,                 25776,                775758,,,                              0,                              0,,,                              0,                              0,                    344,                    344,                    344,                776102,,,,              1350595,              1350595,,,                  4031,                  4031,                 26972,                 31003,,                  1604,,               -299211,               -299211,               -297607,,,                 -5837,                 -5837,                              0,              1078154,                              0,              1078154,,,
