證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 持有供交易金融負債評價調整－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 其他預收款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 特別股負債－非流動,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他流動資產－其他,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 持有供交易金融負債評價調整－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 其他預收款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 特別股負債－非流動,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
1217,2015年09月30日,,,,                548352,,                 17810,,                 10000,,                119458,,                 42072,,              1036587,,                 48511,,                140936,,                 12476,,                  2315,,,                518410,                518410,,                125860,,                 26000,                 26000,              2648787,,,                127563,                127563,,                396962,                396962,,                371000,                371000,,              2443999,,              3382453,,              1723692,,                 33265,                263972,,                  4589,,                 10046,                 10046,                163073,,                 51646,                 51646,                229354,              8972260,             11621047,,,,,                911000,                911000,,                112907,                112907,,                 40366,                 40366,,                121678,                121678,,                  9146,                  9146,,                 93279,                 93279,,                277053,                277053,,                438403,                438403,                  6232,,                 17396,,,                  8902,                  8902,,              1142067,              1142067,              1150969,              3178429,,,                              0,,                              0,                              0,,              1835511,              1835511,,                132327,,                 22500,                261253,                  7650,                291403,              2259241,              5437670,,,,              4872053,              4872053,,                370460,,                 10694,                178110,,                 85285,                274089,,                -51661,                              0,              5464941,                718436,              6183377,             11621047,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2015年06月30日,,,,                657057,,                 18900,,,,                 73335,,                 51711,,                716140,,                 23382,,                133759,,                385110,,                  4844,,,                875209,                875209,,                173236,,                 90382,                 90382,              3203065,,,                113043,                113043,,                722211,                722211,,                506000,                506000,,              1918928,,              4903217,,              1723692,,                 34646,                315992,,                  5574,,                 10046,                 10046,                274637,,                 54109,                 54109,                344366,             10582095,             13785160,,,,,              1332167,              1332167,,                147934,                147934,,,                 38983,,                238583,                238583,,                              0,                              0,,                251681,                251681,,                 48250,                 48250,,                348749,                348749,                  3667,,                 17194,,,,                 11181,,,              1269758,              1280939,              3708147,,,                              0,,,                              0,,,              3379054,,                133393,,                 22500,                277263,                  7408,                307171,              3819618,              7527765,,,,              4872053,              4872053,,                346606,,                 10694,                178110,,               -127133,                 61671,,               -111587,                              0,              5168743,              1088652,              6257395,             13785160,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2015年03月31日,,,,                736187,,                 24937,,,,                 73646,,                 26786,,                596439,,                 32929,,                125543,,                451729,,                  4416,,,                678510,                678510,,                174628,,                 92352,                 92352,              3018102,,,                139306,                139306,,                727165,                727165,,                506000,                506000,,              1863037,,              4978894,,              1723692,,                 36098,                314928,,                 15550,,                 10038,                 10038,                265713,,                 41862,                 41862,                333163,             10622283,             13640385,,,,,,              1532154,,,                177680,,,                 32670,,,                143780,,                              0,                              0,,,                207897,,                              0,                              0,,,                238375,                  5425,,                 16913,,,,                 14613,,,              1047767,              1062380,              3417274,,,                              0,,,                  1069,,,              3597148,,                133392,,                 22500,                276014,                  6996,                305510,              4037119,              7454393,,,,              4872053,              4872053,,                315295,,                 10694,                547824,,               -432869,                125649,,                -63058,                              0,              5249939,                936053,              6185992,             13640385,              0,              0,              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2014年12月31日,,,,                928230,,                 24060,,                              0,,                 42325,,                 28575,,                449701,,                 13109,,                174002,,                446591,,                  4349,,,                730903,                730903,,                169389,,                 97925,                 97925,              3109159,,,                151661,                151661,,                727322,                727322,,                506000,                506000,,              1841047,,              4991736,,              1723692,,                 37688,                306787,,                  6965,,                 10038,                 10038,                215378,,                 46355,                 46355,                278736,             10564669,             13673828,,,,,              1229824,              1229824,,                172763,                172763,,                 71100,                 71100,,                166801,                166801,,                  7038,                  7038,,                145688,                145688,,                 34183,                 34183,,                320034,                320034,                  3644,,                 16388,,,                    885,                    885,,              1494509,              1494509,              1495394,              3662857,,,                              0,,                  1062,                  1062,,              3345740,              3345740,,                136355,,                 22500,                282586,                  3447,                308533,              3791690,              7454547,,,,              4976893,              4976893,,                335464,,                 10694,                547824,,               -369714,                188804,,                -59423,                100582,              5341156,                878125,              6219281,             13673828,              0,              0,     10484000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2014年09月30日,,,,              1183172,,                 24635,,                              0,,                100422,,                 43489,,                930084,,                 17068,,                120673,,                376071,,                  4946,,,                624120,                624120,,                163352,,                 49000,                 49000,              3637032,,,                151352,                151352,,                714511,                714511,,                506000,                506000,,              1863296,,              4948852,,              1664191,,                 36960,                317288,,                  5019,,                 22965,                 22965,                250494,,                 37658,                 37658,                316136,             10518586,             14155618,,,,,              1343198,              1343198,,                184537,                184537,,                 63600,                 63600,,                268383,                268383,,                 11093,                 11093,,                220510,                220510,,                 20084,                 20084,,                484970,                484970,                  5735,,                 16593,,,                  1360,                  1360,,              1643037,              1643037,              1644397,              4263100,,,                              0,,                  1055,                  1055,,              3226837,              3226837,,                131734,,                 22500,                281376,                  2201,                306077,              3665703,              7928803,,,,              4976893,              4976893,,                335628,,                 10694,                547824,,               -316045,                242473,,               -107725,                100582,              5346687,                880128,              6226815,             14155618,              0,              0,     10484000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2014年06月30日,,,,              1382063,,                 41055,,,,                 57085,,                 45740,,                700448,,                 16582,,                117511,,                385079,,                  3639,,,                730434,                730434,,                142870,,                259621,                259621,              3882127,,,                161788,                161788,,                752226,                752226,,                506000,                506000,,              1874712,,              4750401,,              1664191,,                 38294,                315885,,                 55773,,                 10030,                 10030,                155660,,                 39638,                 39638,                261101,             10324598,             14206725,,,,,              1387500,              1387500,,                196814,                196814,,,                              0,,                224436,                224436,,                              0,                              0,,                284714,                284714,,                 23045,                 23045,,                375483,                375483,                  2592,,                 15353,,,,                    681,,,                675553,                676234,              3186171,,,                 43700,,,                907638,,,              3348485,,                127292,,                 22500,                283432,                  2030,                307962,              4735077,              7921248,,,,              4976893,              4976893,,                339826,,                 10694,                547824,,               -277171,                281347,,                -84854,                100582,              5412630,                872847,              6285477,             14206725,              0,              0,     10484000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2014年03月31日,,,,              1408155,,                 70398,,,,                 63466,,                 34042,,                479531,,                 18627,,                118539,,                383835,,                  3185,,,                648690,                648690,,                130384,,                120050,                120050,              3478902,,,                153212,                153212,,                740545,                740545,,                506000,                506000,,              1856112,,              4463807,,              1935974,,                 39617,                327549,,                 56080,,                 10023,                 10023,                159433,,                 32723,                 32723,                258259,             10281075,             13759977,,,,,,              1213700,,,                179639,,,                 13101,,,                134908,,                              0,                              0,,,                194543,,                              0,                              0,,,                253920,                  3475,,                 14630,,,,                  3132,,,                939242,                942374,              2950290,,,                 36900,,,                901690,,,              3153177,,                133860,,                 22500,                287141,                  1852,                311493,              4537120,              7487410,,,,              4976893,              4976893,,                288197,,                 10694,                547824,,               -135633,                422885,,                -64956,                100582,              5522437,                750130,              6272567,             13759977,              0,              0,     10484000,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2014年01月01日,,,,              1638477,,                 53731,,                              0,,                 48912,,                 25077,,                453981,,                 19231,,                114890,,                383063,,                  3944,,,                713421,                713421,,                103749,,                111050,                111050,              3669526,,,                154052,                154052,,                740120,                740120,,                506000,                506000,,              1866926,,              4363669,,              1936788,,                 40730,                312315,,                 60722,,                 10023,                 10023,                161762,,                 38138,                 38138,                270645,             10191245,             13860771,,,,,                920000,                920000,,                134910,                134910,,                 13063,                 13063,,                138068,                138068,,                  2576,                  2576,,                138687,                138687,,                  2228,                  2228,,                333387,                333387,                  7188,,                 14475,,,                  5573,                  5573,,                861364,                861364,                866937,              2571519,,,                 50600,,                895782,                895782,,              3470935,              3470935,,                127195,,                 22500,                285745,                  5305,                313550,              4858062,              7429581,,,,              4976893,              4976893,,                288197,,                 10694,                154477,,                393347,                558518,,                -64181,                100582,              5658845,                772345,              6431190,             13860771,              0,              0,     10484000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,2013年12月31日,,,,,,                 53731,,,,                 48912,,                 25077,,                453981,,                 19231,,                114890,,                383063,,,,,                713421,                713421,,                103749,,                111050,                111050,              3669526,,,                154052,                154052,,                740120,                740120,,,,,              1866926,,              4363669,,              1936788,,                 40730,                312315,,                 60722,,                 10023,                 10023,                161762,,                 38138,                 38138,                270645,             10191245,,,,,,,,                134910,,,,,,                140644,,,                              0,,,                140915,,,                              0,,,,,,,,,,,,,,,,,,,,,                895782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     10484000,,,,              1638477,                  3944,                506000,                506000,             13860771,,,,                920000,                920000,,                134910,,                              0,                 13063,                 13063,,                140644,,                              0,,                140915,,                              0,,                333387,                333387,                  7188,,                 14475,,,                  5573,                  5573,,                861364,                861364,                866937,              2571519,,,                 50600,                 50600,,                895782,,              3470935,              3470935,,                127195,,                 22500,                285745,                  5305,                313550,              4858062,              7429581,,,,              4976893,              4976893,,                288197,,                 10694,                154477,,                393347,                558518,,                -64181,                100582,              5658845,                772345,              6431190
1217,2013年09月30日,,,,,,                 32943,,,,                108791,,                 53966,,                969196,,                 16773,,                 54124,,                330484,,,,,                692967,                692967,,                139254,,                127050,                127050,              4252779,,,                153659,                153659,,                604431,                604431,,,,,              2032711,,              4232893,,              1865060,,                 37669,                311701,,                  9169,,                 11067,                 11067,                158785,,                 56002,                 56002,                235023,              9979147,,,,,,,,                160668,,,,,,                278181,,,,,,                232477,,,                              0,,,,,,,,,,,,,,,,,,,,,                889913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     10484000,,,,              1726211,                  1020,                506000,                506000,             14231926,,,,              1210518,              1210518,,                160668,,                 12945,,                 12945,,                278181,,,,                232477,,                              0,,                347089,                347089,                 22807,,                 16166,,,                  3269,                  3269,,                752500,                752500,                755769,              3036620,,,                 41300,                 41300,,                889913,,              3400856,              3400856,,                108958,,                 22500,                311652,                  2288,                336440,              4777467,              7814087,,,,              4976893,              4976893,,                287839,,                 10694,                154477,,                355702,                520873,,                -46886,                100582,              5638137,                779702,              6417839
