證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 權益總額,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款項－關係人
4190,2015年09月30日,,,,              1031797,,                  1196,,                              0,,                    511,,                157061,,                 12602,,                237127,,                 62930,              1503224,,,                990942,,                116942,,                 13666,                 21762,,                172420,              1315732,              2818956,,,,,                 29995,,                178204,                 22729,,,              1514581,                  6692,              1521273,              1752201,,,                 35172,,                 11802,                 28583,                 40385,                 75557,              1827758,,,,                515907,                515907,,,                 22495,                 22495,,                 32997,                  1320,,                335540,                369857,,,                 82939,,                              0,                 82939,                991198,                              0,                991198,              2818956,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,2015年06月30日,,,,              1102836,,                  1131,,                              0,,                    103,,                108360,,                 10300,,                222879,,                 50248,              1495857,,,                975901,,                116942,,                 13632,                 24096,,                176391,              1306962,              2802819,,,,,                 26847,,                256891,                 13670,,,              1556550,                  5026,              1561576,              1858984,,,                 31351,,                 12027,                 27146,                 39173,                 70524,              1929508,,,,                515907,                515907,,,                 22495,                 22495,,                 32997,                  1320,,                246888,                281205,,,                 53704,,                              0,                 53704,                873311,                              0,                873311,              2802819,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,2014年12月31日,,,,                937906,,                  1034,,                              0,,                    229,,                152548,,                  7496,,                244190,,                 31475,              1374878,,,                990283,,                116942,,                 15366,                 66348,,                189338,              1378277,              2753155,,,,,                 38371,,                165930,                 18192,,,              1655035,                  5161,              1660196,              1882689,,,                 37521,,                 12491,                 27985,                 40476,                 77997,              1960686,,,,                515907,                515907,,,                -64226,                -64226,,                  7264,                  1320,,                260342,                268926,,,                 71862,,                              0,                 71862,                792469,                              0,                792469,              2753155,              0,              0,              0,                937906,              2753155,,,,                              0,,                 38371,,                165930,                 18192,,,              1655035,                  5161,              1660196,              1882689,,,                 37521,,                 12491,                 27985,                 40476,                 77997,              1960686,,,,                515907,                515907,,,                -64226,                -64226,,                  7264,                  1320,,                260342,                268926,,,                 71862,,                              0,                 71862,                792469,                              0,                792469,,,
4190,2014年09月30日,,,,                821250,,                  1011,,                              0,,                              0,,                136715,,                  7938,,                205807,,                 30276,              1202997,,,                997033,,                116942,,                 13919,                 72885,,                181127,              1381906,              2584903,,,,,                 23514,,                146390,                 23574,,,              1620767,                  4808,              1625575,              1819053,,,                 31508,,                 12484,                 27146,                 39630,                 71138,              1890191,,,,                515907,                515907,,,                -64226,                -64226,,                  7264,                  1320,,                184145,                192729,,,                 50302,,                              0,                 50302,                694712,                              0,                694712,              2584903,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,2014年06月30日,,,,                789290,,                  1054,,                              0,,                     58,,                118998,,                  5152,,                208463,,                 25313,              1148328,,,                998351,,                116942,,                 14415,                 79904,,                182316,              1391928,              2540256,,,,,                 19046,,                246201,                 14183,,,              1596222,                  3101,              1599323,              1878753,,,                 25562,,                 12673,                 26477,                 39150,                 64712,              1943465,,,,                515907,                515907,,,                -64226,                -64226,,                  7264,                  1320,,                101643,                110227,,,                 34883,,                              0,                 34883,                596791,                              0,                596791,              2540256,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,2014年01月01日,,,,                643171,,                  1134,,                 60657,,                    100,,                145506,,                 22494,,                192197,,                 17504,              1082763,,,                980279,,                116942,,                 16149,                 94497,,                188014,              1395881,              2478644,,,,,                 28039,,                184677,                 42040,,,              1594378,                  2473,              1596851,              1851607,,,                 29850,,                 12978,                 24972,                 37950,                 67800,              1919407,,,,                196992,                196992,,,                283650,                283650,,                              0,                  1320,,                 69913,                 71233,,,                 50080,,                              0,                 50080,                601955,                -42718,                559237,              2478644,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,2013年12月31日,,,,,,                  1134,,                 60657,,                    100,,                145506,,                 22494,,                192197,,                 17504,              1082763,,,                980279,,                116942,,                 16149,                 94497,,                188014,              1395881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                643171,              2478644,,,,                              0,,                 28039,,                184677,                 42040,,,              1594378,                  2473,              1596851,              1851607,,,                 29850,,                 12978,                 24972,                 37950,                 67800,              1919407,,,,                196992,                196992,,,                283650,                283650,,                              0,                  1320,,                 69913,                 71233,,,                 50080,,                              0,                 50080,                601955,                -42718,                559237,,,
4190,2012年12月31日,,,,,,                  1086,,                 75447,,                    272,,                183759,,                 17790,,                130867,,                 25021,                911972,,,                923455,,                116942,,                 12086,                 81777,,                153125,              1287385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                477730,              2199357,,,,                 18235,,                 12089,,                164642,                  7623,,,              1495361,                  6024,              1501385,              1703974,,,                 25230,,                 29918,                 17594,                 47512,                 72742,              1776716,,,,                      1,                      1,,,                              0,                              0,,                              0,                              0,,                   -449,                   -449,,,                              0,,                              0,                              0,                   -448,                423089,                422641,,,
4190,2011年12月31日,,,,                340808,,                  5235,,                 71050,,                    162,,                240358,,                 65594,,                130239,,                 12911,                866357,,,                849467,,                116942,,                 14708,                 75702,,                144036,              1200855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,              2067212,,,,                 10816,,                  6254,,                105837,                  9683,,,              1332252,                 12961,              1345213,              1488640,,,                 32645,,                 24710,                 11802,                 36512,                 69157,              1557797,,,,                      1,                      1,,,                              0,                              0,,                              0,                              0,,                   -301,                   -301,,,                              0,,                              0,                              0,                   -300,                509715,                509415,,                    142,                 10695
