證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 商品存貨,　　　　　 在途商品,　　　　　 存貨－買賣業淨額,　　　　 存貨－製造業,　　　　　 原料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付貨款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 長期應收票據及款項,　　　　　 長期應收款,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 其他短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他流動負債,　　　　　 其他金融負債－流動,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　　 一年或一營業週期內到期長期借款,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他流動負債,　　　　 其他金融負債－流動,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　　 其他無形資產,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計
8112,2015年09月30日,,,,              1408159,,              6120229,,              1019304,,                755061,                755061,,,              3429090,                719977,              4149067,,                  4073,                  4073,              4153140,,              1513776,              1513776,,                472119,                206373,                678492,             15648161,,,                 10000,                 10000,,                341781,                341781,,                954632,                954632,,,                168078,,                 72261,,                 20874,                261213,,                145593,,                134518,                280111,,,                 60458,                 60458,,                154120,                214578,              2062315,             17710476,,,,,              6666986,              6666986,,                              0,                              0,,              1229271,,                142628,,                407772,,                 77588,                 77588,,                 95560,                 95560,                 99899,                680819,              8719704,,,                              0,                              0,,                              0,                              0,,              3411360,              3411360,,                275825,                275825,              3687185,             12406889,,,,              2915359,              2915359,,              1555277,,                242906,                              0,,                263417,                506323,,,                179957,                179957,                179957,                176004,              4980912,                322675,              5303587,             17710476,              0,              0,     14594000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,2015年06月30日,,,,              1422562,,              7227523,,              2562399,,                654225,                654225,,,              3777018,              1112149,              4889167,,                  4815,                  4815,              4893982,,                493546,                493546,,                473336,                133193,                606529,             17860766,,,                 10000,                 10000,,                328794,                328794,,                878881,                878881,,,                168078,,                 72845,,                 19004,                259927,,                137621,,                135442,                273063,,,                 56716,                 56716,,                139199,                195915,              1946580,             19807346,,,,,,              7063058,,                              0,                              0,,              1300325,,              1733202,,                692624,,                200515,                200515,,                 99057,                 99057,                 63089,              1055285,             11151870,,,                              0,                              0,,                              0,                              0,,              3262350,              3262350,,                228262,                228262,              3490612,             14642482,,,,              2911997,              2911997,,              1554809,,                242906,                              0,,                163330,                406236,,,                  4975,                  4975,                  4975,                              0,              4878017,                286847,              5164864,             19807346,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,2015年03月31日,,,,                795192,,              4831182,,                651903,,                833058,                833058,,,              3992335,              1450040,              5442375,,                  4348,                  4348,              5446723,,              1187456,              1187456,,                348656,                155685,                504341,             14249855,,,                 10000,                 10000,,                279466,                279466,,                842084,                842084,,,                168078,,                 73431,,                 21309,                262818,,                138904,,                145617,                284521,,,                              0,                              0,,                148183,                148183,              1827072,             16076927,,,,,,              4321802,,                     15,                     15,,              1910157,,                258302,,                731939,,                159075,                159075,,                149052,                149052,                 89996,              1130062,              7620338,,,                              0,                              0,,                              0,                              0,,              2918512,              2918512,,                228098,                228098,              3146610,             10766948,,,,              2870797,              2870797,,              1545557,,                212714,                 70090,,                359853,                642657,,,                 14792,                 14792,                 14792,                              0,              5073803,                236176,              5309979,             16076927,              0,              0,              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,2014年12月31日,,,,                770298,,              4877360,,                762595,,                702277,                702277,,,              3709979,                446455,              4156434,,                  4736,                  4736,              4161170,,                981039,                981039,,                226376,                100470,                326846,             12581585,,,                 10000,                 10000,,                282861,                282861,,                755546,                755546,,,                168078,,                 74017,,                 22433,                264528,,                140110,,                155848,                295958,,,                              0,                              0,,                147011,                147011,              1755904,             14337489,,,,,              3938967,              3938967,,                     66,                     66,,                910479,,                544012,,                416486,,                158489,                158489,,                160810,                160810,                115620,                851405,              6244929,,,                              0,                              0,,                              0,                              0,,              3008207,              3008207,,                212037,                212037,              3220244,              9465173,,,,              2560719,              2560719,,              1424392,,                212714,                 70090,,                308315,                591119,,,                 34105,                 34105,                 34105,                              0,              4610335,                261981,              4872316,             14337489,              0,              0,              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,2014年09月30日,,,,                919951,,              6106992,,                462115,,                544609,                544609,,,              3210651,                562445,              3773096,,                  5443,                  5443,              3778539,,                881180,                881180,,                357521,                151550,                509071,             13202457,,,                 10000,                 10000,,                217560,                217560,,                652771,                652771,,,                168078,,                 74604,,                 19134,                261816,,                135131,,                159135,                294266,,,                              0,                              0,,                168090,                168090,              1604503,             14806960,,,,,              4651247,              4651247,,                              0,                              0,,              1441789,,                 71230,,                436825,,                 84792,                 84792,,                              0,                              0,                153045,                674662,              6838928,,,                     79,                     79,,                191563,                191563,,              2884203,              2884203,,                201787,                201787,              3277632,             10116560,,,,              2534735,              2534735,,              1410658,,                212714,                 70090,,                261243,                544047,,,                -44814,                -44814,                -44814,                              0,              4444626,                245774,              4690400,             14806960,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,2014年06月30日,,,,                766617,,              5001289,,              1084319,,                395026,                395026,,,              2773165,                650301,              3423466,,                  4363,                  4363,              3427829,,                788116,                788116,,                210757,                 93788,                304545,             11767741,,,                 83500,                 83500,,                196216,                196216,,                609526,                609526,,,                168078,,                 75190,,                 22741,                266009,,                133110,,                167785,                300895,,,                 14688,                 14688,,                180751,                195439,              1651585,             13419326,,,,,,              4565567,,                              0,                              0,,                713732,,                580298,,                652824,,                 71449,                 71449,,                 89607,                 89607,                  4451,                818331,              6677928,,,                    193,                    193,,                205870,                205870,,              1935089,              1935089,,                181811,                181811,              2322963,              9000891,,,,              2462661,              2462661,,              1378160,,                212714,                 70090,,                133087,                415891,,,                -75994,                -75994,                -62494,                              0,              4194218,                224217,              4418435,             13419326,              0,              0,              0,,                 13500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,2014年03月31日,,,,                980014,,              4091609,,                258787,,                445344,                445344,,,              1951951,                552509,              2504460,,                  5726,                  5726,              2510186,,                489437,                489437,,                192370,                 13629,                205999,              8981376,,,                 78700,                 78700,,                144657,                144657,,                681700,                681700,,,                168078,,                 75777,,                 14796,                258651,,                              0,,                              0,                              0,,,                 23496,                 23496,,                176328,                199824,              1363532,             10344908,,,,,,              2517562,,                              0,                              0,,              1088044,,                150115,,                165144,,                146136,                146136,,                236074,              1155504,                  6948,              1473732,              5229453,,,                    216,                    216,,                260347,                260347,,                575560,                575560,,                143438,                143438,                979561,              6209014,,,,              2321898,              2321898,,              1318587,,                201481,                146394,,                168649,                516524,,,                -42298,                -42298,                -33598,                              0,              4123411,                 12483,              4135894,             10344908,              0,              0,              0,,                  8700,                919430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,2013年12月31日,,,,,,              2853984,,                180803,,                340716,                340716,,,              1979456,                974878,              2954334,,                  6663,                  6663,              2960997,,                440160,                440160,,                159766,                 70481,                230247,              7889999,,,                 76300,                 76300,,                150759,                150759,,                644939,                644939,,,                168078,,                 76362,,                 16373,                260813,,                              0,,                              0,                              0,,,                 29259,                 29259,,                196135,                225394,              1358205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                576310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                883092,              9248204,,,,              1585503,,                              0,                              0,,                782485,,                  6429,,                114801,,                303318,                303318,,                580551,                908750,              1489301,                  9809,              1917229,              4291646,,,                  1620,                  1620,,                576310,,                858300,                858300,,                141453,                141453,              1577683,              5869329,,,,              1838688,              1838688,,              1138168,,                201481,                146394,,                114600,                462475,,,                -70090,                -70090,,                  6300,                -63790,                              0,              3375541,                  3334,              3378875,                              0,,
8112,2013年09月30日,,,,,,              3615872,,                314066,,                501358,                501358,,,              2109538,              1252561,              3362099,,                 12343,                 12343,              3374442,,                246526,                246526,,                 52239,                101103,                153342,              9093557,,,                 82600,                 82600,,                175219,                175219,,                627629,                627629,,,                168078,,                 76951,,                 15798,                260827,,                              0,,                              0,                              0,,,                              0,                              0,,                133595,                133595,              1279870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                887951,             10373427,,,,              3554789,,,,,                742835,,                     43,,                 99929,,                 48009,                 48009,,                578379,                906190,              1484569,                 37247,              1669754,              5967421,,,                              0,                              0,,                              0,,              1141040,              1141040,,                139505,                139505,              1280545,              7247966,,,,              1638688,              1638688,,              1090528,,                201481,                146394,,                113367,                461242,,,                -82967,                -82967,,                 12600,                -70367,                              0,              3120091,                  5370,              3125461,                              0,,
8112,2013年06月30日,,,,,,              3937112,,                115604,,                478372,                478372,,,              1918460,                868482,              2786942,,                 11786,                 11786,              2798728,,                403867,                403867,,                 85778,                 51847,                137625,              8625047,,,                 87100,                 87100,,                200719,                200719,,                626564,                626564,,,                168078,,                 77537,,                 16172,                261787,,                              0,,                              0,                              0,,,                              0,                              0,,                 93559,                 93559,              1269729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                753739,              9894776,,,,              2705204,,,,,              1320765,,                    578,,                174470,,                 60190,                 60190,,                578037,                494630,              1072667,                  8079,              1315406,              5341953,,,                              0,                              0,,                              0,,              1282450,              1282450,,                128843,                128843,              1411293,              6753246,,,,              1638688,              1638688,,              1090528,,                201481,                146394,,                107299,                455174,,,                -62409,                -62409,,                 17100,                -45309,                              0,              3139081,                  2449,              3141530,                              0,,
