證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收收入／遞延收入,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收收入／遞延收入,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 其他應付款－其他,　　　　 應付股利,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 預付貨款
1702,2015年09月30日,,,,              5532859,,                              0,,                238402,,              1817451,,                103476,,                 41604,,              1636294,,                307801,,                282037,              9959924,,,                 12277,                 12277,,                 27166,,              7941771,,                 67304,,                105417,                105417,                 27461,,                 99125,                270859,,                152798,                522782,              8704178,             18664102,,,,,              4102381,,                114988,,                    947,,                    579,,                725062,,              1276691,              1276691,                244796,,,                321606,                321606,,                506357,                506357,                 79156,                907119,              7372563,,,              4527667,,                  8585,,                605543,,                517502,                 90507,                608009,              5749804,             13122367,,,,              2941330,              2941330,,                520786,,                308586,                512508,,              1422660,              2243754,,,                237725,,                 -7693,                230032,                530114,              5405788,                135947,              5541735,             18664102,              0,              0,     46041259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,2015年06月30日,,,,              5298974,,                              0,,                202479,,              1541443,,                230805,,                 52946,,              1732230,,                127205,,                141989,              9328071,,,                 13657,                 13657,,                 27166,,              7770183,,                 65589,,                105417,                105417,                 27461,,                 39236,                262415,,                148818,                450469,              8459942,             17788013,,,,,              3457295,,                109994,,                    118,,                    836,,                789311,,              1133378,              1751733,                198341,,,                289524,                289524,,                223423,                223423,                 94309,                607256,              6914884,,,              4563863,,                  8585,,                605543,,                515228,                 87107,                602335,              5780326,             12695210,,,,              2941330,              2941330,,                520786,,                308586,                512508,,              1197823,              2018917,,,                 32448,,                 -6313,                 26135,                530114,              4977054,                115749,              5092803,             17788013,              0,              0,     46041259,                618355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,2015年03月31日,,,,              4919276,,                    442,,                199064,,              1481659,,                124224,,,,              1792554,,                163251,,                212299,              8892769,,,                 14014,                 14014,,                 27166,,              7794459,,,,                105417,                105417,                 27461,,                 41675,                125604,,                269900,                437179,              8405696,             17298465,,,,,              3620544,,                110000,,,,                    955,,                629571,,,                968556,                165465,,,                306785,                306785,,                270707,                270707,                 72622,                650114,              6145205,,,              4463831,,                  8585,,                605543,,                516082,                 65746,                581828,              5659787,             11804992,,,,              2941330,              2941330,,                424437,,                213723,                512508,,              1603515,              2329746,,,                163674,,                 -5958,                157716,                530114,              5323115,                170358,              5493473,             17298465,              0,              0,     46041259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,2014年12月31日,,,,              4461887,,                     50,,                187029,,              1505716,,                153583,,                              0,,              1856898,,                194077,,                139313,              8498553,,,                 14287,                 14287,,                 27166,,              7774260,,                              0,,                105417,                105417,                 27461,,                 56046,                127476,,                283648,                467170,              8415761,             16914314,,,,,              3405688,,                 99994,,                              0,,                  1116,,                663996,,              1028208,              1028208,                171578,,,                282132,                282132,,                466463,                466463,                 59538,                808133,              6178713,,,              4297111,,                  8585,,                605543,,                517934,                 53850,                571784,              5483023,             11661736,,,,              2941330,              2941330,,                424437,,                213723,                512508,,              1314340,              2040571,,,                210304,,                 -5685,                204619,                530114,              5080843,                171735,              5252578,             16914314,              0,              0,     46041259,                              0,              4461887,             16914314,,,,              3405688,,                 99994,,                              0,,                  1116,,                663996,,              1028208,                171578,,,                282132,                282132,,                466463,                466463,                 59538,                808133,              6178713,,,              4297111,,                  8585,,                605543,,                517934,                 53850,                571784,              5483023,             11661736,,,,              2941330,              2941330,,                424437,,                213723,                512508,,              1314340,              2040571,,,                210304,,                 -5685,                204619,                530114,              5080843,                171735,              5252578,,,,,,,,,
1702,2014年09月30日,,,,              3634945,,                              0,,                223093,,              1898624,,                136356,,                              0,,              1851284,,                218404,,                201805,              8164511,,,                 13671,                 13671,,                 27166,,              7351988,,                              0,,                105417,                105417,                 24105,,                211843,                124850,,                180073,                516766,              8039113,             16203624,,,,,              3923154,,                239929,,                     50,,                     97,,                777575,,              1088123,              1088123,                180292,,,                255987,                255987,,                697355,                697355,                 55704,              1009046,              7218266,,,              3000510,,                  8585,,                538703,,                505070,                 64254,                569324,              4117122,             11335388,,,,              2941330,              2941330,,                424437,,                213723,                512508,,              1092213,              1818444,,,                 67723,,                 -6301,                 61422,                530114,              4715519,                152717,              4868236,             16203624,              0,              0,     46041259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,2014年06月30日,,,,              3463937,,                    824,,                177221,,              1663201,,                192580,,                              0,,              1635990,,                304458,,                164600,              7602811,,,                 15654,                 15654,,                 75361,,              6646412,,                              0,,                105417,                105417,                 24105,,                 84156,                123041,,                117937,                325134,              7192083,             14794894,,,,,              2563932,,                134975,,                              0,,                     61,,                702630,,              1083229,              1671960,                146976,,,                270662,                270662,,                850117,                850117,                 38633,              1159412,              6379946,,,              2798824,,                  8585,,                538703,,                502885,                 57152,                560037,              3906149,             10286095,,,,              2941330,              2941330,,                424437,,                213723,                512508,,                857023,              1583254,,,                -34949,,                 -4318,                -39267,                530114,              4379640,                129159,              4508799,             14794894,              0,              0,     46041259,                588731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,2014年03月31日,,,,              2865804,,                    707,,                148032,,              1430106,,                 92372,,,,              1618718,,                165360,,                169714,              6490813,,,                 15312,                 15312,,                 75685,,              6402019,,,,                105417,                105417,                 24105,,                233780,                125714,,                141061,                500555,              7123093,             13613906,,,,,              2134851,,                 84960,,,,                     61,,                718520,,,                763907,                134015,,,                273557,                273557,,                959735,                959735,                 46460,              1279752,              5116066,,,              2496866,,                  6760,,                538703,,                503399,                 89263,                592662,              3634991,              8751057,,,,              2941330,              2941330,,                332677,,                128287,                512508,,              1259991,              1900786,,,                 57787,,                 -4660,                 53127,                530114,              4697806,                165043,              4862849,             13613906,              0,              0,     46041259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,2013年12月31日,,,,,,                              0,,                158676,,              1561315,,                104945,,,,              1781691,,                 92467,,                 93616,              6313685,,,                 15107,                 15107,,                 75755,,              6353212,,,,                105417,                105417,                 24105,,                132078,                126944,,                112248,                371270,              6944866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     46041259,,              2520975,             13258551,,,,              1945686,,                 44951,,                  2753,,                     61,,                646223,,                974308,                106309,,,                241951,                241951,,              1107321,              1107321,                 53036,              1402308,              5122599,,,              2400040,,                  6760,,                538703,,                503323,                 59474,                562797,              3508300,              8630899,,,,              2941330,              2941330,,                332677,,                128287,                512508,,              1050728,              1691523,,,                 37681,,                 -4865,                 32816,                530114,              4468232,                159420,              4627652,                974308,                              0,,,,,,,
1702,2013年09月30日,,,,,,                    950,,                179155,,              1699646,,                 89957,,,,              1687870,,                108218,,                196400,              6084219,,,                 13877,                 13877,,                 75441,,              6188541,,,,                105417,                105417,                 12663,,                130596,                125811,,                 94720,                351127,              6747066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     46041259,,              2122023,             12831285,,,,              1712510,,                109969,,                              0,,                    333,,                681629,,                896390,                192784,,,                203349,                203349,,                786945,                786945,                104313,              1094607,              4688222,,,              2719516,,                  6760,,                477410,,                488050,                 32484,                520534,              3724220,              8412442,,,,              2941330,              2941330,,                332677,,                128287,                512508,,                835082,              1475877,,,                 16528,,                 -6095,                 10433,                530114,              4230203,                188640,              4418843,                896390,,,,,,,,
1702,2013年06月30日,,,,,,                              0,,                204982,,              1663697,,                159678,,,,              1708732,,                116968,,                169895,              5940454,,,                 13945,                 13945,,                 75601,,              6247567,,,,                105417,                105417,                 12663,,                124332,                127605,,                 95394,                347331,              6802524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     46041259,,              1916502,             12742978,,,,              1505505,,                 69993,,                  3696,,                    333,,                757188,,                924555,                138982,,,                203075,                203075,,                618974,                618974,                312655,              1134704,              4534956,,,              3003824,,                  6760,,                477410,,                487252,                 27540,                514792,              4002786,              8537742,,,,              2941330,              2941330,,                332677,,                128287,                512508,,                574592,              1215387,,,                 75756,,                 -6026,                 69730,                530114,              4029010,                176226,              4205236,                630250,                294305,,,,,,,
