證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 專利權淨額,　　　　　 專利權,　　　　　 專利權淨額,　　　　 商譽,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 負債準備-流動,　　　　　 保固之短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 保固之短期負債準備,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 待註銷股本股數,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　　 存入保證金,　　　 庫藏股票,　　　　　 預收貨款,　　　　 其他非流動負債－其他
3583,2015年09月30日,,,,                425286,,                581611,,                650920,,                 72499,,                 57455,              1787771,,,                              0,,                  3000,,                 13276,,              1631503,,,                  3095,                  3095,                    666,                  3761,                 43696,,,                 46081,                 46081,              1741317,              3529088,,,,,                350548,,                536978,,                132071,                132071,,                 47579,                 47579,,,                131476,,                 17983,                 39496,                188955,              1256131,,,                425912,,                 23990,,                 16863,                 16863,                466765,              1722896,,,,                811390,                811390,,                506999,,                100879,                              0,,                415640,                516519,,,                 18992,                 18992,                 47708,              1806192,              1806192,              3529088,              0,        811000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,2015年06月30日,,,,                265392,,                673373,,                624772,,                 99193,,                 59924,              1722654,,,                              0,,                  3000,,                 14030,,              1665996,,,                  3161,                  3161,                    666,                  3827,                 38736,,,                 63489,                 63489,              1789078,              3511732,,,,,                245505,,                384995,,                266084,                266084,,                 41674,                 41674,,,                108282,,                 33476,                 28831,                170589,              1108847,,,                555795,,                 23010,,                 17117,                 17117,                595922,              1704769,,,,                811390,                811390,,                506999,,                100879,                              0,,                411777,                512656,,,                  5190,                  5190,                 29272,              1806963,              1806963,              3511732,              0,        509000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,2015年03月31日,,,,                337960,,                590530,,                638093,,                 75830,,                 70214,              1733811,,,                              0,,                  5680,,                              0,,              1696324,,,                  3225,                  3225,                    666,                  3891,                 39364,,,                 82605,                 82605,              1827864,              3561675,,,,,                200000,,                424263,,                141420,                141420,,                 38359,                 38359,,,                116314,,                 33472,                 41366,                191152,                995194,,,                564166,,                 22602,,                 17394,                 17394,                604162,              1599356,,,,                811390,                811390,,                506999,,                 76251,                  1108,,                557725,                635084,,,                  8846,                  8846,,              1962319,              1962319,              3561675,              0,              0,,                 21184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,2014年12月31日,,,,                347605,,                584166,,                527009,,                 81935,,                 70603,              1611318,,,                  6424,,                  5680,,                              0,,              1701678,,,                  3290,                  3290,                    666,                  3956,                 44545,,,                105674,                105674,              1867957,              3479275,,,,,                165000,,                315579,,                186730,                186730,,                 35436,                 35436,,,                163394,,                 33465,                 37225,                234084,                936829,,,                542528,,                 27119,,                 17681,                 17681,                587328,              1524157,,,,                811390,                811390,,                506999,,                 76251,                  1108,,                547343,                624702,,,                 12027,                 12027,                              0,              1955118,              1955118,              3479275,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,2014年09月30日,,,,                357247,,                477656,,                500365,,                 59015,,                 81533,              1475816,,,                  8133,,                  3000,,                  3819,,              1737719,,,                  3355,                  3355,                    666,                  4021,                 67822,,,                 65335,                 65335,              1889849,              3365665,,,,,                225000,,                377246,,                163800,                163800,,                 36364,                 36364,,,                 67432,,                 34088,                 26275,                127795,                930205,,,                580254,,                 22758,,                 21191,                 21191,                624203,              1554408,,,,                811390,                811390,,                508361,,                 76251,                  1108,,                412395,                489754,,,                  1752,                  1752,                              0,              1811257,              1811257,              3365665,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,2014年06月30日,,,,                414807,,                443867,,                410822,,                 36287,,                 37410,              1343193,,,                  7864,,                  3000,,                  4404,,              1664538,,,                  3420,                  3420,                    666,                  4086,                 70809,,,                 52801,                 52801,              1807502,              3150695,,,,,                              0,,                219962,,                389683,                389683,,                 38140,                 38140,,,                117055,,                 34084,                 17545,                168684,                816469,,,                558599,,                 23064,,                 21464,                 21464,                603127,              1419596,,,,                811390,                811390,,                508361,,                 76251,                  1108,,                334942,                412301,,,                   -953,                   -953,                              0,              1731099,              1731099,              3150695,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,2014年03月31日,,,,                453061,,                388390,,                380110,,                 38978,,                 45836,              1306375,,,                  7902,,                  3000,,                  3939,,              1700896,,,                  3484,                  3484,                    666,                  4150,                 78777,,,                 59270,                 59270,              1857934,              3164309,,,,,                 75000,,                189736,,                153839,                153839,,                 44349,                 44349,,,                 58199,,                 33306,                 52118,                143623,                606547,,,                567706,,                 24781,,                 21739,                 21739,                614226,              1220773,,,,                811390,                811390,,                506999,,                 51309,                  6824,,                566333,                624466,,,                    681,                    681,,              1943536,              1943536,              3164309,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,2013年12月31日,,,,,,                556301,,                381777,,                 33305,,                 69923,              1438254,,,                  7610,,                  3000,,                  5082,,              1677423,,,                  3549,                  3549,                    666,                  4215,                 81155,,,                 29473,                 29473,              1807958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                396948,              3246212,,,,                 60000,,                195296,,                229246,                229246,                 46272,,                 45463,                 45463,,,                 73451,,                 33306,                  3731,                110488,                686765,,,                576022,,                 25543,,                 19920,                 19920,                621485,              1308250,,,,                811390,                811390,,                506999,,                 51309,                  6824,,                562548,                620681,,,                 -1108,                 -1108,              1937962,              1937962,              0,,                              0,                              0,,,
3583,2013年09月30日,,,,,,                425664,,                544795,,                 47350,,                 52954,              1426869,,,                  7333,,                  3000,,                  7681,,              1606039,,,,,,                  4281,                 86810,,,                 70177,                 70177,              1799187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                356106,              3226056,,,,                 60000,,                215748,,                155587,                155587,                 30815,,                 39116,                 39116,,,                216373,,                 73294,                  4185,                293852,                795118,,,                544341,,                 19124,,                 19701,                 19790,                583255,              1378373,,,,                811390,                811390,,                505280,,                 51309,                  6824,,                475812,                533945,,,                 -2932,                 -2932,              1847683,              1847683,              0,,                 13866,                     89,,,
3583,2013年06月30日,,,,,,                445960,,                618624,,                 81330,,                 27325,              1593228,,,                  7440,,                  3000,,                 12092,,              1590360,,,                  3679,                  3679,                    666,                  4345,                 94833,,,                 78828,                 78828,              1804779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                419989,              3398007,,,,                 20000,,                401696,,                282631,                282631,                 17799,,                 35637,                 35637,,,                190834,,                 73258,                  3831,                267923,              1025686,,,                562675,,                 17411,,                 20018,                 20108,                600194,              1625880,,,,                811390,                811390,,                505280,,                 51309,                  6824,,                397755,                455888,,,                   -431,                   -431,              1772127,              1772127,              0,,                 13881,                     90,,,
3583,2013年03月31日,,,,,,                312734,,                497024,,                 57302,,                 63958,              1308658,,,                  7277,,                  3000,,                              0,,              1592179,,,                  3744,                  3744,                    666,                  4410,                104306,,,                 95288,                 95288,              1820357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                377640,              3129015,,,,                              0,,                221546,,                141211,                141211,                 26341,,                 29736,                 29736,,,                105300,,                 73173,                  2988,                181461,                600295,,,                648043,,                 18052,,                 20341,                 20430,                686525,              1286820,,,,                811390,                811390,,                626988,,                 33688,                              0,,                371670,                405358,,,                 -1541,                 -1541,              1842195,              1842195,              0,,                 13897,                     89,,,
3583,2012年12月31日,,,,                255691,,                311752,,                580835,,                 84565,,                 31771,              1264614,,,                  6970,,                  3000,,                              0,,              1635505,,,                  3809,                  3809,                    666,                  4475,                107028,,,                 48553,                 48553,              1819443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              3084057,,,,                165000,,                229527,,                134717,                134717,                 19557,,                 26198,                 26198,,,                176432,,                 73134,                  4671,                254237,                829236,,,                666350,,                 19263,,                 20641,                 20641,                706254,              1535490,,,,                741230,                741230,,                443557,,                 33688,                              0,,                337816,                371504,,,                 -7724,                 -7724,              1548567,              1548567,,,                 13912,                              0,                              0,,
3583,2012年09月30日,,,,                310252,,                307744,,                638000,,                 55890,,                 46585,              1358471,,,                  6923,,                  3000,,                              0,,              1678595,,,                  3875,                  3875,                    666,                  4541,                106824,,,                 30547,                 30547,              1844357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              3202828,,,,                240000,,                300416,,                114731,                114731,                 10445,,                 33130,                 33130,,,                222507,,                 87061,                  3107,                312675,              1011397,,,                680677,,                 18391,,                 13341,                 13341,                712409,              1723806,,,,                741230,                741230,,                443557,,                 33688,                              0,,                267223,                300911,,,                 -6676,                 -6676,              1479022,              1479022,,,                 13927,                              0,                              0,,
3583,2012年06月30日,,,,                212391,,                358178,,                670957,,                 51141,,                 49401,              1342068,,,                  6424,,                  3000,,                              0,,              1725675,,,                  3939,                  3939,                    666,                  4605,                109007,,,                 29882,                 29882,              1892535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              3234603,,,,                240000,,                295887,,                141255,                141255,                  1544,,                 41381,                 41381,,,                234938,,                111981,                  3246,                350165,              1070232,,,                737599,,                 15683,,                 13600,                 14206,                767488,              1837720,,,,                741230,                741230,,                443557,,                 33688,                              0,,                179335,                213023,,,                   -927,                   -927,              1396883,              1396883,,,                 13942,                    606,                              0,,
3583,2012年03月31日,,,,                253183,,                353337,,                577711,,                 58172,,                 61770,              1304173,,,                  6424,,                  3150,,,,              1693397,,,                  4004,                  4004,                    666,                  4670,                124548,,,                 85301,                 85301,              1931448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         83000,,,,              3235621,,,,                303143,,                217097,,                 80411,                 80411,                 12111,,                 43540,                 43540,,,                267453,,                124960,                  2749,                395162,              1051464,,,                736043,,                 13953,,                 13855,                 14549,                764545,              1816009,,,,                741230,                741230,,                442973,,                 25980,,,                214075,                240055,,,                 -3570,                 -3570,              1419612,              1419612,,,                 13958,,                  1076,                267453,                    694
