證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 暫付款,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 暫收款,　　　　　 代收款,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 避險之衍生金融負債－非流動,　　　　 按攤銷後成本衡量之金融負債－非流動,　　　　 以成本衡量之金融負債－非流動,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－處分資產增益,　　　　　 資本公積－受贈資產,　　　　　　 資本公積－受贈資產合計,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－合併溢額,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　　 資本公積－受領股東贈與,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收款項合計,　　　　 暫收款,　　　　 代收款,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 避險之衍生金融負債－非流動,　　　 按攤銷後成本衡量之金融負債－非流動,　　　 以成本衡量之金融負債－非流動,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－處分資產增益,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－合併溢額,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額,　　 共同控制下前手權益,　　　 庫藏股票
4108,2015年09月30日,,,,                949447,,                 23002,,                              0,,                 10419,,                  1896,,                    570,,                  3147,,                 40812,,                 43381,,                  1381,                300000,                301381,              1374055,,,                278131,,                 65410,,                479992,,                159944,                 18180,,                  7329,                  1262,,                  1862,                  1862,                 10453,              1012110,              2386165,,,,,                              0,,                  6263,,                 28068,,                  1682,                    392,                  2074,                 36405,,,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                  1586,                    309,                  1895,                  1895,                 38300,,,,              1636164,                              0,              1636164,,,                589735,                589735,                              0,                              0,                              0,,                              0,                 44549,                              0,                    526,                              0,                     25,                634835,,,               -166067,               -166067,,,                              0,,                   -814,,                              0,                   -814,              2104118,                243747,              2347865,              2386165,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,2015年06月30日,,,,              1094952,,                 24030,,,,                 14715,,                  3658,,                  2899,,                  2835,,                 36184,,                 42531,,                  1617,                195000,                196617,              1418421,,,                281122,,                 65410,,                485119,,                163713,                 20180,,                  5710,                  1262,,                  1902,                  1902,                  8874,              1024418,              2442839,,,,,                              0,,                  8353,,                 26927,,                  1672,                    695,                  2367,                 37647,,,,,,,,,,,,,,,,                  1608,                  1535,                    309,                  3452,                  3452,                 41099,,,,              1636164,,              1636164,,,                589735,                589735,,                              0,,,,                 46986,,                    432,,                     18,                637171,,,               -129831,               -129831,,,                              0,,                  2177,,,                  2177,              2145681,                256059,              2401740,              2442839,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,2015年03月31日,,,,                329891,,                 44003,,,,                 41583,,                  4952,,                  3024,,                  2512,,                 43119,,                 43742,,                  1804,                985000,                986804,              1499630,,,                302057,,                 65410,,                490948,,                167525,                 20180,,                  3543,                  1212,,                  1893,                  1893,                  6648,              1052768,              2552398,,,,,                    148,,                 29218,,                 27706,,                  2233,                    627,                  2860,                 59932,,,,,,,,,,,,,,,,                  1608,                  1473,                    276,                  3357,                  3357,                 63289,,,,              1636164,,              1636164,,,                911437,                911437,,                              0,,,                              0,                 46986,,                    345,,                     17,                958785,,,               -392611,               -392611,,,                              0,,                 23112,,,                 23112,              2225450,                263659,              2489109,              2552398,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,2014年12月31日,,,,                792605,,                 32047,,                              0,,                 62042,,                 14075,,                  2940,,                  2554,,                 40828,,                 50393,,                  1658,                433000,                434658,              1432142,,,                296075,,                 65410,,                498268,,                170793,                 20180,,                  3181,                  1212,,                  1923,                  1923,                  6316,              1057042,              2489184,,,,,                     60,,                 50190,,                 44529,,                  2070,                    588,                  2658,                 97437,,,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                  1608,                  1432,                    276,                  3316,                  3316,                100753,,,,              1636164,                              0,              1636164,,,                911437,                911437,                              0,                              0,                              0,,                              0,                              0,                              0,                    292,                              0,                      5,                911734,,,               -322773,               -322773,,,                 -1950,,                 17130,,                              0,                 15180,              2240305,                148126,              2388431,              2489184,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,2014年09月30日,,,,                819180,,                 80193,,                              0,,                 57120,,                 39139,,                  2971,,                  2274,,                 70818,,                 47995,,                  2004,                428500,                430504,              1550194,,,                286106,,                 42795,,                497093,,                176079,                 20180,,                  2501,                  1212,,                  1949,                  1949,                  5662,              1027915,              2578109,,,,,                     60,,                 61107,,                 26963,,                  2151,                    572,                  2723,                 90853,,,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                  3208,                    150,                    276,                  3634,                  3634,                 94487,,,,              1636164,                              0,              1636164,,,                911437,                911437,                              0,                              0,                              0,,                              0,                              0,                              0,                    198,                              0,                              0,                911635,,,               -225338,               -225338,,,                 -1980,,                  7161,,                              0,                  5181,              2327642,                155980,              2483622,              2578109,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,2014年06月30日,,,,              1182297,,                 91737,,,,                 81074,,                 10215,,                  3498,,                  1999,,                 71295,,                 49155,,                  1178,                108500,                109678,              1600948,,,                315016,,                 72443,,                503868,,                177977,                 20180,,                  1180,                  1212,,                  1861,                  1861,                  4253,              1093737,              2694685,,,,,                     10,,                 62265,,                 26759,,                  2215,                    567,                  2782,                 91816,,,,,,,,,,,,,,,,                  4414,                    181,                    276,                  4871,                  4871,                 96687,,,,              1636164,,              1636164,,,                911437,                911437,,                              0,,,,                              0,,                     62,,                              0,                911499,,,               -147606,               -147606,,,                 -1926,,                 36071,,,                 34145,              2434202,                163796,              2597998,              2694685,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,2014年03月31日,,,,                120177,,                 46584,,,,                 50827,,                 46079,,                  3354,,                  1692,,                124018,,                 49409,,                  2928,              1276500,              1279428,              1721568,,,                301059,,                 72443,,                507996,,                182956,                 20180,,                  1180,                  1212,,                  1850,                  1850,                  4242,              1088876,              2810444,,,,,                      5,,                 77896,,                 20187,,                  4630,                    558,                  5188,                103276,,,,,,,,,,,,,,,,                  4623,                    211,                    276,                  5110,                  5110,                108386,,,,              1636164,,              1636164,,,              1035831,              1035831,,                 32310,,,                 18000,                 10271,,                      7,,                              0,              1096419,,,               -219561,               -219561,,,                 -1984,,                 22114,,,                 20130,              2533152,                168906,              2702058,              2810444,              0,              0,              0,                 18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,2013年12月31日,,,,,,                 59674,,                              0,,                 58853,,                 29698,,                  3508,,,,                 95653,,                 39394,,                  1281,              1342480,              1343761,              1726167,,,                299066,,                 72443,,                505883,,                188348,                 20180,,                  8742,                  1212,,                  1880,                  1880,                 11834,              1097754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                 94217,                  1409,,                              0,              2823921,,,,                      5,,                 37193,,                 37510,,,                              0,                              0,                  4232,                    534,                  4766,                 79474,,,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                  4595,                    242,                    276,                  5113,                  5113,                 84587,,,,              1636164,                              0,              1636164,,,              1035831,              1035831,                              0,                 32310,                              0,,                 18000,                 10271,                              0,                      7,                              0,                              0,              1096419,,,               -184975,               -184975,,,                 -1923,,                 20121,,                    242,                 18440,              2566048,                173286,              2739334,,,
4108,2013年09月30日,,,,,,                208981,,                              0,,                 39183,,                 59446,,                  5663,,,,                113172,,                 39231,,                  6826,              1089840,              1096666,              1665587,,,                301060,,                 92708,,                510084,,                138856,                 20180,,                 10162,                  1212,,                  1927,                  1927,                 13301,              1076189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        166500,              0,,                101929,                  1316,,                              0,              2741776,,,,                    300,,                 31798,,                 23759,,,                              0,                              0,                  2184,                    606,                  2790,                 58647,,,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                  5337,                    413,                    276,                  6026,                  6026,                 64673,,,,              1639642,                  6011,              1645653,,,              1044342,              1044342,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,              1044342,,,                -65731,                -65731,,,                 -1903,,                 22115,,                    106,                 20318,              2644582,                 32521,              2677103,,,
4108,2013年06月30日,,,,,,                352649,,                              0,,                 68508,,                 42349,,                  4317,,,,                 97909,,                 45163,,                  4439,              1019840,              1024279,              1734665,,,                291413,,                 92708,,                513150,,                140225,                 20180,,                 10067,                  1312,,                  1985,                  1985,                 13364,              1071040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        370000,              0,,                 98397,                  1094,,                              0,              2805705,,,,                     50,,                 42580,,                 19643,,,                              0,                              0,                  2182,                    575,                  2757,                 65030,,,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                  5164,                    449,                    276,                  5889,                  5889,                 70919,,,,              1636942,                 13357,              1650299,,,              1037295,              1037295,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,              1037295,,,                -22246,                -22246,,,                 -1928,,                 36844,,                    106,                 35022,              2700370,                 34416,              2734786,,,
4108,2013年03月31日,,,,,,                 26568,,                              0,,                 62628,,                 45192,,                  3749,,,,                 81371,,                 27331,,                  2673,              1465065,              1467738,              1825844,,,                200289,,                 92708,,                514534,,                144470,                 20180,,                  9838,                  1312,,                  1995,                  1995,                 13145,                985326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,        533000,              0,,                110494,                    773,,,              2811170,,,,                      5,,                 39157,,                 15001,,,                              0,                              0,                  2069,                    707,                  2776,                 56939,,,,,,,,,,,,,,,,                  6629,                    485,                    276,                  7390,                  7390,                 64329,,,,              1631612,                 19241,              1650853,,,              1119684,              1119684,,                              0,,,                              0,                              0,,                 24153,,                  1035,              1144872,,,               -114754,               -114754,,,                 -1921,,                 32694,,                    106,                 30879,              2711850,                 34991,              2746841,,,
4108,2012年12月31日,,,,                112351,,                 67688,,,,                 40165,,                 50128,,                  3470,,,,                 56261,,                 34515,,                  2491,              1447065,              1449556,              1814619,,,                279610,,                 92708,,                519127,,                140971,                 20180,,                 12142,                  1312,,                  2038,                  2038,                 15492,              1068088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,        307500,              0,,,                    485,,,              2882707,,,,                  1812,,                 45265,,                 44310,,,                              0,                              0,                  1761,                    617,                  2378,                 93765,,,,,,,,,,,,,,,,                  6335,                    520,                    276,                  7131,                  7131,                100896,,,,              1628537,                 11101,              1639638,,,              1111658,              1111658,,,,,                              0,                              0,,                 24153,,                  1035,              1136846,,,               -123499,               -123499,,,                 -1918,,                 93320,,                    106,                 91508,              2744493,                 37318,              2781811,                              0,                              0,
