證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨（建設業適用）,　　　　　 待售房地,　　　　　 在建房地,　　　　　 存貨（建設業適用）淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 工程存出保證金,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付費用,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 暫收款,　　　　　 代收款,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 特別股負債－非流動,　　　　　 待註銷股本,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－認股權,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　 庫藏股票,　　　 共同控制下前手權益,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付費用,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 特別股負債－非流動,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－認股權,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　 庫藏股票,　　　　 代收款
2515,2015年09月30日,,,,              1716072,,                 38279,,                681266,,              1671042,,                  3525,,              3900659,                169629,,             10105315,,,                 11930,,              2098566,              4501624,              6600190,              6612120,,                297099,,                195061,              2196891,                511224,              2903176,             28098182,,,                443408,,                 82296,,              1018619,,              3336335,,              3430074,,                907156,,                115191,                115191,                385704,,                    651,                 78473,,                 39731,                118855,              9837638,             37935820,,,,,              1250018,,              1371473,,                305169,,              2954326,              1886241,,                353413,              1981634,              2335047,                 27032,,                249014,,,                595800,                413550,                707317,                557364,              2274031,             12652351,,,                  7028,,                708873,,              2338467,,                117260,,              1055372,,                150808,                 42328,                  5431,                198567,              4425567,             17077918,,,,             15308998,             15308998,,                 69688,,                586664,              2843438,,              2462544,              5892646,,,               -583631,               -583631,             20687701,                170201,             20857902,             37935820,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2015年06月30日,,,,              1742648,,                176558,,                688412,,                869620,,                  3225,,              3648440,                797845,,              9990491,,,                 29162,,              1656547,              4706344,              6362891,              6392053,,                300681,,                956103,              2182485,                495609,              3634197,             28244170,,,                490568,,                 82296,,              1411721,,              3275814,,              3438997,,                906669,,                115191,                115191,                306873,,                 36000,                 44345,,                 71517,                151862,             10179991,             38424161,,,,,              1061163,,              1201458,,                327590,,              2959335,              1991401,,                310766,              2123499,              2434265,                 27977,,                246646,,,                353300,,,                960098,              1972677,             12222512,,,                 10850,,                750185,,              2620693,,                117260,,              1051714,,                150435,                 43855,                  5679,                199969,              4750671,             16973183,,,,             15250175,             15250175,,                 82308,,                586664,              2846666,,              3080559,              6513889,,,,               -563532,             21282840,                168138,             21450978,             38424161,              0,              0,,                              0,,                659279,                              0,                              0,,                 18861,                  1757,                 61690,,                 59013,,               -622545,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2015年03月31日,,,,              1631478,,                 36370,,                733822,,                902693,,                 12719,,              3600868,                854217,,              9816864,,,                 42310,,              1656574,              4270498,              5927072,              5969382,,                321233,,              1030072,              2263563,                511765,              3805400,             27685046,,,                566435,,                 82296,,              1413452,,              3204086,,              3456874,,                910082,,                115191,                115191,                332006,,                 23500,                 45840,,                 69109,                138449,             10218871,             37903917,,,,,                890500,,                902856,,                242418,,              2911872,              2134450,,                269084,              2196706,              2465790,                 28061,,                247640,,,                435600,,,                753615,              1765435,             11589022,,,                 17000,,                746007,,              2386667,,                117260,,              1040287,,                145182,                 47221,                  5152,                197555,              4504776,             16093798,,,,             15250175,             15250175,,                 82308,,                535007,              2849893,,              3374585,              6759485,,,,               -445388,             21646580,                163539,             21810119,             37903917,              0,              0,,                              0,,                576220,                              0,                              0,,                 18861,                  1757,                 61690,,                 80170,,               -525558,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2014年12月31日,,,,              2481070,,                 21219,,                731404,,                963203,,                  2317,,              3399926,                646843,,             10205188,,,                 24322,,              1909284,              3871456,              5780740,              5805062,,                283503,,                559594,              2222605,                532290,              3314489,             27854224,,,                592065,,                 82296,,              1399013,,              3220063,,              3407849,,                951434,,                115191,                115191,                332660,,                 50537,                 30260,,                 74474,                155271,             10255842,             38110066,,,,,              1100000,,              1177174,,                267289,,              3059241,              1813430,,                269506,              2304258,              2573764,                 22799,,                248032,,,                467900,                364184,                401622,                311582,              1545288,             11807017,,,                 13400,,                741893,,              4184415,,                145370,,              1176049,,                144116,                 42854,                  1405,                188375,              6449502,             18256519,,,,             15250175,             15250175,,                 82308,,                535007,              2853121,,              1369000,              4757128,,,               -396438,               -396438,             19693173,                160374,             19853547,             38110066,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2014年09月30日,,,,              2575319,,                 20444,,                724669,,              1732365,,                  8012,,              4624211,                329093,,             10199826,,,                207760,,              1816382,              3536417,              5352799,              5560559,,                278026,,                442631,              2178841,                513362,              3134834,             29187358,,,                488005,,                 82296,,                238772,,              3228272,,              3606542,,                884746,,                115191,                115191,                271531,,                 34283,                 30155,,                 84629,                149067,              9064422,             38251780,,,,,              1123840,,              1209321,,                238469,,              3213037,              1819900,,                276645,              2530761,              2807406,                 24687,,                191444,,,                217946,                384556,                277513,                518892,              1398907,             12027011,,,                 16500,,                737812,,              4403122,,                259457,,              1169880,,                127996,                 40761,                    843,                169600,              6756371,             18783382,,,,             15250175,             15250175,,                 82308,,                535007,              2856348,,              1222405,              4613760,,,               -635970,               -635970,             19310273,                158125,             19468398,             38251780,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2014年06月30日,,,,              1611929,,                  3258,,                750952,,              1766457,,                  8376,,              5158921,              1077482,,             10249163,,,                195538,,              1058266,              3284915,              4343181,              4538719,,                356095,,                268707,              2176888,                521307,              2966902,             28488254,,,                622822,,                241176,,                204740,,              3222460,,              4840266,,              1091016,,                              0,                              0,                104065,,                 53505,                 28710,,                 89310,                171525,             10498070,             38986324,,,,,              1118000,,              1209410,,                254456,,              3533511,              1700432,,                269208,              2572222,              2841430,                 15288,,                192367,,,                210667,,,                928415,              1497765,             12362659,,,                 14000,,                733731,,              4811822,,                239781,,              1368169,,                130835,                 45449,                  1913,                178197,              7345700,             19708359,,,,             15250175,             15250175,,                 82308,,                535007,              2859576,,                914296,              4308879,,,,               -519457,             19121905,                156060,             19277965,             38986324,              0,              0,,                              0,,                358683,                              0,                              0,,                 18861,                  1757,                 61690,,                -21972,,               -497485,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2014年03月31日,,,,              1783876,,                  3330,,                716114,,              1538344,,                  6781,,              5056898,              1007004,,             10280905,,,                207061,,              1058302,              2835048,              3893350,              4100411,,                400958,,                778280,              2113076,                483619,              3374975,             28269596,,,                645889,,                246229,,                208301,,              3244231,,              4841514,,              1092570,,                              0,                              0,                124190,,                 65940,                 29040,,                 93795,                188775,             10591699,             38861295,,,,,              4533065,,              1281388,,                226494,,              3305648,              1766821,,                244604,              2684226,              2928830,                 43083,,                193596,,,                 94300,,,                726134,                965740,             15244665,,,                 10850,,                729650,,              1547258,,                239781,,              1363829,,                129850,                 46507,                  1427,                177784,              4069152,             19313817,,,,             15250175,             15250175,,                 82308,,                509513,              2862803,,              1140411,              4512727,,,,               -451422,             19393788,                153690,             19547478,             38861295,              0,              0,,                              0,,                145306,                              0,                              0,,                 18861,                  1757,                 61690,,                 28064,,               -479486,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2013年12月31日,,,,,,                  3326,,                678219,,,,                  7344,,              5433950,              1008661,,             10517266,,,                164789,,              1058263,              2634745,              3693008,              3857797,,                389042,,                844440,              2116458,                377296,              3338194,             28326110,,,                697150,,                246229,,,,              3217723,,              4855980,,              1092641,,                              0,                              0,                124124,,                 55850,                 28903,,                  9743,                 94496,             10534331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                              0,,,,,,,,,,,,,,,              0,              1547521,              1544790,                205988,             38860441,,,,              4512215,,              1289845,,                259037,,              3269752,              2231359,,                308548,              2739322,              3047870,                 36194,,                194205,,,                109253,,                307270,                682032,              1098555,             15939032,,,                              0,,                              0,,              1687349,,                239781,,              1361107,,                              0,                127972,                 41898,                  1591,                171461,              3459698,             19398730,,,,             15250175,             15250175,,                 20618,,                509513,              2866031,,              1099804,              4475348,,               -433747,             19312394,                149317,             19461711,,                 18861,                  1757,                              0,,                -13968,,               -419779,                              0,
2515,2013年09月30日,,,,,,                  3321,,                649492,,,,                  7151,,              5215340,              1176549,,             10453867,,,                193660,,              1513515,              2405153,              3918668,              4112328,,                395595,,                904419,              2033779,                463482,              3401680,             28216343,,,                745848,,                249965,,,,              3226312,,              4568779,,              1730157,,                              0,                              0,                 57873,,                337150,                 28037,,                  7042,                372229,             11174312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,,,,,,,,,,              0,              1259431,              1541589,                223149,             39390655,,,,              4107566,,              1289312,,                261796,,              3050512,              1850930,,                283812,              2816062,              3099874,                 40398,,                165480,,,                854839,,                387089,                915778,              2157706,             16023574,,,                              0,,                              0,,              2337744,,                142197,,              1351807,,,                142342,                 44791,                  6443,                193576,              4025324,             20048898,,,,             15250175,             15250175,,                 20618,,                509513,              2869258,,                936201,              4314972,,               -394574,             19191191,                150566,             19341757,,                 18861,                  1757,                              0,,                -47822,,               -346752,,
2515,2013年06月30日,,,,,,                  3305,,                688053,,,,                  9474,,              4884610,              1188709,,             10188414,,,                192998,,              1503370,              2255233,              3758603,              3951601,,                382804,,                619105,              2036649,                482309,              3138063,             27157238,,,                781731,,                249965,,,,              3274855,,              4547244,,              1735047,,,,                 56913,,                356457,                 24527,,                  4569,                385553,             11256102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,                              0,,,,,,,,,,,,,,,              0,              1196473,              1525732,                224794,             38413340,,,,              4495115,,              1219099,,                176805,,              3008064,              1915869,,                286864,              2225828,              2512692,                 26695,,                167079,,,                510030,,                465685,                983821,              1959536,             15480954,,,                              0,,                              0,,              1912525,,                142197,,              1351186,,                              0,                148664,                 44684,                  7053,                200401,              3606309,             19087263,,,,             15250175,             15250175,,                 20618,,                509513,              2872486,,                848212,              4230211,,               -322537,             19178467,                147610,             19326077,,,,,,,,,                              0,
