證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－處分資產增益,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－處分資產增益,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額
2912,2015年09月30日,,,,             23420834,,              5291963,,              4433284,,              2086786,,                 26180,,             10484604,,              1280009,,                              0,,              1723572,             48747232,,,                891962,,                 27528,,             10758421,,             21811460,,              1420789,,              1185060,              1011848,,              2761497,             39868565,             88615797,,,,,              2868563,,                300000,,              1418400,,             17419216,,              2382460,,             21919746,                664481,                              0,,              3870404,             50843270,,,                553603,,                 47342,,              7548110,              8149055,             58992325,,,,             10396223,             10396223,,                  7094,                              0,                  7094,,              7384165,                              0,,              7475131,             14859296,,,                286549,,                350766,                637315,             25899928,              3723544,             29623472,             88615797,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2015年06月30日,,,,             24824267,,              8931362,,              4095519,,              2544036,,                  1702,,              9747203,,              1270374,,                              0,,              1311067,             52725530,,,                983737,,                 35732,,              9510880,,             22014196,,              1196095,,              1184504,              1009980,,              2866187,             38801311,             91526841,,,,,              1689884,,                389000,,              1122140,,             17012297,,              2462784,,             28888758,              1076929,                              0,,              4398976,             57040768,,,                137325,,                 46569,,              7491642,              7675536,             64716304,,,,             10396223,             10396223,,                  7094,                              0,                  7094,,              7384165,                              0,,              5018718,             12402883,,,                 57158,,                460498,                517656,             23323856,              3486681,             26810537,             91526841,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2015年03月31日,,,,             22594714,,              7869261,,              3869530,,              2299869,,                    813,,             10021535,,              1259898,,                              0,,              1217109,             49132729,,,              1009220,,                 35756,,              9665440,,             22176475,,              1199532,,              1219422,              1017292,,              2805908,             39129045,             88261774,,,,,              2320974,,                376000,,              1809586,,             15403655,,              2247473,,             19833443,              1647602,                              0,,              3776720,             47415453,,,                742628,,                 39568,,              7485344,              8267540,             55682993,,,,             10396223,             10396223,,                  7094,                              0,                  7094,,              6493041,                              0,,             11016978,             17510019,,,                148591,,                497320,                645911,             28559247,              4019534,             32578781,             88261774,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2014年12月31日,,,,             21450797,,              6535463,,              4148471,,              1655895,,                    314,,             10772538,,              1246060,,                              0,,              1257028,             47066566,,,                998108,,                 35776,,              9409409,,             22107291,,              1202969,,              1197505,              1008370,,              2818232,             38777660,             85844226,,,,,              1655957,,                400000,,              1207585,,             17121262,,              2176607,,             19927493,              1214705,                              0,,              3630880,             47334489,,,                930041,,                 42043,,              7244676,              8216760,             55551249,,,,             10396223,             10396223,,                  7031,                              0,                  7031,,              6493041,                              0,,              8907745,             15400786,,,                216347,,                492087,                708434,             26512474,              3780503,             30292977,             85844226,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2014年09月30日,,,,             21907763,,              5654441,,              4214986,,              2543669,,                  1761,,             10035855,,              1179975,,                              0,,              1182990,             46721440,,,              1017481,,                 39986,,              9363993,,             21612340,,              1161857,,              1234711,                943279,,              2904544,             38278191,             84999631,,,,,              1652926,,                384991,,              1218094,,             17437379,,              2448998,,             20963602,                758576,                              0,,              3574175,             48438741,,,                949986,,                 25179,,              7055179,              8030344,             56469085,,,,             10396223,             10396223,,                  6555,                              0,                  6555,,              6493041,                              0,,              7656625,             14149666,,,                 49832,,                498666,                548498,             25100942,              3429604,             28530546,             84999631,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2014年06月30日,,,,             23298223,,              8175861,,              4110503,,              1956477,,                  1980,,              9648453,,              1081659,,                              0,,                994433,             49267589,,,              1054441,,                 39956,,              9020209,,             21419247,,              1151602,,              1177546,                935647,,              2830719,             37629367,             86896956,,,,,              1866319,,                589942,,              1478630,,             15649587,,              2363703,,             26819192,              1032251,                              0,,              3591607,             53391231,,,                757168,,                 25571,,              7020688,              7803427,             61194658,,,,             10396223,             10396223,,                  6555,                              0,                  6555,,              6493041,                              0,,              5175324,             11668365,,,                -25466,,                532512,                507046,             22578189,              3124109,             25702298,             86896956,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2014年03月31日,,,,             20774320,,              7882954,,              4002397,,              1579164,,                  1180,,              9259838,,              1142157,,                              0,,                633515,             45275525,,,                849742,,                 44656,,              9324817,,             21240131,,              1154563,,              1180827,                928492,,              2811428,             37534656,             82810181,,,,,              2524097,,                615000,,              1086636,,             14910331,,              2260242,,             18466015,              1286536,                              0,,              3631859,             44780716,,,                791268,,                 28502,,              6909061,              7728831,             52509547,,,,             10396223,             10396223,,                873330,                              0,                873330,,              5931412,                338453,,              8569902,             14839767,,,                 44763,,                532858,                577621,             26686941,              3613693,             30300634,             82810181,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2014年01月01日,,,,             20235519,,              6931752,,              3703554,,              1216761,,                 15999,,              9997474,,              1068499,,              1171130,,                652368,             44993056,,,                865199,,                 44619,,              9074072,,             20919547,,              1157525,,              1204122,                934410,,              2747696,             36947190,             81940246,,,,,              1873785,,                305000,,              1617869,,             15938451,,              2146201,,             18868123,                852579,                414531,,              3686560,             45703099,,,              1826385,,                 31293,,              6886819,              8744497,             54447596,,,,             10396223,             10396223,,                885152,                  5082,                890234,,              5931412,                338453,,              5612191,             11882056,,,                 17945,,                549318,                567263,             23735776,              3756874,             27492650,             81940246,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,2013年12月31日,,,,,,              7204752,,              3858220,,              1224577,,,,             10172436,,              1143866,,              1171130,,                652367,             46451616,,,              7386501,,                485619,,                874882,,             21542772,,              1157525,,              1205388,              1053433,,              3340232,             37046352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             21008243,                 16025,             83497968,,,,              1976994,,                305000,,              1618369,,             16339604,,              2180425,,             19460674,                943826,                414531,,              3897155,             47136578,,,              1826385,,                 31293,,              7005272,              8862950,             55999528,,,,             10396223,             10396223,,                885152,                  5082,                890234,,              5931412,                338453,,              5616291,             11886156,,,                 17945,,                549318,                567263,             23739876,              3758564,             27498440,
2912,2013年09月30日,,,,,,              8238746,,              4582269,,              1909997,,,,             10745667,,              1237927,,                              0,,                782043,             46013017,,,              7531733,,                514140,,                864409,,             21347172,,              1141135,,              1387025,              1008003,,              2962156,             36755773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             18441338,                 75030,             82768790,,,,              2455160,,                546985,,                758719,,             17261333,,              2428224,,             19866956,                879617,                              0,,              3667915,             47864909,,,              2292770,,                 39628,,              6744922,              9077320,             56942229,,,,             10396223,             10396223,,                885152,                  5082,                890234,,              5931412,                338453,,              4407836,             10677701,,,                -83684,,                517083,                433399,             22397557,              3429004,             25826561,
