證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 非控制權益,　　　 應付票據,　　　　 應付票據合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計
3014,2015年09月30日,,,,              2350737,,                150107,,                  3975,,                 16480,,                  8697,,                621878,,                  2050,,                328522,,                 36219,,                    138,              3518803,,,                              0,,                 13549,,                208437,,                273068,,                333820,                 65091,,                 15097,                909062,              4427865,,,,,                314907,,                155807,                150734,,                 99538,,                  5903,                726889,,,                 99111,                  6798,                105909,                105909,                832798,,,,              1578903,                              0,              1578903,,              1723612,,                 80408,                 13489,,                311481,                405378,,                -30943,                 81883,              3595067,              3595067,              4427865,              0,              0,      3399000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,2015年06月30日,,,,              2322467,,                560513,,                  4693,,                 15458,,                  7156,,                477008,,                  1291,,                370667,,                 20486,,                    104,              3779843,,,                              0,,                 15752,,                208437,,                276000,,                340307,                 60799,,                 15064,                916359,              4696202,,,,,                287338,,                515058,                148203,,                 78162,,                  3915,              1032676,,,                 99430,                  6798,                106228,                106228,              1138904,,,,              1579253,                              0,              1579253,,              1723744,,                 80408,                 13489,,                197366,                291263,,                -36762,                    200,              3557298,              3557298,              4696202,              0,              0,         20000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,2015年03月31日,,,,              2368711,,                430556,,                  5198,,                 15645,,                  8106,,                510050,,                  2458,,                396511,,                 40230,,                     85,              3777550,,,                              0,,                 23386,,                194419,,                272734,,                347317,                 60964,,                 27435,                926255,              4703805,,,,,                341439,,                182828,                167543,,                 80891,,                  9328,                782029,,,                 99762,                  6798,                106560,                106560,                888589,,,,              1578933,                  1435,              1580368,,              1723068,,                 43605,                              0,,                527165,                570770,,                -58890,                    100,              3815216,              3815216,              4703805,              0,         42000,         10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,2014年12月31日,,,,              2492709,,                170251,,                  5106,,                 15835,,                  6128,,                533810,,                  2267,,                404317,,                 37952,,                              0,              3668375,,,                              0,,                 23351,,                194419,,                276730,,                354514,                 60487,,                  7444,                916945,              4585320,,,,,                346275,,                185198,                147166,,                 82126,,                  9964,                770729,,,                100079,                  6798,                106877,                106877,                877606,,,,              1578783,                  1366,              1580149,,              1721226,,                 43605,                              0,,                430547,                474152,,                -67563,                    250,              3707714,              3707714,              4585320,              0,         40000,         25000,,                              0,              2492709,                 15835,              4585320,,,,                              0,,                346275,,                185198,                147166,,                 82126,,                  9964,                770729,,,                100079,                  6798,                106877,                106877,                877606,,,,              1578783,                  1366,              1580149,,              1721226,,                 43605,                              0,,                430547,                474152,,                -67563,                    250,              3707714,              3707714,,,,,
3014,2014年09月30日,,,,              2450182,,                130122,,                  5473,,                 15225,,                  8037,,                630061,,                  5819,,                401245,,                 35681,,                     77,              3681922,,,                 11329,,                 30221,,                209493,,                277886,,                356708,                 67899,,                 18681,                972217,              4654139,,,,,                456147,,                168442,                171076,,                 74056,,                  6348,                876069,,,                 95368,                  6798,                102166,                102166,                978235,,,,              1578192,                  4196,              1582388,,              1719073,,                 43605,                              0,,                401864,                445469,,                -70826,                    200,              3675904,              3675904,              4654139,              0,        126169,         20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,2014年06月30日,,,,              2492817,,                 40020,,                  5198,,                 14922,,                  2994,,                662656,,                  2954,,                399739,,                 43676,,                      8,              3664984,,,                 11231,,                 43401,,                217112,,                283684,,                363438,                 67511,,                 47878,              1034255,              4699239,,,,,                438396,,                391776,                161538,,                 72549,,                 11580,              1075839,,,                 95672,                  6432,                102104,                102104,              1177943,,,,              1537517,                 37473,              1574990,,              1623006,,                 43605,                              0,,                275988,                319593,,                  4007,                    300,              3521296,              3521296,              4699239,              0,      1097457,         29968,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,2014年03月31日,,,,              2437080,,                              0,,                  4632,,                 15237,,                  2257,,                597119,,                  2819,,                373405,,                 30486,,                              0,              3463035,,,                 11231,,                 64957,,                189472,,                291191,,                370325,                 67492,,                  6960,              1001628,              4464663,,,,,                366405,,                171122,                152080,,                 90341,,                 10991,                790939,,,                 96032,                  6432,                102464,                102464,                893403,,,,              1537517,                              0,              1537517,,              1619255,,                 21502,                  7830,,                363596,                392928,,                 21710,                    150,              3571260,              3571260,              4464663,              0,              0,         14984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,2013年12月31日,,,,,,                              0,,                  5091,,,,                  5214,,                692547,,                  3468,,                400467,,                 40746,,                    128,              3397727,,,                 10969,,                 66351,,                196612,,                299865,,                377122,                 67777,,                  6502,              1025198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,         51694,,                              0,              2250066,                              0,              4422925,,,,                    265,,                443736,,                180836,                130648,,                 84558,,                 11982,                852025,,,                 96350,                  6432,                102782,                102782,                954807,,,,              1538034,                              0,              1538034,,              1615497,,                 21502,                  7830,,                265717,                295049,,                 20055,                    517,              3468118,              3468118,                              0,,,,
3014,2013年09月30日,,,,,,                              0,,                  7258,,,,                  4728,,                680613,,                  6813,,                433324,,                 40631,,                    559,              3805910,,,                 10969,,                              0,,                235086,,                309341,,                398567,                 69262,,                  6607,              1029832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,         24723,,                              0,              2631984,                              0,              4835742,,,,                              0,,                437758,,                660243,                138730,,                 96549,,                 19488,              1352768,,,                 94206,                  6432,                100638,                100638,              1453406,,,,              1538034,                              0,              1538034,,              1614438,,                 21502,                  7830,,                211776,                241108,,                -10997,                    247,              3382336,              3382336,,,,,
3014,2013年06月30日,,,,,,                              0,,                  7121,,,,                  5138,,                668181,,                  4496,,                489014,,                 47592,,                              0,              3975958,,,                 10669,,                              0,,                187086,,                320568,,                420115,                 67252,,                  6528,              1012218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        100000,,                              0,              2754416,                              0,              4988176,,,,                     59,,                433813,,                415984,                121336,,                103679,,                  5385,              1080256,,,                 94606,                  6432,                101038,                101038,              1181294,,,,              2059045,                              0,              2059045,,              1613930,,                 21502,                  7830,,                120967,                150299,,                -15392,                  1000,              3806882,              3806882,,,,,
