證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　 庫藏股票,　　　 負債準備-流動,　　　　 員工福利負債準備－流動,　　　　 負債準備－流動合計
8411,2015年09月30日,,,,              1169625,,                              0,,                139391,,              1428852,,                  4904,,              1129051,,                103909,                480292,                584201,              4456024,,,                 40646,,              4297422,,                  6104,,                302191,,                594458,                896649,              5240821,              9696845,,,,,                738870,,                506199,,                              0,,                  4594,,                576431,,                136572,,,                 49365,                 53005,                102370,                100984,                203354,              2166020,,,                              0,,              1403083,              1403083,              3569103,,,,              1516216,                              0,              1516216,,              2369651,,              1723033,,                518842,                              0,              6127742,                              0,              6127742,              9696845,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,2015年06月30日,,,,              1402353,,                  1951,,                 88962,,              1143082,,                123799,,              1033822,,                 79498,                572906,                652404,              4446373,,,                 40704,,              4022577,,                  6180,,                292243,,                328912,                621155,              4690616,              9136989,,,,,                980717,,                397852,,                 30100,,                  7479,,                445409,,                262018,,,                981214,                 49712,              1030926,                 84457,              1115383,              3238958,,,                              0,,                105638,                105638,              3344596,,,,              1516216,                              0,              1516216,,              2369651,,              1645499,,                261027,                              0,              5792393,                              0,              5792393,              9136989,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,2015年03月31日,,,,              1355267,,                              0,,                100435,,              1188700,,                  9545,,                956890,,                 92241,                499309,                591550,              4202387,,,                 43809,,              3934805,,                  6423,,                297133,,                296185,                593318,              4578355,              8780742,,,,,                631691,,                371541,,                 25600,,                 13878,,                519397,,                127192,,,                977118,                              0,                977118,                138536,              1115654,              2804953,,,                              0,,                              0,                              0,              2804953,,,,              1516216,,              1516216,,              2369651,,              1747107,,                342815,                              0,              5975789,                              0,              5975789,              8780742,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,2014年12月31日,,,,              1446247,,                  1656,,                 96225,,                990204,,                  2587,,                972841,,                 72242,                536056,                608298,              4118058,,,                 45200,,              3255662,,                  5968,,                301645,,                796574,              1098219,              4405049,              8523107,,,,,                487167,,                251139,,                 29600,,                 15158,,                488683,,                113973,,,                973039,                 31283,              1004322,                120575,              1124897,              2510617,,,                              0,,                 46925,                 46925,              2557542,,,,              1516216,                              0,              1516216,,              2369651,,              1670940,,                408758,                              0,              5965565,                              0,              5965565,              8523107,              0,              0,              0,,                              0,              1446247,              8523107,,,,                487167,,                251139,,                 29600,,                 15158,,                488683,,                113973,,,                973039,                 31283,              1004322,                120575,              1124897,              2510617,,,                              0,,                 46925,,                              0,                 46925,              2557542,,,,              1516216,              1516216,,              2369651,,              1670940,,                408758,              5965565,                              0,                              0,              5965565,,,,,
8411,2014年09月30日,,,,              1810861,,                              0,,                167869,,                876960,,                  1094,,              1009659,,                130834,                399790,                530624,              4397067,,,                 48001,,              3006157,,                  1404,,                294167,,                322190,                616357,              3671919,              8068986,,,,,                337182,,                167507,,                 20800,,                  8006,,                484373,,                144237,,,                968977,                 61001,              1029978,                 70070,              1100048,              2262153,,,                              0,,                 45751,                 45751,              2307904,,,,              1516216,                              0,              1516216,,              2369651,,              1675817,,                199398,                              0,              5761082,                              0,              5761082,              8068986,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,2014年06月30日,,,,              1877703,,                  9642,,                126093,,              1251145,,                  6883,,              1033875,,                 62988,                352375,                415363,              4720704,,,                              0,,              2723115,,                  1764,,                287707,,                190296,                478003,              3202882,              7923586,,,,,                373202,,                301928,,                 15500,,                 16726,,                360375,,                178347,,,                              0,                 59327,                 59327,                 65623,                124950,              1371028,,,                964931,,                 59327,              1024258,              2395286,,,,              1153016,                363200,              1516216,,              2369651,,              1628240,,                 14193,                              0,              5528300,                              0,              5528300,              7923586,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,2014年03月31日,,,,              2095351,,                  9813,,                168537,,              1503579,,                  1026,,              1106955,,                106021,                325822,                431843,              5317104,,,                              0,,              2777821,,                  1835,,                294010,,                  5338,                299348,              3079004,              8396108,,,,,                171735,,                427265,,                  8700,,                 21244,,                713105,,                177294,,,                              0,                 90560,                 90560,                104738,                195298,              1714641,,,                960903,,                 60373,              1021276,              2735917,,,,              1153016,,              1153016,,              2369651,,              2002112,,                135412,                              0,              5660191,                              0,              5660191,              8396108,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,2013年12月31日,,,,,,                              0,,                191990,,              1231765,,                  7205,,              1075971,,                 97390,                341433,                438823,              5400039,,,                              0,,              2632142,,                  1627,,                294103,,                  3634,                297737,              2931506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              2454285,              8331545,,,,                173153,,                589250,,                 11255,,                 37126,,                543803,,                233844,,,                              0,                 75407,                 75407,                 76093,                151500,              1739931,,,                956892,,                 75407,,                  1049,              1033348,              2773279,,,,              1153016,              1153016,,              2369651,,              1862504,,                173095,              5558266,                              0,                              0,              5558266,                              0,                              0,,,
8411,2013年09月30日,,,,,,                    697,,                105669,,              1514450,,                 10759,,              1282516,,                137470,                193490,                330960,              5914356,,,                              0,,              2405314,,                  1453,,                249199,,                 56771,                305970,              2712737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              2669305,              8627093,,,,                 72697,,                763813,,                 14500,,                 34151,,                592167,,                170192,,,                              0,                283062,                283062,                 72558,                355620,              2003140,,,                952897,,                372450,,                  1096,              1326443,              3329583,,,,              1153016,              1153016,,              2369651,,              1728045,,                 46798,              5297510,,,              5297510,,,,,
8411,2013年06月30日,,,,,,                  1075,,                 71053,,              1263062,,                 12677,,              1471217,,                167087,                379133,                546220,              4816399,,,,,              2123859,,                  1713,,                123512,,                  3873,                127385,              2252957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              1451095,              7069356,,,,                353987,,              1116239,,                              0,,                 56536,,                716725,,                336625,,,,,                272895,                 52359,                325254,              2905366,,,                              0,,                 60643,,                  1284,                 61927,              2967293,,,,                762750,              1003016,,              1436556,,              1561959,,                100532,              4102063,,,              4102063,                240266,,,,
8411,2013年03月31日,,,,,,                    186,,                199661,,              1445634,,                 34043,,              1226137,,                137262,                617928,                755190,              4613537,,,,,              1765085,,                  1994,,                121034,,                  1812,                122846,              1889925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                952686,              6503462,,,,                418186,,                737805,,                              0,,                 35704,,                811687,,                190399,,,,,                241236,                 48454,                289690,              2483471,,,                              0,,                211081,,                  1181,                212262,              2695733,,,,                762750,                762750,,              1436556,,              1584953,,                 23470,              3807729,,                              0,              3807729,,                              0,,,
8411,2012年12月31日,,,,              1035198,,,,                 63132,,              1093265,,                  2093,,                929638,,                 85516,                517030,                602546,              3725872,,,,,              1656610,,                  2243,,                113058,,                  2755,                115813,              1774666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              5500538,,,,                260677,,                420300,,                              0,,                 15996,,                651886,,                121932,,,,,                235032,                 68870,                303902,              1774693,,,                              0,,                205738,,                  1170,                206908,              1981601,,,,                762750,                762750,,              1436556,,              1414097,,                -94466,              3518937,,,              3518937,,,,,
8411,2012年09月30日,,,,                734685,,                              0,,                169450,,              1138390,,                  1901,,              1061379,,,,                534408,              3640213,,,,,              1611434,,                  2387,,                113476,,                  3956,                117432,              1731253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,              5371466,,,,                158989,,                414683,,                              0,,                 37767,,                725769,,                 83958,,,,,                214563,                 74406,                288969,              1710135,,,                              0,,                325643,,                  1102,                326745,              2036880,,,,                762750,                762750,,              1436556,,              1233729,,                -98449,              3334586,,,              3334586,,,,,
