證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收租賃款,　　　　　 長期應收票據及款項淨額,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 預付投資款,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　 待分配股票股利,　　　　 長期應付票據及款項,　　　　　 長期應付款,　　　　　 長期應付票據及款項合計,　　　　 其他非流動負債－其他,　　　　 專利權淨額,　　　　　 專利權淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 專門技術淨額,　　　　　 專門技術淨額
8070,2015年09月30日,,,,              1883387,,                              0,,                168259,,                 68082,,              4160033,,                 20046,,                252773,,                  5482,,              1137529,,                200527,                225219,                425746,              8121337,,,                300859,,              2077172,,              2752256,,                138805,,                113747,,                 61126,                174873,                303167,,                              0,                 38487,,                              0,                              0,,                 76798,                217260,,                 82143,                414688,              6161820,             14283157,,,,,              2868041,,                 29985,,                              0,,                              0,,              1590275,,                141078,,                751365,                 78574,,,                 63936,,                 37000,                 37000,                  4889,                105825,              5565143,,,              1647424,              1647424,,                216116,,                  3877,                  6212,                 10089,              1873629,              7438772,,,,                769777,                769777,,              2361381,,                562016,                  1277,,              1467799,              2031092,,                180743,                199781,              5143212,              1701173,              6844385,             14283157,              0,              0,      2515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,2015年06月30日,,,,              1785674,,                  2158,,                165192,,                 79197,,              3808262,,                 22051,,                197405,,                  2766,,              1064104,,                231388,                235292,                466680,              7593489,,,                451629,,              2047429,,              2553608,,                145476,,                112445,,                 68231,                180676,                280604,,                              0,                 36679,,                 32965,                 32965,,                 74275,                213555,,                 20850,                378324,              6037746,             13631235,,,,,              1991768,,                 29999,,,,                              0,,              1362262,,                148784,,                879073,                 90705,,,                 60234,,                 37000,                 37000,                  5512,                102746,              4605337,,,              1792760,              1792760,,                202836,,                  4111,                  6099,                 10210,              2005806,              6611143,,,,                769777,                769777,,              2361232,,                562016,                  1277,,              1415310,              1978603,,                234177,                              0,              5343789,              1676303,              7020092,             13631235,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,2015年03月31日,,,,              1679601,,                    333,,                 37327,,                125598,,              4663850,,                    489,,                225119,,                 44687,,              1312030,,                231828,                276870,                508698,              8597732,,,                441918,,                707459,,              3504279,,,,                290512,,                123752,                414264,                448855,,                  1404,                 19208,,                 65319,                 65319,,                 70960,                216917,,                  9236,                383044,              5899819,             14497551,,,,,              2453319,,                129875,,,,                  3300,,              1421511,,                193511,,                588769,                 67755,,,                 68287,,                 37000,                 37000,                  5272,                110559,              4968599,,,              2170894,              2170894,,                242711,,                  4340,                  2577,                  6917,              2420522,              7389121,,,,                769777,                769777,,              2352487,,                520301,                  1277,,              1055177,              1576755,,                252993,                              0,              4952012,              2156418,              7108430,             14497551,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,2014年12月31日,,,,              1189846,,                              0,,                 51833,,                111536,,              4924974,,                    705,,                185831,,                 44568,,              1256641,,                397391,                277293,                674684,              8440618,,,                404942,,                720486,,              3301276,,                              0,,                291778,,                136990,                428768,                469667,,                 90115,                 82174,,                 97214,                 97214,,                 69843,                221521,,                 13847,                574714,              5899853,             14340471,,,,,              2791708,,                129875,,                              0,,                    259,,              1685668,,                293084,,                620180,                 39200,,,                 52132,,                 37000,                 37000,                  8476,                 97608,              5657582,,,              2183815,              2183815,,                235242,,                  4557,                  2617,                  7174,              2426231,              8083813,,,,                794147,                794147,,              2333255,,                520301,                  1277,,                962609,              1484187,,                248571,                150716,              4709444,              1547214,              6256658,             14340471,              0,              0,      2289000,              1189846,                 44568,             14340471,,,,              2791708,,                129875,,                    259,,              1685668,,                293084,,                620180,                 39200,,,                 52132,,                 37000,                 37000,                  8476,                 97608,              5657582,,,              2183815,              2183815,,                235242,,                  4557,                  2617,                  7174,              2426231,              8083813,,,,                794147,                794147,,              2333255,,                520301,                  1277,,                962609,              1484187,,                248571,                150716,              4709444,              1547214,              6256658,,,,,,,,,,,,,,,
8070,2014年09月30日,,,,              1167668,,                  5478,,                 39333,,                 82758,,              5071970,,                  7424,,                252570,,                 48187,,              1264544,,                252096,                259557,                511653,              8451585,,,                388991,,                653683,,              3319151,,                              0,,                292886,,                153890,                446776,                456585,,                              0,                 80011,,                128653,                128653,,                 88309,                220425,,                 14038,                531436,              5796622,             14248207,,,,,              3738764,,                329995,,                    535,,                     90,,              1657335,,                249045,,                591780,                 52380,,,                 60485,,                 24500,                 24500,                  7449,                 92434,              6712358,,,              1413978,              1413978,,                208869,,                 38709,                  2501,                 41210,              1664057,              8376415,,,,                794147,                794147,,              2243042,,                520301,                  1277,,                809554,              1331132,,                180198,                              0,              4548519,              1323273,              5871792,             14248207,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,2014年06月30日,,,,              1226336,,                              0,,                 56546,,                 48234,,              4933895,,                  5456,,                 62003,,                 44585,,              1264029,,                205522,                260882,                466404,              8107488,,,                409950,,                631018,,              3184214,,                              0,,                291939,,                169041,                460980,                395687,,                              0,                 83547,,                              0,                              0,,                 82773,                220784,,                 12380,                399484,              5481333,             13588821,,,,,              3354130,,                209960,,,,                    135,,              1500491,,                300251,,                706793,                 63927,,,                 93303,,                 24500,                 24500,                  7721,                125524,              6261211,,,              1613719,              1613719,,                191829,,                 38953,                  2455,                 41408,              1846956,              8108167,,,,                794147,                794147,,              2163774,,                520301,                  1277,,                732228,              1253806,,                156672,                              0,              4368399,              1112255,              5480654,             13588821,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,2014年03月31日,,,,              1629160,,                              0,,                 68484,,                 59371,,              4357863,,                 11231,,                104516,,                 47711,,              1313899,,                205522,                193295,                398817,              7991052,,,                456949,,                603585,,              3252582,,,,                293082,,                152847,                445929,                340836,,                    336,                104051,,                              0,                              0,,                 81751,                223183,,                  9618,                418939,              5518820,             13509872,,,,,              3400700,,                309981,,,,                    201,,              1334674,,                218646,,                497950,                138707,,,                 52122,,                 24500,                 24500,                  6847,                 83469,              5984328,,,              1469809,              1469809,,                207651,,                 39242,                  2505,                 41747,              1719207,              7703535,,,,                794147,                794147,,              2163774,,                476205,                  1277,,                951438,              1428920,,                241549,                              0,              4628390,              1177947,              5806337,             13509872,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8070,2013年12月31日,,,,,,,,                 83668,,                102397,,              4631476,,                 44256,,                117724,,,,              1286333,,                200522,                171672,                372194,              7745668,,,                467375,,                648734,,              2315867,,                185506,,                291292,,                161995,                453287,                185933,,                  3706,                 99776,,                              0,                              0,,                141854,                223816,,                 10330,                479482,              4736184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              1059987,                 47633,             12481852,,,,              2623717,,                 59995,,                    160,,              1484020,,                323764,,                521895,                123581,,,                 39769,,                 24500,                 24500,                  9161,                 73430,              5210562,,,              1417386,              1417386,,                210228,,                  5274,                  5973,                 11247,              1638861,              6849423,,,,                794147,                794147,,              2163774,,                476205,                  1277,,                836517,              1313999,,                186892,                              0,              4458812,              1173617,              5632429,,,,,,,,,,,,,,,
8070,2013年09月30日,,,,,,                              0,,                 75132,,                115266,,              4443562,,                 62290,,                203770,,,,              1280880,,                257577,                164036,                421613,              7942654,,,                496321,,                622268,,              1971071,,                192178,,                290850,,                183588,                474438,                 93793,,,                 92392,,                              0,                              0,,                 76870,                              0,,                 16083,                331488,              4181557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              1291439,                 48702,             12124211,,,,              2844945,,                 59995,,                  4415,,              1537661,,                233551,,                501763,                121275,,,                 56494,,                 12000,                 12000,                  4533,                 73027,              5376632,,,              1430031,              1430031,,                178926,,                  7662,                  3500,                 11162,              1620119,              6996751,,,,                744147,                744147,,              1849603,,                476205,                  1277,,                811404,              1288886,,                173860,,              4056496,              1070964,              5127460,                146143,,                              0,,,,,,,,,,,,
8070,2013年06月30日,,,,,,,,                 49171,,                118776,,              4385438,,                 90122,,                189336,,,,              1299894,,                333780,                194054,                527834,              8710866,,,                507299,,                610714,,              1849010,,                198849,,                291656,,                196663,                488319,                 94593,,,                 95480,,                  5949,                  5949,,                 49841,                              0,,                 16317,                167587,              3916371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              2005685,                 44610,             12627237,,,,              2513678,,                 89942,,                  5157,,              1633779,,                557249,,                637450,                128715,,,                 42040,,                237764,                434886,                  7914,                484840,              6052133,,,              1406750,              1406750,,                180224,,                  8083,                  3500,                 11583,              1598557,              7650690,,,,                722473,                744147,,              1853268,,                476205,                  1277,,                662922,              1140404,,                188867,,              3926686,              1049861,              4976547,,,                  1323,                197122,                 21674,,,,,,,,,,
