證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵銷售退回及折讓,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 累計減損－房屋及建築,　　　　　 房屋及建築淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 累計折舊－投資性不動產－建築物,　　　　 累計減損－投資性不動產－建築物,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 商標權淨額,　　　　　 商標權淨額,　　　　 專利權淨額,　　　　　 專利權淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 保固之短期負債準備,　　　　　 有待法律程序決定之短期負債準備,　　　　　 銷貨退回及折讓之短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 預付款項,　　　　 預付款項合計,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 保固之短期負債準備,　　　　 有待法律程序決定之短期負債準備,　　　　 銷貨退回及折讓之短期負債準備,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 銀行借款,　　　　 待分配股票股利
2332,2015年09月30日,,,,                 17976,              2329432,                463968,              2811376,,                 86905,,                 58137,,              6443035,                298074,                159933,              5985028,,                  1432,,                261513,,                192262,,,              5577303,              5577303,,                608634,             15582590,,,                              0,,                255951,,                 90109,,              3243568,,,                574684,,                807611,                451105,                  8000,                348506,,              1527062,              1288764,                238298,                107979,              1269467,,                 30000,                 22196,                  9843,                  1000,                 41353,,,                158713,,                 31850,,                203366,                358454,,                 22162,                774545,                787436,,                375587,              6838016,             22420606,,,,,              1322640,              1322640,,                 57345,,                  2127,,              2429977,,              2207773,,              2064696,                289239,,                181033,                 80335,                 46964,                308332,,,                              0,                116099,                116099,              8798228,,,                  4544,,              1121061,              1121061,,                              0,,                543505,,                122562,              1791672,             10589900,,,,              6788031,                              0,              6788031,,,              1733122,              1733122,                  3435,                              0,                              0,                232637,              1969194,,              2296499,                553968,,              1357481,              1357481,              4207948,,,               -482862,,               -399032,               -881894,                657942,             11425337,                              0,                405369,             11830706,             22420606,              0,              0,     44786000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2015年06月30日,,,,                 17400,              2403096,                 86955,              2507451,,                 12362,,                 62263,,              5955152,                309697,                159405,              5486050,,                  9961,,                352967,,                209273,,,              6093401,              6093401,,,             15719641,,,                  1195,,                332681,,                133860,,              3320555,,,                576557,,                803417,                445024,                  8000,                350393,,              1492157,              1233893,                258264,                 97596,              1282810,,                 30000,                 22196,                  9743,                  1000,                 41453,,,                148854,,                 32522,,                133393,                331410,,                 17177,                663356,                772789,,                214887,              6763586,             22483227,,,,,                814350,                814350,,                 30748,,                  1591,,              2355788,,              2624037,,              1874279,                302975,,                174705,                 74568,                 43943,                293216,,,                              0,                151520,                151520,              8448504,,,                 81854,,,              1116224,,                              0,,                555029,,                118888,              1871995,             10320499,,,,              6477557,                310474,              6788031,,,              1733122,              1733122,                  1360,                              0,                              0,                232637,              1967119,,              2296499,                553968,,              1885567,              1885567,              4736034,,,               -791428,,               -428968,             -1220396,                483774,             11787014,,                375714,             12162728,             22483227,              0,              0,     26807000,,                985913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2015年03月31日,,,,                 14902,              1797206,                215070,              2027178,,                 32153,,                102326,,              6126231,                358801,                168373,              5599057,,                  9657,,                160922,,                202523,,,              5863970,              5863970,,,             15008350,,,                              0,,                435180,,                138896,,              3715454,,,                575848,,                805125,                440934,                  8000,                356191,,              1481820,              1200655,                281165,                 85922,              1299126,,                 30000,                 22196,                  9644,                  1000,                 41552,,,                150439,,                 33196,,                138241,                335767,,                 16244,                673887,                759462,,                248323,              7311880,             22320230,,,,,,              1838609,,                 13598,,                  2242,,              2143891,,              2456042,,              1886462,                290227,,                177495,                 75362,                 45357,                298214,,,                 71500,                190095,                261595,              9190880,,,,,,                              0,,                              0,,                570956,,                127747,                698703,              9889583,,,,              6477557,,              6477557,,,              1888359,              1888359,                  1506,                              0,                              0,                232637,              2122502,,              2290345,                651810,,              2091735,              2091735,              5033890,,,               -784200,,               -314933,             -1099133,                483774,             12051042,,                379605,             12430647,             22320230,              0,              0,     26807000,,              1010564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2014年12月31日,,,,                 14925,              2302138,              1296434,              3613497,,                 66428,,                 71733,,              7132486,                380474,                179427,              6572585,,                  1361,,                183151,,                189860,,,              6663463,              6663463,,                862917,             18224995,,,                              0,,                451329,,                141472,,              3671905,,,                576716,,                791689,                436681,                  8000,                347008,,              1577638,              1270945,                306693,                104511,              1334928,,                 30000,                 22196,                  9545,                  1000,                 41651,,,                152188,,                 33868,,                145472,                339223,,                 10068,                680819,                705153,,                279906,              7307163,             25532158,,,,,              2513548,              2513548,,                  7587,,                  2176,,              2922239,,              3101140,,              2064655,                282407,,                193967,                 76238,                 47976,                318181,,,                211237,                194708,                405945,             11617878,,,                              0,,                              0,                              0,,                              0,,                592282,,                120366,                712648,             12330526,,,,              6477557,                              0,              6477557,,,              1888359,              1888359,                  1527,                              0,                  4655,                227982,              2122523,,              2290345,                651810,,              2323994,              2323994,              5266149,,,               -261174,,               -292793,               -553967,                483774,             12828488,                              0,                373144,             13201632,             25532158,              0,              0,     26807000,,                862917,              3613497,                189860,             25532158,,,,              2513548,,                  7587,,                  2176,,              2922239,,              3101140,,              2064655,                282407,,                193967,                 76238,                 47976,                318181,,,                211237,                194708,                405945,             11617878,,,                              0,,                              0,,                592282,,                120366,                712648,             12330526,,,,              6477557,              6477557,,,              1888359,              1888359,                  1527,                              0,                  4655,                227982,              2122523,,              2290345,                651810,,              2323994,              2323994,              5266149,,,               -261174,,               -292793,               -553967,                483774,             12828488,                373144,             13201632,,
2332,2014年09月30日,,,,                 32744,              2354458,                361865,              2749067,,                108917,,                 59568,,              7012494,                365489,                163930,              6483075,,                  1927,,                148645,,                263257,,,              6469000,              6469000,,                963989,             17247445,,,                              0,,                461733,,                157637,,              3602707,,,                583147,,                800619,                430495,                  8000,                362124,,              1466851,              1194755,                272096,                 96013,              1313380,,                 30000,                 22196,                  9446,                  1000,                 41750,,,                145816,,                 34541,,                144982,                328031,,                 10180,                663550,                721047,,                 80676,              7042480,             24289925,,,,,                677924,                677924,,                 25482,,                  3382,,              2917219,,              3095422,,              2831865,                297132,,                206240,                 73046,                 46797,                326083,,,                113750,                141371,                255121,             10429630,,,                              0,,                              0,                              0,,                122500,,                672695,,                103048,                898243,             11327873,,,,              6477557,                              0,              6477557,,,              1888359,              1888359,                  5993,                 92585,                  4655,                113673,              2105265,,              2290345,                651810,,              2317490,              2317490,              5259645,,,               -477767,,               -284361,               -762128,                483774,             12596565,                              0,                365487,             12962052,             24289925,              0,              0,     26807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2014年06月30日,,,,                 31290,              2509096,                553824,              3094210,,                 57438,,                112834,,              6815789,                328212,                164716,              6322861,,                  1860,,                398689,,                221117,,,              6364884,              6364884,,,             17636827,,,                              0,,                562499,,                162175,,              3545393,,,                586681,,                764901,                426597,                  8000,                330304,,              1471445,              1175720,                295725,                115871,              1328581,,                 30000,                 22196,                  9347,                  1000,                 41849,,,                143321,,                 35214,,                145542,                325493,,                 10586,                660156,                677914,,                 86149,              7064716,             24701543,,,,,                818000,                818000,,                 16424,,                  4759,,              2682459,,              3180713,,              2852148,                288655,,                211305,                 71796,                 46558,                329659,,,                232925,                127996,                360921,             10533738,,,                              0,,,                              0,,                148000,,                658001,,                101430,                907431,             11441169,,,,              6475803,                121754,              6597557,,,              1924012,              1924012,                  5993,                 92585,                  4655,                113673,              2140918,,              2290345,                814373,,              2453526,              2453526,              5558244,,,               -405619,,               -177398,               -583017,                807960,             12905742,,                354632,             13260374,             24701543,              0,              0,     38807000,,              1062934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2014年03月31日,,,,                 15641,              2162651,                889546,              3067838,,                 68018,,                 71909,,              7014939,                373640,                169340,              6471959,,                  2085,,                162483,,                235585,,,              6163706,              6163706,,,             17122931,,,                              0,,                617400,,                165495,,              3832977,,,                586300,,                766241,                402682,                  8000,                355559,,              1460192,              1165129,                295063,                 83825,              1320747,,                 30000,                 22196,                  9248,                  1000,                 41948,,,                146171,,                 35887,,                 20076,                257709,,                 13130,                472973,                643979,,                 66175,              7161694,             24284625,,,,,,                673150,,                 17505,,                  3483,,              2382369,,              3095147,,              2163146,                359745,,                215059,                 73224,                 46833,                335116,,,                234823,                139337,                374160,              9403821,,,,,,                              0,,                173500,,                659146,,                100620,                933266,             10337087,,,,              6475803,,              6475803,,,              1924012,              1924012,                  5992,                 92585,                  4655,                113673,              2140917,,              2225584,                814373,,              3210131,              3210131,              6250088,,,               -255557,,               -115912,               -371469,                807960,             13687379,,                260159,             13947538,             24284625,              0,              0,     38807000,,                879348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,2013年12月31日,,,,                 13820,              2764563,                714167,,,                 79540,,                 51054,,              7151062,                296037,                169936,              6685089,,                  3486,,                148593,,,,,              6046366,              6046366,,,             17371622,,,                              0,,                533870,,                168402,,              3819591,,,                587623,,                759257,                398480,                  8000,                352777,,              1492061,              1119324,                372737,                              0,              1313137,,                 30000,                 22196,                  9149,                  1000,                 42047,,,                143488,,                 36560,,                 20985,                249590,,                 16471,                467094,                667150,,                 74876,              7086167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     38807000,,                670909,              3492550,                194035,             24457789,,,,                              0,,                 15117,,                  4623,,              2563256,,              3390235,,              2314330,                345939,,                221977,                 71880,                 47101,                340958,,,                119800,                133131,                252931,              9227389,,,                112302,,                768550,,                654829,,                 98369,              1634050,             10861439,,,,              6475803,              6475803,,,              1924012,              1924012,                  8210,                 92585,                  4655,                113673,              2143135,,              2225584,                814373,,              3148588,              3148588,              6188545,,,               -437302,,               -214508,               -651810,                807960,             13347713,                248637,             13596350,,
2332,2013年09月30日,,,,,,,,,                 63923,,                 51609,,              7221006,                288379,                167421,              6765206,,                  4103,,                382273,,,,,              6546270,              6546270,,,             18178306,,,                              0,,                799413,,                182414,,              3597891,,,                587803,,                763855,                397986,                  8000,                357869,,              1435925,              1090791,                345134,                              0,              1290806,,                 30000,                 22196,                  9050,                  1000,                 42146,,,                131485,,                 37233,,                 20878,                247362,,                 19393,                456351,                737668,,                 67822,              7174511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     38807000,,                726431,              3483211,                155280,             25352817,,,,                              0,,                 31771,,                  2173,,              2491864,,              3750715,,              2528568,                427443,,                249009,                160218,                 51470,                460697,,,                              0,                117719,                117719,              9810950,,,                111823,,              1431210,,                716933,,                 99685,              2359651,             12170601,,,,              6475803,              6475803,,,              1924012,              1924012,                    249,                129459,                  4655,                 76799,              2135174,,              2225584,                814373,,              2801723,              2801723,              5841680,,,               -503643,,               -201531,               -705174,                796135,             12951348,                230868,             13182216,                              0,                              0
2332,2013年06月30日,,,,,,,,,                111655,,                 72588,,              6833939,                271680,                158309,              6403950,,                  4362,,                443814,,,,,              6628995,              6628995,,,             18321060,,,                              0,,                860992,,                269818,,              3518306,,,                587809,,                774486,                390332,                  8000,                376154,,              1398767,              1057441,                341326,                              0,              1305289,,                 30000,                 22196,                  8951,                  1000,                 42245,,,                137087,,                 37907,,                 20821,                250334,,                 23499,                469648,                725721,,                 69582,              7261601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     38807000,,                682116,              3816403,                157177,             25582661,,,,                              0,,                 16329,,                    820,,              2591529,,              4024915,,              2699959,                342833,,                234681,                162648,                 48305,                445634,,,                              0,                191067,                191067,             10313086,,,                111347,,              1309560,,                742121,,                 97720,              2260748,             12573834,,,,              6475803,              6475803,,,              1924012,              1924012,                              0,                126026,                  4655,                 76799,              2131492,,              2225584,                814373,,              2464838,              2464838,              5504795,,,               -403553,,               -136792,               -540345,                807960,             12763785,                245042,             13008827,                              0,                              0
