證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　 應收款項淨額,　　　　 應收票據,　　　　 應收帳款,　　　　 其他應收款,　　　　 應收款項淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　 再保險合約資產淨額,　　　 其他流動資產,　　　 貼現及放款淨額,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　 備供出售金融資產－非流動,　　　 持有至到期日金融資產－非流動,　　　 以成本衡量之金融資產－非流動,　　　 無活絡市場之債務工具投資－非流動,　　　 採用權益法之投資,　　　 其他金融資產－非流動,　　　 不動產、廠房及設備淨額,　　　　 不動產、廠房及設備淨額,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產淨額,　　　　 商譽,　　　　 其他無形資產,　　　　 無形資產淨額,　　　 遞延所得稅資產淨額,　　　 其他資產,　　　　 分離帳戶保險商品資產,　　　　 其他長期投資,　　　　 其他資產－其他,　　　　 其他資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　 應付短期票券,　　　　 應付款項,　　　　　 應付票據,　　　　　 應付帳款,　　　　　 其他應付款,　　　　　 應付款項合計,　　　　 應付佣金,　　　　 應付再保往來款項,　　　　 應付保險賠款與給付,　　　　 本期所得稅負債,　　　　 應付到期長期負債（一年或一營業週期內到期長期負債）,　　　　 流動負債總額,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 應付債券,　　　　 長期借款,　　　　 特別股負債－非流動,　　　　 負債準備,　　　　　 保險業各項準備,　　　　　 員工福利負債準備,　　　　　 其他準備,　　　　　　 其他準備合計,　　　　　 負債準備合計,　　　　 分離帳戶保險商品負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他負債,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－採用權益法認列之關聯企業及合資淨值之變動數,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（待彌補虧損）,　　　　　　 未分配盈餘（待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 備供出售金融資產未實利益（損失）,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 當期所得稅資產合計,　　　 無活絡市場之債券投資－非流動,　　 資產總額,　　　　 當期所得稅負債,　　　 負債總額,　　　 權益總額,　　　 待註銷股本股數,　　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付費用,　　　　　 資本公積－認股權,　　　　 其他流動負債
2514,2015年09月30日,,,             25891703,,                238679,              2060568,              4785880,              7085127,,                618926,                 31679,              3114243,                 28072,             46505527,             83275277,,              2544832,             65327976,             29117864,              2389619,            298096398,              2130592,                673284,,              9737555,,             12037452,,              2120788,                 51628,              2172416,              3932200,,             16656169,                  1000,             11906260,             28563429,            456723617,            539998894,,,,              2133000,              1048820,,                 24094,                  6942,              1881551,              1912587,                282605,                531249,                 91808,                 35385,                147334,              6182788,,              6634387,                950000,              3429128,              2030000,,            484821972,                301694,,                943046,            486066712,             16656169,,              3184001,              1677408,            520627805,            526810593,,,,              5632143,              5632143,,,                103825,                 11977,                189116,                304918,,                284393,              1661097,,                337227,              2282717,,                141025,             -2732626,             -2591601,                398159,              5230018,              7958283,             13188301,            539998894,              0,              0,     43929000,,,,,,,,,,,,
2514,2015年06月30日,,,             27615820,,                268419,              1909780,             10443753,             12621952,,                529946,                 31679,              3126246,                 19301,             46672037,             90616981,,              4275718,             71383448,             29982816,              2393399,            277445977,              2134749,              1705970,,              9800640,,             12028225,,              2120788,                 57466,              2178254,              2016029,,             18072951,                  1000,              5149306,             23223257,            438568482,            529185463,,,,              2063000,              1078743,,                 15268,                135247,              7174418,              7324933,                266473,                520439,                 89566,                 32534,                305834,             11681522,,                915982,                950000,              3365700,              2030000,,            471542390,                302822,,                596869,            472442081,             18072951,,              1432449,              1629386,            500838549,            512520071,,,,              5632143,              5632143,,,                103825,                 11977,                194061,                309863,,                284393,              1661097,,              1062348,              3007838,,                 69696,             -2116168,             -2046472,                398159,              6505213,             10160179,             16665392,            529185463,              0,              0,     43929000,,,,,,,,,,,,
2514,2015年03月31日,,,             34238077,,                183863,              1667710,              5627817,              7479390,,                472349,                 32279,              3054311,                 30791,             47835933,             93143130,,              3574301,             66987840,             29989143,              2497769,            268511393,              2193800,              1795646,,              9814722,,             12040980,,              2120788,                 56857,              2177645,              2238630,,             21792687,                  1000,              4934716,             26728403,            428550272,            521693402,,,,              1927000,                968744,,                 20767,                 21429,              3524993,              3567189,                321690,                700528,                 88690,                  4650,                475000,              8053491,,                729122,                950000,              3076368,              2030000,,            461173046,                302980,,                723737,            462199763,             21792687,,              1722541,              2922361,            495422842,            503476333,,,,              5632143,              5632143,,,                103825,                 11977,                194061,                309863,,                234201,              2078245,,                923286,              3235732,,                 90512,             -1641787,             -1551275,                398159,              7228304,             10988765,             18217069,            521693402,              0,              0,     43929000,,,,,,,,,,,,
2514,2014年12月31日,,,             27969223,,                322245,              1460823,              4304924,              6087992,,                397996,                 33479,              3153323,                 11388,             47578530,             85231931,,              2140356,             95895054,                              0,              2508152,            269799698,              2179224,              1806846,,              9843589,,             12051569,,              2120788,                 57981,              2178769,              2748490,,             22488398,                 21000,              4872853,             27382251,            428533998,            513765929,,,,              1806000,                848750,,                 14026,                  3810,              1370917,              1388753,                395036,                665103,                 94157,                    671,                603500,              5801970,,              5524643,                950000,              3063839,              2030000,,            452335200,                301080,,                811142,            453447422,             22488398,,              2015606,              1494144,            491014052,            496816022,,,,              5632143,              5632143,,,                103825,                 11977,                194061,                309863,,                234201,              2078245,,                541101,              2853547,,                107245,             -1687507,             -1580262,                398159,              6817132,             10132775,             16949907,            513765929,              0,              0,     43929000,                397996,            269799698,            513765929,                    671,            496816022,             16949907,              0,              0,     43929000,,,
2514,2014年09月30日,,,             33971346,,                236236,              1321145,              5559713,              7117094,,                313640,                 42297,              3041925,                 18127,             45316898,             89821327,,              2919984,            100844203,                              0,              2438920,            244749539,              2167664,              1788649,,              9870188,,             12195177,,              2120788,                 49338,              2170126,              1823497,,             22840758,                  5930,              4784621,             27631309,            408599256,            498420583,,,,              1420000,                868881,,                 34781,                 56038,              5103611,              5194430,                347952,                580478,                 80552,                              0,              1098500,              9590793,,              3077231,                950000,              2759170,              2030000,,            438766782,                320141,,                598527,            439685450,             22840758,,                942113,              1317140,            473601862,            483192655,,,,              5632143,              5632143,,,                103825,                 11977,                194061,                309863,,                234201,              2104167,,                704443,              3042811,,                 55022,             -2390255,             -2335233,                398159,              6251425,              8976503,             15227928,            498420583,              0,              0,     43929000,,,,,,,,,,,,
2514,2014年06月30日,,,             32577084,,                272132,              1130675,              4751116,              6153923,,                374235,                 42898,              2947508,                 25946,             45109998,             87231592,,              3727237,            103725552,                              0,              2440435,            226853903,              1858463,              1788415,,              9883791,,             12236826,,              2120788,                 33178,              2153966,              1605706,,             24515990,                 10312,              5028733,             29555035,            395829329,            483060921,,,,              1350000,                759236,,                 33979,                  1994,              2335204,              2371177,                310879,                623559,                 79429,                  7504,                911000,              6412784,,              1274203,                950000,              2649560,              2030000,,            424828820,                318212,,                390947,            425537979,             24515990,,                555328,              2826564,            460339624,            466752408,,,,              5632143,              5632143,,,                103825,                  5516,                194061,                303402,,                234201,              2104167,,                187164,              2525532,,                 22852,             -1457600,             -1434748,                398159,              6628170,              9680343,             16308513,            483060921,              0,              0,     43929000,,,,,,,,,,,,
2514,2014年03月31日,,,             36556969,,                277131,              1129731,              4227494,              5634356,,                232015,                 44614,              3005617,                 29234,             44193694,             89696499,,              3589887,            111927793,                              0,              2571023,            203105852,              1896579,              1788432,,              9887649,,             12312094,,              2120788,                 36114,              2156902,              2079357,,             24836589,                  1000,              4596538,             29434127,            380749695,            470446194,,,,              1209000,                889106,,                 32373,                    872,              2023404,              2056649,                331119,                620604,                 97532,                144015,                675500,              6023525,,              2359197,                950000,              2887669,              2030000,,            410866646,                315900,,                542760,            411725306,             24836589,,                931005,              2923383,            448643149,            454666674,,,,              5632143,              5632143,,,                103825,                  5516,                194061,                303402,,                208367,              1185442,,              1363284,              2757093,,                 40131,             -1721601,             -1681470,                398159,              6613009,              9166511,             15779520,            470446194,              0,              0,     43929000,,,,,,,,,,,,
2514,2013年12月31日,,,             27003890,,                351098,              1077803,              3737178,              5166079,,,                 49019,              2903367,                  6997,             46210265,             81493171,,              3555998,            116483880,,              2569986,,              1909177,              1926109,,             10154180,,             12146942,,              2120788,                 40444,              2161232,              1872474,,             27671765,                  6846,              4537155,             32215766,            374016250,,,,,              1388000,                609168,,                 34085,                  2283,              1151451,              1187819,                453481,                656312,                108243,,                570000,              5113204,,              2703551,              1150976,              3273406,              2030000,,            395974104,                313958,,                459054,            396747116,             27671765,,                643362,              1921838,            436142014,,,,,              5632143,              5632143,,,                103825,                  5516,                165174,                274515,,                208367,              1185442,,              1178058,              2571867,,                 44098,             -2046930,             -2002832,                402599,              6073094,              8181109,,,,,,                153554,            189020506,            455509421,                140181,            441255218,             14254203,              0,              0,     43929000,,,
2514,2013年09月30日,,,             26089787,,                271322,                985471,              4743467,              6000260,,,                 50314,              2867136,                 13660,             46188444,             81355896,,              4394930,            124581020,,              2605649,,              1973586,              1921486,,             10109328,,             12233622,,              2120788,                 30045,              2150833,              1580067,,             27993057,                  1000,              4752237,             32746294,            360373916,,,,,              1338000,                818818,,                 50980,                  1135,              2236695,              2288810,                297709,                607838,                123389,,                391150,              6060630,,              1683761,              1520597,              3107877,              2030000,,            382175634,                346855,,                488736,            383011225,             27993057,,                529859,              1793791,            421670167,,,,,              5632143,              5632143,,,                103825,                  8851,                130132,                242808,,                208367,              1185442,,              1353829,              2747638,,                 24378,             -2225855,             -2201477,                411045,              6010067,              7988948,,,,,,                146295,            166077101,            441729812,                194916,            427730797,             13999015,              0,              0,     43929000,                              0,,
2514,2013年06月30日,,,             20356815,,                358465,                831000,              5472374,              6661839,,,                 53866,              2855826,                 26136,             45507198,             75847637,,              4181079,            131111048,,              2651322,,              1996945,              1922349,,             10099975,,             12253253,,              2120788,                 15127,              2135915,              1810171,,             30844131,                  1000,              4672406,             35517537,            361328706,,,,,              1348000,                731372,,                 25722,                  3203,              3838645,              3867570,                208735,                612600,                 91049,,                424650,              7557453,,              3169039,              1566331,              3080251,              2030000,,            371526237,                343753,,                495918,            372365908,             30844131,,                674873,              1497156,            415227689,,,,,              5632143,              5632143,,,                103825,                  5516,                130790,                240131,,                208367,              1185442,,              1101598,              2495407,,                 36302,             -1831643,             -1795341,                412236,              6160104,              8231097,,,,,,                385957,            157649112,            437176343,                273477,            422785142,             14391201,              0,              0,     43929000,,,
