證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 員工福利負債準備－非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 員工福利負債準備－非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 半成品,　　　　　 原料,　　　　　 在途原物料,　　　　　 備抵存貨跌價,　　　　　 存貨－製造業淨額,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備淨額,　　　　 其他設備淨額,　　　　　 其他設備淨額,　　　　 商標權淨額,　　　　　 商標權淨額,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　　 其他非流動資產－其他,　　　　 遞延所得稅負債－其他,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 銀行長期借款
1229,2015年09月30日,,,,                682716,,                228376,,                729370,,                 20180,,              1168037,,                 41222,              2869901,,,              2224837,,                632331,,             14701179,,              1501385,,              2215238,,                 14975,                  1254,,                 10992,                 56189,,                233045,                300226,             21591425,             24461326,,,,,              1640646,,              1249366,,                  2179,,                114075,,                177008,                 10989,,,                              0,                 28757,                 28757,              3223020,,,                900000,,                  2857,                  2857,,                 95094,,                 92844,                 73623,                 71934,                238401,              1236352,              4459372,,,,              8887198,                              0,              8887198,,                674492,,              2157348,                141843,,              6317395,              8616586,,              1731027,                  2393,             19906910,                 95044,             20001954,             24461326,              0,         98000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2015年06月30日,,,,                814717,,                208643,,                658461,,              1201985,,              1498011,,                 25086,              4406903,,,              3213805,,                424161,,             15982393,,              1508708,,              2220510,,                 14975,                  1254,,                 10134,                 54381,,                  9897,                 74412,             23440218,             27847121,,,,,              1504919,,                899628,,                  1480,,                299591,,              1367188,                 22543,,,                500000,                 22694,                522694,              4618043,,,                900000,,                  2765,                  2765,,                 95094,,                 92137,                 71581,                 71934,                235652,              1233511,              5851554,,,,              8545383,                              0,              8887198,,                657352,,              2157348,                141843,,              5990085,              8289276,,              4067443,                  2393,             21898876,                 96691,             21995567,             27847121,              0,         94000,                341815,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2015年03月31日,,,,                873128,,                161234,,                670625,,                 13701,,                989931,,                 17184,              2725803,,,              2817110,,                425949,,             15934735,,              1468769,,              2241321,,                 14975,                  1254,,                  7648,                 55558,,                 16832,                 80038,             22984151,             25709954,,,,,                832865,,                899663,,                    246,,                 63317,,                159681,                 78605,,,                500000,                 25648,                525648,              2560025,,,              1300000,,                  2673,                  2673,,                 95094,,                 91432,                 71258,                 71934,                234624,              1632391,              4192416,,,,              8545383,                              0,              8545383,,                707412,,              1985462,                141843,,              6956185,              9083490,,              3124504,                  2393,             21458396,                 59142,             21517538,             25709954,              0,         94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2014年12月31日,,,,                830963,,                178472,,                686115,,                 16443,,              1007166,,                 27315,              2746474,,,              2922687,,                387810,,             16017457,,              1490087,,              2260882,,                 14975,                  1254,,                  7786,                 56491,,                 14490,                 78767,             23173919,             25920393,,,,,                533233,,              1199563,,                    673,,                101575,,                174178,                 72292,,,              1000000,                 19720,              1019720,              3101234,,,                800000,,                  2581,                  2581,,                 95094,,                 92328,                 73354,                 71934,                237616,              1135291,              4236525,,,,              8545383,                              0,              8545383,,                715041,,              1985462,                141843,,              6662756,              8790061,,              3584137,                  2393,             21632229,                 51639,             21683868,             25920393,              0,         94000,                              0,              0,                830963,             25920393,,,,                533233,,              1199563,,                    673,,                101575,,                174178,                 72292,,,              1000000,                 19720,              1019720,              3101234,,,                800000,,                  2581,                  2581,,                 95094,,                 92328,                 73354,                 71934,                237616,              1135291,              4236525,,,,              8545383,                              0,              8545383,,                715041,,              1985462,                141843,,              6662756,              8790061,,              3584137,                  2393,             21632229,                 51639,             21683868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2014年09月30日,,,,                881296,,                130090,,                682313,,                 33926,,              1177948,,                 13036,              2918609,,,              2977231,,                384347,,             15363304,,              1760510,,              1983587,,                 14998,                  2487,,                  6855,                 55130,,                 12180,                 74165,             22560629,             25479238,,,,,                616818,,              1399875,,                  1210,,                114536,,                201094,                 73487,,,              1000000,                  2539,              1002539,              3409559,,,                800000,,                  2646,                  2646,,                 93543,,                 91043,                 62841,                 71934,                225818,              1122007,              4531566,,,,              8543500,                  1883,              8545383,,                698545,,              1985462,                141843,,              6528779,              8656084,,              2993854,                  2393,             20891473,                 56199,             20947672,             25479238,        188300,         94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2014年06月30日,,,,                757335,,                130583,,                683176,,              1056370,,              1308014,,                 13900,              3949378,,,              3201254,,                397860,,             15802009,,              1752314,,              1998242,,                 15020,                  2487,,                  6707,                 54138,,                 29476,                 90321,             23259507,             27208885,,,,,              1188409,,              1199287,,                     75,,                157408,,              1041264,                 63037,,,              1000000,                  8265,              1008265,              4657745,,,                800000,,                  2569,                  2569,,                 93543,,                 92240,                 60821,                 71934,                224995,              1121107,              5778852,,,,              8536903,                  6597,              8543500,,                710643,,              1985462,                141843,,              6090472,              8217777,,              3894791,                  2393,             21364318,                 65715,             21430033,             27208885,        659700,         94000,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2014年03月31日,,,,                864891,,                145738,,                624621,,                 16800,,              1053474,,                 25325,              2730849,,,              3160008,,                349121,,             16384104,,              1784828,,              2012868,,                 15044,                  2487,,                  6416,                 55528,,                 25130,                 87074,             23795534,             26526383,,,,,              1389345,,                899607,,                    726,,                 68166,,                162759,                 56066,,,              1000000,                 24432,              1024432,              3601101,,,                800000,,                  2492,                  2492,,                 93543,,                 93840,                 60828,                 71936,                226604,              1122639,              4723740,,,,              8533330,                  3573,              8536903,,                714072,,              1852033,                141843,,              6608031,              8601907,,              3879501,                  2393,             21729990,                 72653,             21802643,             26526383,        357300,         94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2013年12月31日,,,,,,                178017,,                671769,,                 19790,,                933524,,                 47729,              2927283,,,              3071615,,                332804,,             15618680,,              1820388,,              2027700,,                 15055,                  2487,,                  5978,                 56134,,                 19561,                 81673,             22970402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         77500,         94000,,              0,              1076454,             25897685,,,,              1497873,,                999604,,                    860,,                128876,,                183772,                 39844,,,                500000,                 18859,                518859,              3369688,,,              1300000,,                  2374,                  2374,,                 93543,,                 93047,                 60730,                 70994,                224771,              1620688,              4990376,,,,              8532555,                    775,              8533330,,                713022,,              1852033,                141843,,              5953604,              7947480,,              3636894,                  2393,             20828333,                 78976,             20907309,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2013年09月30日,,,,,,                185724,,                642243,,                129583,,                972973,,                 17392,              3107117,,,              2731685,,                292339,,             14841138,,              1801523,,              2042531,,                 15081,                  1806,,                  5958,                 55537,,                 18898,                 80393,             21806496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,        547500,         94000,,              0,              1159202,             24913613,,,,              2073286,,                799532,,                  1524,,                131507,,                182397,                 55067,,,                500000,                 24963,                524963,              3768276,,,              1000000,,                  2736,                  2736,,                105940,,                 92428,                 60329,                 71934,                224691,              1333367,              5101643,,,,              8527080,                  5475,              8532555,,                713245,,              1852033,                141843,,              5607853,              7601729,,              2885729,                  2393,             19730865,                 81105,             19811970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2013年06月30日,,,,,,                233036,,                674525,,                784973,,                926366,,                 23372,              3882123,,,              2326270,,                391898,,             14018828,,              1810083,,              2057350,,                 15089,                  1806,,                  5958,                 56557,,                 34261,                 96776,             20718100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      2141300,         94000,,              0,              1239851,             24600223,,,,              1989914,,                999465,,                  1910,,                109460,,              1039495,                 68099,,,                              0,                 12934,                 12934,              4221277,,,              1500000,,                  2646,                  2646,,                105940,,                 97184,                 60279,                 71934,                229397,              1837983,              6059260,,,,              8505668,                 21413,              8527081,,                711127,,              1852033,                141843,,              5209509,              7203385,,              2014572,                  2393,             18453772,                 87191,             18540963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
