證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 持有供交易之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 應收所得稅退稅款,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 備抵存貨跌價,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 累計減損－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商標權淨額,　　　　　 商標權,　　　　　 商標權淨額,　　　　 專利權淨額,　　　　　 專利權,　　　　　 累計減損－專利權,　　　　　 專利權淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體,　　　　　 累計減損－電腦軟體,　　　　　 電腦軟體淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 持有供交易金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 應付薪資,　　　　　 應付董監事酬勞,　　　　　 應付營業稅,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債,　　　　　 應付公司債溢（折）價,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－員工認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 累計減損－其他無形資產,　　　　　 其他無形資產淨額,　　　　　 應付股利,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　　　 累計減損－商標權,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 持有供交易金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付薪資,　　　　 應付董監事酬勞,　　　　 應付營業稅,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債溢（折）價,　　　　 應付公司債合計,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－員工認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 本期損益,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 應付股利,　　　　 待分配股票股利,　　　 庫藏股票,　　 共同控制下前手權益,　　 非控制權益,　　　　　 在途原物料
3665,2015年09月30日,,,,                  1219,                975574,                116094,              1092887,,                  3748,                  3748,,                312233,                312233,,                  5128,                  5128,,              1807411,                 12517,              1794894,,                  5181,                  5181,,                 33914,                 33914,,                  7096,                  7096,,,              1049642,                184039,                581729,                106623,              1708787,              1708787,,                154327,,                  1476,                     46,                  1522,              5119717,,,                145705,                145705,,                  3271,                  3271,,,                237480,                237480,,                639984,                195712,                444272,,              1060245,                535351,                              0,                524894,,                 19095,                  8704,                 10391,,                203651,                125937,                 77714,              1294751,,,                     19,                     19,,                 16502,                 15567,                    935,,                157367,                 61379,                 95988,                 96942,                 82734,,,                 35027,                 35027,                 12929,,                132454,                132454,                180410,              1803813,              6923530,,,,,                236784,                236784,,                 42831,                 42831,,                 22096,                 22096,,              1187327,              1187327,,                333534,                  6931,                 31793,                181250,                553508,                142035,,,                 14224,                 14224,                 13850,                 28074,              2212655,,,                160700,                -11062,                149638,,                295883,                295883,,                  2101,                  2101,,                  1926,                  1490,                  3416,                451038,              2663693,,,,                917825,                917825,,,                865565,                289203,              1154768,                  5181,                  4619,              1164568,,                204603,                298638,,                937187,                547840,              1485027,              1988268,,,                189176,                189176,                189176,              4259837,              4259837,              6923530,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,2015年06月30日,,,,                  1145,                958048,                124384,              1083577,,                 11344,                 11344,,                304502,                304502,,                  2754,                  2754,,              1741842,                 11887,              1729955,,                  4494,                  4494,,                 23160,                 23160,,                  5826,                  5826,,,              1001584,                141169,                587787,                106801,              1623739,              1623739,,                203460,,                  1637,                     46,                  1683,              4994494,,,                136728,                136728,,                  3162,                  3162,,,                226132,                226132,,                602704,                183619,                419085,,                994183,                495943,                              0,                498240,,                 18959,                  8007,                 10952,,                182278,                117752,                 64526,              1218935,,,                     20,                     20,,                 15479,                 14220,                  1259,,                148213,                 55361,                 92852,                 94131,                 73823,,,                 34148,                 34148,                 12952,,                102161,                102161,                149261,              1676040,              6670534,,,,,                 78548,                 78548,,                 44843,                 44843,,                  8721,                  8721,,              1140592,              1140592,,                258530,                 13007,                 31545,                155402,                892829,                 99988,,,                 13348,                 13348,                 11656,                 25004,              2290525,,,                198000,                -15440,                182560,,                280991,                280991,,                  1817,                  1817,,                  1918,                  1324,                  3242,                468610,              2759135,,,,                870859,                914294,,,                861744,                249768,              1111512,                  6554,                  4619,              1122685,,                204603,                298638,,                937187,                339660,              1276847,              1780088,,,                 94332,                 94332,                 94332,              3911399,              3911399,              6670534,              0,              0,              0,,                              0,                              0,                              0,                434345,                 43435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,2015年03月31日,,,,                  1348,                934462,                132792,              1068602,,                  5788,                  5788,,                324611,                324611,,                  2350,                  2350,,              1635536,                 12071,              1623465,,                  3493,                  3493,,                 35576,                 35576,,                  3061,                  3061,,,                889445,                194264,                601311,                108831,              1576189,              1576189,,                158744,,                  1706,                     46,                  1752,              4803631,,,                144353,                144353,,                  3068,                  3068,,,                227898,                227898,,                599578,                179086,                420492,,                948133,                455716,                 20927,                471490,,                 19180,                  8933,                 10247,,                184166,                123125,                 61041,              1191168,,,                     22,                     22,,                  1944,,                  1944,,                 97010,,                 97010,                 98976,                 69139,,,                 32614,                 32614,                 12939,,                 77167,                 77167,                122720,              1629424,              6433055,,,,,                141286,                141286,,                 31567,                 31567,,                    815,                    815,,                996495,                996495,,                207730,                 11069,                 29644,                198833,                447276,                127256,,,                 13482,                 13482,                 11773,                 25255,              1769950,,,                200000,                -17389,                182611,,                287174,                287174,,                  2018,                  2018,,                  1906,                  1394,                  3300,                475103,              2245053,,,,                870100,                870100,,,                858572,                247793,              1106365,                  7671,                  4619,              1118655,,                142910,                298638,,              1476660,                170772,              1647432,              2088980,,,                110267,                110267,                110267,              4188002,              4188002,              6433055,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,2014年12月31日,,,,                  1494,              1020939,                178020,              1200453,,                  3047,                  3047,,                311923,                311923,,                  5972,                  5972,,              1639152,                 12246,              1626906,,                  6673,                  6673,,                 18337,                 18337,,                  5047,                  5047,,,                896469,                168739,                623150,                122882,              1565476,              1565476,,                163480,,                  1811,                     46,                  1857,              4909171,,,                149508,                149508,,                  3320,                  3320,,,                230189,                230189,,                596616,                175372,                421244,,                930004,                440574,                 20927,                468503,,                 18665,                  8485,                 10180,,                183136,                120676,                 62460,              1192576,,,                     22,                     22,,                  2088,                              0,                  2088,,                102334,                              0,                102334,                104444,                 64697,,,                 17609,                 17609,                 13266,,                 69344,                 69344,                100219,              1614764,              6523935,,,,,                 78829,                 78829,,                 33230,                 33230,,                    108,                    108,,              1138445,              1138445,,                280758,                  8879,                 35659,                192356,                517652,                 95838,,,                 13667,                 13667,                 35498,                 49165,              1913267,,,                200000,                -19164,                180836,,                294539,                294539,,                  2101,                  2101,,                  1899,                  2433,                  4332,                481808,              2395075,,,,                868690,                868690,,,                851238,                247793,              1099031,                 10253,                  4619,              1113903,,                142910,                298638,,                859726,                616934,              1476660,              1918208,,,                228059,                228059,                228059,              4128860,              4128860,              6523935,              0,              0,              0,,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,2014年09月30日,,,,                  1313,              1065083,                191093,              1257489,,                  1945,                  1945,,                288013,                288013,,                 12834,                 12834,,              1619373,                  9165,              1610208,,                  3889,                  3889,,                 23252,                 23252,,                    668,                    668,,,                730117,                190835,                548625,                119698,              1349879,              1349879,,                138408,,                  1866,                    144,                  2010,              4688595,,,                 55469,                 55469,,                  2806,                  2806,,,                222256,                222256,,                564681,                161352,                403329,,                859666,                393671,                  9935,                456060,,                 17938,                  9286,                  8652,,                174966,                114577,                 60389,              1150686,,,                     25,                     25,,                  2372,                              0,                  2372,,                 99372,                              0,                 99372,                101769,                 61529,,,                 16743,                 16743,                 12724,,                 51343,                 51343,                 80810,              1453069,              6141664,,,,,                155766,                155766,,                 42468,                 42468,,                    140,                    140,,              1069234,              1069234,,                258118,                  6360,                 32475,                173265,                470218,                122515,,,                 13053,                 13053,                 11547,                 24600,              1884941,,,                200000,                -20922,                179078,,                284566,                284566,,                    706,                    706,,                  1715,                  1792,                  3507,                467857,              2352798,,,,                864200,                864200,,,                827944,                247793,              1075737,                 18830,                  4190,              1098757,,                142910,                298638,,                859876,                448601,              1308477,              1750025,,,                 75884,                 75884,                 75884,              3788866,              3788866,              6141664,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,2014年06月30日,,,,                  1279,              1058413,                147189,              1206881,,                  2732,                  2732,,                300772,                300772,,                 16996,                 16996,,              1495634,                  9835,              1485799,,                  5968,                  5968,,                 11702,                 11702,,                      1,                      1,,,                694602,                141594,                552022,                122008,              1266210,              1266210,,                116917,,                  1865,                    143,                  2008,              4415986,,,                 54791,                 54791,,                  3075,                  3075,,,                220176,                220176,,                542952,                153009,                389943,,                806796,                368839,                  9935,                428022,,                 16819,                  9887,                  6932,,                170212,                110103,                 60109,              1105182,,,                              0,                              0,,                 14957,                 12240,                  2717,,                137568,                 38641,                 98927,                101671,                 55938,,,                 21014,                 21014,                 12668,,                 53231,                 53231,                 86913,              1407570,              5823556,,,,,                259393,                259393,,                 32126,                 32126,,                    123,                    123,,              1022872,              1022872,,                219331,                 12564,                 31279,                144103,                806261,                 91313,,,                 12893,                 12893,                  6616,                 19509,              2231597,,,                              0,                              0,                              0,,                284312,                284312,,                  1428,                  1428,,                  1711,                  1615,                  3326,                289066,              2520663,,,,                799147,                839045,,,                569621,                247793,                817414,                 18830,                  4190,                840434,,                142910,                298638,,                859876,                266126,              1126002,              1567550,,,                 55864,                 55864,                 55864,              3302893,              3302893,              5823556,              0,              0,              0,,                  1267,                  1240,                     27,                398984,                 39898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,2014年03月31日,,,,                  1201,                867718,                115739,                984658,,                  4080,                  4080,,                242390,                242390,,                 20347,                 20347,,              1501379,                  8742,              1492637,,                  2873,                  2873,,                 20087,                 20087,,                    407,                    407,,,                655528,                144658,                500183,                119295,              1181074,              1181074,,                112023,,                  1854,                    144,                  1998,              4062574,,,                 55918,                 55918,,                  3384,                  3384,,,                115883,                115883,,                384007,                150303,                233704,,                770185,                354567,                  9935,                405683,,                 17115,                  9501,                  7614,,                172045,                108604,                 63441,                826325,,,                    333,                    333,,                  3155,,                  3155,,                102789,,                102789,                106277,                 56731,,,                 16889,                 16889,                 13057,,                 43784,                 43784,                 73730,              1122365,              5184939,,,,,                165839,                165839,,                 28770,                 28770,,                     23,                     23,,                850397,                850397,,                194277,                 10526,                 30324,                137903,                373030,                 61306,,,                  4122,                  4122,                 16133,                 20255,              1499620,,,                              0,                              0,                              0,,                 75218,                 75218,,                  1495,                  1495,,                  1711,                  1019,                  2730,                 79443,              1579063,,,,                798347,                798347,,,                565148,                247793,                812941,                 18830,                  4190,                835961,,                 86553,                298638,,              1355115,                100644,              1455759,              1840950,,,                130618,                130618,                130618,              3605876,              3605876,              5184939,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,2013年12月31日,,,,                  1601,                844757,                 32612,,,                 23398,                 23398,,,,,                 15394,                 15394,,              1690495,                  8095,              1682400,,                  2671,                  2671,,                 23637,                 23637,,                    406,,,,                516681,                101770,                653285,                117644,              1154092,              1154092,,                 89051,,                  1819,                     45,                  1864,              4032436,,,                 54874,                 54874,,                  3318,                  3318,,,                114673,                114673,,                378936,                142938,                235998,,                765596,                343301,                  9582,                412713,,                 16177,                  9035,                  7142,,                166995,                102798,                 64197,                834723,,,                  6055,                    404,,                 15066,                 11596,                  3470,,                124940,                 31632,                 93308,                 97182,                 53239,,,                 16679,                 16679,                 13004,,                 46519,                 46519,                 76202,              1119538,,,,,,,,,,,                              0,,,                973771,,,,,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,                878970,                160553,                160553,                    406,                  5651,              5151974,,,,                103991,                103991,,                    121,                    121,,                              0,,                973771,,                255778,                  8389,                 65158,                146730,                476055,                 50361,,,                  4045,                  4045,                  9983,                 14028,              1618327,,,                              0,                              0,,                 74825,                 74825,,                  1729,                  1729,,                  1707,                    583,                  2290,                 78844,              1697171,,,,                797967,                797967,,,                563023,                247793,                810816,                 18974,                  4190,                833980,,                 86553,                298638,,                791546,                563569,              1355115,              1740306,,,                 82550,                 82550,                 82550,              3454803,              3454803,,,,,,
3665,2013年09月30日,,,,                    982,                760899,                 99887,,,                 20923,                 20923,,,,,                  8829,                  8829,,              1517380,                  8298,              1509082,,                  4040,                  4040,,                 17796,                 17796,,                    106,,,,                700892,                140368,                476276,                119711,              1197825,              1197825,,                100944,,                  1833,                    988,                  2821,              3844496,,,                 55795,                 55795,,                  3258,                  3258,,,                113775,                113775,,                374909,                137094,                237815,,                723023,                319037,                              0,                403986,,                 16128,                  9188,                  6940,,                162350,                 98078,                 64272,                826788,,,,,,                  3791,,                  3791,,                 73593,,                 73593,                 77858,                 56354,,,                              0,                              0,                 12903,,                 34262,                 34262,                 47165,              1067218,,,,,,,,,,,                              0,,,              1012786,,,,,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                    474,,                    474,,,                861768,                120362,                120362,                    106,,              4911714,,,,                 94541,                 94541,,                    341,                    341,,                              0,,              1012786,,                235257,                  6203,                 55887,                131346,                428693,                 55157,,,                  3988,                  3988,                 11129,                 15117,              1606635,,,                              0,                              0,,                 74773,                 74773,,                    565,                    565,,                    916,                    677,                  1593,                 76931,              1683566,,,,                793202,                793202,,,                549605,                247793,                797398,                 15616,                  2067,                815081,,                 86553,                298638,,                792219,                428179,              1220398,              1605589,,,                 14276,                 14276,                 14276,              3228148,              3228148,,,,,,
3665,2013年06月30日,,,,                  1702,                897090,                 86151,,,                 12704,                 12704,,,,,                 16781,                 16781,,              1504363,                  8436,              1495927,,                  5405,                  5405,,                 17900,                 17900,,                    548,,,,                708015,                108344,                490100,                114911,              1191548,              1191548,,                121660,,                  1888,                  2587,                  4475,              3972802,,,                 10914,                 10914,,                  3073,                  3073,,,                114667,                114667,,                375934,                132363,                243571,,                684407,                307836,                              0,                376571,,                 16563,                  9685,                  6878,,                153818,                 95333,                 58485,                800172,,,,,,                 15086,                 10861,                  4225,,                 98813,                 25821,                 72992,                 77776,                 59562,,,                              0,                              0,                 13149,,                 29829,                 29829,                 42978,                994475,,,,,,,,,,,                              0,,,              1018204,,,,,,,,,,,,,,,,,,                 20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                  6063,                  5504,                    559,,,                984943,                120911,                120911,                    548,,              4967277,,,,                 65000,                 65000,,                 32455,                 32455,,                              0,,              1018204,,                190192,                  4200,                 41568,                148130,                654945,                 86861,,,                  4050,                  4050,                  6931,                 10981,              1868446,,,                 -1665,                 18335,,                 76950,                 76950,,                    742,                    742,,                    938,                  2184,                  3122,                 99149,              1967595,,,,                773870,                773870,,,                474126,                213304,                687430,                 47687,                  2067,                737184,,                 86553,                298638,,                792219,                270203,              1062422,              1447613,,,                 41015,                 41015,                 41015,              2999682,              2999682,                270855,                              0,                              0,                              0,                              0,
