證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期應收票據及款項－關係人,　　　　　 長期應收票據及款項－關係人淨額,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他流動資產－其他,　　　　 資本公積,　　　　　 資本公積合計,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 待註銷股本股數,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　 非控制權益
1526,2015年09月30日,,,,                228925,,                  7539,,                 15046,,                 75636,,                119012,,                  6394,,                              0,,                     49,,                398541,,                  7851,,                 45731,                 45731,                904724,,,                414270,,                  1276,                 19351,,                 21704,                  5317,,                              0,                 27021,                461918,              1366642,,,,,                177300,,                              0,,                153502,,                 90061,,                  5671,,                 26505,                  1594,                  3834,,                  1567,,,                  3053,,                 35000,                    377,                 38430,                498464,,,                              0,,                227500,,                  7292,,                 19731,                 19731,                254523,                752987,,,,                500000,                500000,,                  3577,,                104120,                107697,,,                  5958,                  5958,                613655,                              0,                              0,                613655,              1366642,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2015年06月30日,,,,                210059,,                              0,,                 14747,,                112684,,                 89438,,                  5585,,                              0,,                     49,,                357019,,                  3293,,                 36946,                 36946,                829820,,,                403712,,                  1522,                 22235,,                 18539,                  4748,,,                 23287,                450756,              1280576,,,,,                158569,,                    102,,                125369,,                105715,,                  5727,,                 24142,                  1419,                  3651,,                  2076,,,                  5210,,                 35000,                    411,                 40621,                467391,,,                              0,,                228750,,                  3492,,                 19980,                 19980,                252222,                719613,,,,                500000,                500000,,                  3577,,                 55741,                 59318,,,                  1645,                  1645,                560963,                              0,                              0,                560963,              1280576,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2015年03月31日,,,,                167389,,                              0,,                 12211,,                 90855,,                 69464,,                  4069,,                              0,,                     77,,                336383,,                  5425,,                  3000,                  3000,                688873,,,                403675,,                  1768,                 24463,,                 12898,                  3768,,,                 16666,                446572,              1135445,,,,,                 80785,,                    119,,                 93204,,                 86696,,                  6667,,                 23111,                  1314,                  1280,,                  2647,,,                  8768,,                  5000,                    334,                 14102,                309925,,,                 30000,,                230000,,                  3151,,                 20201,                 20201,                283352,                593277,,,,                500000,                500000,,,,                 39991,                 39991,,,                  2177,                  2177,                542168,                              0,                              0,                542168,              1135445,              0,              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2014年12月31日,,,,                110408,,                  1729,,                 15131,,                 91889,,                 62978,,                  4167,,                              0,,                     58,,                311442,,                  3538,,                  3000,                  3000,                604340,,,                401351,,                  2013,                 24640,,                 10322,                  2692,,                              0,                 13014,                441018,              1045358,,,,,                 11657,,                              0,,                 83156,,                 87797,,                  5330,,                 31737,                    963,                    953,,                  2919,,,                  8414,,                  5000,                    350,                 13764,                238276,,,                 30000,,                216250,,                  2282,,                 20426,                 20426,                268958,                507234,,,,                500000,                500000,,                              0,,                 35507,                 35507,,,                  2617,                  2617,                538124,                              0,                              0,                538124,              1045358,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2014年09月30日,,,,                113576,,                  1183,,                 15281,,                 62817,,                 50302,,                  3313,,                              0,,                     41,,                300569,,                  6216,,                  3000,                  3000,                556298,,,                402784,,                  1174,                 25531,,                 10126,                  2575,,                              0,                 12701,                442190,                998488,,,,,                 25294,,                              0,,                 80914,,                 65157,,                  4512,,                 19588,                  1469,                    710,,                  1457,,,                  6391,,                 36667,                    797,                 43855,                242956,,,                              0,,                212500,,                  1640,,                 20307,                 20307,                234447,                477403,,,,                500000,                500000,,                              0,,                 19728,                 19728,,,                  1357,                  1357,                521085,                              0,                              0,                521085,                998488,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2014年06月30日,,,,                113496,,                              0,,                 13214,,                 66604,,                 40750,,                  9159,,                              0,,                     28,,                294576,,                  2781,,                  3000,                  3000,                543608,,,                404616,,                  1305,                 26335,,                     96,                  2404,,,                  2500,                434756,                978364,,,,,                 10000,,                    448,,                 79579,,                 65208,,                  3634,,                 19493,                    989,                    554,,                  1966,,,                  2474,,                 39167,                  1288,                 42929,                224800,,,                              0,,                223750,,                  1103,,                 20503,                 20503,                245356,                470156,,,,                500000,                500000,,                              0,,                  7718,                  7718,,,                    490,                    490,                508208,                              0,                              0,                508208,                978364,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2014年03月31日,,,,                120129,,                    111,,                 13951,,                 56605,,                 59507,,                  2260,,                              0,,                     31,,                300240,,                  4188,,                  3000,                  3000,                560022,,,                405630,,                  1540,                 26475,,                    117,                  2444,,,                  2561,                436206,                996228,,,,,                 45448,,                              0,,                 67161,,                 69070,,                  4334,,                 18730,                  1159,                    649,,                  2505,,,                  2241,,                 41667,                  1313,                 45221,                254277,,,                              0,,                225000,,                    922,,                 20705,                 20705,                246627,                500904,,,,                500000,                500000,,,,                 -5814,                 -5814,,,                  1138,                  1138,                495324,                              0,                              0,                495324,                996228,              0,              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2014年01月01日,,,,                118668,,                              0,,                 13576,,                 74196,,                 52877,,                  3417,,                    227,,                     18,,                304793,,                  1399,,                  3000,                  3000,                572171,,,                406828,,                  1778,                 26475,,                    177,                  2757,,                              0,                  2934,                438015,              1010186,,,,,                 48642,,                    327,,                 83733,,                 64357,,                  5084,,                 24081,                  1064,                    647,,                    941,,,                  7091,,                 44167,                    339,                 51597,                280473,,,                              0,,                226250,,                              0,,                 20906,                 20906,                247156,                527629,,,,                500000,                500000,,                              0,,                -18534,                -18534,,,                  1091,                  1091,                482557,                              0,                              0,                482557,              1010186,              0,              0,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,2013年12月31日,,,,,,                              0,,                 13576,,                 74196,,                 52877,,                  3417,,                    227,,,,                304793,,                  1399,,                  3000,                  3000,                572171,,,                406828,,                  1778,                 26475,,                    177,                  2757,,                              0,                  2934,                438015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,                              0,,,                118668,                     18,              1010186,,,,                 48642,,                    327,,                 83733,,                 64357,,                  5084,,                 24081,                  1064,                    647,,                    941,,,                  7091,,                 44167,                    339,                 51597,                280473,,,                              0,,                226250,,                              0,,                 20906,                 20906,                247156,                527629,,,,                500000,                500000,,                              0,,,                -18534,                -18534,,,                  1091,                  1091,                482557,                482557,              0,,                              0,
1526,2013年09月30日,,,,,,                              0,,                 17737,,                 62227,,                 38553,,                  2627,,                              0,,,,                313899,,                  3279,,                  4239,                  4239,                537226,,,                409368,,                  1977,                 27683,,                     60,                  2753,,,                  2813,                441841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,                 94651,                     14,                979067,,,,                 46950,,                              0,,                 75415,,                 60865,,                  2840,,                 17015,                  1100,                              0,,                  1167,,,                  5312,,                 45000,                    344,                 50656,                256008,,,,,                229167,,                              0,,                 22808,                 22808,                251975,                507983,,,,                500000,                500000,,,,,                -29428,                -29428,,,                    512,                    512,                471084,                471084,              0,,,
