證券代號,年季,　 資產,　　 現金及約當現金,　　 存放央行及拆借金融同業,　　 透過損益按公允價值衡量之金融資產,　　 備供出售金融資產－淨額,　　 避險之衍生金融資產,　　 附賣回票券及債券投資,　　 應收款項－淨額,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 待出售資產－淨額,　　　 待出售資產－淨額,　　 貼現及放款－淨額,　　 再保險合約資產－淨額,　　 持有至到期日金融資產－淨額,　　 採用權益法之投資－淨額,　　 其他金融資產－淨額,　　　 其他金融資產－淨額,　　 投資性不動產－淨額,　　　 投資性不動產－淨額,　　 不動產及設備－淨額,　　 無形資產－淨額,　　 遞延所得稅資產,　　 其他資產－淨額,　　　 其他資產－淨額,　　 資產總計,　 負債及權益 ,　　 負債,　　　 央行及金融同業存款,　　　 央行及同業融資,　　　 透過損益按公允價值衡量之金融負債,　　　 避險之衍生金融負債,　　　 附買回票券及債券負債,　　　 應付商業本票－淨額,　　　 應付款項,　　　　 應付款項合計,　　　 本期所得稅負債,　　　 存款及匯款,　　　 應付債券,　　　 負債準備,　　　　 負債準備合計,　　　 其他金融負債,　　　　 其他金融負債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 其他負債合計,　　　 負債總計,　　 權益 ,　　　 歸屬於母公司業主之權益 ,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（股東權益項下）之約當發行股數（單位：股）,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 央行及金融同業存款,　　 央行及同業融資,　　 透過損益按公允價值衡量之金融負債,　　 避險之衍生金融負債,　　 附買回票券及債券負債,　　 應付商業本票－淨額,　　 應付款項,　　　 應付款項合計,　　 當期所得稅負債,　　 存款及匯款,　　 應付債券,　　 負債準備,　　　 負債準備合計,　　 其他金融負債,　　　 其他金融負債合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 其他負債合計,　　 負債總額,　 權益 ,　　 歸屬於母公司業主之權益 ,　　　 股本,　　　　 普通股股本,　　　　 待分配股票股利,　　　　 股本合計,　　　 資本公積,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額
2882,2015年09月30日,,            309760074,            106591988,            301418560,          1391995900,                618196,             44986518,,            153707207,,              4323085,,                              0,          1791823698,              6760330,             81056988,             24819686,,          2681880406,,            385573499,             93172769,             56852527,             19884301,,             65004257,          7520229989,,,             37149666,                              0,            156158848,                              0,             81932624,             26778973,,             55153124,              1955159,          1814400235,            105550787,,          4192814665,,            544772545,,             38248284,,             21864053,          7076778963,,,,            125632102,            125632102,             88781174,,             24820095,            140185120,             62107315,            227112530,,             -4140559,                              0,            437385247,                              0,              6065779,            443451026,          7520229989,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2015年06月30日,,            372119468,            112290016,            195710500,          1400955397,                439100,             35679580,,            157516768,,              4322279,,                              0,          1785464539,              6509331,             80468255,             23967500,,          2406919427,,            380818127,             93033402,              9372025,             12827314,,             44125549,          7122538577,,,             58056657,                              0,             74579183,                              0,             78456022,             27787344,,             67746464,              2311243,          1753509341,            107195124,,          3939159951,,            540706290,,             25272007,,             14658083,          6689437709,,,,            125632102,            125632102,             88782304,,             24820095,            105420809,             48571931,            178812835,,             34039120,                              0,            427266361,                              0,              5834507,            433100868,          7122538577,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2015年03月31日,,            372500934,            167303594,            232297737,          1408038943,                655161,             43093107,,            161075851,,              7375165,,                              0,          1830447499,              5993347,             89008359,              6069063,,          2228535089,,            338132992,             93316302,              9340458,             13665332,,             38159864,          7045008797,,,             67031921,                628020,             87119663,                              0,             61616178,             26428229,,             52282701,                470300,          1733676545,            107399878,,          3857417619,,            544775424,,             25662283,,             21182941,          6585691702,,,,            125632102,            125632102,             88782304,,             19784401,             82262652,             78919430,            180966483,,             58152310,                              0,            453533199,                              0,              5783896,            459317095,          7045008797,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2014年12月31日,,            435006606,            151289044,            223007168,          1405300159,                665390,             56515170,,            134368376,,              7374177,,                              0,          1812773579,              6377012,             81658512,              4545318,,          2131815297,,            338336979,             92877629,              9283025,             16081618,,             37562177,          6944837236,,,             58816432,              1585900,            108286154,                              0,             62021921,             26790000,,             50417151,                237634,          1702302143,            107613949,,          3800562744,,            543279993,,             27171920,,             16630845,          6505716786,,,,            125632102,            125632102,             88782304,,             19784401,             82305614,             60939777,            163029792,,             56036407,                              0,            433480605,                              0,              5639845,            439120450,          6944837236,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2014年09月30日,,            508527175,            146979030,            202941797,          1301619201,                799689,             49522901,,            125765347,,              6572752,,                              0,          1791938582,              6261024,             75387965,              4427470,,          1943342582,,            346145873,             93044730,              9257382,             12854385,,             36332731,          6661720616,,,             71776229,              1521800,             36507336,                 13397,             62636760,             23400000,,             58475379,                176336,          1667763366,            107288890,,          3675109762,,            516660371,,             21075791,,             16662617,          6259068034,,,,            125632102,            125632102,             88782304,,             19784401,             82305614,             55165601,            157255616,,             25583067,                              0,            397253089,                              0,              5399493,            402652582,          6661720616,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2014年06月30日,,            439314462,            136630902,            199076191,          1375101005,                921067,             38211047,,            134123729,,              6532936,,                              0,          1777532902,              6659756,             62742329,              4345103,,          1842622318,,            328761763,             93456202,              9266492,             15674342,,             31731287,          6502703833,,,             66777514,              1495750,             16839141,                              0,             65279312,             12090000,,             65695592,                176336,          1626302712,            107214791,,          3581161431,,            506753754,,             21937795,,             18182820,          6089906948,,,,            119649621,            125632102,             88782304,,             19784401,             82305614,             41159062,            143249077,,             49984159,                              0,            407647642,                              0,              5149243,            412796885,          6502703833,              0,              0,              0,              5982481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2014年03月31日,,            419927339,            136763894,            242154421,          1346438280,              1241132,             19654926,,            157195423,,              6056424,,                              0,          1729891326,              6121332,             59421462,              3160085,,          1786930321,,            309921736,             93716463,              9240347,             14012706,,             30885279,          6372732896,,,             68976603,              1525500,             25329193,                              0,             64936638,             10990000,,             51241386,                 37003,          1608618909,             92513375,,          3543089772,,            459714320,,             17906605,,             31142653,          5976021957,,,,            119649621,            119649621,             89063184,,             16922773,             82294618,             49552529,            148769920,,             34909650,                              0,            392392375,                              0,              4318564,            396710939,          6372732896,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2014年01月01日,,            331666078,            151945066,            244023246,          1357106776,              1300914,             12960817,,            169590966,,              5585301,,                 81950,          1667391682,              5740684,             54970153,              3152848,,          1724797817,,            292314597,            103394363,              9223432,             14657474,,             26963941,          6176868105,,,             56985225,              1497500,             28754621,                  5148,             60931600,             10050000,,             37548440,                 37003,          1585031001,             92417213,,          3475059961,,            413414217,,             18936918,,             14712855,          5795381702,,,,            119649621,            119649621,             89063184,,             16922773,             82314780,             37273569,            136511122,,             32082136,                              0,            377306063,                              0,              4180340,            381486403,          6176868105,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,2013年12月31日,,            331666078,            151945066,            244023246,          1357106776,              1300914,             12960817,,            169590966,,,,                 81950,          1667391682,              5740684,             54970153,              3153320,,          1724797817,,            292314597,            103394363,              9223432,             15062222,,             26963277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,              5585301,          6177272661,,             56985225,              1497500,             28754621,                  5148,             60931600,             10050000,,             37548440,                 37003,          1585031001,             92417213,,          3477440832,,            413414217,,             18936804,,             14712855,          5797762459,,,,            119649621,                              0,            119649621,             89063184,,             16922773,             82314780,             37287956,            136525509,,             30091548,                              0,            375329862,                              0,              4180340,            379510202
2882,2013年09月30日,,            307079076,            132346377,            226245360,          1321363863,              1607616,             10220471,,            137403067,,,,                              0,          1586501443,              9047802,             51384448,              2623280,,          1767793219,,            260247792,            113148121,              9297017,             16482149,,             25433465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,    200000000,,              4908270,          5983132836,,             50893236,              1483500,             19073757,                              0,             58193040,              7780000,,             58366163,                163357,          1558339204,             99913846,,          3367510568,,            396720427,,             17627197,,             11979865,          5648044160,,,,            112183851,              7465770,            119649621,             87889556,,             16922773,             82314780,             28274221,            127511774,,              3056839,              7179872,            330927918,                              0,              4160758,            335088676
