證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 工程存出保證金,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 特許權淨額,　　　　　 特許權,　　　　　 特許權淨額,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期應收票據及款項－關係人,　　　　　 長期應收票據及款項－關係人淨額,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 應付設備款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收收入／遞延收入,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 避險之衍生金融負債－非流動,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　　 當期所得稅資產合計,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收收入／遞延收入,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 避險之衍生金融負債－非流動,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 持有至到期日金融資產－非流動,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　　 待分配股票股利,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－其他,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計
1402,2015年09月30日,,,,             45157477,,              1393022,,                434836,,                              0,                 13257,,                              0,,              2576748,,             22813224,                830254,,              2201838,,                140971,,,             23486629,             23486629,,              4149777,,              4357467,                 35895,              2329858,              6723220,            109921253,,,              4447067,,              1139191,,                              0,,             61014935,,            145304718,,            122863425,,,             35694681,             35694681,             11882789,,              3418196,              3418196,             50995666,              2366380,,              4638023,                867799,,              1620000,,              4321476,              7360901,,                285218,             19093417,            407224799,            517146052,,,,,             28693568,,             18749339,,                 21169,                              0,,             15374330,                429624,,              2531294,             14262265,             16793559,              1586933,,                248182,                416742,,,              1351158,              2585881,              3937039,,             15563206,              2626965,             22127210,            104440656,,                407678,,             61071825,,             66573112,,                785484,,             16187626,,              2468668,                676640,                535237,              3680545,            148706270,            253146926,,,,             53528751,             53528751,,              2731027,,             14511559,            108745336,,             14204362,            137461257,,              7715799,                 25063,            201411771,             62587355,            263999126,            517146052,              0,        779000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2015年06月30日,,,,             46215049,,              1584019,,                600696,,                              0,                  1230,,                              0,,              3702122,,             27306791,              1282285,,              5783908,,                 53992,,,             25465829,             25465829,,              4352764,,              3540907,                 49421,              2374096,              5964424,            122313109,,,              4737948,,              1067347,,                164040,,             60127019,,            141712900,,            122997977,,,             36275522,             36275522,             11882789,,              3560892,              3560892,             51719203,              2569579,,              4791062,                829370,,              1620000,,              2516724,              6915571,,                281161,             16953888,            402049901,            524363010,,,,,             28796587,,              6541190,,                 19322,                    200,,             15833824,                 83146,,              2689031,             28535568,             31224599,              1888735,,                249885,                377941,,,              1274746,              2618127,              3892873,,             20695035,              2789259,             27377167,            112727977,,                416069,,             60919170,,             70136588,,                779725,,             16536181,,              2514864,                634040,                529526,              3678430,            152466163,            265194140,,,,             52479168,             53528751,,              2618281,,             14511559,            108745336,,             13450693,            136707588,,              6147865,                 25063,            198977422,             60191448,            259168870,            524363010,              0,        764000,,                335381,              1049583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2015年03月31日,,,,             36595762,,                301868,,                876100,,                              0,                  5625,,                  1184,,              3842017,,             25872454,                970826,,              2027759,,                 78557,,,             24140537,             24140537,,              4514465,,              3742857,                 35767,              2343729,              6122353,            105349507,,,              4872780,,              1067490,,                245498,,             63627283,,            140828088,,            121658256,,,             36909967,             36909967,             11882789,,              3643248,              3643248,             52436004,              2648574,,              4681266,                779563,,              1620000,,              3028045,              7044636,,                267066,             17420576,            404804549,            510154056,,,,,             26393586,,              6506779,,                  8413,                              0,,             15336296,                133249,,              3262960,             13724342,             16987302,              2881915,,                257140,                363817,,,              1308950,              2666320,              3975270,,             17447836,              1883188,             23306294,             92503586,,                479978,,             60265948,,             67089738,,                769105,,             16450076,,              2560591,                643238,                552236,              3756065,            148810910,            241314496,,,,             52479168,             52479168,,              3666948,,             13408217,            104396753,,             21530945,            139335915,,              7589657,                 25063,            203046625,             65792935,            268839560,            510154056,              0,        764000,,                328795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2014年12月31日,,,,             25985419,,              1124116,,                929101,,                              0,                              0,,                              0,,              4114651,,             27720022,              2286911,,              3503430,,                 68920,,,             22005555,             22005555,,              4414732,,              3661203,                 33954,              2227072,              5922229,             98075086,,,              4718618,,              1071152,,                182583,,             61839479,,            139055972,,            119663209,,,             37314277,             37314277,             11930443,,              3772439,              3772439,             53017159,              2737657,,              4914856,                708974,,                              0,,              3044303,              7164761,,                410481,             16243375,            398529204,            496604290,,,,,             27638660,,              4662532,,                    807,                 14950,,             14015993,                110594,,              3202004,             14254278,             17456282,              3368813,,                240197,                314097,,,              1214639,              2617900,              3832539,,             14127895,              2293289,             20253723,             88076648,,                535837,,             60712019,,             63999210,,                763223,,             15110447,,              2648882,                715764,                557949,              3922595,            145043331,            233119979,,,,             52479168,             52479168,,              3666948,,             13408217,            105911942,,             17383706,            136703865,,              6841068,                 25063,            199665986,             63818325,            263484311,            496604290,              0,        764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2014年09月30日,,,,             28628729,,                744266,,                868651,,                              0,                              0,,                              0,,              2886343,,             29495653,              2024031,,              2897845,,                 87528,,,             23101545,             23101545,,              5218747,,              3635378,                 48838,              2682890,              6367106,            102320444,,,              4555472,,                925569,,                193077,,             59272363,,            133757479,,            118228801,,,             37819880,             37819880,             11928955,,              3794468,              3794468,             53543303,              2976020,,              5126576,                664924,,                              0,,              3474816,              6999062,,                228023,             16493401,            389945485,            492265929,,,,,             29151715,,              5966555,,                 44582,                  7490,,             17752881,                204555,,              2084367,             14412868,             16497235,              3003537,,                247761,                380381,,,              1019380,              2992654,              4012034,,             15452883,              2284462,             21749379,             95006071,,                493508,,             59493708,,             60004183,,                735445,,             14755387,,              2517456,                673027,                528361,              3718844,            139201075,            234207146,,,,             52479168,             52479168,,              3666430,,             13408217,            105911942,,             15792466,            135112625,,              4074868,                 25063,            195308028,             62750755,            258058783,            492265929,              0,        764000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2014年06月30日,,,,             37077532,,              1326094,,                930314,,                 99988,                  7740,,                 11409,,              2493351,,             29108936,              2436516,,              6565131,,                 34018,,,             22448478,             22448478,,              4308105,,              4399819,                 47954,              2435689,              6883462,            113731074,,,              4685309,,                932541,,                269503,,             57643685,,            128611541,,            116595948,,,             38199785,             38199785,             11927767,,              3923640,              3923640,             54051192,              2686806,,              6704828,                623203,,                              0,,              3511558,              6874197,,                304411,             18018197,            383494722,            497225796,,,,,             26736070,,              3731757,,                  6459,                              0,,             17581648,                784406,,              2248574,             27252714,             29501288,              3437306,,                226163,                379294,,,                999822,              2826625,              3826447,,             11438008,              3474845,             18739300,            101665942,,                482790,,             64001564,,             60575260,,                734222,,             14630318,,              2545613,                634864,                547846,              3728323,            144152477,            245818419,,,,             51450165,             52479168,,              3674693,,             13408217,            105911942,,             12944077,            132264236,,              2101027,                 25063,            190494061,             60913316,            251407377,            497225796,              0,        749000,,                542251,              1029003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2014年03月31日,,,,             30283320,,              1695679,,              1024931,,                 99975,                              0,,                 23128,,              2250512,,             28312862,              1859954,,              3266441,,                 50771,,,             22021964,             22021964,,              4534167,,              3873730,                 47773,              2813227,              6734730,            102158434,,,              4619259,,                934376,,                272268,,             59549989,,            125194906,,            113396345,,,             38770694,             38770694,             11928674,,              4088395,              4088395,             54787763,              2806478,,              7135398,                663056,,                              0,,              3689662,              7053170,,                218631,             18759917,            380321301,            482479735,,,,,             28901446,,              5697160,,                  2664,                  1495,,             14900820,                877888,,              2328764,             13206872,             15535636,              3830532,,                198244,                375609,,,              1090849,              2780277,              3871126,,              9412479,              1988770,             15272375,             85906639,,                450921,,             65699639,,             51510542,,                705850,,             13391839,,              2538430,                668622,                570418,              3777470,            135536261,            221442900,,,,             51450165,             51450165,,              4681042,,             12687509,            105911942,,             15955150,            134554601,,              3952470,                 25063,            194613215,             66423620,            261036835,            482479735,              0,        749000,,                312770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2014年01月01日,,,,             26645574,,              1191688,,                989348,,                 99962,                  4442,,                 42587,,              2606689,,             27741701,              1473786,,              2900592,,                 48216,,,             24184972,             24184972,,              3799470,,              3946576,                 52292,              1934219,              5933087,             97662114,,,              5257220,,                926908,,                              0,,             55870243,,            124767713,,            113458525,,,             37734135,             37734135,             11928782,,              4184122,              4184122,             53847039,              2812572,,              6103204,                576314,,                              0,,              4071707,              7406266,,                239647,             18397138,            375337358,            472999472,,,,,             28053848,,              5117694,,                    590,                              0,,             17713722,                412498,,              3133810,             12671314,             15805124,              3115500,,                193328,                334939,,,              1199481,              2667808,              3867289,,              8845696,              2317709,             15030694,             85777937,,                421280,,             65638787,,             43622704,,                705863,,             13329928,,              2593770,                645013,                626973,              3865756,            127584318,            213362255,,,,             51450165,             51450165,,              4681042,,             12687509,            105911942,,             14143946,            132743397,,              4653726,                 25063,            193503267,             66133950,            259637217,            472999472,              0,        749000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,2013年12月31日,,,,,,              1191688,,                989348,,                 99962,                  4442,,                 42587,,,,             26884947,              1473786,,              1641758,,,,,             24184972,             24184972,,              3799470,,              3946576,                 52292,              1934219,              5933087,             97662114,,,              5257220,,                926908,,,,             55870243,,            124767713,,            113458525,,,             37734135,             37734135,             11928782,,              4184122,              4184122,             53847039,              2812572,,              6103204,                576314,,,,              4071707,              7406266,,                239647,             18397138,            375337358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        749000,,,,             26645574,              2606689,,                856754,,              1258834,                 48216,,                              0,                              0,            472999472,,,,             28053848,,              5117694,,                    590,                              0,,             17452151,,                261571,                412498,,              3133810,             12595337,             15729147,                 75977,              3115500,,                193328,                334939,,,              1199481,              2667808,              3867289,,              8845696,              2317709,             15030694,             85777937,,                421280,,             65638787,,             43622704,,                705863,,             13329928,,              2781776,                645013,                626973,              4053762,            127772324,            213550261,,,,             51450165,             51450165,,              4681042,,             12687509,             25449697,,             94418185,            132555391,,              4653726,                 25063,            193315261,             66133950,            259449211,              0,,,             26884947,,                856754,,             17452151,,                261571,                              0,,,,,,,,,,
1402,2013年09月30日,,,,,,              1202028,,              1306898,,                 99948,                 10565,,                  7895,,,,             30472072,              1425980,,              3358428,,,,,             24194044,             24194044,,              4366152,,              4694082,                 48804,              2132956,              6875842,            112595514,,,              4826084,,              1099240,,,,             54160625,,            122049475,,            110873121,,,              5832755,              5832755,             11985620,,              4064770,              4064770,             21883145,              2099969,,              4176793,                607080,,,,              5575736,              7170178,,                196071,             17725858,            334717517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        749000,,,,             36138037,              1362648,,,,              1652374,                122603,,                              0,                              0,            447313031,,,,             32908981,,              6830704,,                 22391,                              0,,             17086786,,                156216,                985691,,              3262356,             12779658,             16042014,                 48525,              2515636,,                188365,                436455,,,              1815521,              2951142,              4766663,,             14469720,              1970271,             21206654,             98428418,,                393960,,             46418264,,             32628370,,                675881,,             13122854,,              3014078,                664700,                642822,              4321600,             97560929,            195989347,,,,             51450165,             51450165,,              4680094,,             12687509,             25454939,,             90041400,            128183848,,              3920320,                 25063,            188209364,             63114320,            251323684,              0,                              0,,,,,,,,,,,,,,,,,,,
