證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 零用金／週轉金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵銷售退回及折讓,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 商品存貨,　　　　　 備抵存貨跌價,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 其他預付費用,　　　　 預付貨款,　　　　 進項稅額,　　　　 留抵稅額,　　　　 預付款項合計,　　　 其他流動資產,　　　　 暫付款,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 累計折舊－投資性不動產－建築物,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體,　　　　　 電腦軟體淨額,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 暫估應付費用,　　　　　 應付員工紅利,　　　　　 應付董監事酬勞,　　　　　 其他應付費用,　　　　　 銷項稅額,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 負債準備-流動,　　　　　 保固之短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收款項合計,　　　　　 暫收款,　　　　　 代收款,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－限制員工權利股票,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益－其他,　　　　　　 其他權益－員工未賺得酬勞,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 累計減損－機器設備,　　　　　 應付股利,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 暫估應付費用,　　　　 其他應付費用,　　　　 銷項稅額,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 負債準備-流動,　　　　 保固之短期負債準備,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收款項合計,　　　　 暫收款,　　　　 代收款,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－限制員工權利股票,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 本期損益,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益－其他,　　　　　 其他權益－員工未賺得酬勞,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 其他流動資產－其他,　　　　 應付員工紅利,　　　　 應付董監事酬勞,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付股利,　　　　 待分配股票股利,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－土地增值稅,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產,　　　　 待出售非流動資產（淨額）,　　　　 投資性不動產－土地－重估增值,　　　 應付短期票券,　　　　 應付短期票券,　　　　 應付短期票券合計,　　　　 遞延所得稅負債－其他,　　　　 模具設備淨額,　　　　　 模具設備成本,　　　　　 累計折舊－模具設備,　　　　　 模具設備淨額,　　　 庫藏股票,　　 非控制權益
9912,2015年09月30日,,,,                    540,                 59147,                  3424,                 63111,,                    237,                    237,,                    227,                    227,,                 86634,                  1046,                     56,                 85532,,                    853,                    853,,,                343186,                  5786,                337400,                337400,,                 11048,                  1244,                              0,                  1038,                 13330,,                  2245,                    264,                  2509,                503199,,,                 80700,                 80700,,,                 95104,                 95104,,                 28416,                  2186,                 26230,,                  4788,                    979,                  3809,,                 19691,                 18184,                  1507,                126650,,                111400,                 59151,                  1874,                168677,,,                  2128,                  2128,,                 17747,                 17747,                 19875,                              0,,                  4692,,                              0,                              0,                  4692,                400594,                903793,,,,,                212569,                212569,,                     86,                     86,,                    937,                    937,,                 35075,                 35075,,                 33708,                              0,                              0,                 13948,                  7509,                              0,                 55165,,                 12257,                 12257,,,                    822,                    822,                  1069,                  1194,                  3085,                319174,,,                    945,                    945,                    945,                320119,,,,                539666,                539666,,                  2333,                 20986,                 23319,,                 51494,                 45440,,                 35838,                -48406,                -12568,                 84366,,,                -53019,                -53019,,                -10658,                -10658,                -63677,                583674,                583674,                903793,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,2015年06月30日,,,,                    317,                 36908,                  3665,                 40890,,                    106,                    106,,                    369,                    369,,                 73828,                    840,                     72,                 72916,,                    469,                    469,,,                339219,                  3865,                335354,                335354,,                 11058,                 10305,                              0,                  1107,                 22470,,                  3056,                    133,                  3189,                475763,,,                 80700,                 80700,,,                 95104,                 95104,,                 28416,                  1959,                 26457,,                  4553,                    676,                  3877,,                 19042,                 17568,                  1474,                126912,,                111400,                 59151,                  1578,                168973,,,                    595,                    595,,                 21782,                 21782,                 22377,                              0,,                  4648,,                              0,                              0,                  4648,                403610,                879373,,,,,                117000,                117000,,                              0,                              0,,                  1945,                  1945,,                 61344,                 61344,,                 36311,                              0,                              0,                  9431,                  7238,                              0,                106821,,                  9832,                  9832,,,                    889,                    889,                  1481,                  1109,                  3479,                300421,,,                    945,                    945,                    945,                301366,,,,                538406,                538406,,                  2466,                 20986,                 23452,,                 51494,                 45440,,                 34311,                -38008,                 -3697,                 93237,,,                -65772,                -65772,,                -11316,                -11316,                -77088,                578007,                578007,                879373,              0,              0,              0,                              0,                 53841,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,2015年03月31日,,,,                  1058,                108707,                 10599,                120364,,                              0,                              0,,                     37,                     37,,                 73552,                  1184,                     58,                 72310,,                    672,                    672,,,                230000,                  3625,                226375,                226375,,                 11936,                 11394,,                    816,                 24146,,                  3148,                    133,                  3281,                447185,,,                 50000,                 50000,,,                 95104,                 95104,,                 28416,                  1732,                 26684,,                  4650,                    407,                  4243,,                 18808,                 17268,                  1540,                127571,,                111400,                 59151,                  1282,                169269,,,                    714,                    714,,                 23460,                 23460,                 24174,                              0,,                  4527,,                              0,                              0,                  4527,                375541,                822726,,,,,                 49287,                 49287,,,,,                  1432,                  1432,,                 66476,                 66476,,                 35637,,,                 10763,                  5697,                              0,                 52097,,                  7187,                  7187,,,                  1898,                  1898,                  1741,                  1149,                  4788,                181267,,,                    945,                    945,                    945,                182212,,,,                538406,                538406,,                  2466,                 20986,                 23452,,                 51433,                 45026,,                 88627,                -24512,                 64115,                160574,,,                -68817,                -68817,,                -13101,                -13101,                -81918,                640514,                640514,                822726,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,2014年12月31日,,,,                    600,                127649,                 43636,                171885,,                    313,                    313,,                     78,                     78,,                 62895,                    860,                     57,                 61978,,                  2006,                  2006,,,                214548,                  2739,                211809,                211809,,                  9502,                 17728,                              0,                  1178,                 28408,,                    708,                    133,                    841,                477318,,,                 50000,                 50000,,,                 95104,                 95104,,                 28416,                  1505,                 26911,,                  2872,                    211,                  2661,,                 19615,                 17975,                  1640,                126316,,                111400,                 59151,                    986,                169565,,,                    833,                    833,,                 26805,                 26805,                 27638,                              0,,                  5880,,                    188,                    188,                  6068,                379587,                856905,,,,,                 40000,                 40000,,                              0,                              0,,                    556,                    556,,                 66284,                 66284,,                 34527,                              0,                              0,                 13208,                  6173,                              0,                 53908,,                  4807,                  4807,,,                  1904,                  1904,                    578,                  1306,                  3788,                169343,,,                    945,                    945,                    945,                170288,,,,                538406,                538406,,                  2466,                 20986,                 23452,,                 51433,                 45026,,                 88014,                    613,                 88627,                185086,,,                -45441,                -45441,,                -14886,                -14886,                -60327,                686617,                686617,                856905,              0,              0,              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,2014年09月30日,,,,                    425,                108662,                 51108,                160195,,                              0,                              0,,                    291,                    291,,                 63832,                    202,                    104,                 63526,,                    545,                    545,,,                230624,                  2913,                227711,                227711,,                 10208,                 30199,                              0,                  3014,                 43421,,                  5846,                    133,                  5979,                501668,,,                 50000,                 50000,,,                 95104,                 95104,,                 28416,                  1278,                 27138,,                    991,                    163,                    828,,                 19518,                 17858,                  1660,                124730,,                111400,                 59151,                    690,                169861,,,                  3126,                  3126,,                 15874,                 15874,                 19000,                              0,,                  5610,,                 10722,                 10722,                 16332,                379923,                881591,,,,,                 70577,                 70577,,                              0,                              0,,                  3783,                  3783,,                 55032,                 55032,,                 43326,                              0,                              0,                 15668,                  6343,                              0,                 65337,,                  7418,                  7418,,,                  3359,                  3359,                    908,                  1071,                  5338,                207485,,,                    945,                    945,                    945,                208430,,,,                524706,                524706,,                              0,                 20986,                 20986,,                 51433,                 45026,,                 88014,                -11483,                 76531,                172990,,,                -45521,                -45521,,                              0,                              0,                -45521,                673161,                673161,                881591,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,2014年06月30日,,,,                    305,                117992,                105201,                223498,,                              0,                              0,,                     69,                     69,,                 82188,                    620,                     84,                 81484,,                    798,                    798,,,                229250,                  4112,                225138,                225138,,                 13449,                 19493,                              0,                  1991,                 34933,,                  3912,                    133,                  4045,                569965,,,                              0,                              0,,,                 95104,                 95104,,                 28192,                  1053,                 27139,,                    790,                    129,                    661,,                 19949,                 18141,                  1808,                124712,,                111400,                 59151,                    394,                170157,,,                  1025,                  1025,,                  3629,                  3629,                  4654,                              0,,                  5894,,                 27049,                 27049,                 32943,                332466,                902431,,,,,                              0,                              0,,                      9,                      9,,                  1855,                  1855,,                 82777,                 82777,,                 47233,                              0,                              0,                  8380,                  8565,                              0,                114150,,                  9109,                  9109,,,                  2109,                  2109,                  1225,                  1041,                  4375,                212275,,,                    945,                    945,                    945,                213220,,,,                499720,                524706,,                              0,                 20986,                 20986,,                 51433,                 45026,,                 88014,                  4461,                 92475,                188934,,,                -45415,                -45415,,                              0,                              0,                -45415,                689211,                689211,                902431,              0,              0,              0,                              0,                 49972,                 24986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,2014年03月31日,,,,                    325,                104904,                200528,                305757,,                    305,                    305,,                  1297,                  1297,,                 78971,                    243,                     59,                 78669,,                    610,                    610,,,                220269,                  2491,                217778,                217778,,                 16994,                  1487,,                    246,                 18727,,                  1766,                    133,                  1899,                625042,,,                              0,                              0,,,                 95104,                 95104,,                 28192,                    831,                 27361,,                    790,                     96,                    694,,                 20172,                 17951,                  2221,                125380,,                111400,                 59151,                     99,                170452,,,                  1106,                  1106,,                  5223,                  5223,                  6329,                    554,,                  6263,,                    188,                    188,                  6451,                309166,                934208,,,,,                              0,                              0,,,,,                  3608,                  3608,,                 91230,                 91230,,                 48631,,,                 13993,                  7105,                 15458,                 85187,,                  8370,                  8370,,,                  1897,                  1897,                  1684,                  1212,                  4793,                193188,,,                    945,                    945,                    945,                194133,,,,                499720,                499720,,                              0,                 20986,                 20986,,                 51433,                 47763,,                160235,                  4206,                164441,                263637,,,                -44268,                -44268,,                              0,                              0,                -44268,                740075,                740075,                934208,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9912,2013年12月31日,,,,                    436,                457253,                 30022,,,                     69,                     69,,                    329,                    329,,                 87441,                  1851,                     88,                 85502,,                    407,                    407,,,                188239,                  1424,                186815,                186815,,                 15062,                    759,,                    247,                 16068,,                  2419,                    133,                  2552,                779453,,,                              0,                              0,,,                 95104,                 95104,,                 28192,                    610,                 27582,,                    790,                     63,                    727,,                 23324,                 21676,                  1648,                125061,,                              0,                              0,                              0,                              0,,,                  1123,                  1123,,                  2518,                  2518,                  3641,                    543,,                  6266,,                    188,                    188,                  6454,                135699,,,,,,,,,,,                  2133,,,                 88166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                487711,                915152,,,,                              0,                              0,,                  2133,,                 88166,,                 43576,                 14767,                  4749,                 15458,                 78550,,                  6214,                  6214,,,                  1751,                  1751,                  2017,                  1175,                  4943,                180006,,,                     35,                     35,                     35,                180041,,,,                499720,                499720,,                              0,                 20986,                 20986,,                 51433,                 47763,,                178319,                -18084,                160235,                259431,,,                -45026,                -45026,,                              0,                              0,                -45026,                735111,                735111,,,,,,,,,,                              0,                              0,                              0,,,,,,,,,,,,,,
9912,2013年09月30日,,,,                    153,                458056,                              0,,,                              0,                              0,,                    860,                    860,,                 72842,                  1864,                     52,                 70926,,                  2027,                  2027,,,                170607,                  1616,                168991,                168991,,                 14006,                              0,,                    831,                 14837,,                  1214,,                  1350,                717200,,,                              0,                              0,,,                107080,                107080,,                 37353,                  4428,                 32925,,                    340,                     43,                    297,,                 22972,                 20554,                  2418,                142720,,                              0,                              0,                              0,                              0,,,                  4685,                  4685,,                              0,                              0,                  4685,                    527,,                  6181,,                    187,                    187,                  6368,                154300,,,,,,,,,,,                  3889,,,                 55062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,                458209,                871500,,,,                              0,                              0,,                  3889,,                 55062,,                 40478,                 11329,                  5531,                 15245,                 76671,,                  3939,                  3939,,,                  2845,                  2845,                    864,                  2743,                  6452,                146013,,,                     71,                     71,                     71,                146084,,,,                499720,                499720,,,                 20986,                 20986,,                 51433,                 47763,,                178319,                -26837,                151482,                250678,,,                -45968,                -45968,,,,                -45968,                725416,                725416,                    136,                  4088,                              0,,,,,,,,,,,,,,,,,,,,,,,
9912,2013年06月30日,,,,                    914,                633403,                              0,,,                              0,                              0,,                    271,                    271,,                 78332,                  1800,                     68,                 76464,,                  1171,                  1171,,,                179987,                  1401,                178586,                178586,,                 15318,                    100,                  1361,                  1189,                 17968,,                    967,                    136,                  1103,                909880,,,,,,,                107080,                107080,,                 33336,                  4147,                 29189,,                    341,                              0,                    312,,                 23339,                 19645,                  3694,                140275,,                              0,                              0,                              0,                              0,,,                  1351,                  1351,,                  4617,                  4617,                  5968,                    517,,                  6090,,                    187,                    187,                  6277,                153037,,,,,,,,,,,                  1579,,,                 39770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                     29,,,                634317,              1062917,,,,,,,                  1579,,                 39770,,                 40112,                 23522,                  5610,                              0,                288900,,                  4629,                  4629,,,                    659,                    659,                  1135,                  1162,                  2956,                337834,,,                     71,                     71,                     71,                337905,,,,                460874,                499720,,,                 20986,                 20986,,                 51433,                 47763,,                178319,                -27175,                151144,                250340,,,                -46034,                -46034,,,,                -46034,                725012,                725012,,                  4088,                  8175,,                              0,                              0,                207393,                 38846,,,,,,,,,,,,,,,,,,
