證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　 存放央行及拆借銀行同業,　　　 透過損益按公允價值衡量之金融資產－流動,　　　 備供出售金融資產－流動,　　　 附賣回票券及債券投資,　　　 其他金融資產－流動,　　　 應收款項淨額,　　　　 應收票據,　　　　 應收帳款,　　　　 其他應收款,　　　　 應收款項淨額,　　　 應收款項－關係人,　　　 應收證券融資款,　　　 客戶保證金專戶,　　　 存貨,　　　 預付款項,　　　 其他流動資產,　　　 貼現及放款淨額,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　 持有至到期日金融資產－非流動,　　　 以成本衡量之金融資產－非流動,　　　 採用權益法之投資,　　　 不動產、廠房及設備淨額,　　　　 土地,　　　　 房屋及建築,　　　　 電腦及機器設備,　　　　 交通及運輸設備,　　　　 什項設備,　　　　 租賃資產改良,　　　　 其他設備,　　　　 未完工程及預付房地設備款,　　　　 不動產、廠房及設備淨額,　　　 投資性不動產淨額,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 投資性不動產－租賃權益,　　　　 投資性不動產淨額,　　　 無形資產淨額,　　　　 商譽,　　　　 其他無形資產,　　　　 無形資產淨額,　　　 遞延所得稅資產淨額,　　　 其他資產,　　　　 營業保證金及交割結算基金,　　　　 存出保證金,　　　　 其他資產－其他,　　　　 承受擔保品－淨額,　　　　 其他資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　 應付短期票券,　　　　 附買回票券及債券負債,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 央行及銀行同業存款,　　　　 應付款項,　　　　　 應付票據,　　　　　 應付帳款,　　　　　 其他應付款,　　　　　 應付款項合計,　　　　 融券存入保證價款,　　　　 應付融券擔保價款,　　　　 期貨交易人權益,　　　　 本期所得稅負債,　　　　 應付到期長期負債（一年或一營業週期內到期長期負債）,　　　　 其他流動負債,　　　　 存款及匯款,　　　　 流動負債總額,　　　 非流動負債,　　　　 應付債券,　　　　 長期借款,　　　　 負債準備,　　　　　 員工福利負債準備,　　　　　 其他準備,　　　　　　 其他準備合計,　　　　　 負債準備合計,　　　　 存入保證金,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他負債,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 備供出售金融資產未實利益（損失）,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 資產總額,　　　　 融券保證金,　　　　 當期所得稅負債,　　　 負債總額,　　　 權益總額,　　　 待註銷股本股數,　　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 資本公積－採用權益法認列之關聯企業及合資淨值之變動數,　　　 共同控制下前手權益
1409,2015年09月30日,,,              5423782,             12946377,              1484726,              4741245,              6602586,              1738522,,                368164,              5958866,              1047206,              7374236,                222199,              2630469,                355123,              5006941,                318175,                145283,             42424824,             91414488,,              5351557,              8151634,                278272,                165178,,              6195801,              3788491,              8417066,                 74744,                139714,                 19773,                 43014,              1672981,             20351584,,              1915611,                305810,                  2933,              2224354,,                586490,                 21331,                607821,                425711,,                303476,                 61470,              2901902,                162286,              3429134,             40985245,            132399733,,,,              5487990,              2677871,              4813830,                 55953,              6495072,,                193401,              3214194,              2517177,              5924772,                756970,                638117,                354630,                176367,              4144978,                723167,             61121438,             93371155,,                              0,              3261000,,              1299448,,                              0,              1299448,                 43168,,              1083519,                 74703,              5761838,             99132993,,,,             16592823,             16592823,,,                272919,                163223,                436142,                263176,                414549,                406758,              1520625,,                836696,              2723600,,              2168667,                792668,              2961335,              6521631,,                174513,                556322,,                              0,                730835,                377640,             24988274,              8278466,             33266740,            132399733,              0,              0,     40070487,,,,,,,,,,
1409,2015年06月30日,,,              4300743,             12933461,                932932,              4164876,              7249172,              2046053,,                322943,              6075473,                716046,              7114462,                225274,              3973607,                406308,              4952362,                505257,                 50169,             41702318,             90556994,,              6411458,              7064705,                278272,                290231,,              6195453,              3801686,              8163014,                 74353,                141944,                 21602,                 42453,              1678052,             20118557,,              1915700,                309146,,              2224846,,                565493,                 16500,                581993,                432584,,                303476,                 64065,              2846686,                162286,              3376513,             40779159,            131336153,,,,              4275784,              2508831,              4569543,                 40989,              5864610,,                212102,              3517108,              2582519,              6311729,                377420,                413456,                405755,                163473,              2700361,                483966,             60257728,             88373645,,                              0,              6995667,,              1299677,,                              0,              1299677,                 47716,,              1111575,                 84224,              9538859,             97912504,,,,             16592823,             16592823,,,                272919,                163223,                436142,                263176,                414505,                403073,              1516896,,                836696,              2723600,,              2168667,                281664,              2450331,              6010627,,                 45816,              1161436,,                              0,              1207252,                111662,             25215936,              8207713,             33423649,            131336153,              0,              0,     12584487,,,,,,,,,,
1409,2015年03月31日,,,              4781646,             13296357,              1049457,              3277959,              5393717,              1841003,,                296152,              6275729,                893519,              7465400,                192811,              4564090,                380025,              5287623,                433048,                118023,             42375450,             90456609,,              6447280,              7564652,                278272,                343612,,              6169484,              3872896,              8757770,                 64057,                142550,                 23582,                 43102,                907321,             19980762,,              1915792,                312483,                  9524,              2237799,,                558929,                 17173,                576102,                426663,,                328476,                 65726,              2622129,                162286,              3178617,             41033759,            131490368,,,,              5645263,              3419753,              3834794,                 23158,              6326812,,                109416,              4033916,              1648534,              5791866,                295358,                324961,                379740,                196183,              2569297,                622263,             59490526,             88919974,,                              0,              5377833,,              1296702,,                              0,              1296702,                 50151,,              1108620,                 94498,              7927804,             96847778,,,,             16592823,             16592823,,,                272919,                163223,                436142,                263176,                411684,                403073,              1514075,,                700160,              2723600,,              3002102,                186238,              3188340,              6612100,,                162688,              1255450,,                              0,              1418138,                 29834,             26107302,              8535288,             34642590,            131490368,              0,              0,      4680487,,,,,,,,,,
1409,2014年12月31日,,,              5417476,             13505878,              1131150,              3185310,              6873869,              1567989,,                367558,              6012654,                417470,              6797682,                152033,              4042507,                349164,              5600036,                322077,                 67170,             42245853,             91258194,,              6419923,              5874247,                274772,                329696,,              6143798,              3944730,              8726726,                 62792,                152968,                 19318,                 44042,                803389,             19897763,,              1915414,                315692,                              0,              2231106,,                598931,                 21147,                620078,                427072,,                301904,                 67850,              2352071,                162286,              2884111,             38958768,            130216962,,,,              3814892,              1880804,              3300889,                 67889,              5680616,,                221592,              3031429,              1781008,              5034029,                742791,                815577,                348962,                144972,              1624667,                538460,             60483017,             84477565,,                955118,              7732000,,              1337886,,                              0,              1337886,                 50822,,              1118781,                 75420,             11270027,             95747592,,,,             16634613,             16634613,,,                272988,                163223,                436211,                254569,                381836,                403073,              1475689,,                700160,              2723600,,              1636744,              1365358,              3002102,              6425862,,                204352,              1202168,,                              0,              1406520,                 63086,             25879598,              8589772,             34469370,            130216962,              0,              0,      8859487,,,,,,,,,,
1409,2014年09月30日,,,              5542606,             12870055,              1114785,              3068898,              6491333,              1615580,,                388783,              6033933,                541799,              6964515,                169726,              4261458,                360167,              5872128,                565665,                485870,             40967251,             90350037,,              6542293,              3855002,                274772,                450567,,              6144163,              4007458,              9087887,                 60893,                159448,                 21462,                 36459,                447359,             19965129,,              1940152,                294384,                              0,              2234536,,                599555,                 23025,                622580,                462339,,                301904,                 68258,              2042520,                162286,              2574968,             36982186,            127332223,,,,              5014667,              3243434,              3388626,                 49102,              4101755,,                319988,              3391842,              1527378,              5239208,                545274,                598367,                359565,                121636,              1282051,              1100467,             57944908,             82989060,,                951541,              6270513,,              1391202,,                              0,              1391202,                 49152,,              1125815,                 86423,              9874646,             92863706,,,,             17157970,             17157970,,,                281577,                163223,                444800,                280139,                387823,                392897,              1505659,,                700160,              2723600,,              1692279,              1244118,              2936397,              6360157,,                 49141,              1463971,,                              0,              1513112,                620601,             25916297,              8552220,             34468517,            127332223,              0,              0,     61194487,,,,,,,,,,
1409,2014年06月30日,,,              6054830,             13624678,                986226,              3207411,              7806342,              1757225,,                305578,              7615326,                513522,              8434426,                130766,              4309044,                327736,              5394298,                372463,                 26140,             39762274,             92193859,,              6540791,              3603198,                304167,                394562,,              6144673,              4062323,              9175839,                 53768,                170468,                 24325,                 38757,                491193,             20161346,,              1915603,                322369,,              2237972,,                617504,                 25811,                643315,                491685,,                301904,                 66890,              2171215,                162286,              2702295,             37079331,            129273190,,,,              4887598,              2533326,              3017482,                 12962,              4999150,,                251743,              4914329,              2283200,              7449272,                385164,                421754,                327533,                191613,              1419551,                704818,             57856229,             84206452,,                947978,              7141026,,              1394946,,                              0,              1394946,                 48182,,              1121835,                 98882,             10752849,             94959301,,,,             17604840,             17604840,,,                288910,                163223,                452133,                288790,                387823,                392897,              1521643,,                700160,              2723600,,              1692279,                914729,              2607008,              6030768,,                -28436,              1456607,,                              0,              1428171,                737831,             25847591,              8466298,             34313889,            129273190,              0,              0,     74932487,,,,,,,,,,
1409,2014年03月31日,,,              6871801,             12580760,                890376,              3131483,              7471170,              1442810,,                322003,              7319449,                637106,              8278558,                167119,              3868506,                309235,              5124004,                540659,                111946,             39031007,             89819434,,              6380395,              3204559,                304167,                269997,,              6145116,              4159182,              9260719,                 54123,                172627,                 27331,                 34727,                523869,             20377694,,              1940982,                300425,                              0,              2241407,,                627213,                 28247,                655460,                346538,,                301904,                 67113,              1372723,                162286,              1904026,             35684243,            125503677,,,,              5435579,              2623885,              2740594,                 22446,              5152550,,                250921,              4891135,              1230109,              6372165,                478141,                524167,                309008,                201819,              1357051,                748304,             55348385,             81314094,,                944466,              6021539,,              1408120,,                              0,              1408120,                 48257,,                935284,                107943,              9465609,             90779703,,,,             17604840,             17604840,,,                288910,                163223,                452133,                288790,                779707,                 36084,              1556714,,                584934,              2723600,,              2400719,                596988,              2997707,              6306241,,                 64149,              1217098,,                              0,              1281247,                688547,             26060495,              8663479,             34723974,            125503677,              0,              0,     70269487,,,,,,,,,,
1409,2013年12月31日,,,              6757282,             13157740,                961352,              3101948,              6900135,              1502688,,                293698,              6745273,                528539,              7567510,                146396,              3750938,                278477,              4885892,                350968,                154894,             37718974,             87235194,,              6541510,              2879080,                304167,                344695,,              6145505,              4028525,              9274036,                 49657,                 31890,                 20111,                172647,                735475,             20457846,,              3551881,                473226,,              4025107,,                620033,                 29414,                649447,                454763,,                301560,                140392,                433400,                162286,              1037638,             36694253,,,,,              4449673,              1948661,              2757337,                 35126,              5069800,,                323719,              4420543,              1458391,              6202653,,                811833,                278214,,              1691551,              1004243,             54317582,             79476302,,                941006,              6632051,,              1435451,,                              0,              1435451,                 60670,,              1052148,                 93060,             10214386,,,,,             17604840,             17604840,,,                288910,                163223,                452133,                288790,                374147,                403355,              1518425,,                584934,              2723600,,              1248458,              1152261,              2400719,              5709253,,                -14945,              1461701,,                              0,              1446756,                355009,             25924265,              8314494,,,,,,            123929447,                735392,                174237,             89690688,             34238759,              0,              0,     37163487,,
1409,2013年09月30日,,,              6398891,             12495226,              1456550,              3324108,              4462755,                523815,,                307322,              5893501,                658409,              6859232,                128815,              3505552,                227499,              5627597,                460875,              1470940,             36562001,             83503856,,              6270702,              2700996,                201158,                283285,,              6148386,              3972125,              9450880,                 46416,                116362,                 26348,                 43721,                539105,             20343343,,              3551051,                479871,,              4030922,,                575122,                 30294,                605416,                360609,,                301560,,                581662,,                883222,             35679653,,,,,              5076120,              3018706,              2576922,                 12182,              5406040,,                 91354,              3370234,              2153429,              5615017,,                655937,                227351,,              1765385,                991969,             49521554,             75684635,,                937482,              7309564,,              1456425,,                              0,              1456425,                 62246,,                940130,                108348,             10814195,,,,,             17604840,             17604840,,,                288910,                163223,                452133,                288789,,                              0,              1247609,,                584934,              2723600,,              1239664,              1002342,              2242006,              5550540,,                -65220,              1083011,,                              0,              1017791,                355009,             25065771,              7618908,,,,,,            119183509,                596299,                221153,             86498830,             32684679,              0,              0,     37163487,                506687,
1409,2013年06月30日,,,              5834238,             12606177,              1162095,              3525621,              4314451,                517667,,                383710,              7369614,                692358,              8445682,                124483,              3410155,                229475,              5580803,                375240,              1053907,             35706540,             82886534,,              6111252,              2605215,                217843,                146276,,              6145601,              4080840,              9512643,                 43492,                180813,                 24624,                 41866,                494616,             20524495,,              3528221,                507336,,              4035557,,                574375,                 36698,                611073,                359526,,                301560,,                509134,,                810694,             35421931,,,,,              5522737,              2828998,              2131081,                 36705,              4630720,,                151907,              4686935,              2380727,              7219569,,                381032,                227979,,              1598718,                740467,             50005732,             75939772,,                933972,              7727577,,              1459445,,                              0,              1459445,                 61292,,                944979,                129920,             11257185,,,,,             17604840,             17604840,,,                288910,                163223,                452133,                288789,,                              0,              1139190,,                584934,              2723600,,              1239664,                618008,              1857672,              5166206,,                -16455,                784327,,                              0,                767872,                355009,             24323099,              6788409,,,,,,            118308465,                346550,                269484,             87196957,             31111508,              0,              0,     37163487,                398268,
