證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　　 累積盈虧,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－採用權益法之子公司,　　　　　 備供出售金融資產未實現損益合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　 特別盈餘公積,　　　 應付短期票券,　　　　 應付短期票券合計,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積－其他
8213,2015年09月30日,,,,              7851871,,                              0,,              7702543,,                200139,,,              1747471,              1747471,,                733708,             18235732,,,                              0,,             11000278,,                194211,,                381793,,,                 25820,                184313,,                 38190,                248323,             11824605,             30060337,,,,,              7091913,,                  6518,,              4038307,,              2796093,                201067,,,                793466,                 82636,                876102,             15010000,,,              1355444,,                112854,              1468298,             16478298,,,,              2712429,              2712429,,              2392439,,                841718,,              3833477,              4675195,,,                944349,,                              0,                944349,                              0,             10724412,              2857627,             13582039,             30060337,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,2015年06月30日,,,,              9798080,,                  1910,,              6449890,,                159322,,,              1643323,              1643323,,                678875,             18731400,,,                  1540,,             10878422,,                195316,,                380769,,,                 35449,                180433,,                 30607,                246489,             11702536,             30433936,,,,,              7862575,,                    878,,              3314885,,              3765517,                221521,,,                829504,                 78779,                908283,             16073659,,,              1523795,,                102385,              1626180,             17699839,,,,              2712429,              2712429,,              2392439,,                841718,,              3535248,              4376966,,,                531548,,                              0,                531548,                              0,             10013382,              2720715,             12734097,             30433936,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,2015年03月31日,,,,              9518710,,                  4095,,              7419623,,                249995,,,              1691659,              1691659,,                739971,             19624053,,,                  6244,,             11224466,,                196423,,                377938,,,                 40906,                182836,,                 52281,                276023,             12081094,             31705147,,,,,              7608726,,                              0,,              3849542,,              2733723,                256374,,,                857197,                159664,              1016861,             15465226,,,              2420479,,                107640,              2528119,             17993345,,,,              2712429,              2712429,,              2392439,,                683803,,              4409073,              5092876,,,                669805,,,                669805,                              0,             10867549,              2844253,             13711802,             31705147,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,2014年12月31日,,,,              8698854,,                              0,,              8034525,,                358287,,,              1883142,              1883142,,                738063,             19712871,,,                  6790,,             11421679,,                197530,,                379122,,,                 47880,                184786,,                 71275,                303941,             12309062,             32021933,,,,,              7592643,,                 18696,,              4392381,,              3148517,                214019,,,                956197,                189243,              1145440,             16511696,,,              1936636,,                101984,              2038620,             18550316,,,,              2750139,              2750139,,              2427224,,                683803,,              4096307,              4780110,,,                762821,,                              0,                762821,                 86459,             10633835,              2837782,             13471617,             32021933,              0,              0,      3771000,              8698854,             32021933,,,,              7592643,,                 18696,,              4392381,,              3148517,                214019,,,                956197,                189243,              1145440,             16511696,,,              1936636,,                101984,              2038620,             18550316,,,,              2750139,              2750139,,              2427224,,                683803,,              4096307,              4780110,,,                762821,                762821,                 86459,             10633835,              2837782,             13471617,,,,,,,,,,,,,,,,,
8213,2014年09月30日,,,,              6600236,,                509869,,              8483636,,                310600,,,              1870941,              1870941,,                641840,             18417122,,,                  9842,,             11358101,,                198649,,                380231,,,                 51059,                182614,,                 35640,                269313,             12216136,             30633258,,,,,              7252172,,                  8472,,              4619767,,              2966063,                152751,,,              1002397,                176289,              1178686,             16177911,,,              1687190,,                103921,              1791111,             17969022,,,,              2750139,              2750139,,              2427224,,                683803,,              3724827,              4408630,,,                457673,,                  1108,                458781,                 86459,              9958315,              2705921,             12664236,             30633258,              0,              0,      3771000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,2014年06月30日,,,,              8252102,,                  2130,,              7448710,,                316109,,,              1516628,              1516628,,                755769,             18291448,,,                  7924,,             11334020,,                199792,,                381281,,,                 65721,                182783,,                 38081,                286585,             12209602,             30501050,,,,,              7349132,,                    391,,              4007958,,              4100896,                 94954,,,              1031510,                107429,              1138939,             16692270,,,              1918933,,                 93322,              2012255,             18704525,,,,              2750139,              2750139,,              2426926,,                683803,,              3211212,              3895015,,,                234953,,                    260,                235213,                 86459,              9220834,              2575691,             11796525,             30501050,              0,              0,      3771000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,2014年03月31日,,,,              8628096,,                    159,,              7276678,,                267806,,,              1569851,              1569851,,                780350,             18522940,,,                  7336,,             11209507,,                200936,,                384072,,,                 41441,                183887,,                265758,                491086,             12292937,             30815877,,,,,              7834117,,                 15482,,              3782436,,              2938593,                172956,,,              1060746,                110383,              1171129,             15914713,,,              2215716,,                108535,              2324251,             18238964,,,,              2750139,              2750139,,              2426926,,                568849,,              3751812,              4320661,,,                397378,,,                397378,                 86459,              9808645,              2768268,             12576913,             30815877,              0,              0,      3771000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8213,2013年12月31日,,,,,,                  2772,,              6933958,,                298889,,,              1513015,              1513015,,                610053,             18021916,,,                  8932,,             11214954,,                201862,,                382680,,,                 51208,                185249,,                 41915,                278372,             12086800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3771000,              8663229,             30108716,,,,              7128587,,                  4680,,              3722314,,              2886671,                145089,,,              1022040,                 62784,              1084824,             14972165,,,              2775262,,                111533,              2886795,             17858960,,,,              2750139,              2750139,,              2426926,,                568849,,              3446597,              4015446,,,                421666,                421666,                 86459,              9527718,              2722038,             12249756,              3446597,,                              0,                              0,,                              0,,,,,,,,,,,
8213,2013年09月30日,,,,,,                  2719,,              7204153,,                290105,,,              1514144,              1514144,,                987659,             18013759,,,                  9660,,             11093493,,                203198,,                383413,,,                 40487,                184466,,                 51668,                276621,             11966385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3771000,              8014979,             29980144,,,,              7066126,,                    137,,              3443520,,              2836244,                102994,,,              1215353,                 55934,              1271287,             14720308,,,              3474999,,                132150,              3607149,             18327457,,,,              2750139,              2750139,,              2426926,,                568849,,              3112086,              3680935,,,                276074,                276074,                 86459,              9047615,              2605072,             11652687,              3112086,,                              0,                              0,,,,,,,,,,,,,
8213,2013年06月30日,,,,,,                146226,,              6457921,,                232090,,,              1673657,              1673657,,                849007,             18379357,,,                 12978,,             11105527,,                203347,,                385539,,,                 41717,                203847,,                 68763,                314327,             12021718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3771000,              9020456,             30401075,,,,              6992065,,                  4535,,              3555831,,              4029845,                106198,,,              1227484,                 84842,              1312326,             16000800,,,              3635824,,                140407,              3776231,             19777031,,,,              2513139,              2513139,,              1881826,,                568849,,              2822794,              3391643,,,                359213,                359213,                 86459,              8059362,              2564682,             10624044,,,                              0,                              0,,,,,,,,,,,,,
8213,2013年03月31日,,,,,,                    183,,              6463835,,                288649,,,              1692063,              1692063,,                927391,             18407348,,,                 16713,,             10812972,,                204290,,                381811,,,                 41134,                203086,,                326395,                570615,             11986401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3771000,              8847046,             30393749,,,,              6878571,,                  7640,,              3651816,,              3096144,                218532,,,              1459977,                206010,              1665987,             15518690,,,              3670613,,                192565,              3863178,             19381868,,,,              2513139,              2513139,,              1863901,,                418967,,              3484516,              3903483,,,                238730,                238730,                 86459,              8432794,              2579087,             11011881,,,,,,                188181,,,,,,,,,,,
8213,2012年12月31日,,,,              7822810,,                  1158,,              7303996,,                217126,,,              1519857,              1519857,,                801947,             17855075,,,                 16713,,             10539115,,                205558,,                381976,,,                 40937,                203650,,                135117,                379704,             11523066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      3771000,,             29378141,,,,              6499114,,                  1441,,              3893113,,              3235160,                152632,,,              1795839,                 84887,              1880726,             15662186,,,              3161778,,                196093,              3357871,             19020057,,,,              2513139,              2513139,,              1863901,,                418967,,              3193879,              3612846,,,                  2310,                  2310,                 86459,              7905737,              2452347,             10358084,,,,,,                188181,,                              0,                              0,,                              0,,              1854858,                  1630,                    507,                              0,                  6906
8213,2012年06月30日,,,,              6145753,,                  2221,,              7332189,,                262386,,,,              1659824,,                733765,             16136138,,,                 20661,,             10191578,,                210097,,                382289,,,                 45883,                184744,,                 42924,                273551,             11078176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      3771000,,             27214314,,,,              6098749,,                  6644,,              4159904,,              3014398,                164710,,,              1815987,                 13695,              1829682,             15403970,,,              2926991,,                140734,              3067725,             18471695,,,,              2363139,              2363139,,              1555894,,                418967,,              2355532,              2774499,,,                 79515,                 79515,                 86459,              6686588,              2056031,              8742619,,,,,,                              0,,                              0,                              0,,                129883,,              1542387,                  1630,                              0,                              0,                 11877
8213,2012年03月31日,,,,              6350133,,                 50035,,              6602986,,                363449,,,,              1710110,,                722009,             15798722,,,                 20661,,              9863475,,                210054,,                383233,,,                 51814,                185323,,                 33184,                270321,             10747744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      3771000,,             26546466,,,,              6584782,,                    779,,              4906693,,              2025883,                108502,,,              1629045,                 28358,              1657403,             15284042,,,              2723036,,                120583,              2843619,             18127661,,,,              2363139,              2363139,,              1550923,,                352936,,              2009746,              2580608,,,                 50612,                 50612,                 86459,              6458823,              1959982,              8418805,,,,,,                              0,,                              0,                217926,,,,              1542387,                  1630,                              0,,                  6906
8213,2012年01月01日,,,,              6174806,,                  8794,,              6220514,,                211909,,,              1550314,              1550314,,                779312,             14945649,,,                 20661,,              9762115,,                211472,,                384079,,,                 43846,                188755,,                 55683,                288284,             10667686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      1776000,,             25613335,,,,              5640088,,                  1733,,              3984212,,              3140119,                 41140,,,              1617210,                 45875,              1663085,             14470377,,,              2704178,,                170042,              2874220,             17344597,,,,              2363139,              2363139,,              1550923,,                352936,,              1703074,              2273936,,,                210848,                210848,                 40197,              6358649,              1910089,              8268738,,,,,,                              0,,                  1075,                217926,,,,,,,,
