證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產評價調整－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計,　　　　 備供出售金融資產－流動,　　　　 備供出售金融資產評價調整－流動,　　　　 累計減損－備供出售金融資產－流動,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動,　　　　 累計減損－持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動,　　　　 累計減損－以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 其他應收票據,　　　　 應收票據貼現,　　　　 備抵呆帳－應收票據,　　　　 應收票據淨額,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　　 其他應付款－其他,　　　　 負債準備-流動,　　　　　 員工福利負債準備－流動,　　　　　 保固之短期負債準備,　　　　　 重組之短期負債準備,　　　　　 有待法律程序決定之短期負債準備,　　　　　 虧損性合約之短期負債準備,　　　　　 除役、復原及修復成本之短期負債準備,　　　　　 銷貨退回及折讓之短期負債準備,　　　　　 保證合約之短期負債準備,　　　　　 其他短期負債準備,　　　　　 負債準備－流動合計,　　　　 與待出售非流動資產直接相關之負債,　　　　 工程進度請款金額,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 持有供交易金融負債－非流動,　　　　　 持有供交易金融負債評價調整－非流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－非流動,　　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債評價調整－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 避險之衍生金融負債－非流動,　　　　 按攤銷後成本衡量之金融負債－非流動,　　　　 以成本衡量之金融負債－非流動,　　　　 應付公司債,　　　　　 應付公司債,　　　　　 應付公司債溢（折）價,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 其他長期借款,　　　　　 分期償付之借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 保固之長期負債準備,　　　　　 重組之長期負債準備,　　　　　 有待法律程序決定之長期負債準備,　　　　　 虧損性合約之長期負債準備,　　　　　 除役、復原及修復成本之長期負債準備,　　　　　 保證合約之長期負債準備,　　　　　 其他長期負債準備,　　　　　 負債準備－非流動合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據,　　　　　　 長期應付款,　　　　　　 應付租賃款－非流動,　　　　　　 長期應付票據及款項合計,　　　　　 其他非流動負債合計,　　　　　 待分配股票股利,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益－母公司,　　　　　　 備供出售金融資產未實現損益－採用權益法之子公司,　　　　　　 備供出售金融資產未實現損益－採用權益法之關聯企業及合資,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）－母公司,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）－採用權益法之子公司,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）－採用權益法之關聯企業及合資,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）－母公司,　　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）－採用權益法之子公司,　　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）－採用權益法之關聯企業及合資,　　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數-母公司,　　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數-採用權益法之子公司,　　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數-採用權益法之關聯企業及合資,　　　　　　 指定按公允價值衡量之金融負債信用風險變動影響數總額,　　　　　 確定福利計畫再衡量數,　　　　　　 確定福利計畫再衡量數-母公司,　　　　　　 確定福利計畫再衡量數--採用權益法之子公司,　　　　　　 確定福利計畫再衡量數-採用權益法之關聯企業及合資,　　　　　　 確定福利計畫再衡量數總額,　　　　　 重估增值,　　　　　　 重估增值－母公司,　　　　　　 重估增值－採用權益法之子公司,　　　　　　 重估增值－採用權益法之關聯企業及合資,　　　　　　 重估增值合計,　　　　　 與待出售非流動資產直接相關之權益,　　　　　　 與待出售非流動資產直接相關之權益－母公司,　　　　　　 與待出售非流動資產直接相關之權益－採用權益法之子公司,　　　　　　 與待出售非流動資產直接相關之權益－採用權益法之關聯企業及合資,　　　　　　 與待出售非流動資產直接相關之權益合計,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利
5243,2015年09月30日,,,,              1909016,,                103344,,                    340,,              1390730,,              1649343,,                 24485,,                917377,,                120757,,                414769,              6530161,,,                              0,,              3529549,,                 34210,,                 12266,                116055,,                 24561,                152882,              3716641,             10246802,,,,,                727874,,              1933304,,                396033,,                639728,                  9887,,                161175,              3868001,,,                 32708,                 32708,              3900709,,,,              1805289,              1805289,,              2783854,,                 93909,                158921,,              1314125,              1566955,,                316881,                200378,              6272601,                 73492,              6346093,             10246802,              0,      6073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,2015年06月30日,,,,              1952758,,                              0,,                    562,,              1038307,,              1486038,,                 23112,,                924793,,,,                350108,              5775678,,,                115026,,              3483282,,                 32505,,                 12656,                114120,,                 30067,                156843,              3787656,              9563334,,,,,                401180,,              1638967,,                212600,,                975752,                  9874,,                 11622,              3249995,,,                 30702,                 30702,              3280697,,,,              1805289,              1805289,,              2783854,,                 93909,                158921,,              1233193,              1486023,,                132020,,              6207186,                 75451,              6282637,              9563334,              0,              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 39608,                310500,                 28153,,                  4352,                975752,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,                              0,                              0,                              0,,              2783854,,                132020,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,2015年03月31日,,,,              2114124,,,,                    633,,              1194574,,              1368644,,                 26093,,                789652,,,,                317216,              5810936,,,                111827,,              3565749,,                 33038,,                 13696,                115916,,                 24489,                154101,              3864715,              9675651,,,,,                453835,,              1693984,,                141372,,                466630,                  8480,,                117656,              2881957,,,                 31092,                 31092,              2913049,,,,              1805289,              1805289,,              2783854,,                 39489,                158921,,              1665410,              1863820,,                228576,,              6681539,                 81063,              6762602,              9675651,              0,              0,,,,,,,,,,,,,,,,,,,,,,,                 40118,                277098,                 28554,,                  4484,                466630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              2783854,,                228576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,2014年12月31日,,,,              1990764,,                              0,,                              0,,              1376821,,              1897672,,                 39764,,                942680,,                              0,,                392183,              6639884,,,                109594,,              3662620,,                 32857,,                 14861,                118385,,                 28994,                162240,              3967311,             10607195,,,,,                538103,,              2051019,,                373865,,                722024,                 15050,,                 79889,              3779950,,,                 31464,                 31464,              3811414,,,,              1805289,              1805289,,              2783854,,                 39489,                158921,,              1594011,              1792421,,                327821,                              0,              6709385,                 86396,              6795781,             10607195,              0,              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 36870,                355313,                 28873,,                  3984,                722024,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,                              0,                              0,                              0,,              2783854,,                327821,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,              0,              1990764,             10607195,,,,                538103,,              2051019,,                373865,,                722024,                722024,                 15050,,                 79889,              3779950,,,                 31464,                 31464,              3811414,,,,              1805289,              1805289,,,              2783854,              2783854,,                 39489,                158921,,              1594011,              1792421,,,                327821,                327821,              6709385,                 86396,              6795781,
5243,2014年09月30日,,,,              1599450,,                              0,,                              0,,              1451315,,              1924522,,                 27261,,                957112,,                              0,,                371914,              6331574,,,                 99695,,              3541316,,                 30184,,                 13417,                113839,,                 19398,                146654,              3817849,             10149423,,,,,                365048,,              2321277,,                196505,,                758793,                 21511,,                 36422,              3699556,,,                 30353,                 30353,              3729909,,,,              1805289,              1805289,,              2783854,,                 39489,                158921,,              1446881,              1645291,,                101625,                              0,              6336059,                 83455,              6419514,             10149423,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,2014年06月30日,,,,              2113349,,                              0,,                              0,,              1507922,,              1322440,,                 23499,,                946872,,,,                386306,              6300388,,,                 96357,,              3374155,,                 28962,,                 13801,                112441,,                 15738,                141980,              3641454,              9941842,,,,,                522696,,              1978361,,                257116,,                934213,                 14330,,                 17321,              3724037,,,                 29875,                 29875,              3753912,,,,              1719323,              1805289,,              2783854,,                 39489,                158921,,              1286420,              1484830,,                  5298,,              6079271,                108659,              6187930,              9941842,              0,              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 36734,                349572,                 27245,,                  1717,                934213,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,                              0,                              0,                 85966,,              2783854,,                  5298,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,2014年03月31日,,,,              2069721,,,,                              0,,              1251695,,              1152308,,                 42266,,                906906,,,,                327843,              5750739,,,                 99950,,              3352720,,                 29819,,                 13544,                115424,,                 22969,                151937,              3634426,              9385165,,,,,                341207,,              1610603,,                184702,,                748391,                    299,,                 28682,              2913884,,,                 30436,                 30436,              2944320,,,,              1719323,              1719323,,              2783854,,                              0,                158921,,              1537160,              1696081,,                120644,,              6319902,                120943,              6440845,              9385165,              0,              0,,,,,,,,,,,,,,,,,,,,,,,                 23991,                303852,                 27797,,                  2022,                748391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              2783854,,                120644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5243,2013年12月31日,,,,,,,,,,                766930,,              1871607,,                 46963,,                666396,,,,                301958,              5496560,,,                 96987,,              3305717,,                 29454,,                 12778,                114624,,                 26180,                153582,              3585740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,                 19914,                282044,                 27190,,                  2264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              1842706,              9082300,,,,                339909,,              1472496,,                333157,,                643430,                643430,                  1045,,                 38044,              2828081,,,                 29825,                 29825,              2857906,,,,              1719323,              1719323,,,              2783854,              2783854,,                              0,                158921,,              1433165,              1592086,,,                  6227,                  6227,              6101490,                122904,              6224394,                              0
5243,2013年09月30日,,,,,,,,,,                809645,,              2154463,,                 39282,,                710749,,,,                264202,              5073583,,,                 93262,,              3295681,,                 28503,,                 12648,                111262,,                 26073,                149983,              3567429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,                 40606,                223596,                 26976,,                  1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              1095242,              8641012,,,,                635817,,              1735388,,                292518,,                578627,                578627,                  7560,,                  5574,              3255484,,,                 29599,                 29599,              3285083,,,,              1528273,              1528273,,,              2299124,              2299124,,                              0,                158921,,              1320510,              1479431,,,                -67281,                -67281,              5239547,                116382,              5355929,
5243,2013年06月30日,,,,,,,,,,                747968,,              2111873,,                 36353,,                753991,,,,                319709,              5022505,,,                 93048,,              3403765,,                 29205,,                 14578,                112632,,                 26370,                153580,              3679598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,                 33617,                286092,                 27368,,                  1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              1052611,              8702103,,,,                534000,,              1723831,,                355595,,                681711,                681711,                  8969,,                 35769,              3339875,,,                 29827,                 29827,              3369702,,,,              1528273,              1528273,,,              2299124,              2299124,,                              0,                158921,,              1216989,              1375910,,,                 11282,                 11282,              5214589,                117812,              5332401,                              0
