證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期應收票據及款項,　　　　　 長期應收款,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付款,　　　　　　 長期應付票據及款項合計,　　　　　 長期遞延收入,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 採用權益法之投資貸餘,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 共同控制下前手權益,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付款,　　　　　 長期應付票據及款項合計,　　　　 長期遞延收入,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 採用權益法之投資貸餘,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　 與待出售非流動資產直接相關之負債,　　　　 與待出售非流動資產直接相關之權益,　　　　　 與待出售非流動資產直接相關之權益合計,　　　 避險之衍生金融負債－流動,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 長期應收票據及款項－關係人,　　　　　 長期應收款－關係人,　　　　　 長期應收票據及款項－關係人淨額,　　　 其他應付款項－關係人,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　　 其他非流動資產－其他
2371,2015年09月30日,,,,             21842910,,              2040162,,                390136,,                 29238,,             14806668,,                706261,,             13494128,,                271602,                838676,,              2463756,,                 54313,,                 46889,,             19238396,,              3080632,,                              0,,                261026,             79564793,,,                              0,,              2369835,,                 20000,,                333937,,              6949838,,              5983999,,             79733249,,             14243647,,              1898239,              2869519,,,                262884,                262884,,              5435054,              5697938,            120100201,            199664994,,,,,             39551220,,              3162908,,                443134,,                203585,,             19932950,,                 18103,,             10382809,                215583,,                116417,,,              2049579,,                600000,             20347633,             20947633,              1677276,             24674488,             98701197,,,                              0,,                              0,,             35628106,,                489224,,              6896877,,,                 83019,                 83019,                366504,              5358381,                518075,                 21486,                124571,              6472036,             49486243,            148187440,,,,             23395367,             23395367,,                772867,,                 36354,             10099233,,             -2077566,              8058021,,,                151695,,                 63883,                215578,                806870,             31634963,             19842591,             51477554,            199664994,              0,     70931341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2015年06月30日,,,,             27658809,,              2147208,,                439139,,                 29238,,             11453607,,                631821,,             11404207,,                627986,              1024153,,              2091165,,                819692,,                 58806,,             19164907,,              2937994,,                              0,,                158853,             80647585,,,                              0,,              2930568,,                 20000,,                323005,,              8511518,,              5768934,,             80462605,,             13969182,,              1941021,              2549045,,,                272529,                272529,,              5559473,              5832002,            122307880,            202955465,,,,,             38469635,,              4381891,,                827381,,                 73208,,             18209666,,                142982,,              8777854,                150999,,                110696,,,              1842001,,                600000,             17925110,             18525110,              1750332,             22117443,             93261755,,,                              0,,                300000,,             38814158,,                488882,,              6905567,,,                 95317,                 95317,                313311,              5458370,                510753,                 21586,                286657,              6685994,             53194601,            146456356,,,,             23395367,             23395367,,                754325,,                 36354,             10099233,,             -1051997,              9083590,,,                -94679,,                267851,                173172,                806870,             32599584,             23899525,             56499109,            202955465,              0,     70931341,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2015年03月31日,,,,             29418129,,              2139042,,                490009,,                 29238,,             11975246,,                605037,,             12971136,,                280246,              1341755,,              1988183,,                 52901,,                 66117,,             19131048,,              4313142,,                              0,,                204902,             85006131,,,                  3917,,              3169099,,                 20000,,                359102,,              8599623,,              6462591,,             84512313,,             13952030,,              2066645,              2717321,,,,                270548,,              3671984,              3942532,            125805173,            210811304,,,,,             38417739,,              5787855,,                848365,,                140339,,             18812715,,                 10478,,              8251734,                323574,,                124334,,,              3604948,,                600000,             16334653,             16934653,              1630135,             22169736,             94886869,,,                              0,,                300000,,             41547449,,                531368,,              7549677,,,                126794,                126794,                337588,              5542799,                508210,                 21564,                210089,              6747044,             56675538,            151562407,,,,             23395367,             23395367,,                747199,,,              9975000,,               -312349,              9662651,,,                 73671,,                450469,                524140,                806870,             33522487,             25726410,             59248897,            210811304,              0,     70931341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2014年12月31日,,,,             30140282,,              2168532,,                505530,,                 29238,,              6799213,,                583004,,             15464179,,                134191,              1593709,,              1731792,,                 53308,,                 65196,,             21735744,,              4699395,,                 57536,,                245889,             86006738,,,                 10646,,              3315642,,                 20000,,                362163,,              8766678,,              6386011,,             86205789,,             13926074,,              2113480,              2876938,,,                301935,                301935,,              3535224,              3837159,            127820580,            213827318,,,,,             39656537,,              5759166,,                863846,,                337673,,             21412527,,                 18033,,              9292393,                417869,,                157033,,,              4013833,,                600000,              9730713,             10330713,              1542168,             15886714,             93801791,,,                              0,,                600000,,             42570753,,                536128,,              7745505,,,                 38399,                 38399,                263409,              5687737,                496509,                 21547,                195016,              6702617,             58155003,            151956794,,,,             23395367,             23395367,,                750641,,                              0,              9975000,,                160587,             10135587,,,                329756,,                562106,                891862,                806870,             34366587,             27503937,             61870524,            213827318,              0,     70931341,                              0,             30140282,              6799213,                 65196,              8766678,            213827318,,,,             39656537,,              5759166,,                863846,,                337673,,             21412527,,                 18033,,              9292393,                417869,,                157033,,,              4013833,,                600000,              9730713,             10330713,              1542168,             15886714,             93801791,,,                              0,,                600000,,             42570753,,                536128,,              7745505,,,                 38399,                 38399,                263409,              5687737,                496509,                 21547,                195016,              6702617,             58155003,            151956794,,,,             23395367,             23395367,,                750641,,              9975000,,                160587,             10135587,,,                329756,,                562106,                891862,                806870,             34366587,             27503937,             61870524,              0,,,,,,,,,,,,,,
2371,2014年09月30日,,,,             25581689,,                314802,,                507026,,                 29238,,              7534969,,                628499,,             15032455,,                 64171,              2121176,,              2121816,,                547126,,                 78964,,             22935303,,              4709631,,                              0,,                369286,             82576151,,,              1812583,,              3819340,,                 20000,,                388040,,              5064406,,              6215199,,             86733703,,             13842874,,              2205936,              2390689,,,                426003,                426003,,              4177257,              4603260,            127096030,            209672181,,,,,             43626693,,              3064662,,                 59403,,                360056,,             21371867,,                 14467,,              9293075,                333029,,                174496,,,              4058118,,                600000,              8212134,              8812134,              1650587,             14520839,             92818587,,,              1355888,,                600000,,             35598517,,                552263,,              7324268,,,                  6561,                  6561,                270881,              5908281,                110762,                 21608,                264195,              6582288,             52013224,            144831811,,,,             23395367,             23395367,,                747016,,                              0,              9975000,,              1002753,             10977753,,,                -38927,,                639916,                600989,                806870,             34914255,             29926115,             64840370,            209672181,              0,     70931341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2014年06月30日,,,,             23755984,,                352996,,              1026758,,                 29238,,              8156269,,                628806,,             15199517,,                774547,              2362934,,              1428562,,              1150605,,                 73988,,             22083585,,              4544391,,                 55881,,                440854,             82064915,,,              1305671,,              2956823,,                 20000,,                392397,,                 36363,,              6060617,,             88140978,,             13820891,,              2105838,              2460826,,,                561506,                561506,,              3918879,              4480385,            121780789,            203845704,,,,,             40019004,,              1808835,,                 19305,,                306408,,             21017725,,                 51016,,              8200667,                344267,,                201805,,,              4571678,,              1504301,              7442966,              8947267,              1794993,             15313938,             87282970,,,                924839,,                              0,,             35562664,,                550340,,              7272941,,,                    201,                    201,                295937,              5990328,                117297,                 21636,                187554,              6612953,             50923737,            138206707,,,,             23395367,             23395367,,                779485,,                              0,              9975000,,              1123820,             11098820,,,               -188577,,                737040,                548463,                806870,             35015265,             30623732,             65638997,            203845704,              0,     70931341,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2014年03月31日,,,,             28816852,,                 70063,,                749040,,                 29238,,              9843293,,                914899,,             16046475,,                267292,              2459577,,              1977156,,                 44941,,                 65682,,             20526551,,              4423325,,                              0,,                375131,             86609515,,,                933090,,              2084061,,                 20000,,                173209,,                 33216,,              7192057,,             90661316,,             13239812,,              2159161,              2867536,,,,                587755,,              4346903,              4934658,            124298116,            210907631,,,,,             46389497,,                729389,,                 22924,,                378075,,             20505207,,                332872,,              8540797,                354331,,                216491,,,              4042542,,              1479378,             16106869,             17586247,              1506583,             23135372,            100604955,,,                460725,,                  9439,,             29810329,,                553499,,              7664174,,,                    207,                    207,                280464,              6091562,                111666,                 21606,              1038036,              7543541,             46041707,            146646662,,,,             23395367,             23395367,,                821697,,,             15894690,,             -5234112,             10660578,,,                -14447,,                338842,                324395,                806870,             34395167,             29865802,             64260969,            210907631,              0,     70931341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2013年12月31日,,,,,,                 73347,,                622384,,                 29238,,,,                709813,,             14872589,,                232798,              2205139,,              2377319,,                 33746,,,,             22097965,,              4152728,,                109784,,                601206,             78618067,,,                783783,,              2019820,,                 20000,,                172908,,,,              6922773,,             94621225,,             10502868,,              2207785,              2616832,,,                583395,                583395,,              4552368,              5135763,            125036924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     70931341,,             23193105,              7243975,                 62931,                 33167,            203654991,,,,             40373734,,              4941588,,                 29137,,                199437,,             21769450,,                478027,,              9696119,                238752,,                210613,,,              4512304,,              5918437,             14977016,             20895453,              1598619,             27006376,            104943233,,,                320959,,                              0,,             20457189,,                539926,,              7589457,,,                    214,                    214,                266185,              6212552,                118200,                 21639,                935717,              7554507,             36462038,            141405271,,,,             23395367,             23395367,,                767970,,             15894690,,             -5919690,              9975000,,,               -188770,,                158498,                -30272,                806870,             33301195,             28948525,             62249720,              0,,,,,,,,,,,,,,
2371,2013年09月30日,,,,,,                 43795,,                644293,,                127201,,,,                644568,,             14493185,,                209623,              2081598,,              3465570,,,,,,             22107286,,              4419385,,                              0,,                550544,             78342559,,,                              0,,                922525,,                 20000,,                186992,,,,              7225533,,             97077383,,             10512637,,              2443852,              2181783,,,,                574888,,              4561811,              5136699,            125742931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     70931341,,             22219850,              7287142,                 48519,                 35527,            204085490,,,,             40901636,,              5028580,,                 20620,,                307537,,             20776018,,                410983,,              8608151,                274447,,                 91750,,,              4116277,,              5771571,             15129402,             20900973,              1658712,             26675962,            103095684,,,                              0,,                              0,,             23807612,,                552583,,              7397905,,,,                    219,                217370,              6388439,                127320,                 25768,                942763,              7701879,             39459979,            142555663,,,,             23395367,             23395367,,                856302,,             15894690,,             -6049485,              9845205,,,               -318435,,               -330879,               -649314,                808659,             32638901,             28890926,             61529827,              0,,,,,,,,,,,,,,
2371,2013年06月30日,,,,,,                214019,,                672267,,                127687,,,,                733030,,             14710683,,                172947,              1724099,,              1285702,,,,,,             22228893,,              3905463,,              2319359,,                519284,             81650158,,,                              0,,                980442,,                 20000,,                191723,,,,              8361800,,             99343241,,             10522506,,              2608336,              1885112,,,,                700802,,              5088140,              5788942,            129745917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     70931341,,             26000007,              7006566,                 30152,                 43815,            211396075,,,,             42728013,,              5842864,,                 16381,,                327421,,             20685838,,                543016,,              9459840,                331109,,                 91816,,,              4539406,,              4328864,             18058561,             22387425,              1837881,             28764712,            109346368,,,                              0,,              1434010,,             22963310,,                541435,,              7171007,,,,                    225,                193651,              6468647,                111100,                 25763,                996097,              7795483,             39905245,            149251613,,,,             23395367,             23395367,,                827392,,             15894690,,             -5916480,              9978210,,,               -154785,,               -305564,               -463359,                807200,             32930410,             29214052,             62144462,              0,                555358,,                 -3010,,,,,,,,,,,
