證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－買賣業,　　　　　 存貨－買賣業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 零用金／週轉金,　　　　 銀行存款,　　　　 約當現金,　　　 其他流動資產,　　　　 其他流動資產合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他應付款－其他,　　　　 持有供交易之金融資產－流動,　　　　 應收票據,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 其他應收款－其他,　　　　 備抵呆帳－其他應收款項,　　　　 預付所得稅,　　　　　 商品存貨,　　　　 存貨（建設業適用）,　　　　　 待售房地,　　　　　 存貨（建設業適用）淨額,　　　　 其他預付款,　　　　 其他流動資產－其他,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　　 以成本衡量之金融資產－非流動,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 電腦軟體淨額,　　　　　 電腦軟體,　　　　　 電腦軟體淨額,　　　　 存出保證金,　　　　 應付薪資,　　　　 其他應付費用,　　　　 其他流動負債－其他,　　　　 存入保證金,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 累積盈虧,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產,　　　　 待出售非流動資產（淨額）
1435,2015年09月30日,,,,                124821,,                 41954,,                165980,,                    425,,                    189,,                    129,,                    438,,,                 58173,                 58173,,                  3551,                395660,,,                146759,,                573890,,                    429,,                      5,                721083,              1116743,,,,,                    109,,                     41,,                  2418,,                    283,                  2851,,,                161746,,                  6255,                168001,                170852,,,,              1397801,              1397801,,                  1302,,,               -293921,               -293921,,                              0,                159275,                945907,                    -16,                945891,              1116743,              0,     14424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2015年06月30日,,,,                208508,,                 45606,,                 69580,,                     57,,                    419,,                  3859,,                    372,,,                 58182,                 58182,,                  3442,                390025,,,                148726,,                575666,,                    489,,                     24,                724905,              1114930,,,,,                    600,,                              0,,                    815,,                    217,                  1632,,,                161746,,                  6255,                168001,                169633,,,,              1397801,              1397801,,                  1302,,,               -294515,               -294515,,                              0,                159275,                945313,                    -16,                945297,              1114930,              0,     14424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2015年03月31日,,,,                235777,,                 33804,,                 57509,,                    714,,                    549,,                     62,,                    539,,,,                 58212,,                  5387,                392553,,,                149564,,                576037,,                    550,,                     24,                726175,              1118728,,,,,                    117,,                              0,,                  3788,,                    888,                  4793,,,                161746,,                  6207,                167953,                172746,,,,              1397801,              1397801,,                  1302,,,,               -293830,,                              0,                159275,                945998,                    -16,                945982,              1118728,              0,     14424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2014年12月31日,,,,                233566,,                 31062,,                 57875,,                              0,,                    250,,                    147,,                    471,,,                 58234,                 58234,,                  4337,                385942,,,                151294,,                577772,,                    611,,                     69,                729746,              1115688,,,,,                      3,,                     31,,                  2430,,                    212,                  2676,,,                161746,,                  6007,                167753,                170429,,,,              1397801,              1397801,,                  1302,,,               -294553,               -294553,,                              0,                159275,                945275,                    -16,                945259,              1115688,              0,     14424000,                233566,                 57875,                    471,              1115688,,,,                      3,,                     31,,                  2430,,                    212,                  2676,,,                161746,,                  6007,                167753,                170429,,,,              1397801,              1397801,,                  1302,,               -294553,,                              0,                159275,                945275,                    -16,                945259,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2014年09月30日,,,,                239618,,                 30563,,                 52380,,                              0,,                    303,,                    112,,                    403,,,                 58246,                 58246,,                  8739,                390364,,,                151410,,                575000,,                    671,,                     69,                727150,              1117514,,,,,                     26,,                     66,,                  1555,,                    476,                  2123,,,                161746,,                  5746,                167492,                169615,,,,              1397801,              1397801,,                  1302,,,               -291913,               -291913,,                              0,                159275,                947915,                    -16,                947899,              1117514,              0,     14424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2014年06月30日,,,,                246680,,                 20736,,                 52380,,                              0,,                    188,,                    102,,                    347,,,                 58300,                 58300,,                  5483,                384216,,,                156708,,                574725,,                    732,,                     88,                732253,              1116469,,,,,                     12,,                     26,,                  1424,,                    589,                  2051,,,                161746,,                  5746,                167492,                169543,,,,              1397801,              1397801,,                  1302,,,               -292886,               -292886,,                              0,                159275,                946942,                    -16,                946926,              1116469,              0,     14424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2014年03月31日,,,,                243518,,                 20217,,                 52380,,                    288,,                    153,,                    102,,                    456,,,,                 58306,,                  4305,                379725,,,                160371,,                575950,,                    793,,                     88,                737202,              1116927,,,,,                     60,,                     38,,                  1934,,                    591,                  2623,,,                161746,,                  5641,                167387,                170010,,,,              1397801,              1397801,,                  1302,,,,               -292895,,                              0,                159275,                946933,                    -16,                946917,              1116927,              0,     14424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2013年12月31日,,,,,,                 20092,,,,                    160,,                    493,,                    381,,,,,,                 58158,,                 29431,                404630,,,                160371,,                551180,,                    853,,                     88,                712492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     14424000,                243132,                 52380,                    403,              1117122,,,,                    106,,                     40,,                  2526,,                    149,                  2821,,,                161746,,                  5641,                167387,                170208,,,,              1397801,              1397801,,                  1302,,               -292898,,                              0,                159275,                946930,                    -16,                946914,              0,                              0,                              0,,               -292898,,                              0,,,,,                              0,,                     88,                  2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2013年09月30日,,,,,,                 16734,,,,                     16,,                    554,,                    345,,,,,,                 56737,,                  7605,                405661,,,                167666,,                550062,,                    914,,                     88,                718730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     14424000,                256749,                 66580,                    341,              1124391,,,,                    119,,                     26,,                  1205,,                    247,                  1597,,,                161746,,                  5358,                167104,                168701,,,,              1397801,              1397801,,                  1302,,               -284122,,                              0,                159275,                955706,                    -16,                955690,              0,                              0,                              0,,               -284122,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,2013年06月30日,,,,,,                 15540,,,,                     10,,                  1390,,                    478,,,,,                 56768,                 56768,,                  5533,                403173,,,                170331,,                551459,,                    975,,                     88,                722853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,     14424000,                253603,                 69480,                    371,              1126026,,,,                    310,,                    110,,                  1514,,                    294,                  2228,,,                161746,,                  6824,                168570,                170798,,,,              1397801,              1397801,,                  1302,,               -284584,,                              0,                159275,                955244,                    -16,                955228,              0,                              0,                              0,,               -284584,,                              0,                     80,                 88123,                165400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
