證券代號,年季,　 資產,　　 現金及約當現金,　　　 現金及約當現金合計,　　 應收款項,　　　 應收款項淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 投資,　　　 透過損益按公允價值衡量之金融資產,　　　　 透過損益按公允價值衡量之金融資產合計,　　　 備供出售金融資產,　　　　 備供出售金融資產淨額,　　　 以成本衡量之金融資產,　　　　 以成本衡量之金融資產淨額,　　　 持有至到期日金融資產,　　　　 持有至到期日金融資產淨額,　　　 其他金融資產－淨額,　　　　 其他金融資產－淨額,　　　 投資性不動產,　　　　 投資性不動產淨額,　　　 投資合計,　　 再保險合約資產,　　　 再保險合約資產合計,　　 不動產及設備,　　　 不動產及設備合計,　　 無形資產,　　　 無形資產合計,　　 遞延所得稅資產,　　　 遞延所得稅資產淨額,　　 其他資產,　　　 其他資產合計,　　 資產總計,　 負債及權益  ,　　 負債,　　　 應付款項,　　　　 應付款項合計,　　　 保險負債,　　　　 保險負債合計,　　　 具金融商品性質之保險契約準備,　　　 負債準備,　　　　 負債準備合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 其他負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘,　　　　　　 未分配盈餘合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 備供出售金融資產未實現損益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 待註銷股本股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 預收股款（權益項下）之約當發行股數（單位：股）,　　　　　 待分配股票股利
2816,2015年09月30日,,,              2299921,,                973590,,                 12440,,,                594267,,                405803,,                  1319,,                247504,,              3168181,,                844689,              5261763,,              4086641,,                812806,,                108370,,                  3082,,                846705,             14405318,,,,              1044911,,              9475995,                 44087,,                190601,,                 64489,,                 84117,             10904200,,,,              2129600,              2129600,,                              0,,                243991,                880348,,                222694,              1347033,,                 -1320,                 -3754,                 -5074,              3471559,                 29559,              3501118,             14405318,              0,              0,              0,
2816,2015年06月30日,,,              3365066,,              1163485,,                 11315,,,                988839,,                412168,,                  1320,,                247746,,              2053398,,                845743,              4549214,,              4223396,,                816487,,                115885,,                  4056,,                837805,             15086709,,,,              1459622,,              9604922,                 44087,,                189885,,                 64942,,                114011,             11477469,,,,              2129600,              2129600,,                              0,,                243991,                880348,,                317208,              1441547,,                   -851,                  7515,                  6664,              3577811,                 31429,              3609240,             15086709,              0,              0,              0,                              0
2816,2014年12月31日,,,              2855073,,                909928,,                 10232,,,              1037345,,                612471,,                 13182,,                248222,,              1950807,,                859072,              4721099,,              3655979,,                811159,,                130814,,                              0,,                727444,             13821728,,,,              1024563,,              8907997,                 74156,,                181793,,                 63920,,                 69987,             10322416,,,,              2129600,              2129600,,                              0,,                127589,                878518,,                365435,              1371542,,                              0,                 -1830,                 -1830,              3499312,                              0,              3499312,             13821728,              0,              0,              0,                              0
2816,2014年09月30日,,,              2194266,,                995756,,                 14467,,,              1918533,,                667732,,                 13182,,                283463,,              1766676,,                862546,              5512132,,              3899697,,                799997,,                138350,,                              0,,                732048,             14286713,,,,              1093733,,              9343678,                 85413,,                178200,,                 63920,,                 83224,             10848168,,,,              2129600,              2129600,,                              0,,                127589,                662080,,                570926,              1360595,,                              0,                -51650,                -51650,              3438545,                              0,              3438545,             14286713,              0,              0,              0,
2816,2014年06月30日,,,              2112683,,              1173332,,                 13534,,,              1477114,,              1098709,,                 13182,,                301904,,              1711740,,                874844,              5477493,,              4103925,,                783914,,                146763,,                              0,,                718874,             14530518,,,,              1091079,,              9527236,                 95820,,                177233,,                 63920,,                 94019,             11049307,,,,              2000000,              2129600,,                              0,,                127589,                662080,,                420822,              1210491,,                              0,                141120,                141120,              3481211,                              0,              3481211,             14530518,              0,              0,              0,                129600
2816,2014年01月01日,,,              1281581,,                954305,,                 10971,,,              1303277,,              1346144,,                 13182,,                302341,,              2022244,,                877265,              5864453,,              4470312,,                794855,,                161846,,                              0,,                644656,             14182979,,,,                976528,,              9645066,                116339,,                175481,,                 88129,,                 95441,             11096984,,,,              2000000,              2000000,,                              0,,                 19315,                662080,,                237256,                918651,,                              0,                167344,                167344,              3085995,                              0,              3085995,             14182979,              0,              0,              0,                              0
