證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 持有供交易金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 銷貨退回及折讓之短期負債準備,　　　　　 其他短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收收入／遞延收入,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　　 應付股利,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 持有供交易金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 銷貨退回及折讓之短期負債準備,　　　　 其他短期負債準備,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收收入／遞延收入,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　　 應付股利,　　　 應收票據淨額,　　　　 應收票據淨額,　　 共同控制下前手權益
2324,2015年09月30日,,,,                 14169,             47131087,                499502,             47644758,,                180639,,                 26737,                 26737,                 13091,,                350000,,            186362156,,                 25616,,                733410,,,             63402876,             63402876,,              2631582,            301370865,,,              9150305,,                131455,,              1050000,,             11729015,,,              1988111,              1988111,,             16028017,              8962943,              7065074,,             22741145,             13942269,              8798876,,             10187718,              6071144,              4116574,              2561796,             24530431,,,              1074691,              1074691,              1074691,              1620536,,                751839,,                527111,              1278950,             50565383,            351936248,,,,,             33241684,             33241684,,                 64251,                 64251,                 14705,,            150725452,            150725452,,              1091261,              1091261,,             19772999,             19772999,              3332800,,              1738474,                388526,              2127000,,,              1802305,              1802305,,             15527073,             15527073,              3804569,             21133947,            231504099,,,             11412656,             11412656,,              1162174,              1162174,,                454649,                155516,                610165,             13184995,            244689094,,,,             44721966,             44721966,,             12846004,             12846004,,             16571311,              3139021,,             29979659,             49689991,,             -3826613,              1724739,            101706609,              5540545,            107247154,            351936248,              0,     93833431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2015年06月30日,,,,                 57525,             47843736,                612191,             48513452,,                 25831,,                 37036,                 37036,                 11307,,                350000,,            158828143,,                112232,,                958807,,,             54822330,             54822330,,              2449945,            266109083,,,             10726418,,                113131,,              1050000,,             11174741,,,              1969494,              1969494,,             15301791,              8409510,              6892281,,             21442019,             12728891,              8713128,,              9670947,              5645002,              4025945,              2421205,             24022053,,,              1104998,              1104998,              1104998,              1576818,,                709422,,                502309,              1211731,             50979890,            317088973,,,,,             24785263,             24785263,,                 52157,                 52157,                 18123,,            124286932,            124286932,,                928834,                928834,,             17545479,             24407146,              2814666,,              1686558,                387290,              2073848,,,              1922279,              1922279,,             11357258,             11357258,              4679091,             17958628,            197325597,,,             15741895,             15741895,,              1159282,              1159282,,                457102,                153718,                610820,             17511997,            214837594,,,,             44725966,             44725966,,             12846223,             12846223,,             16571311,              3139021,,             27090588,             46800920,,             -5691323,              1724739,             96957047,              5294332,            102251379,            317088973,              0,     93833431,,                              0,              6861667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2015年03月31日,,,,                 13351,             67561803,                452501,             68027655,,                250903,,                 52177,                 52177,,,                350000,,            146386438,,                242352,,              1121175,,,             67000826,             67000826,,              2147676,            285579202,,,             11927420,,                113320,,              1400000,,             11323358,,,              1972057,              1972057,,             14698989,              8207511,              6491478,,             21113281,             12277956,              8835325,,              9158254,              5400159,              3758095,              3229411,             24286366,,,              1184613,              1184613,              1184613,              1562205,,                723259,,                519155,              1242414,             53039696,            338618898,,,,,             40898897,             40898897,,                 85459,                 85459,,,            134687330,            134687330,,                995700,                995700,,             16313515,             16313515,              2670347,,              1621586,                376879,              1998465,,,              2412878,              2412878,,              3433042,              3433042,              4880779,             10726699,            208376412,,,             19628302,             19628302,,              1179283,              1179283,,                459577,                120183,                579760,             21387345,            229763757,,,,             44725966,             44725966,,             14984493,             14984493,,             15867903,              7707518,,             26148665,             49724086,,             -4448074,              1724739,            103261732,              5593409,            108855141,            338618898,              0,     93833431,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2014年12月31日,,,,                 10336,             74074183,                623611,             74708130,,                184093,,                 44538,                 44538,                              0,,                350000,,            178552207,,                343030,,                788334,,,             67270875,             67270875,,              2604042,            324845249,,,             12402009,,                 83202,,              1400000,,             11694855,,,              1893559,              1893559,,             14806308,              8252751,              6553557,,             20580749,             12002279,              8578470,,              9364654,              5205268,              4159386,              3287760,             24472732,,,              1035162,              1035162,              1035162,              1653141,,                735246,,                429122,              1164368,             53905469,            378750718,,,,,             46692373,             46692373,,                 39310,                 39310,                              0,,            170739133,            170739133,,              1167152,              1167152,,             18216304,             18216304,              2180985,,              1697647,                368934,              2066581,,,              2294765,              2294765,,              3634233,              3634233,              3233431,              9162429,            250264267,,,             20504301,             20504301,,              1136411,              1136411,,                462009,                163793,                625802,             22266514,            272530781,,,,             44232366,             44232366,,             14296445,             14296445,,             15867903,              7707518,,             24146451,             47721872,,             -3139021,              1724739,            101386923,              4833014,            106219937,            378750718,              0,     93833431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2014年09月30日,,,,                 10893,             54725837,              1359000,             56095730,,                 97939,,                 47335,                 47335,                              0,,                350000,,            176845030,,                570155,,              1403254,,,             73748438,             73748438,,              2618199,            311776080,,,             11983786,,                 18675,,              1400000,,             10483501,,,              1879372,              1879372,,             14122593,              7747842,              6374751,,             19094551,             10936232,              8158319,,              9155439,              5318336,              3837103,              3313317,             23562862,,,              1116849,              1116849,              1116849,              1206930,,                710504,,                463337,              1173841,             50946444,            362722524,,,,,             35293535,             35293535,,                 13610,                 13610,                              0,,            174641932,            174641932,,              1030236,              1030236,,             17917964,             17917964,              1381168,,              1634877,                336421,              1971298,,,              2178080,              2178080,,                774965,                774965,              3500377,              6453422,            238703165,,,             23627131,             23627131,,                704827,                704827,,                422463,                133144,                555607,             24887565,            263590730,,,,             44208778,             44208778,,             14271801,             14271801,,             15867903,              7707518,,             19840826,             43416247,,             -5690967,              1724739,             94481120,              4650674,             99131794,            362722524,              0,     93833431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2014年06月30日,,,,                  9400,             57766491,                726463,             58502354,,                 15391,,                 52859,                 52859,                              0,,                350000,,            169191834,,              1872624,,                746782,,,             63163188,             63163188,,              2598965,            296493997,,,             12140430,,                  6588,,              1400000,,              9769932,,,              1874213,              1874213,,             12672195,              7438546,              5233649,,             17802681,             10458545,              7344136,,              8641042,              4953932,              3687110,              4636157,             22775265,,,              1239563,              1239563,              1239563,              1167201,,                701130,,                417635,              1118765,             49617744,            346111741,,,,,             40153926,             40153926,,                 25266,                 25266,                              0,,            156630951,            156630951,,              1710137,              1710137,,             14118833,             18666138,              1300252,,              1704395,                358840,              2063235,,,              2089874,              2089874,,                803674,                803674,              2829141,              5722689,            226272594,,,             23787461,             23787461,,                697927,                697927,,                424578,                132048,                556626,             25042014,            251314608,,,,             44142071,             44142071,,             14071463,             14071463,,             15867903,              7707518,,             17258739,             40834160,,             -6642819,              2007725,             90397150,              4399983,             94797133,            346111741,              0,    108533431,,                              0,              4547305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2014年03月31日,,,,                 11349,             49033147,                796747,             49841243,,                151934,,                 91674,                 91674,,,              1745000,,            161697049,,                221443,,              1290023,,,             58699909,             58699909,,              2358272,            277096547,,,             10224561,,                  6588,,                              0,,              9539919,,,              1878845,              1878845,,             12798128,              7321845,              5476283,,             16969834,              9773098,              7196736,,              8288985,              4848941,              3440044,              4117287,             22109195,,,              1214052,              1214052,              1214052,              1208164,,                719059,,                369831,              1088890,             45391369,            322487916,,,,,             45938736,             45938736,,                 69742,                 69742,,,            133722448,            133722448,,              1742476,              1742476,,             15776296,             15776296,              1623844,,              1375256,                327512,              1702768,,,              2015962,              2015962,,                541795,                541795,              3288556,              5846313,            206422623,,,             17783406,             17783406,,                689229,                689229,,                426814,                131222,                558036,             19030671,            225453294,,,,             44136301,             44136301,,             16193084,             16193084,,             15621182,              8818725,,             16207992,             40647899,,             -6453831,              2007725,             92515728,              4518894,             97034622,            322487916,              0,    108533431,,              1000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,2013年12月31日,,,,                 10836,             41762006,              5193010,,,                 83772,,                 80275,                 80275,,,,,            183481024,,                214854,,                830638,,,             51219127,             51219127,,              1760278,            287380820,,,             14695637,,                  6588,,,,              9301877,,,              1701570,              1701570,,             12202869,              6864624,              5338245,,             16162392,              8890461,              7271931,,              7940783,              4620781,              3320002,              3577480,             21209228,,,              1293643,              1293643,              1293643,              1174203,,                707261,,                333557,              1040818,             48721994,,,,,,,,,,,,            143514698,,,              1944703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,    108533431,,              1000000,,             46965852,              1745000,                              0,            336102814,,,,             51971767,             51971767,,                 11382,                 11382,,            143514698,,              1944703,,             15601065,             15601065,              1006058,,              1391452,                284313,              1675765,,,              1889019,              1889019,,                423154,                423154,              2559650,              4871823,            220597261,,,             14107367,             14107367,,                678587,                678587,,                658410,                 98917,                757327,             15543281,            236140542,,,,             44134467,             44134467,,             16193087,             16193087,,             15621182,              8818725,,             19820927,             44260834,,             -7707518,              2007725,             94873145,              5089127,             99962272,              0,,,,,,,
2324,2013年09月30日,,,,                 23987,             57527276,              1965513,,,                  7050,,                 78986,                 78986,,,,,            151467741,,                119998,,                543126,,,             51628790,             51628790,,              1860949,            265708606,,,             15233760,,                  6588,,,,              8953216,,,              1702148,              1702148,,             12109419,              6617760,              5491659,,             15345052,              8431066,              6913986,,              7168376,              4482633,              2685743,              3790889,             20584425,,,              1479177,              1479177,              1479177,                986051,,                705206,,                539690,              1244896,             50233113,,,,,,,,,,,,            128963795,,,              2086248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,    108533431,,                485190,,             59516776,                              0,              1745000,            315941719,,,,             46031843,             46031843,,                 65076,                 65076,,            128963795,,              2086248,,             14646507,             14646507,                326458,,              1400315,                246632,              1646947,,,              1820590,              1820590,,                174012,                174012,              5625847,              7620449,            201387323,,,              2482913,              2482913,,                599007,                599007,,                665895,                 96269,                762164,              3844084,            205231407,,,,             44127967,             44127967,,             16233295,             16233295,,             15621182,              8818725,,             26209228,             50649135,,             -6977840,              2007725,            102024832,              8685480,            110710312,              0,,,,,,,
2324,2013年06月30日,,,,                 16181,             52328717,                 88164,,,                 23382,,                 86054,                 86054,,,,,            158823720,,                 90613,,                661001,,,             44737793,             44737793,,              1683066,            258538691,,,             15356388,,                  6588,,,,             11670421,,,              1645733,              1645733,,             12385615,              6435625,              5949990,,             14783931,              9423143,              5360788,,              7449225,              4323186,              3126039,              4734617,             20817167,,,              1396299,              1396299,              1396299,                957369,,                719107,,                373528,              1160964,             53110196,,,,,,,,,,,,            125447441,,,              2109065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,    108533431,,                              0,,             52433062,                              0,              1745000,            311648887,,,,             41420460,             41420460,,                 18277,                 18277,,            125447441,,              2109065,,             13402908,             18201333,                977683,,              1575253,                154030,              1729283,,,              1785194,              1785194,,                 80000,                 80000,              2859514,              4724708,            194628250,,,              1301261,              1301261,,                604842,                604842,,                673136,                248992,                922128,              2828231,            197456481,,,,             44126526,             44126526,,             16229757,             16229757,,             15621182,              8818725,,             28975783,             53415690,,             -6176069,              2007725,            105588179,              8604227,            114192406,              0,,                 68329,                 68329,              4798425,,,
