證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 應付股利,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計
6451,2015年09月30日,,,,              3259169,,                930096,,                760719,,                     13,                     13,,                 11083,                 11083,,                              0,,,                466964,                466964,,                216026,,                  1424,              5645494,,,                169101,                169101,,              1326430,,                  6770,                109087,,                  3603,                  1482,                 52566,                 57651,              1669039,              7314533,,,,,                347805,                347805,,                517703,,                  1054,,                326372,                326372,                  2544,                 57344,,                 17737,                 17737,              1270559,,,                 65606,                 65606,,                  3472,                  3472,                 69078,              1339637,,,,              1054468,              1054468,,              2455727,,                 92384,,              1381403,              1473787,,,                990914,                990914,                990914,              5974896,              5974896,              7314533,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,2015年06月30日,,,,              4040951,,                353346,,                584734,,                              0,                              0,,                  2610,                  2610,,                              0,,,                431069,                431069,,                118849,,                  1968,              5533527,,,                158760,                158760,,              1328843,,                  7174,                106512,,                  1219,                  1458,                 51755,                 54432,              1655721,              7189248,,,,,                 60000,                 60000,,                447398,,                    204,,                289186,              1080037,                  2686,                 39995,,                 12953,                 12953,              1643273,,,                 61895,                 61895,,                  3392,                  3392,                 65287,              1708560,,,,              1054468,              1054468,,              2455727,,                 92384,,              1027369,              1119753,,,                850740,                850740,                850740,              5480688,              5480688,              7189248,              0,              0,              0,                790851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,2015年03月31日,,,,              4363102,,                 50959,,                739541,,                              0,                              0,,                    647,                    647,,                              0,,,                451272,                451272,,                 50011,,                  1801,              5657333,,,,,,              1365135,,                  7690,                107544,,                              0,                  1942,                 52656,                 54598,              1534967,              7192300,,,,,                              0,                              0,,                547130,,                    127,,                305726,                305726,                  1453,                108122,,                 13950,                 13950,                976508,,,                 78620,                 78620,,                  3425,                  3425,                 82045,              1058553,,,,              1054468,              1054468,,              2455727,,,,              1724309,              1724309,,,                899243,                899243,                899243,              6133747,              6133747,              7192300,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,2014年12月31日,,,,              3668818,,                              0,,                802804,,                              0,                              0,,                    499,                    499,,                              0,,,                522598,                522598,,                182902,,                  2386,              5180007,,,                              0,                              0,,              1273179,,                  7195,                107619,,                              0,                  1541,                 53127,                 54668,              1442661,              6622668,,,,,              1044450,              1044450,,                711178,,                     93,,                355133,                355133,                  3618,                 82766,,                 49172,                 49172,              2246410,,,                 53662,                 53662,,                  3429,                  3429,                 57091,              2303501,,,,                909468,                909468,,              1011750,,                              0,,              1492467,              1492467,,,                905482,                905482,                905482,              4319167,              4319167,              6622668,              0,              0,              0,                              0,              3668818,              6622668,,,,              1044450,              1044450,,                711178,,                     93,,                              0,                355133,                355133,                  3618,                 82766,,                 49172,                 49172,              2246410,,,                 53662,                 53662,,                  3429,                  3429,                 57091,              2303501,,,,                909468,                909468,,              1011750,,,              1492467,              1492467,,,                905482,                905482,                905482,              4319167,              4319167,,,
6451,2014年09月30日,,,,              2928793,,                396432,,                936447,,                      5,                      5,,                  9015,                  9015,,                  1457,,,                577787,                577787,,                142532,,                  5708,              4998176,,,                              0,                              0,,              1093431,,                  4233,                104507,,                              0,                  1513,                 51997,                 53510,              1255681,              6253857,,,,,                912600,                912600,,                813758,,                     61,,                270641,                270641,                 92054,                 98217,,                 14918,                 14918,              2202249,,,                232965,                232965,,                  3352,                  3352,                236317,              2438566,,,,                909468,                909468,,              1011750,,                              0,,              1139377,              1139377,,,                754696,                754696,                754696,              3815291,              3815291,              6253857,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,2014年06月30日,,,,              3545958,,                              0,,                524634,,                              0,                              0,,                  2707,                  2707,,                     82,,,                338560,                338560,,                 33032,,                  4315,              4449288,,,                              0,                              0,,                944650,,                  3486,                101506,,                              0,                  2280,                 50909,                 53189,              1102831,              5552119,,,,,                              0,                              0,,                419170,,                     10,,                206316,              1051368,                 17929,                 71990,,                 20323,                 20323,              1580790,,,                221008,                221008,,                  3257,                  3257,                224265,              1805055,,,,                909468,                909468,,              1011750,,                              0,,              1206364,              1206364,,,                619482,                619482,                619482,              3747064,              3747064,              5552119,              0,              0,              0,                845052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,2014年03月31日,,,,              3632232,,                              0,,                297474,,                      6,                      6,,                  1094,                  1094,,                              0,,,                219899,                219899,,                 15746,,                  5552,              4172003,,,,,,                915940,,                  3223,                103299,,                              0,                  2267,                 52196,                 54463,              1076925,              5248928,,,,,                              0,                              0,,                204906,,                     37,,                231554,              1093580,                 13501,                 76525,,                 19108,                 19108,              1407657,,,                213921,                213921,,                  5970,                  5970,                219891,              1627548,,,,              1474757,              1474757,,                446461,,,,              1001322,              1001322,,,                698840,                698840,                698840,              3621380,              3621380,              5248928,              0,              0,              0,                862026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,2013年12月31日,,,,,,,,                352076,,                    268,                    268,,                  1222,                  1222,,                              0,,,                254072,                254072,,                 32986,,                 20480,              3778964,,,,,,                964719,,                  3303,                104312,,                              0,                  2289,                 53097,                 55386,              1127720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,              3117860,              4906684,,,,                              0,                              0,,                308672,,                    753,,                843354,                215092,              1058446,                 19840,                 90053,,                  7483,                  7483,              1485247,,,                194434,                194434,,                  6027,                  6027,                200461,              1685708,,,,              1347606,              1347606,,                265906,,,                868755,                868755,,,                738709,                738709,                738709,              3220976,              3220976,,                              0,                              0
6451,2013年09月30日,,,,,,,,                486824,,                  1272,                  1272,,                    218,                    218,,                  2140,,,                309909,                309909,,                 50792,,                  2791,              3328535,,,,,,                896253,,                  1393,                 97655,,                 31310,                  1788,                 52184,                 85282,              1080583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,              2474589,              4409118,,,,                              0,                              0,,                286095,,                              0,,              1068120,                253351,              1321471,                258283,                 91284,,                 18677,                 18677,              1975810,,,                137408,                137408,,                    648,                    648,                138056,              2113866,,,,              1045440,              1045440,,                              0,,,                616342,                616342,,,                633470,                633470,                633470,              2295252,              2295252,,                              0,                              0
6451,2012年12月31日,,,,              4251925,,,,                357906,,                 13956,                 13956,,                  3790,                  3790,,                  1570,,,                246920,                246920,,                 29123,,                    618,              4905808,,,,,,                813485,,                  1504,                 86891,,                  1627,                  1697,                 51067,                 54391,                956271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,              5862079,,,,,,,                270773,,                 26440,,                              0,                112145,                112145,                148659,                 36084,,                 22225,                 22225,                616326,,,                336453,                336453,,                    621,                    621,                337074,                953400,,,,              1131480,              1131480,,                122207,,,              3537589,              3537589,,,                117403,                117403,                117403,              4908679,              4908679,,,
