證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－員工認股權,　　　　　 資本公積－限制員工權利股票,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－員工認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付短期票券,　　　　 應付短期票券合計,　　　　 待分配股票股利,　　　　 資本公積－其他,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計
6412,2015年09月30日,,,,                813852,,                  8624,,                951477,,                 10942,,                 10563,,              8732792,,                699545,,                219513,,                    833,,              3141734,,                381216,,                  6072,             14977163,,,                 59507,,                384520,,                302631,,              2715791,,                217965,                119863,,                564750,              4365027,             19342190,,,,,              3292256,,                  3907,,                    336,,              7510389,,              2122509,                 31663,                126368,,                 94186,             13181614,,,                 62547,                 62547,             13244161,,,,              3683191,              3683191,,,              1126248,                110048,                 96191,              1332487,,                442031,                263095,,              1287197,              1992323,,,                204436,,               -805994,,               -107875,               -709433,                259846,              6038722,                 59307,              6098029,             19342190,              0,              0,      6417000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,2015年06月30日,,,,                705409,,                  8499,,                983680,,,,                 10954,,              7713004,,                463014,,                229517,,                     63,,              2888030,,                323463,,                  6075,             13331708,,,                 75080,,                374520,,                307733,,              2640022,,                208179,                118374,,                529647,              4253555,             17585263,,,,,              2840187,,                  3914,,                 10737,,              5949479,,              2658283,                 27316,                 97573,,                 79019,             11666508,,,                 59240,                 59240,             11725748,,,,              3588533,              3750086,,,              1019273,                110048,,              1129321,,                442031,                263095,,                995628,              1700754,,,                 80438,,               -684402,,,               -603964,                173115,              5803082,                 56433,              5859515,             17585263,              0,              0,      4188000,,                              0,,                              0,                161553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,2015年03月31日,,,,                880550,,                 11586,,                911092,,,,,,              6892628,,                579986,,                189935,,                     63,,              3214123,,                495444,,                  6072,             13181479,,,                107792,,                270000,,                313494,,              2702450,,                131550,                116714,,                516850,              4158850,             17340329,,,,,              1164241,,                              0,,                     56,,              6955342,,              1872201,                 13665,                 86472,,                477783,             10569793,,,                 58758,                 58758,             10628551,,,,              3588533,              3588533,,,              1019273,                110048,,              1129321,,                329173,                236024,,              1693360,              2258557,,,                131582,,               -454363,,,               -322781,,              6653630,                 58148,              6711778,             17340329,              0,              0,              0,,,,                     33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,2014年12月31日,,,,                886043,,                  8017,,                785223,,                              0,,                              0,,              7393883,,                655190,,                295934,,                  2883,,              3741861,,                456091,,                 12275,             14237400,,,                121799,,                270000,,                319845,,              2748945,,                125606,                117132,,                565940,              4269267,             18506667,,,,,                664020,,                 32920,,                    141,,              8533828,,              1956065,                 39969,                118826,,                475733,             11821502,,,                 56861,                 56861,             11878363,,,,              3588533,              3588533,,,              1129321,                              0,                              0,              1129321,,                329173,                236024,,              1546379,              2111576,,,                145661,,               -408757,,                              0,               -263096,                              0,              6566334,                 61970,              6628304,             18506667,              0,              0,              0,,,,,,                886043,             18506667,,,,                664020,,                 32920,,                    141,,              8533828,,                              0,,              1956065,                 39969,                118826,,                475733,             11821502,,,                              0,,                              0,,                 56861,                 56861,             11878363,,,,              3588533,              3588533,,,              1019273,                110048,              1129321,,                329173,                236024,,              1546379,              2111576,,,                145661,,               -408757,               -263096,              6566334,                 61970,              6628304,,,,,,
6412,2014年09月30日,,,,                894360,,                  8183,,                948640,,                              0,,                              0,,              7879656,,                465806,,                183961,,                     73,,              3285043,,                182339,,                  6073,             13854134,,,                120494,,                              0,,                322628,,              2660555,,                125865,                116556,,                647068,              3993166,             17847300,,,,,                664675,,                 24915,,                  1065,,              8392085,,              1810342,                 38226,                 67318,,                477152,             11475778,,,                 52368,                 52368,             11528146,,,,              3588533,              3588533,,,              1129321,                              0,                              0,              1129321,,                329173,                236024,,              1213890,              1779087,,,                 74331,,               -312835,,                              0,               -238504,                              0,              6258437,                 60717,              6319154,             17847300,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,2014年06月30日,,,,                653939,,                 22768,,              1059615,,,,                     73,,              6936564,,                607885,,                165414,,                     63,,              2981180,,                131612,,                              0,             12559113,,,                168256,,                              0,,                326808,,              2579331,,                 29944,                121863,,                619859,              3846061,             16405174,,,,,              1528897,,                 34207,,                    485,,              6429710,,              2146703,                 23541,                130312,,                 88154,             10392288,,,                 28243,                 28243,             10420531,,,,              3533786,              3710668,,,                897138,                110048,,              1007186,,                329173,                236024,,                850768,              1415965,,,                 16327,,               -165503,,,               -149176,                              0,              5984643,                              0,              5984643,             16405174,              0,              0,              0,,                 10000,,                    279,                176882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,2014年03月31日,,,,                610990,,                  9121,,              1122660,,,,,,              5722347,,                503842,,                160638,,                  3751,,              3337012,,                129839,,                     47,             11600247,,,                167560,,                              0,,                333428,,              2602794,,                 32857,                160955,,                666429,              3964023,             15564270,,,,,                182790,,                 34064,,                    635,,              7204224,,              1660045,                 18164,                149528,,                 62763,              9312283,,,                 33380,                 33380,              9345663,,,,              3533786,              3533786,,,                897138,                110048,,              1007186,,                248928,                605751,,                972282,              1826961,,,                 55225,,               -204551,,,               -149326,,              6218607,                              0,              6218607,             15564270,              0,              0,              0,,,,                     70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,2013年12月31日,,,,,,                  7554,,                601717,,,,                    187,,              7472437,,                557820,,                171221,,                 27812,,              3349870,,                132053,,                  5102,             12714729,,,                112838,,                              0,,                331937,,              2591144,,                 35306,                161033,,                683856,              3916114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,                388956,             16630843,,,,                143016,,                 11162,,                    191,,              7508094,,                    177,,              1404121,                  3765,                185944,,                 90331,              9346801,,,                923645,,                324176,,                 34393,              1282214,             10629015,,,,              3533786,              3533786,,,                897138,                110048,              1007186,,                248928,                605751,,                842201,              1696880,,,                 72235,,               -308259,               -236024,              6001828,                              0,              6001828,,                              0,                              0,,,
6412,2013年09月30日,,,,,,                 26704,,                411422,,,,                     85,,              7697148,,                366675,,                241371,,                  1093,,              3095610,,                144522,,                  3090,             12448883,,,                108575,,                 11611,,                284051,,              2769445,,                 18295,                107766,,                497615,              3797358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,                461163,             16246241,,,,              2248605,,                              0,,                    173,,              6188163,,                    192,,              1200180,                  5409,                 57162,,                442377,             10192261,,,              1212370,,                              0,,                 30390,              1242760,             11435021,,,,              3293786,              3293786,,,                138016,                110048,                248064,,                248928,                605751,,                719554,              1574233,,,                 36003,,               -340866,               -304863,              4811220,                              0,              4811220,,                 50000,,,,
6412,2013年06月30日,,,,,,                  7600,,                385474,,,,                    135,,              7216831,,                329962,,                180592,,                    428,,              2606361,,                322323,,                  3249,             11406259,,,                122173,,                 11611,,                282755,,              2725889,,                 20277,                 79060,,                426932,              3668697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,                353304,             15074956,,,,              1769001,,                 23797,,                  5132,,              5336458,,                    454,,              1710882,                 17272,                 61817,,                 57343,              8982156,,,              1590624,,                              0,,                 23035,              1613659,             10595815,,,,              3257969,              3335379,,,                 96423,                110048,                206471,,                248928,                605751,,                391342,              1246021,,,                 49992,,               -358722,               -308730,              4479141,,              4479141,,                              0,                 77410,,,
