證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 其他預付款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付費用,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－員工認股權,　　　　　 資本公積－限制員工權利股票,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益－其他,　　　　　　 其他權益－員工未賺得酬勞,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　　　 資本公積－普通股股票溢價,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 存出保證金
3545,2015年09月30日,,,,              3022616,,                 32952,,              1670292,,              2257297,,                 32356,                 32356,,              5170284,                143417,              5313701,             12329214,,,                 49305,,                              0,,                148202,,              3205990,,                176936,              3382926,                216448,,,                 23593,                 23593,              3820474,             16149688,,,,,                230090,,                 61964,,                875900,,              2105896,              2105896,                  5268,,                 60030,                 60030,              3339148,,,                952857,,                199693,,                 43986,                 68942,                 10400,                123328,              1275878,              4615026,,,,              2928707,              2928707,,,              6336018,                    236,                100244,                135962,                 10806,              6583266,,                141463,,              1316551,              1458014,,,                642059,,                -77384,                -77384,                564675,             11534662,             11534662,             16149688,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2015年06月30日,,,,              2488125,,,,              2083404,,              2470244,,                 28104,                 28104,,              5134641,                120110,              5254751,             12324628,,,                 46290,,                              0,,                155175,,              3205990,,                162895,              3368885,                208067,,,                 23301,                 23301,              3801718,             16126346,,,,,                 61720,,                174136,,              1373363,,                868741,                998746,                  9605,,                 45316,                 45316,              2662886,,,                948959,,                194906,,                 44094,                 66385,                 10400,                120879,              1264744,              3927630,,,,              4175831,              4175831,,,              6310872,                    236,                 99255,                157603,                 10782,              6578748,,                141463,,              1116896,              1258359,,,                277054,,                -91276,                -91276,                185778,             12198716,             12198716,             16126346,              0,              0,                130005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2015年03月31日,,,,              2502285,,,,              1797197,,              2878708,,,                  8999,,              4805020,                162534,              4967554,             12154743,,,                 46950,,                              0,,                165373,,,,,              3462814,                 75796,,,                 23445,                 23445,              3774378,             15929121,,,,,                219100,,,,              1169236,,,                709184,                 40321,,                 58869,                 58869,              2196710,,,                945076,,                146843,,                 44223,                 63379,                 10400,                118002,              1396709,              3593419,,,,              4173658,              4173658,,,              6293966,                    236,                107146,                158068,                 10782,              6570198,,                127018,,              1198320,              1325338,,,,,,                266508,                266508,             12335702,             12335702,             15929121,              0,              0,,,                186788,              6293966,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2014年12月31日,,,,              1725308,,                              0,,                 48591,,                826380,,                  8075,                  8075,,              5199327,                 72193,              5271520,              7879874,,,                 47475,,                              0,,                139390,,                              0,,                 18105,                 18105,                  9921,,,                 19644,                 19644,                234535,              8114409,,,,,                              0,,                              0,,                222902,,                649838,                649838,                 13030,,                 20132,                 20132,                905902,,,                              0,,                149243,,                              0,                              0,                              0,                              0,                149243,              1055145,,,,              2758575,              2758575,,,              2372113,                    236,                110543,                103375,                 10782,              2597049,,                127018,,              1253875,              1380893,,,                432277,,               -109530,               -109530,                322747,              7059264,              7059264,              8114409,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2014年09月30日,,,,                828141,,                              0,,                 38444,,                790257,,                  7597,                  7597,,              5919134,                 52608,              5971742,              7636181,,,                 91260,,                 39011,,                131906,,                              0,,                 21790,                 21790,                 12770,,,                 18963,                 18963,                315700,              7951881,,,,,                              0,,                              0,,                227609,,                657654,                657654,                              0,,                 66655,                 66655,                951918,,,                              0,,                145804,,                              0,                              0,                              0,                              0,                145804,              1097722,,,,              2729002,              2729002,,,              2359817,                    236,                114725,                 59296,                 10782,              2544856,,                127018,,              1353587,              1480605,,,                169466,,                -69770,                -69770,                 99696,              6854159,              6854159,              7951881,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2014年06月30日,,,,              1467758,,,,                 33139,,                646090,,                  7686,                  7686,,              5737051,                 36105,              5773156,              7927829,,,                 89595,,                 60909,,                100662,,                              0,,                 26520,                 26520,                 13707,,,                 19360,                 19360,                310753,              8238582,,,,,                              0,,                              0,,                258443,,                712914,              1270198,                              0,,                 30454,                 30454,              1559095,,,                              0,,                138142,,                              0,                              0,                              0,                              0,                138142,              1697237,,,,              2696037,              2696037,,,              2344458,                    236,                113783,                              0,                 10782,              2469259,,                127018,,              1200209,              1327227,,,                 48822,,                              0,                              0,                 48822,              6541345,              6541345,              8238582,              0,              0,                557284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2014年03月31日,,,,              1190351,,,,                 24845,,                646722,,,                  5006,,              5673643,                 30325,              5703968,              7570892,,,                 91410,,                 72440,,                 99181,,,,,                 32279,                 16092,,,                 15685,                 15685,                327087,              7897979,,,,,                              0,,,,                221625,,,                595742,                              0,,                 59429,                 59429,                876796,,,                              0,,                129428,,                              0,                              0,                              0,                              0,                129428,              1006224,,,,              2664314,              2664314,,,              2319437,                    236,                137818,                              0,                 10782,              2468273,,                    283,,              1571165,              1571448,,,,,,                187720,                187720,              6891755,              6891755,              7897979,              0,              0,,,                              0,              2319437,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,2013年12月31日,,,,,,,,              2072541,,              2772010,,,,,,,                756858,              6173851,,,,,,,                 26759,,,,,                 26597,                 44440,,,,                 42574,                140370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,              0,                383389,,                    141,,                188912,              6314221,,,,                760028,,              1262982,                 67129,,                241122,              2331261,,,                 17434,,                921799,,                 41530,                 71172,                  9000,                121702,              1060935,              3392196,,,,              1402085,              1402085,,                748425,,                180884,,                631923,                812807,,,                -41292,                -41292,                              0,              2922025,                              0,                              0,              2922025,,                              0,,                              0,                 42574
3545,2013年09月30日,,,,,,,,              2341428,,              2480222,,,,,,,              1090920,              6528901,,,,,,,                 31575,,,,,                 32523,                 24866,,,,                 33819,                122783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,              0,                289099,,                    685,,                297544,              6651684,,,,                517475,,              1876915,                 45118,,                211124,              2650632,,,                 14345,,                917800,,                 41527,                 55237,                  9000,                105764,              1037909,              3688541,,,,              1392265,              1392265,,                708953,,                180884,,                681038,                861922,,,                      3,                      3,,              2963143,,,              2963143,,                 29003,,                              0,
3545,2013年06月30日,,,,,,,,              2713309,,              1696900,,,,,,,                997609,              6649540,,,,,,,                 33885,,,,,                 38209,                 22225,,,,                 32771,                127090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,,              0,                668967,,                              0,,                350599,              6776630,,,,                690000,,              1857092,                 22709,,                334674,              2906212,,,                  8100,,                917305,,                 41709,                 43890,                  9000,                 94599,              1020004,              3926216,,,,              1391599,              1391599,,                701422,,                180884,,                576412,                757296,,,                     97,                     97,                              0,              2850414,,,              2850414,,                222156,,                  1737,                 32771
