證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　 與待出售非流動資產直接相關之負債,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額
1714,2015年09月30日,,,,              4054402,,                 93592,,                347372,,              3334509,,              1205352,,                230391,,                311639,,              4762438,,              1526341,,              2138287,             18004323,,,                 51556,,                177307,,              1154574,,              9461630,,                 12151,,                378567,                261068,,              2010113,             13506966,             31511289,,,,,              7109950,,                              0,,                  1186,,                 54547,,              1754584,,                    174,,                841870,                 27807,                 54567,,                 90903,,              2066526,             12002114,,,              3519394,,                  1288,,                492495,              4013177,             16015291,,,,              9585927,              9585927,,                 45843,,                493970,                 15657,,                621166,              1130793,,                940514,                144781,             11558296,              3937702,             15495998,             31511289,              0,              0,     17884513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,2015年06月30日,,,,              4126051,,                103461,,                256216,,              2936672,,              1696912,,                269267,,                396000,,              5425875,,              1680532,,              2140587,             19098957,,,                 58569,,                177297,,              1380484,,             13563147,,                 12210,,                491242,                226091,,              2144355,             18053395,             37152352,,,,,              8533029,,                              0,,                     34,,                  2281,,              2558059,,                186716,,              1641430,              1047260,                 59722,,                128172,,              3777081,             18195259,,,              3559906,,                  1288,,                482936,              4044130,             22239389,,,,              9585927,              9585927,,                 45843,,                493970,                 15657,,                306276,                815903,,                661866,                144781,             10964758,              3948205,             14912963,             37152352,              0,              0,     17884513,,                 67384,                261475,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,2015年03月31日,,,,              6051599,,                 30508,,                299067,,              3010988,,              1659697,,                200733,,                263461,,              5026183,,              1316385,,              1763729,             25941210,,,                 65796,,                177429,,              1381751,,             13781017,,                 12268,,                496811,                200443,,              2188606,             18304121,             44245331,,,,,              8954673,,                324234,,                    164,,                  2229,,              2524169,,                  1574,,              1406285,                903311,                 60981,,                128172,,              3993357,             24400669,,,              4219900,,                  2202,,                486985,              4709087,             29109756,,,,              9585927,              9585927,,                 45843,,                493970,                 15657,,                 97644,                607271,,                854667,                144781,             10948927,              4186648,             15135575,             44245331,              0,              0,     17884513,,              6318860,              6101520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,2014年12月31日,,,,              7347539,,                 30514,,                432196,,              3966237,,              2162349,,                221078,,                 55114,,              6154516,,              2171247,,              3742894,             26283684,,,                 59203,,                177534,,              1473690,,             16605018,,                 12327,,                501799,                176472,,              2257444,             21263487,             47547171,,,,,             14485406,,                424234,,                  2194,,                  3147,,              3633270,,                  7682,,              1649623,                876621,                 59380,,                128172,,              3930168,             25199897,,,              6567984,,                  4683,,                450751,              7023418,             32223315,,,,              9585927,              9585927,,                 45843,,                493970,                 15657,,                 96480,                606107,,                931207,                144781,             11024303,              4299553,             15323856,             47547171,              0,              0,     17884513,,                              0,                              0,                              0,              7347539,             47547171,,,,             14485406,,                424234,,                  2194,,                  3147,,              3633270,,                  7682,,              1649623,                876621,                 59380,,                128172,,              3930168,             25199897,,,              6567984,,                  4683,,                450751,              7023418,             32223315,,,,              9585927,              9585927,,                 45843,,                493970,                 15657,,                 96480,                606107,,,                904208,,                 26999,                931207,                144781,             11024303,              4299553,             15323856,,,,,,,,,
1714,2014年09月30日,,,,              5329083,,                130532,,                493026,,              3546271,,              2022027,,                222992,,                 29431,,              7566759,,              2037996,,              2467933,             23846050,,,                 65617,,                190648,,              1187734,,             16563717,,                 12387,,                342794,                112565,,              2356421,             20831883,             44677933,,,,,             11960785,,                424209,,                    845,,                  4155,,              3406906,,                  9450,,              1391999,                561684,                 44123,,                              0,,              3491931,             21296087,,,              6836901,,                  1494,,                457892,              7296287,             28592374,,,,              9585927,              9585927,,                 45843,,                493970,                 15657,,                524807,              1034434,,                707640,                 97510,             11276334,              4809225,             16085559,             44677933,              0,              0,     13116514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,2014年06月30日,,,,              5642254,,                 30778,,                496273,,              3603652,,              1028098,,                234915,,                  6327,,              7768137,,              1922041,,              2289331,             23021806,,,                 61804,,                190981,,              1196125,,             15944727,,                 12446,,                317683,                110430,,              1950854,             19785050,             42806856,,,,,             11484716,,                324244,,                              0,,                  2535,,              2161454,,                  1653,,              1500300,                634386,                 53664,,                              0,,              2935192,             19098144,,,              7400220,,                  1665,,                421945,              7823830,             26921974,,,,              9129454,              9585927,,                 42901,,                493970,                 15657,,                546126,              1055753,,                501525,                104919,             11081187,              4803695,             15884882,             42806856,              0,              0,     13341918,,                              0,                              0,                456473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,2014年03月31日,,,,              4920602,,                 30533,,                471073,,              3958063,,              1035703,,                198801,,                107516,,              7179619,,              2196256,,              2098338,             22196504,,,                 62396,,                191427,,              1178999,,             15870940,,                 12504,,                319479,                110044,,              1694549,             19440338,             41636842,,,,,              9905049,,                224244,,                    935,,                  2732,,              1939943,,                  3283,,              1434504,                548466,                124762,,                              0,,              2319333,             16503251,,,              8493860,,                  2679,,                409325,              8905864,             25409115,,,,              9129454,              9129454,,                 42901,,                446236,                 15657,,              1105124,              1567017,,                638037,                104919,             11272490,              4955237,             16227727,             41636842,              0,              0,     13341918,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,2013年12月31日,,,,,,                180521,,                368704,,              3259694,,              1872096,,                179243,,                123250,,              5996000,,              1693811,,              1384099,             21197326,,,                 61745,,                190936,,              1107867,,             15551985,,                 12563,,                320662,                111866,,              2268464,             19626088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     13341918,,,,,              6139908,             40823414,,,,              8205447,,                424135,,                  1334,,                 33355,,              2448742,,                  4979,,              1693594,                372700,                151907,,                              0,,              2262283,             15598476,,,              8531708,,                  2947,,                413293,              8947948,             24546424,,,,              9129454,              9129454,,                 77569,,                446236,                 15657,,                995525,              1457418,,,                622152,,                 27760,                649912,                104919,             11209434,              5067556,             16276990,,,,,,,,,
1714,2013年09月30日,,,,,,                101116,,                392311,,              2986258,,              1932612,,                219853,,                 28399,,              5847900,,              1856278,,                936343,             20248254,,,                 67991,,                229356,,              1040576,,             15035853,,                 12622,,                321800,                 73750,,              2144780,             18926728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     13341918,,,,,              5947184,             39174982,,,,              7013023,,                424185,,                    724,,                  3110,,              2681051,,                  5438,,              1533333,                 44685,                 87256,,,,              1820721,             13613526,,,              9086481,,                  2873,,                427931,              9517285,             23130811,,,,              9129454,              9129454,,                 84903,,                446236,                 15657,,                890229,              1352122,,,                487945,,                 30258,                518203,                104919,             10979763,              5064408,             16044171,,,,,,,,,
1714,2013年06月30日,,,,,,                100525,,                431950,,              2906154,,              2351609,,                240939,,                 30095,,              4785621,,              1754093,,              1127643,             20873548,,,                 65684,,                230521,,              1056278,,             14777263,,                 12681,,                326325,                 73824,,              1819247,             18361823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     12706589,,,,,              7144919,             39235371,,,,              7777715,,                324242,,                    996,,                160214,,              2593206,,                  2861,,              1232951,                 28761,                 55282,,,,              1433761,             13609989,,,              9171870,,                  4494,,                464746,              9641110,             23251099,,,,              8694718,              9129454,,                 72244,,                446236,                 15657,,                743242,              1205135,,,                577692,,                 27553,                605245,                104919,             10907159,              5077113,             15984272,                434736,,,,,,,,
