證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－合併溢額,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－認列對子公司所有權權益變動數,　　　　 現金及約當現金合計,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－認列對子公司所有權權益變動數,　　　　 資本公積－合併溢額,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額
2486,2015年09月30日,,,,              1540538,,                 32717,,                 89497,,              2673026,,                 61985,,                561457,,                409707,                116200,                525907,              5485127,,,                 11569,,                  2800,,              3469241,,                 37906,,                  4991,                 55236,,                170641,              3752384,              9237511,,,,,                418669,,                 40119,,                543983,,              1365855,,                362956,                     11,,                985570,              3717163,,,              1016878,,                              0,,                353261,,                 94131,              1464270,              5181433,,,,              2052546,                              0,              2052546,,,              1209447,                108753,                 11892,                  9116,                104720,                  7375,              1451303,,                357739,                 74599,,                 -4596,                427742,,,                184934,,                -52388,                132546,                 32506,              4031631,                 24447,              4056078,              9237511,              0,              0,      3144000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,2015年06月30日,,,,              1580371,,                 72135,,                100234,,              2530784,,                 39074,,                559034,,                259712,                116359,                376071,              5257703,,,                 18834,,                  2800,,              3442391,,                 37181,,                  5234,                 52578,,                183048,              3742066,              8999769,,,,,                301612,,                 37070,,                338098,,              1352225,,                540860,                 10475,,                991514,              3571854,,,              1010959,,                              0,,                332631,,                 96516,              1440106,              5011960,,,,              2052546,                              0,              2052546,,,              1209447,                108753,                 11892,                  8822,                104720,                  7375,              1451009,,                357739,                 74599,,                    225,                432563,,,                 70769,,                -45123,                 25646,,              3961764,                 26045,              3987809,              8999769,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,2015年03月31日,,,,              1586445,,                211524,,                204590,,              2500593,,                 48060,,                623766,,                307277,                126346,                433623,              5608601,,,                 23002,,                  2800,,              3483243,,                 38484,,                  5253,                 50922,,                184413,              3788117,              9396718,,,,,                376869,,                 19140,,                442303,,              1169913,,                425667,                 26422,,                508905,              2969219,,,              1005133,,                720000,,                346817,,                 95300,              2167250,              5136469,,,,              2052433,                     20,              2052453,,,              1209249,                108753,                 11892,                  8696,                104720,                  7375,              1450685,,                336835,                 80438,,                244260,                661533,,,                108834,,                -40955,                 67879,,              4232550,                 27699,              4260249,              9396718,              0,          2000,              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,2014年12月31日,,,,              1336803,,                375240,,                143034,,              2693777,,                 53692,,                587303,,                408083,                 85002,                493085,              5682934,,,                 28707,,                  4800,,              3465604,,                 39631,,                  5508,                 47242,,                185204,              3776696,              9459630,,,,,                249632,,                 16060,,                592688,,              1097058,,                505844,                 15098,,                508071,              2984451,,,                999398,,                720000,,                357710,,                 95329,              2172437,              5156888,,,,              2048823,                    140,              2048963,,,              1206027,                108753,                 11892,                 10472,                104720,                  7375,              1449239,,                336835,                 80438,,                252840,                670113,,,                138087,,                -35250,                102837,                              0,              4271152,                 31590,              4302742,              9459630,              0,         14000,              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,2014年09月30日,,,,              1168436,,                422607,,                 40248,,              3000786,,                 36956,,                667668,,                317368,                117528,                434896,              5771597,,,                 25968,,                  7800,,              3394217,,                 39157,,                  4842,                 46497,,                185646,              3704127,              9475724,,,,,                191426,,                 18413,,                367568,,              1512128,,                513838,                 27611,,                273480,              2904464,,,                993572,,                960000,,                339151,,                100381,              2393104,              5297568,,,,              2048583,                              0,              2048583,,,              1205553,                108753,                 11892,                 10230,                104720,                  7375,              1448523,,                336835,                 80438,,                219732,                637005,,,                 49069,,                -37989,                 11080,                              0,              4145191,                 32965,              4178156,              9475724,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,2014年06月30日,,,,              1309779,,                393556,,                 52003,,              2893661,,                 30388,,                602454,,                184182,                 81358,                265540,              5547381,,,                 33772,,                 10800,,              3261210,,                 38918,,                  5274,                 44782,,                174353,              3569109,              9116490,,,,,                183006,,                 14080,,                162686,,              1432198,,                591035,                 33964,,                 32176,              2449145,,,                987777,,              1200000,,                318814,,                100193,              2606784,              5055929,,,,              2047413,                     60,              2047473,,,              1204503,                108753,                 11892,                 10138,                104720,                  7375,              1447381,,                336835,                 80438,,                156113,                573386,,,                -14348,,                -30185,                -44533,,              4023707,                 36854,              4060561,              9116490,              0,          6000,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,2014年03月31日,,,,              2156299,,                578494,,                174531,,              2289619,,                 55661,,                553798,,                194838,                 86639,                281477,              6089879,,,                 33362,,                 14800,,              3301723,,                 40389,,                  4791,                 43172,,                160142,              3598379,              9688258,,,,,                556162,,                 10230,,                163023,,                985933,,                498109,                 38137,,                 34880,              2286474,,,                982070,,              1800000,,                320186,,                100454,              3202710,              5489184,,,,              2045288,                    535,              2045823,,,              1194878,                108753,                 11892,                 18248,                104720,                  7375,              1445866,,                316833,                105499,,                242058,                664390,,,                 35253,,                -30595,                  4658,,              4160737,                 38337,              4199074,              9688258,              0,         53500,              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,2013年12月31日,,,,,,                392725,,                145729,,              2561234,,                 50007,,                520298,,                218716,                 50162,                268878,              5223301,,,                 26197,,                 14800,,              3422290,,                              0,,                  5072,                 40627,,                161031,              3670606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        344500,              0,,                    589,,,              1281835,,                    293,,                  2302,              8893907,,,,                594890,,                              0,,                218984,,                963850,,                597932,                 28436,,                252637,              2656729,,,                              0,,              1800000,,                323850,,                 99663,              2223513,              4880242,,,,              2031963,                  3445,              2035408,,,              1190920,                108753,                              0,                              0,                 11892,                 17306,                              0,                  7375,              1336246,,                316833,                105499,,                200022,                622354,,,                 31922,,                -37760,                 -5838,                              0,              3988170,                 25495,              4013665,
2486,2013年09月30日,,,,,,                376867,,                172098,,              2699256,,                 66039,,                566104,,                              0,                 55583,                 55583,              5305089,,,                 25557,,                 16500,,              3333393,,                              0,,                  4411,                 38669,,                199999,              3635704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2500000,,                 17175,,,              1364690,,                    439,,                  4013,              8940793,,,,                754227,,                              0,,                136102,,                995875,,                656642,                 23756,,                240799,              2807401,,,                              0,,              1800000,,                319549,,                111853,              2231402,              5038803,,,,              2056963,                              0,              2056963,,,              1204248,                130257,                    677,                              0,                 11892,                 16556,                              0,                  7375,              1371005,,                316833,                105499,,                158672,                581004,,,                 -4264,,                -38400,                -42664,                 96792,              3869516,                 32474,              3901990,
2486,2013年06月30日,,,,,,                409817,,                216189,,              2647584,,                 51867,,                733555,,                              0,                 69446,                 69446,              5558553,,,                 24097,,                 19000,,              3379364,,                              0,,                  4730,                 33497,,                166560,              3652075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2500000,,                 24827,,,              1427380,,                              0,,                  2715,              9210628,,,,                739860,,                 23073,,                  6178,,              1320349,,                663962,                 23101,,                334175,              3110698,,,                              0,,              1800000,,                322495,,                111953,              2234448,              5345146,,,,              2056963,                              0,              2056963,,,              1193967,                130044,,                    677,                 11892,                 14375,                 10565,                  7375,              1368895,,                316833,                105499,,                 92034,                514366,,,                 22410,,                -39860,                -17450,                 96792,              3825982,                 39500,              3865482,
