證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 庫藏股票,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 預收股本
3406,2015年09月30日,,,,                745449,,                 16535,,              2289500,,                 84519,,,              1203252,              1203252,,                219619,,                 21022,              4579896,,,                 34920,,              8621140,,                 73880,                331748,,                  8708,,                951755,                960463,             10022151,             14602047,,,,,              4666262,,                168838,,              1114557,,                744927,                  1165,                    549,,,                168749,                168749,                148475,                317224,              7013522,,,                383260,,                121365,,                  5803,                510428,              7523950,,,,                997711,                997711,,              5783133,,                220806,                259122,,               -607260,               -127332,,,                325210,                325210,                              0,              6978722,                 99375,              7078097,             14602047,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,2015年06月30日,,,,                779384,,                 19727,,              1880262,,                 20125,,,              1088096,              1088096,,                216107,,                 34381,              4038082,,,                 34920,,              8260024,,                 75261,                226104,,,,,              1024556,              9620865,             13658947,,,,,              4437119,,                160450,,                862053,,                536605,                 25043,                  1025,,,                101100,                101100,                133666,                234766,              6257061,,,                404125,,                    569,,                  5595,                410289,              6667350,,,,                997711,                997711,,              5783133,,                220806,                259122,,               -554342,                -74414,,,                183982,                183982,,              6890412,                101185,              6991597,             13658947,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,2015年03月31日,,,,              1133424,,                 15789,,              1432467,,                 46099,,,              1468733,              1468733,,                256772,,                 20806,              4374090,,,                 34920,,              8558621,,                 81569,                180172,,,,,                927853,              9783135,             14157225,,,,,              4375264,,                 88767,,                995233,,                579726,                    941,                  7772,,,                 41253,                 41253,                144858,                186111,              6233814,,,                364424,,                 54759,,                  5668,                424851,              6658665,,,,                997711,                997711,,              5783133,,                220806,                259122,,                -96687,                383241,,,                227347,                227347,,              7391432,                107128,              7498560,             14157225,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,2014年12月31日,,,,              1153555,,                  1296,,              2966807,,                 32867,,,              1207611,              1207611,,                217942,,                 11802,              5591880,,,                 34920,,              8725409,,                 81728,                149964,,                 12988,,                906812,                919800,              9911821,             15503701,,,,,              4309342,,                152764,,              1598733,,                721587,                  1741,                  7561,,,                  1429,                  1429,                164528,                165957,              6957685,,,                404699,,                126748,,                    605,                532052,              7489737,,,,                997711,                997711,,              5783133,,                220806,                259122,,                374349,                854277,,,                266282,                266282,                              0,              7901403,                112561,              8013964,             15503701,              0,              0,              0,,                              0,              1153555,             15503701,,,,              4309342,,                152764,,              1598733,,                721587,                  1741,                  7561,,,                  1429,                  1429,                164528,                165957,              6957685,,,                404699,,                126748,,                    605,                532052,              7489737,,,,                997711,                997711,,              5783133,,                220806,                259122,,                374349,                854277,,,                266282,                266282,              7901403,                112561,              8013964,,,,
3406,2014年09月30日,,,,                727376,,                  1135,,              2996212,,                 52984,,,              1461638,              1461638,,                285766,,                 12261,              5537372,,,                 34920,,              8459109,,                 85287,                132082,,                  8083,,                933966,                942049,              9653447,             15190819,,,,,              4259950,,                199784,,              1774110,,                794331,                    748,                    638,,,                  1605,                  1605,                144837,                146442,              7176003,,,                  4974,,                 90908,,                    600,                 96482,              7272485,,,,                997711,                997711,,              5783133,,                220806,                259122,,                403743,                883671,,,                137238,                137238,                              0,              7801753,                116581,              7918334,             15190819,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,2014年06月30日,,,,                859628,,                  1318,,              2036587,,                 44686,,,              1240009,              1240009,,                215419,,                 16691,              4414338,,,                 34920,,              7726750,,                 81426,                119936,,,,,                796097,              9162609,             13576947,,,,,              3841091,,                101234,,              1054129,,                663063,                  1662,                  2191,,,                  1949,                  1949,                127383,                129332,              5792702,,,                  5249,,                 58845,,                    241,                 64335,              5857037,,,,                997711,                997711,,              5781683,,                220806,                259122,,                415595,                895523,,,                 27401,                 27401,,              7702318,                 17592,              7719910,             13576947,              0,              0,              0,,                403480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,2014年03月31日,,,,                781844,,                  1340,,              1750177,,                 80665,,,              1227077,              1227077,,                184796,,                 25771,              4051670,,,                 34920,,              7928773,,                 84521,                 22914,,,,,                714998,              9192951,             13244621,,,,,              3338844,,                 69446,,              1000033,,                556603,                    638,                  2674,,,                  2141,                  2141,                138063,                140204,              5108442,,,                  5676,,                 33743,,                    210,                 39629,              5148071,,,,                997711,                997711,,              5781683,,                220806,                259122,,                716984,              1196912,,,                101139,                101139,,              8077445,                 19105,              8096550,             13244621,              0,              0,              0,,                406825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,2013年12月31日,,,,,,                  2910,,              1614198,,                 41262,,,              1383385,              1383385,,                185579,,                 19968,              4745793,,,                 34920,,              8004476,,                 90025,                 21437,,,,,                766587,              9327611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                410166,              1498491,             14073404,,,,              3400108,,                 82936,,              1239048,,                623769,                  2407,                 18420,,,                  2309,                  2309,                103572,                105881,              5472569,,,                  6128,,                111502,,                  2899,                120529,              5593098,,,,                997711,                997711,,              5781683,,                220806,                259122,,              1066359,              1546287,,,                134168,                134168,              8459849,                 20457,              8480306,                              0,,,
3406,2013年09月30日,,,,,,                  1428,,              2638782,,                 81365,,,              1583036,              1583036,,                252915,,                 17268,              5457589,,,                 34920,,              7945085,,                 89987,                 25959,,,,,                742422,              9206394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                368021,                882795,             14663983,,,,              3144650,,                 81163,,              1839710,,                675531,                 10331,                 97196,,,                  2477,                  2477,                322189,                324666,              6173247,,,                  6579,,                 69216,,                  2824,                 78619,              6251866,,,,                997041,                997041,,              5779157,,                220806,                259122,,              1098094,              1578022,,,                 38211,                 38211,              8392431,                 19686,              8412117,                              0,,,
3406,2013年06月30日,,,,,,                    236,,              1615505,,                160493,,,              1594528,              1594528,,                242154,,                 10391,              5226597,,,                 34920,,              8276894,,                 89341,                 25099,,,,,                838952,              9265206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,              1603290,             14491803,,,,              3036694,,                 79503,,              1359109,,                897224,                 76169,                109873,,,                  2477,                  2477,                285352,                287829,              5846401,,,                  7198,,                105789,,                  2859,                115846,              5962247,,,,                996711,                996711,,              5777913,,                220806,                259122,,              1170130,              1650058,,,                 83494,                 83494,              8508176,                 21380,              8529556,,,,
