證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付設備款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　　 預收股本,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　 採用權益法之投資貸餘,　　　　 存出保證金,　　　　 長期預付租金,　　　　　 其他非流動資產－其他
2449,2015年09月30日,,,,              6558160,,                 64154,,                 15295,,              3178829,,                814039,,                157097,,                109585,,                462010,,                333574,,                  4755,                273015,                277770,             11970513,,,                  4916,,                621461,,              1221585,,             25442399,,                120656,                506434,,,                 94870,,                150285,                245155,             28162606,             40133119,,,,,                  7195,,                648122,,                              0,                              0,,                363975,              1848426,              2212401,                 40863,                271096,,,              2450715,              2450715,                202505,              2653220,              5832897,,,             11992437,,                262216,                    759,                262975,             12255412,             18088309,,,,             11922944,             11922944,,              6313848,,              1430126,                201416,,              2514143,              4145685,,                283329,                625814,             22039992,                  4818,             22044810,             40133119,              0,              0,     30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,2015年06月30日,,,,              6589769,,                118992,,                 10174,,              3245549,,                734067,,                112393,,                108974,,                354441,,                304498,,                  6920,                239275,                246195,             11825052,,,                  5594,,                632579,,              1170254,,             25507670,,                114441,                552330,,,                 94476,,                147176,                241652,             28224520,             40049572,,,,,                  2444,,                682217,,                              0,                              0,,                561990,              3904867,              4466857,                 53035,                175452,,,              2289777,              2289777,                128108,              2417885,              7797890,,,             10012565,,                262216,                    631,                262847,             10275412,             18073302,,,,             11922944,             11922944,,              6268513,,              1430126,                201416,,              1974261,              3605803,,                174940,                              0,             21972200,                  4070,             21976270,             40049572,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,2015年03月31日,,,,              6550485,,                 73865,,                 10156,,              3115621,,                564756,,                178526,,                117938,,                312458,,                488957,,                  5545,                235490,                241035,             11653797,,,                 14777,,                632579,,              1162962,,             24953081,,                107790,                618964,,,                 94476,,                149465,                243941,             27734094,             39387891,,,,,                 16910,,                581288,,                              0,                              0,,              1294700,              1613235,              2907935,                 31040,                452652,,,              2162826,              2162826,                215879,              2378705,              6368530,,,              9266030,,                262216,                    631,                262847,              9528877,             15897407,,,,             11923034,             11923034,,              6626297,,              1174220,                201416,,              3338802,              4714438,,                222734,                              0,             23486503,                  3981,             23490484,             39387891,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,2014年12月31日,,,,              7418163,,                 67460,,                 11402,,              3494939,,                716931,,                173093,,                157741,,                286284,,                412533,,                 17781,                167031,                184812,             12923358,,,                 16544,,                632579,,              1137346,,             24009814,,                108107,                650090,,,                 94476,,                150044,                244520,             26799000,             39722358,,,,,                  4225,,                496870,,                              0,                              0,,                825010,              1750275,              2575285,                 33530,                371999,,,              1895299,              1895299,                234434,              2129733,              5611642,,,             10889013,,                262216,                    631,                262847,             11151860,             16763502,,,,             11923184,             11923184,,              6623735,,              1174220,                201416,,              2739431,              4115067,,                292876,                              0,             22954862,                  3994,             22958856,             39722358,              0,              0,              0,              7418163,             39722358,,,,                  4225,,                496870,,                825010,              1750275,              2575285,                 33530,                371999,,,              1895299,              1895299,                234434,              2129733,              5611642,,,             10889013,,                262216,                    631,                262847,             11151860,             16763502,,,,             11923184,             11923184,,              6623735,,              1174220,                201416,,              2739431,              4115067,,                292876,                              0,             22954862,                  3994,             22958856,,,,,,,,,,,,
2449,2014年09月30日,,,,              6667637,,                 91185,,                 14499,,              3559348,,                742474,,                187957,,                184920,,                284617,,                416972,,                 49413,                186098,                235511,             12385120,,,                              0,,                680068,,              1120278,,             23429906,,                105640,                736261,,,                 88281,,                160935,                249216,             26321369,             38706489,,,,,                 10922,,                550035,,                    154,                    154,,                741307,              1763758,              2505065,                 25572,                278562,,,              2443731,              2443731,                137317,              2581048,              5951358,,,             10259249,,                263013,                    541,                263554,             10522803,             16474161,,,,             11923184,             11923184,,              6623735,,              1174220,                201416,,              2220303,              3595939,,                 85225,                              0,             22228083,                  4245,             22232328,             38706489,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,2014年06月30日,,,,              6941865,,                104985,,                 12555,,              3261878,,                726766,,                116429,,              1218936,,                278632,,                443826,,                 29634,                138407,                168041,             13273913,,,                              0,,                649768,,              1095182,,             22760412,,                100685,                767695,,,                 76544,,                159092,                235636,             25609378,             38883291,,,,,                  4878,,                620885,,                     95,                     95,,              1188385,              4328951,              5517336,                 55168,                167607,,,                799298,                799298,                141199,                940497,              7306466,,,              9978818,,                263013,                    541,                263554,             10242372,             17548838,,,,             11923184,             11923184,,              6621829,,              1174220,                201416,,              1401902,              2777538,,                  7755,                              0,             21330306,                  4147,             21334453,             38883291,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,2014年03月31日,,,,              8630454,,                107792,,                 11459,,              2736033,,                659758,,                214688,,              1372024,,                240115,,                208882,,                  3813,                 80393,                 84206,             14265411,,,                              0,,                698368,,              1058846,,             20741968,,                 98276,                788078,,,                 69065,,                163714,                232779,             23618315,             37883726,,,,,                 17429,,                381000,,                    108,                    108,,                785020,              2587698,              3372718,                 34124,                355017,,,                940481,                940481,                198495,              1138976,              5299372,,,             10137019,,                263013,                    541,                263554,             10400573,             15699945,,,,             11924424,             11924424,,              6620629,,                992583,                201416,,              2352236,              3546235,,                 88635,                              0,             22179923,                  3858,             22183781,             37883726,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,2013年12月31日,,,,,,                 81935,,                 14342,,              2840379,,                658325,,                154154,,              1610937,,                249486,,                191794,,                 11398,                101237,                112635,             14622419,,,                              0,,                698368,,              1042792,,             19834679,,                 95718,                818219,,,                 69065,,                157034,                226099,             22715875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,         82500,              8708432,             37338294,,,,                  6819,,                406964,,                527629,              2933878,              3461507,                 27385,                289663,,,                320369,                320369,                202289,                522658,              4714996,,,             10666135,,                263013,                    541,                263554,             10929689,             15644685,,,,             11925369,             11925369,,              6620582,,                992583,                201416,,              1925430,              3119429,,                 25413,                    825,             21689968,                  3641,             21693609,,,,,,,,,,,,
2449,2013年09月30日,,,,,,                134707,,                 13233,,              2900819,,                495056,,                200137,,              1660521,,                278057,,                118313,,                 11218,                 76144,                 87362,             14066961,,,,,                720369,,                792191,,             19822629,,                 96688,                898931,,,                 68604,,                155693,                224297,             22555105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              8178756,             36622066,,,,                  3270,,                398606,,                399437,              2991923,              3391360,                 21862,                215721,,,                502831,                502831,                174549,                677380,              4708199,,,             10379565,,                269063,                    321,                269384,             10648949,             15357148,,,,             11925369,             11925369,,              6618658,,                992583,                201416,,              1563715,              2757714,,                -40464,                              0,             21261277,                  3641,             21264918,,                              0,,,,,,,,,,
2449,2013年06月30日,,,,,,                779473,,                 99346,,              3015544,,                345700,,                234628,,              1326179,,                287921,,                158965,,                 47164,                 74068,                121232,             14597150,,,                 31274,,                720369,,                816792,,             19875126,,                 97481,                953487,,,                 68240,,                158843,                227083,             22721612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,         95000,              0,         95000,              8228162,             37318762,,,,                  4084,,                358389,,                603881,              3953465,              4557346,                 17269,                140010,,,                569160,                569160,                215478,                784638,              5861736,,,             10394176,,                267809,                    321,                268130,             10662306,             16524042,,,,             11926319,             11926319,,              6617915,,                992583,                201416,,              1057341,              2251340,,                 -3129,                    950,             20791495,                  3225,             20794720,,                              0,,,,,,,,,,
