證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 應收退稅款,　　　　 應收收益,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人－其他,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付貨款,　　　　 預付投資款,　　　　 其他預付款,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良成本,　　　　　 累計折舊－租賃改良,　　　　　 租賃改良淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體,　　　　　 累計減損－電腦軟體,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 專門技術淨額,　　　　　 專門技術,　　　　　 累計減損－專門技術,　　　　　 專門技術淨額,　　　　 其他無形資產,　　　　　 其他無形資產,　　　　　 累計減損－其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 應付薪資,　　　　　 應付董監事酬勞,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收貨款,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－員工認股權,　　　　　 資本公積－限制員工權利股票,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益－其他,　　　　　　 其他權益－員工未賺得酬勞,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 工程存出保證金,　　　　　 待分配股票股利,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付薪資,　　　　 應付董監事酬勞,　　　　 應付股利,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收貨款,　　　　　 預收款項合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－認股權,　　　　 資本公積－限制員工權利股票,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 本期損益,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額 －母公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益－其他,　　　　　 其他權益－員工未賺得酬勞,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　　 資本公積－員工認股權,　　　　 待分配股票股利,　　　　　 在途原物料,　　　　 其他流動資產－其他,　　 非流動負債,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付款,　　　　　 長期應付票據及款項合計,　　　　 特別股負債－非流動,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　　　 資本公積－其他
6415,2015年09月30日,,,,                    512,              1190951,                 15674,              1207137,,                939229,                939229,,                358657,                  4675,                353982,,                  3180,                  6577,                  7805,                 17562,,                              0,                              0,,,                372111,                291609,                197449,                861169,                861169,,                 32863,                 20669,                  9997,                 63529,,                328700,                328700,              3771308,,,                143247,                143247,,                              0,                              0,,,                 62763,                  2577,                 60186,,                 53899,                 37564,                 16335,,                 31147,                 21818,                  9329,,                 19047,                  8648,                 10399,                  1179,                 97428,,,                 15896,                  6794,                  9102,                356529,,                112354,                 17849,                 94505,,                 16522,                  3789,                 12733,                472869,                 14529,,                 25482,                    139,                 52133,,                 61229,                 61229,                138983,                867056,              4638364,,,,,                      2,                      2,,                291308,                291308,,                132035,                              0,                  8432,                 21807,                162274,,,                 11815,                 11815,                  1237,                 13052,                466636,                466636,,,,                781302,                781302,,,              1141235,              1141235,                 16418,                162197,              1319850,,                133103,,                937629,                793207,              1730836,              1863939,,,                318999,                318999,,               -112362,               -112362,                206637,              4171728,                              0,              4171728,              4638364,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,2015年06月30日,,,,                    573,              1227327,                200537,              1428437,,                690050,                690050,,                385152,                  2982,                382170,,                 18099,                  6295,                  8489,                 32883,,,                              0,,,                286323,                208129,                122636,                617088,                617088,,                 23719,,                 13827,                 37546,,                462900,                467948,              3656122,,,                137437,                137437,,                              0,                              0,,,                 61834,                  2197,                 59637,,                 56950,                 40962,                 15988,,                 29299,                 20795,                  8504,,                 17890,                  7544,                 10346,                              0,                 94475,,,                 15030,                  5540,                  9490,                343258,,                106449,                 13689,                 92760,,                 15889,                  2856,                 13033,                458541,                 16731,,                 22493,                     91,                 51184,,,,                 73768,                780952,              4437074,,,,,,,,                325481,                325481,,                 90874,                  3000,                305479,                 45215,                444568,,,                  2555,                  2555,                  1336,                  3891,                773940,                773940,,,,                778285,                778285,,,              1139081,              1139081,                  7525,                126124,              1272730,,                133103,,                937629,                510632,              1448261,              1581364,,,                129630,                129630,,                -98875,                -98875,                 30755,              3663134,                              0,              3663134,              4437074,              0,              0,                  5048,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,2015年03月31日,,,,                    685,              1061526,                203087,              1265298,,                698815,                698815,,                288519,                  1764,                286755,,                 27705,                  3191,                  7851,                 38747,,,                              0,,,                226138,                175214,                132745,                534097,                534097,,                 28126,                 35671,                  9876,                 73673,,                469500,                469500,              3366885,,,                103367,                103367,,                              0,                              0,,,                 62209,                  1879,                 60330,,                 56630,                 38751,                 17879,,                 28923,                 19792,                  9131,,                 18006,                  6666,                 11340,                              0,                 98680,,,                 15198,                  4726,                 10472,                346163,,                107742,                 10656,                 97086,,                 16028,                  2141,                 13887,                467608,                 13181,,                 21233,                     34,,,,,                 21267,                704103,              4070988,,,,,,,,                193676,                193676,,                115869,                  3000,                  3246,                 43647,                165762,,,                 15390,                 15390,                  3950,                 19340,                378778,                378778,,,,                776218,                776218,,,              1136568,              1136568,                  7038,                126124,              1269730,,                 53030,,              1322882,                203305,              1526187,              1579217,,,                182542,                182542,,               -115498,               -115498,                 67044,              3692209,                      1,              3692210,              4070988,              0,              0,,,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,2014年12月31日,,,,                    450,              1224879,                396426,              1621755,,                836982,                836982,,                247169,                  2208,                244961,,                 10912,                  3615,                  6565,                 21092,,                 20000,                 20000,,,                277749,                115972,                119407,                513128,                513128,,                 27412,                              0,                 12863,                 40275,,                              0,                              0,              3298193,,,                104679,                104679,,                 64082,                 64082,,,                 62804,                  1565,                 61239,,                 37164,                 20129,                 17035,,                 19862,                 10565,                  9297,,                 15440,                  5388,                 10052,                     21,                 97644,,,                 15293,                  3883,                 11410,                208968,,                 92987,                  7749,                 85238,,                  9958,                  1494,                  8464,                314080,                 14037,,                 20723,                              0,                              0,,                              0,                              0,                 20723,                615245,              3913438,,,,,                              0,                              0,,                223385,                223385,,                121499,                  3000,                 24879,                 25677,                175055,,,                  2420,                  2420,                  1062,                  3482,                401922,                401922,,,,                773950,                773950,,,              1134840,              1134840,                  7908,                126124,              1268872,,                 53030,,                522153,                800729,              1322882,              1375912,,,                223707,                223707,,               -130925,               -130925,                 92782,              3511516,                              0,              3511516,              3913438,              0,              0,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,2014年09月30日,,,,                    571,              1036449,                 98887,              1135907,,                946424,                946424,,                295599,                  2358,                293241,,                 36953,                  2721,                  6966,                 46640,,                              0,                              0,,,                186225,                153039,                 92884,                432148,                432148,,                 23479,                              0,                  9227,                 32706,,                              0,                              0,              2887066,,,                100395,                100395,,                 71878,                 71878,,,                 61028,                  1175,                 59853,,                 33561,                 17644,                 15917,,                 18763,                  9378,                  9385,,                 14893,                  4412,                 10481,                     20,                 95656,,,                  5255,                  3382,                  1873,                200847,,                 89373,                  4965,                 84408,,                  9571,                    957,                  8614,                295742,                 10227,,                 19931,                              0,                              0,,                              0,                              0,                 19931,                593829,              3480895,,,,,                              0,                              0,,                205098,                205098,,                 92094,                              0,                 30176,                 15227,                137497,,,                  2474,                  2474,                    870,                  3344,                345939,                345939,,,,                761715,                761715,,,              1134043,              1134043,                  8704,                              0,              1142747,,                 53030,,                522153,                567560,              1089713,              1142743,,,                 87751,                 87751,,                              0,                              0,                 87751,              3134956,                              0,              3134956,              3480895,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,2014年06月30日,,,,                    552,              1220534,                              0,              1221086,,                927519,                927519,,                240851,                  1188,                239663,,                 38400,                  3485,                  3703,                 45588,,,                              0,,,                148298,                145612,                 93981,                387891,                387891,,                 14505,,                 10084,                 24589,,                              0,                              0,              2846336,,,                 98561,                 98561,,                              0,                              0,,,                 37796,                    867,                 36929,,                 28727,                 15539,                 13188,,                 16843,                  8324,                  8519,,                 10241,                  3650,                  6591,                  7249,                 72476,,,                  5098,                  3214,                  1884,                197183,,                 87743,                  2437,                 85306,,                  9396,                    470,                  8926,                293299,                  6738,,                 19042,                              0,                              0,,,,                 19042,                490116,              3336452,,,,,,,,                184720,                184720,,                 62831,                              0,                188427,                 34254,                285512,,,                  1159,                  1159,                    896,                  2055,                472287,                472287,,,,                635634,                761715,,,              1134043,              1134043,                  8017,                              0,              1142060,,                 53030,,                522153,                350825,                872978,                926008,,,                 34382,                 34382,,                              0,                              0,                 34382,              2864165,                              0,              2864165,              3336452,              0,              0,                              0,                126081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,2014年03月31日,,,,                    445,              1710910,                 61406,              1772761,,                580026,                580026,,                170395,                    276,                170119,,                 28873,                  1233,                  2490,                 32596,,,                              0,,,                164588,                 88411,                 83475,                336474,                336474,,                  9451,                              0,                 12892,                 22343,,                 99056,                 99056,              3013375,,,                              0,                              0,,                              0,                              0,,,                 38566,                    664,                 37902,,                 28064,                 14145,                 13919,,                 14972,                  7581,                  7391,,                 10139,                  3229,                  6910,                  1623,                 67745,,,                  5202,                  3212,                  1990,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                  1990,                              0,,                 33198,                              0,,,,,                 33198,                102933,              3116308,,,,,,,,                127556,                127556,,                 78384,                    900,                              0,                 42571,                121855,,,                  3219,                  3219,                     81,                  3300,                252711,                252711,,,,                630403,                630403,,,              1126240,              1126240,                  8902,                              0,              1135142,,                              0,,                890385,                114667,              1005052,              1005052,,,                 93000,                 93000,,                              0,                              0,                 93000,              2863597,                              0,              2863597,              3116308,              0,              0,,,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,2013年12月31日,,,,                    672,              2004936,                              0,,,,,,                163311,                     21,                163290,,                 10534,                    202,                    401,                 11137,,                              0,                              0,,,                154875,                 53751,                 95134,                303760,                303760,,,,,                 17072,,,,              2829734,,,                              0,                              0,,                              0,                              0,,,                 38066,                    437,                 37629,,                 27136,                 12305,                 14831,,                 13883,                  6757,                  7126,,                  9691,                  2833,                  6858,                  1602,                 68046,,,                  5111,                  3059,                  2052,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                  2052,                              0,,                 30538,,,,,,                 30538,                100636,,,,,,,,                 99243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,              0,              2005608,                328867,                328867,              2930370,,,,                 99243,,                 70942,                    900,                              0,                 60042,                131884,,,                  6827,                  6827,                     70,                  6897,                238024,                238024,,,,                630403,                630403,,,              1126240,              1126240,                  8014,                              0,              1134254,,                              0,,                360084,                530301,                890385,                890385,,,                 37304,                 37304,,                              0,                              0,                 37304,              2692346,              2692346,,,,,,,,,,,,,
6415,2013年09月30日,,,,                    359,                603600,                              0,,,,,,                147505,                  1626,                145879,,                 54409,                    752,                    992,                 56153,,,,,,                182733,                 97942,                110921,                391596,                391596,,,,,                 21480,,,                    641,              1544978,,,                              0,                              0,,                              0,                              0,,,                 37452,                    215,                 37237,,                 18881,                 10092,                  8789,,                 13122,                  5875,                  7247,,                  8270,                  2355,                  5915,                    875,                 60063,,,                  5012,                  2296,                  2716,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                  2716,                              0,,                 19680,,,,,,                 19680,                 82459,,,,,,,,                 93082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,              0,                603959,                325270,                325270,              1627437,,,,                 93082,,                 55986,,                              0,                 19227,                 75213,,,                  7313,                  7313,                     61,                  7374,                175669,                175669,,,,                550597,                550597,,,                173472,                173472,,,                182015,,                              0,,                360084,                347862,                707946,                707946,,,                 11210,                 11210,,,,                 11210,              1451768,              1451768,                  8543,,,,,,,,,,,,
6415,2013年06月30日,,,,                    523,                552772,,,,,,,                137177,                  2602,                134575,,                 14814,                    350,                  2088,                 17252,,,,,,                198505,                105742,                129508,                433755,                433755,,,,,                 36058,,,,              1504935,,,,                              0,,,,,,                 37808,                              0,                 37808,,                 18386,                  9335,                  9051,,                 12330,                  5304,                  7026,,                  8348,                  1961,                  6387,                              0,                 60272,,,                  5072,                  1363,                  3709,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                  3709,                              0,,                 19684,,,,,,                 19684,                 83665,,,,,,,,                185108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,              0,                553295,,                330000,              1588600,,,,                185108,,                 40221,,                              0,                 18097,                 58318,,,                  8366,                  8366,                     35,                  8401,                251827,                251827,,,,                550597,                550597,,,                173472,                173472,,,                180955,,                              0,,                360084,                215696,                575780,                575780,,,                 29441,                 29441,,,,                 29441,              1336773,              1336773,                  7483,                              0,,,,,,,,,,,
