證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 待分配股票股利,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數
2613,2015年09月30日,,,,                269041,,                 20166,,                 11255,,                405179,,                  8278,,                  8382,,                 81552,,                 29911,                833764,,,              4001764,,                 52226,                133613,,                892394,              5079997,              5913761,,,,,                628818,,                 86981,,                130051,                  1175,,                 88416,                935441,,,                500000,,                921444,,                916090,              2337534,              3272975,,,,                998058,                998058,,                              0,                  2644,                  2644,,                 19276,              1730467,,                573489,              2323232,,,                  3906,,                              0,,                              0,                  3906,                686429,              2641411,                   -625,              2640786,              5913761,              0,              0,     15538000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,2015年06月30日,,,,                296615,,                 21111,,                 11655,,                394215,,                 10738,,                    686,,                 78990,,                 13565,                827575,,,              3973157,,                 52226,                130403,,                769174,              4924960,              5752535,,,,,                405000,,                 83981,,                154011,                  5499,,                 88296,                736787,,,                500000,,                921444,,                945507,              2366951,              3103738,,,,                934511,                998058,,,                     25,                     25,,                 19276,              1730467,,                583175,              2332918,,,                  4851,,                              0,,                              0,                  4851,                686429,              2649423,                   -626,              2648797,              5752535,              0,              0,     14549000,                 63547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,2015年03月31日,,,,                273509,,                 21038,,                 10854,,                348621,,                  9227,,                    500,,                 82138,,                 23835,                769722,,,              3906799,,                 52226,                131729,,                772344,              4863098,              5632820,,,,,                290000,,                 64335,,                109260,                 16009,,                 88902,                568506,,,                500000,,                921444,,                996988,              2418432,              2986938,,,,                934511,                934511,,,                     25,                     25,,                  8045,              1730467,,                658463,              2396975,,,                  4778,,                              0,,                              0,                  4778,                690338,              2645951,                    -69,              2645882,              5632820,              0,              0,     14632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,2014年12月31日,,,,                378887,,                 20332,,                 14169,,                387266,,                 12034,,                  1193,,                 79375,,                  2132,                895388,,,              3915663,,                 52226,                130885,,                685200,              4783974,              5679362,,,,,                260000,,                 70936,,                152773,                 15466,,                 85953,                585128,,,                500000,,                921444,,              1022054,              2443498,              3028626,,,,                934511,                934511,,                              0,                     25,                     25,,                  8045,              1730467,,                666379,              2404891,,,                  4072,,                              0,,                              0,                  4072,                692693,              2650806,                    -70,              2650736,              5679362,              0,              0,     14682000,                              0,                378887,              5679362,,,,                260000,,                 70632,,                    303,,                152773,                 15467,,                 85953,                585128,,,                500000,,                921444,,              1022054,              2443498,              3028626,,,,                934511,                934511,,                     25,                     25,,                  8045,              1730467,,                666379,              2404891,,,                  4072,,                              0,,                              0,                  4072,                692693,              2650806,                    -70,              2650736,,,,
2613,2014年09月30日,,,,                344233,,                 20916,,                 13706,,                427430,,                 11893,,                  1281,,                 68400,,                  9312,                897171,,,              3894770,,                 52226,                130326,,                696720,              4774042,              5671213,,,,,                280000,,                 85569,,                128058,                 11245,,                 86881,                591753,,,                500000,,                921444,,              1035778,              2457222,              3048975,,,,                934511,                934511,,                              0,                     25,                     25,,                  8045,              1730467,,                662834,              2401346,,,                  4656,,                              0,,                              0,                  4656,                718223,              2622315,                    -77,              2622238,              5671213,              0,              0,     15329000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,2014年06月30日,,,,                399250,,                 22538,,                 15295,,                407339,,                 12364,,                  4553,,                 63903,,                 12953,                938195,,,              3904585,,                 52226,                130804,,                692946,              4780561,              5718756,,,,,                340000,,                 73730,,                142725,                 11459,,                 87020,                654934,,,                500000,,                921444,,              1060181,              2481625,              3136559,,,,                890010,                934511,,,                     25,                     25,,                  8045,              1730467,,                626118,              2364630,,,                  6278,,                              0,,                              0,                  6278,                723169,              2582275,                    -78,              2582197,              5718756,              0,              0,     14599000,                 44501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,2014年03月31日,,,,                343211,,                 22372,,                 13223,,                356378,,                 11338,,                    460,,                 61157,,                 14941,                823080,,,              3906816,,                 52226,                131287,,                672723,              4763052,              5586132,,,,,                270000,,                 64109,,                 99038,                  5697,,                 86987,                525831,,,                500000,,                921444,,              1084471,              2505915,              3031746,,,,                890010,                890010,,,                     25,                     25,,                              0,              1730467,,                651020,              2381487,,,                  6112,,                              0,,                              0,                  6112,                723169,              2554465,                    -79,              2554386,              5586132,              0,              0,     14599000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,2013年12月31日,,,,,,                 23751,,                 16262,,                384216,,                 15354,,                  5744,,                 58775,,                  3259,                838226,,,              3931908,,                 52226,                131672,,                674436,              4790242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     15401000,,                330865,              5628468,,,,                240000,,                 86534,,                    695,,                147593,                  4445,,                 83638,                562905,,,                500000,,                921444,,              1111703,              2533147,              3096052,,,,                890010,                890010,,                     25,                     25,,                              0,              1730467,,                667337,              2397804,,,                  7491,,                              0,,                              0,                  7491,                762834,              2532496,                    -80,              2532416,                              0,,,
2613,2013年09月30日,,,,,,                 24012,,                 14210,,                366679,,                 11811,,                  1208,,                 59049,,                 14098,                742540,,,              3951725,,                 52226,                133291,,                679019,              4816261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     17829000,,                251473,              5558801,,,,                280000,,                 65554,,                    629,,                122965,                  1507,,                 84636,                555291,,,                500000,,                955522,,              1136399,              2591921,              3147212,,,,                890010,                890010,,                     25,                     25,,                              0,              1696389,,                700412,              2396801,,,                  7752,,                              0,,                              0,                  7752,                882917,              2411671,                    -82,              2411589,,,,
2613,2013年06月30日,,,,,,                 23082,,                 18906,,                380724,,                 10719,,                  1591,,                 55326,,                 13754,                766081,,,              3964459,,                 52226,                133675,,                683068,              4833428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     17829000,,                261979,              5599509,,,,                280000,,                 62331,,                    629,,                119858,                  3021,,                122985,                588824,,,                500000,,                955522,,              1160053,              2615575,              3204399,,,,                890010,                890010,,                              0,                              0,,                              0,              1696389,,                684884,              2381273,,,                  6822,,                              0,,                              0,                  6822,                882917,              2395188,                    -78,              2395110,                              0,,,
