證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 出租資產－其他淨額,　　　　　 出租資產－其他成本,　　　　　 累計折舊－出租資產－其他,　　　　　 出租資產－其他淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 其他短期負債準備,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　　　 應付員工紅利,　　　　　 應付董監事酬勞,　　　　　 應付設備款,　　　　　 應付股利,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　 現金及約當現金合計,　　　　 模具設備淨額,　　　　　 模具設備成本,　　　　　 累計折舊－模具設備,　　　　　 模具設備淨額,　　　　 試驗設備淨額,　　　　　 試驗設備成本,　　　　　 累計折舊－試驗設備,　　　　　 試驗設備淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付員工紅利,　　　　 應付董監事酬勞,　　　　 應付設備款,　　　　 應付股利,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 其他短期負債準備,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
3008,2015年09月30日,,,,             33864650,,                              0,,              2972859,              2972859,,                384737,,             12651030,,                 15265,,                247878,,                  9548,,,              4457921,              4457921,,                178523,,                 85024,                 85024,             54867435,,,                              0,,                111020,                111020,,,              3694827,              3694827,,              2246617,                415905,              1830712,,             12441944,              6336548,              6105396,,                 22531,                 12631,                  9900,,              4605783,              2791471,              1814312,,                 54898,                 19517,                 35381,              6600218,             20090746,,,                 31313,                 31313,                524987,,              1805009,             22563075,             77430510,,,,,                163590,                163590,,                              0,,                    784,,              3957079,,                  6389,                  6389,,             12179546,             12179546,                 23969,              2453347,,                              0,                              0,,                148672,                148672,             18933376,,,                 28550,,                 59093,              1590402,              1649495,              1678045,             20611421,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              6296302,,             47218594,             53514896,,                407062,                              0,             56819089,                              0,             56819089,             77430510,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,2015年06月30日,,,,             32057770,,,,              6209335,              6209335,,                294585,,             10336270,,                  5078,,                 42850,,                 57170,,,              4397287,              4397287,,                252039,,                 39773,                 39773,             53692157,,,                              0,,                109670,                109670,,,              3694827,              3694827,,              2162881,                395765,              1767116,,             12088202,              6034555,              6053647,,                 21095,                 11674,                  9421,,              4465653,              2653729,              1811924,,                 54898,                 19415,                 35483,              6736305,             20108723,,,                 31189,                 31189,                445181,,              1758524,             22453287,             76145444,,,,,                269336,                269336,,                              0,,                    370,,              3545305,,                  2054,                  2054,,             20843247,             20843247,                 16327,              2907215,,                              0,                              0,,                 23165,                 23165,             27607019,,,                 12168,,                 59088,                  5924,                 65012,                 77180,             27684199,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              6296302,,             39012842,             45309144,,                254970,                              0,             48461245,                              0,             48461245,             76145444,              0,              0,              0,,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,2015年03月31日,,,,             32547457,,                              0,,              2288151,              2288151,,                323975,,              7876643,,                 15521,,                179043,,                 59188,,,              4859357,              4859357,,                166548,,                 52254,                 52254,             48368137,,,                              0,,                112469,                112469,,,              3694827,              3694827,,              2168000,                385982,              1782018,,             11767033,              5730042,              6036991,,                 21194,                 11007,                 10187,,              4388231,              2528719,              1859512,,                 54898,                 19314,                 35584,              4386579,             17805698,,,                 32500,                 32500,                474867,,              1878166,             20303700,             68671837,,,,,                179129,                179129,,                              0,,                    193,,              3302204,,                  7665,                  7665,,             11234693,             11234693,                 47242,              3220588,,                              0,                              0,,                 30659,                 30659,             18022373,,,                 18120,,                 59044,                  5924,                 64968,                 83088,             18105461,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              4352492,,             42973618,             47326110,,                343135,                              0,             50566376,                              0,             50566376,             68671837,              0,              0,              0,,                              0,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,2014年12月31日,,,,             24100464,,                              0,,              3445479,              3445479,,                336491,,             12999354,,                  2770,,                260283,,                 25199,,,              3538339,              3538339,,                 50806,,                 50116,                 50116,             44809301,,,                              0,,                111183,                111183,,,              3694827,              3694827,,              2171764,                375353,              1796411,,             11327379,              5437139,              5890240,,                 27951,                 14313,                 13638,,              4309722,              2398293,              1911429,,                 54898,                 19212,                 35686,                379514,             13721745,,,                 32728,                 32728,                285223,,              2093404,             16244283,             61053584,,,,,                190157,                190157,,                              0,,                      8,,              4999332,,                     97,                     97,,              7083393,              7083393,                 10223,              2474334,,                              0,                              0,,                 25663,                 25663,             14783207,,,                 10329,,                 59043,                  2836,                 61879,                 72208,             14855415,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              4352492,,             38566364,             42918856,,                382182,                              0,             46198169,                              0,             46198169,             61053584,              0,              0,              0,,                              0,                              0,                              0,                              0,                              0,,                              0,             24100464,,                              0,                              0,                              0,,                              0,                              0,                              0,             61053584,,,,                190157,                190157,,                              0,,                      8,,              4999429,,                              0,                              0,                              0,                              0,              7083393,              7083393,                 10223,              2474334,,                              0,                              0,,                 25663,                 25663,             14783207,,,                 10329,,                 59043,                  2836,                 61879,                 72208,             14855415,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              4352492,,             38566364,             42918856,,                382182,                              0,             46198169,                              0,             46198169
3008,2014年09月30日,,,,             19699628,,                              0,,              4126958,              4126958,,                360237,,             10323104,,                  1804,,                143692,,                 15494,,,              3139639,              3139639,,                188110,,                 43099,                 43099,             38041765,,,                              0,,                103012,                103012,,,                560194,                560194,,              2156999,                357917,              1799082,,             10565896,              5138004,              5427892,,                 26537,                 13187,                 13350,,              4193390,              2249805,              1943585,,                 54898,                 19111,                 35787,                601159,             10381049,,,                 27155,                 27155,                276476,,              1784789,             12572481,             50614246,,,,,                210907,                210907,,                              0,,                    618,,              4078114,,                              0,                              0,,              5863548,              5863548,                 53619,              1575796,,                              0,                              0,,                 92767,                 92767,             11875369,,,                 21115,,                 55219,                  1444,                 56663,                 77778,             11953147,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              4352492,,             31139579,             35492071,,                271897,                              0,             38661099,                              0,             38661099,             50614246,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,2014年06月30日,,,,             19268998,,,,              3807066,              3807066,,                291340,,              7930712,,                    681,,                108607,,                156150,,,              2386823,              2386823,,                146039,,                 32403,                 32403,             34128819,,,                              0,,                110531,                110531,,,                560194,                560194,,              2147132,                341938,              1805194,,              9960502,              4866088,              5094414,,                 24115,                 12188,                 11927,,              4058229,              2118782,              1939447,,                 54898,                 19009,                 35889,                449830,              9896895,,,                 28731,                 28731,                232544,,              1554768,             11823469,             45952288,,,,,                 13834,                 13834,,                              0,,                    727,,              1624582,,                              0,                              0,,              9203582,              9203582,                 28194,              1679901,,                              0,                              0,,                 21984,                 21984,             12572804,,,                  9520,,                 55413,                  1520,                 56933,                 66453,             12639257,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              4352492,,             25854034,             30206526,,                209374,                              0,             33313031,                              0,             33313031,             45952288,              0,              0,              0,,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,2014年03月31日,,,,             17904398,,                              0,,              3708117,              3708117,,                227898,,              4205309,,                 25531,,                114250,,                  8601,,,              2707289,              2707289,,                110754,,                 55678,                 55678,             29120521,,,                              0,,                208739,                208739,,,                560194,                560194,,              2140939,                332927,              1808012,,              9752617,              4616071,              5136546,,                 24240,                 11377,                 12863,,              3984980,              1993388,              1991592,,                 54898,                 18908,                 35990,                298433,              9843630,,,                 24014,                 24014,                284191,,              1320345,             11680919,             40801440,,,,,                 12131,                 12131,,                  2361,,                    186,,              1111322,,                              0,                              0,,              4287544,              4287544,                 22110,              1817725,,                              0,                              0,,                 19298,                 19298,              7272677,,,                 10370,,                 55616,                  6054,                 61670,                 72040,              7344717,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              3391513,,             26915947,             30307460,,                252132,                              0,             33456723,                              0,             33456723,             40801440,              0,              0,              0,,                              0,,,,,,                 52696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,2013年12月31日,,,,,,                              0,,              3542153,              3542153,,                232216,,              6586870,,                  4177,,                117130,,                 15890,,,              2693251,              2693251,,                 61022,,                 53613,                 53613,             26809123,,,                              0,,                273717,                273717,,,                560194,                560194,,              2140540,                321203,              1819337,,              9512165,              4368146,              5144019,,                 24245,                 10508,                 13737,,              3884694,              1869101,              2015593,,                 54898,                 18806,                 36092,                211343,              9800315,,,                 25609,                 25609,                278101,,              1426694,             11804436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,,,,,,,             13502801,,                              0,                              0,                              0,,                              0,                              0,                              0,             38613559,,,,                 82579,                 82579,,                  1244,,                  2886,,              2504544,,                              0,                              0,                              0,                              0,              3895490,              3895490,                 29501,              1551082,,                              0,                              0,,                 29609,                 29609,              8096935,,,                  9463,,                 55787,                  6217,                 62004,                 71467,              8168402,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              3391513,,             23916247,             27307760,,                240266,                              0,             30445157,                              0,             30445157
3008,2013年09月30日,,,,,,                    362,,              2269212,              2269212,,                230279,,              5752396,,                    879,,                 69588,,                 11459,,,              2736516,              2736516,,                 85338,,                 53926,                 53926,             22231669,,,                              0,,                291839,                291839,,,                490936,                490936,,              2130679,                306434,              1824245,,              8166882,              3470099,              4696783,,                 24113,                  9587,                 14526,,              3597214,              1728739,              1868475,,                 54898,                 18705,                 36193,                704500,              9635658,,,                 24995,                 24995,                219933,,              1469036,             11641461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,             11021714,,,,,,,,,             33873130,,,,                 75848,                 75848,,                              0,,                     92,,              2119974,,                              0,                              0,                              0,                              0,              3650868,              3650868,                 26285,                873039,,                              0,                              0,,                 72044,                 72044,              6818150,,,                  7637,,                 54810,                  6215,                 61025,                 68662,              6886812,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              3391513,,             20512787,             23904300,,                184887,                              0,             26986318,                              0,             26986318
3008,2013年06月30日,,,,,,,,              3472426,              3472426,,                196260,,              4436876,,                  3699,,                 12925,,                  5397,,,              2309691,              2309691,,                118201,,                 89465,                 89465,             22372663,,,                              0,,                304606,                304606,,,                490683,                490683,,              1810983,                296664,              1514319,,              7989122,              3237771,              4751351,,                 21701,                  8959,                 12742,,              3174558,              1637290,              1537268,,                 54898,                 18603,                 36295,                833178,              9175836,,,                 22794,                 22794,                194218,,              1160378,             10857832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,,,,,,,             11727723,,,,,,,,,             33230495,,,,                 78578,                 78578,,                     85,,                    270,,              1351457,,                              0,                              0,                              0,                              0,              6063129,              6063129,                 43754,                920752,,                              0,                              0,,                 15748,                 15748,              8473773,,,                  7233,,                 55258,                 17366,                 72624,                 79857,              8553630,,,,              1341402,              1341402,,,              1555729,              1555729,              1555729,,              3391513,,             18192244,             21583757,,                195977,                              0,             24676865,                              0,             24676865
