證券代號,年季,　 資產,　　 現金及約當現金,　　 存放央行及拆借金融同業,　　 透過損益按公允價值衡量之金融資產,　　 備供出售金融資產－淨額,　　 避險之衍生金融資產,　　 附賣回票券及債券投資,　　 應收款項－淨額,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 貼現及放款－淨額,　　 再保險合約資產－淨額,　　 持有至到期日金融資產－淨額,　　 採用權益法之投資－淨額,　　 其他金融資產－淨額,　　　 其他金融資產－淨額,　　 投資性不動產－淨額,　　　 投資性不動產－淨額,　　 不動產及設備－淨額,　　 無形資產－淨額,　　 遞延所得稅資產,　　 其他資產－淨額,　　　 其他資產－淨額,　　 資產總計,　 負債及權益 ,　　 負債,　　　 央行及金融同業存款,　　　 央行及同業融資,　　　 透過損益按公允價值衡量之金融負債,　　　 避險之衍生金融負債,　　　 附買回票券及債券負債,　　　 應付商業本票－淨額,　　　 應付款項,　　　　 應付款項合計,　　　 本期所得稅負債,　　　 存款及匯款,　　　 應付債券,　　　 其他借款,　　　　 其他借款合計,　　　 負債準備,　　　　 保險業負債,　　　　 員工福利負債準備,　　　　 保證責任準備,　　　　 其他準備,　　　　　 其他準備合計,　　　　 負債準備合計,　　　 其他金融負債,　　　　 其他金融負債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 其他負債合計,　　　 負債總計,　　 權益 ,　　　 歸屬於母公司業主之權益 ,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 備供出售金融資產未實現評價損益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總計,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（股東權益項下）之約當發行股數（單位：股）,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 央行及金融同業存款,　　 央行及同業融資,　　 透過損益按公允價值衡量之金融負債,　　 避險之衍生金融負債,　　 附買回票券及債券負債,　　 應付商業本票－淨額,　　 應付款項,　　　 應付款項合計,　　 當期所得稅負債,　　 存款及匯款,　　 應付債券,　　 其他借款,　　　 其他借款合計,　　 負債準備,　　　 保險業負債,　　　 員工福利負債準備,　　　 保證責任準備,　　　 其他準備,　　　　 其他準備合計,　　　 負債準備合計,　　 其他金融負債,　　　 其他金融負債合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 其他負債合計,　　 負債總額,　 權益 ,　　 歸屬於母公司業主之權益 ,　　　 股本,　　　　 普通股股本,　　　　 待分配股票股利,　　　　 股本合計,　　　 資本公積,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　 備供出售金融資產未實現評價利益（損失）,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
2892,2015年09月30日,,             57669213,            265607633,             88817654,             83087174,                              0,              1546169,,             60413639,,              2624818,          1460035616,                  8773,            359558994,              2524204,,             44053517,,              9813037,             27704757,                361431,              1775977,,              4052586,          2469655192,,,            137110055,                 66278,             30065192,                              0,              5969031,             11367509,,             77021793,              3189358,          1892177101,             46000000,,              4912165,,              6335179,              4949547,                797519,,                 25981,             12108226,,             53991938,,              5772312,,              5137008,          2284887966,,,,            114611064,                              0,            114611064,             25916221,,             10763595,              4128990,             20193353,             35085938,,              4351528,              4431207,              8782735,            184395958,                371268,            184767226,          2469655192,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,2015年06月30日,,             49604107,            257290894,             75918872,             74307749,                              0,                566367,,             66380655,,              1657412,          1422259305,                  6720,            347325862,              2563223,,             44480299,,              9247932,             28277474,                356203,              1966349,,              3799975,          2386009398,,,            149491184,                 69467,             25598847,                              0,              7163703,              8337022,,             66506808,              2745166,          1831204257,             48000000,,              2486031,,              6211601,              4958771,                795489,,                 13201,             11979062,,             67467581,,              5748725,,              4750888,          2231548741,,,,             92592548,              6018516,             98611064,             18200167,,             10763595,              4128990,             16272438,             31165023,,              1048116,              5052900,              6101016,            154077270,                383387,            154460657,          2386009398,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,2015年03月31日,,             57832037,            211165429,             72531054,             73243147,                              0,                 56040,,             62224795,,              1451931,          1446628207,                  3818,            334459364,              3067720,,             44862809,,              9452913,             28199501,                391712,              1629175,,              9743237,          2356942889,,,            129112081,                 77985,             23373454,                              0,              6661299,             13547447,,             55995803,              2107834,          1825525728,             48900000,,              4967191,,              6024483,              4980136,                795318,,                 59799,             11859736,,             65895406,,              5760473,,              5164781,          2198949218,,,,             92592548,,             92592548,             18200167,,              9355102,              4128990,             26177964,             39662056,,              1653548,              5461386,              7114934,            157569705,                423966,            157993671,          2356942889,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,2014年12月31日,,             62282631,            181176379,             55800157,             84980455,                              0,              1882206,,             64860600,,              1471426,          1497260653,                    912,            307625308,              3148788,,             51548266,,              9437666,             28299057,                430110,              1688887,,              3815182,          2355708683,,,            126095434,                 80968,             23387572,                              0,              8723114,             10693042,,             68733743,              1680981,          1823298294,             41900000,,              7528630,,              6919954,              5062443,                795376,,                 69658,             12847431,,             66239808,,              5772703,,              4350409,          2201332129,,,,             92592548,                              0,             92592548,             18200167,,              9355102,              4128990,             22068989,             35553081,,              2505808,              5093146,              7598954,            153944750,                431804,            154376554,          2355708683,              0,              0,              0,              1471426,          2355708683,,            126095434,                 80968,             23387572,                              0,              8723114,             10693042,,             68733743,              1680981,          1823298294,             41900000,,              7528630,,              6919954,              5062443,                795376,,                 69658,             12847431,,             66239808,,              5772703,,              4350409,          2201332129,,,,             92592548,                              0,             92592548,             18200167,,              9355102,              4128990,             22068989,             35553081,,              2505808,              5093146,              7598954,            153944750,                431804,            154376554
2892,2014年09月30日,,             89570726,            146083874,             56928906,             87540165,                              0,              3832949,,             61330603,,              1998627,          1481565743,                  3576,            306060883,              3114302,,             45237870,,              9089439,             27833965,                347618,              1745795,,              5093982,          2327379023,,,            154059255,                 84090,             13376203,                              0,             12439525,              7186655,,             64076494,              1835864,          1774477578,             43900000,,              4123107,,             14367961,              5107774,                555780,,                 13496,             20045011,,             71633315,,              5786624,,              4631283,          2177655004,,,,             92592548,                              0,             92592548,             18200167,,              9355102,              4128990,             19666063,             33150155,,                614696,              4708550,              5323246,            149266116,                457903,            149724019,          2327379023,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,2014年06月30日,,             91872828,            169224947,             62250661,             88663581,                              0,              3854503,,             61476008,,              1910609,          1460867442,                  3529,            296914412,              3019496,,             48828274,,              8508352,             28354391,                376205,              1771263,,              8772366,          2336668867,,,            171919391,                 70926,             13638486,                              0,             13116150,              6238491,,             63732429,              2362165,          1768254543,             42900000,,              2291128,,             14379293,              5118321,                555395,,                  6661,             20059670,,             76794090,,              5779570,,              3533402,          2190690441,,,,             86535092,              6057456,             92592548,             18200167,,              9355102,              4128990,             16181070,             29665162,,               -191418,              5238637,              5047219,            145505096,                473330,            145978426,          2336668867,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,2014年03月31日,,             73810917,            169544017,             55686104,             92266303,                              0,              4895982,,             57547472,,              2249886,          1460970292,                  1839,            292053009,              2180552,,             52162750,,              8788050,             28402073,                381965,              1624839,,              3883963,          2306450013,,,            166683968,                565305,             15747717,                              0,             14796107,              5285430,,             56842381,              2614582,          1747639554,             46200000,,              2460061,,             14291396,              5136453,                558141,,                 12821,             19998811,,             72408450,,              5781755,,              3518792,          2160542913,,,,             86535092,,             86535092,             18200167,,              8266238,              4128990,             23106333,             35501561,,                596042,              4598867,              5194909,            145431729,                475371,            145907100,          2306450013,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,2013年12月31日,,             56683394,            162586971,             46428396,             97397287,                              0,              3469271,,             69439025,,,          1431075270,                  4690,            304110961,              1819442,,             44970823,,              8790550,             28464750,                345807,              1665697,,              3838096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              2294922,          2263385352,,            141375782,                 69243,             15013079,                  7973,             14215809,              5791670,,             63210669,              2302121,          1731889637,             49700000,,              2718078,,             13972124,              5217358,                558614,,                  8694,             19756790,,             66717864,,              5763392,,              3647092,          2122179199,,,,             86535092,                              0,             86535092,             18200167,,              8266238,              4128990,             19446949,             31842177,,               -220040,              4371853,              4151813,            140729249,                476904,            141206153
2892,2013年09月30日,,             40999898,            170176289,             35963194,             99281918,                              0,              2085867,,             66371528,,,          1438274853,                  4797,            281386535,              1785196,,             25769342,,              8120130,             27893284,                245440,              1636270,,              5468161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              2446161,          2207908863,,            145082667,                 71383,             15004316,                  7911,              9843648,              5100992,,             63507949,              2797113,          1680418493,             49700000,,              2649326,,             12977866,              5337468,                495255,,                  2905,             18813494,,             66530362,,              5742526,,              4150212,          2069420392,,,,             86535092,                              0,             86535092,             18200167,,              8266238,              4128990,             17740618,             30135846,,               -444352,              3535813,              3091461,            137962566,                525905,            138488471
2892,2013年06月30日,,             56753485,            143649643,             24430700,            100048281,                              0,              2495101,,             71286962,,,          1440244301,                  5029,            262097394,              1753538,,             23622323,,              7967285,             27914801,                261249,              1638198,,              3836302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              2361700,          2170366292,,            120474272,                 71257,             15328655,                 23713,              7864813,              4589743,,             83008092,              2640058,          1650337599,             49700000,,              2989212,,             13252459,              5352074,                493202,,                  1561,             19099296,,             69401585,,              5742650,,              3274277,          2034545222,,,,             81253607,              5281485,             86535092,             18200167,,              8266238,              4128990,             14827376,             27222604,,                 35998,              3302204,              3338202,            135296065,                525005,            135821070
