證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 避險之衍生金融負債－流動,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　　 確定福利計畫再衡量數,　　　　　　 確定福利計畫再衡量數總額,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 應付股利,　　　　 其他應付款－其他,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－其他,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　 應付票據,　　　　 應付票據合計
2357,2015年09月30日,,,,             67789518,,              4437727,,                285476,                623582,,             11407470,,             72848335,,                453032,,             98422625,,              8573588,,                130071,            264971424,,,             57150083,,                150175,,                322027,,              9268728,,              2027750,              7998883,,              3088205,             80005851,            344977275,,,,,              3625180,,                506630,                212149,,             72697687,,             41613473,              5465204,,             37175976,,,                603973,,                288372,              4378915,              5271260,            166567559,,,              1313827,,              7465368,,                296945,              9076140,            175643699,,,,              7427603,              7427603,,              4685562,,             29799035,                699230,,             90892400,            121390665,,,              3225797,,             30356354,,                411433,,                -19841,             33973743,            167477573,              1856003,            169333576,            344977275,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2015年06月30日,,,,             76014063,,              7939964,,                401643,                704530,,              6777593,,             67804665,,                795506,,             97627136,,              6904238,,                130898,            265100236,,,             60485416,,                146131,,                325204,,              9142838,,              2041024,              7557113,,              2827294,             82525020,            347625256,,,,,              4090124,,                229466,                310323,,             75749725,,             49449117,              5846278,,             32845553,,,                550841,,                580051,              4578847,              5709739,            174230325,,,                699562,,              6934582,,                269359,              7903503,            182133828,,,,              7427603,              7427603,,              4447902,,             29799035,                699350,,             86677199,            117175584,,,                552026,,             33785205,,                394206,,                -19839,             34711598,            163762687,              1728741,            165491428,            347625256,              0,              0,              0,             12795570,             36653547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2015年03月31日,,,,             73629900,,              5485187,,                147383,              1561361,,              8298771,,             61783605,,                460498,,             92804977,,              6830781,,                 73631,            251076094,,,             60446116,,                143470,,                328977,,              9332735,,              2101143,              7653544,,              2791145,             82797130,            333873224,,,,,              3924677,,                 95422,                 86564,,             60762963,,             37307435,              6482437,,             34780130,,,                665863,,                862919,              5512698,              7041480,            150481108,,,                709536,,              7105471,,                298244,              8113251,            158594359,,,,              7427603,              7427603,,              4447798,,             27851994,                699350,,             96593079,            125144423,,,              1267228,,             33616519,,              1474797,,                -19839,             36338705,            173358529,              1920336,            175278865,            333873224,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2014年12月31日,,,,             79113855,,              5362712,,                113400,                367758,,              5664021,,             74773673,,              1195881,,            100619550,,              7556294,,                146583,            274913727,,,             54870662,,                142745,,                326443,,              9581880,,              2148541,              7777513,,              2660002,             77507786,            352421513,,,,,              3881979,,                142333,                  1936,,             85147155,,             41741477,              5517953,,             36430428,,,                751041,,              1189799,              4183250,              6124090,            178987351,,,                400971,,              7239556,,                270572,              7911099,            186898450,,,,              7427603,              7427603,,              4452757,,             27851994,                699350,,             92912654,            121463998,,,              1940298,,             28011777,,                365822,,                -20045,             30297852,            163642210,              1880853,            165523063,            352421513,              0,              0,              0,                              0,             41741477,             79113855,            352421513,,,,              3881979,,                142333,                  1936,,             85147155,,             41741477,              5517953,,             36430428,,,                751041,,              1189799,              4183250,              6124090,            178987351,,,                400971,,              7239556,,                270572,              7911099,            186898450,,,,              7427603,              7427603,,              4452757,,             27851994,                699350,,             92892609,            121443953,,,              1940298,,             28011777,,                365822,             30317897,                              0,            163642210,              1880853,            165523063,,,,,,,,,,,
2357,2014年09月30日,,,,             59552591,,              4695658,,                115027,                847701,,              9372617,,             62908031,,                545340,,            101692768,,              8147158,,                289619,            248166510,,,             45797242,,                154021,,                317163,,              9776421,,              2102053,              7380872,,              2565768,             68093540,            316260050,,,,,              4256247,,                 10693,                              0,,             71824311,,             38487235,              4590110,,             34476392,,,                813684,,                610040,              3666167,              5089891,            158734879,,,                615412,,              7724681,,                228267,              8568360,            167303239,,,,              7427603,              7427603,,              4449574,,             27851994,                699350,,             88403850,            116955194,,,                410534,,             17036313,,                847701,,                 -4936,             18289612,            147121983,              1834828,            148956811,            316260050,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2014年06月30日,,,,             70151873,,              9924079,,                183682,                194168,,              3331251,,             60013761,,              1758028,,             92803078,,              6576423,,                725941,            245662284,,,             47849662,,                168732,,                317567,,              9892346,,              2116781,              6811433,,              2637728,             69794249,            315456533,,,,,              4699545,,                138481,                 56912,,             66816616,,             50643928,              4126042,,             32661602,,,                526181,,                599600,              2610258,              3736039,            162879165,,,                902834,,              7906720,,                179444,              8988998,            171868163,,,,              7427603,              7427603,,              4449398,,             27851994,                699350,,             82592584,            111143928,,,               -234110,,             18886942,,                137256,,                 -4936,             18785152,            141806081,              1782289,            143588370,            315456533,              0,              0,              0,             14607079,             36036849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2014年03月31日,,,,             67059395,,             10016542,,                221613,                189794,,              8679745,,             59387088,,              1633904,,             75920540,,              6578622,,                702180,            230389423,,,             37687458,,                163641,,                374631,,             10539031,,              2113109,              6844298,,              2602925,             60325093,            290714516,,,,,              5679715,,                184798,                 85778,,             54831066,,             35589606,              4134471,,             33314187,,,                970637,,                612753,              2187300,              3770690,            137590311,,,                921548,,              6973345,,                199546,              8094439,            145684750,,,,              7427603,              7427603,,              4451046,,             25707004,                699350,,             94432677,            120839031,,,                532827,,              9843537,,                104016,,                 -4936,             10475444,            143193124,              1836642,            145029766,            290714516,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,2013年12月31日,,,,,,             10346708,,                253181,                 43387,,              7024036,,             68074332,,                841437,,             77329012,,              7508547,,                919185,            238864019,,,             34924464,,                161641,,                360189,,             10746683,,              2159156,              6689548,,              2167055,             57208736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             66524194,            296072755,,,,              4876624,,                372190,                278384,,             65334234,,             40532513,              4039294,,             32449433,,,                518024,,                301354,              2393199,              3212577,            151095249,,,              1200294,,              6568843,,                236885,              8006022,            159101271,,,,              7427603,              7427603,,              4452237,,             25707004,                699350,,             90066124,            116472478,,,               -271393,,              7353574,,               -234997,              6847184,                              0,            135199502,              1771982,            136971484,                              0,             40532513,,,,,,,,,
2357,2013年09月30日,,,,,,              4706392,,                249595,                104835,,              9246723,,             62250362,,              1346258,,             82382397,,              5663422,,                709585,            214377757,,,             33270280,,                160934,,                356940,,             10577559,,              2206186,              5377687,,              2269502,             54219088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     10000000,,,             47718188,            268596845,,,,              5129928,,                299111,                563199,,             57316462,,             32958898,              3882869,,             30192185,,,                567047,,                299020,              2223954,              3090021,            133432673,,,              1191636,,              4711614,,                145418,              6048668,            139481341,,,,              7527603,              7527603,,              4513237,,             25707004,                699350,,             86751075,            113157429,,,               -600115,,              5743728,,               -458364,              4685249,              2525987,            127357531,              1757973,            129115504,,,,,,,,,,,
2357,2013年06月30日,,,,,,              6816934,,                291230,                683909,,              5869281,,             52666327,,              2485418,,             85236213,,              5052765,,                638081,            224297158,,,             34498898,,                152359,,                424182,,             10670845,,              2233054,              5415554,,              1351632,             54746524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             64557000,            279043682,,,,              4587243,,                 47928,                 43819,,             57036950,,             44662015,              3915058,,             29055152,,,                756643,,                303259,              2899931,              3959833,            143307998,,,              1209809,,              4925800,,                216855,              6352464,            149660462,,,,              7527603,              7527603,,              4514649,,             25707004,                699350,,             81811128,            108217482,,,                -77111,,              6852547,,                640090,              7415526,,            127675260,              1707960,            129383220,             14429124,             30232891,,,,,,,,,
