證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 待註銷股本股數,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 其他非流動負債－其他,　　　 短期借款,　　　　 短期借款合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　 應付短期票券,　　　　 應付短期票券合計
1110,2015年09月30日,,,,                527490,,                250015,,                226561,,                 66678,,                 17049,,                  8242,,                    213,,                542745,,                  8993,,                185540,                185540,              1833526,,,                979838,,                539115,,                442016,,                342602,,              4987432,,                    105,                 73389,,                 33024,                 33024,              7397521,              9231047,,,,,                 27678,,                  9954,,                132271,                  1093,,                 41584,,                 68918,                 68918,                281498,,,                334764,,                 17371,                 17371,                352135,                633633,,,,              5720008,              5720008,,                185126,,              1010795,                819012,,                161394,              1991201,,                678882,                 12185,              8563032,                 34382,              8597414,              9231047,              0,      2112865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,2015年06月30日,,,,                434526,,                279440,,                265312,,                 57186,,                 30549,,                 26566,,                     90,,                620851,,                  4016,,                170680,                170680,              1889216,,,              1252050,,                542489,,                440365,,                338844,,              4998423,,                    145,                 74230,,                 33053,                 33053,              7679599,              9568815,,,,,                 80101,,                 41328,,                199065,                  1175,,                  2926,,                 80939,                 80939,                405534,,,                332501,,                 16984,                 16984,                349485,                755019,,,,              5720008,              5720008,,                185126,,              1010795,                819012,,                100125,              1929932,,                956655,                 12185,              8779536,                 34260,              8813796,              9568815,              0,      2112865,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,2015年03月31日,,,,                415672,,                318265,,                271681,,                 64064,,                 16454,,                 86496,,                    130,,                483444,,                 17718,,                229562,                229562,              1903486,,,              1303187,,                546889,,                450534,,                338868,,              5000187,,                    188,                 74367,,                 33053,                 33053,              7747273,              9650759,,,,,                 62041,,                 22120,,                 83223,                  6607,,                  3054,,                 67885,                 67885,                245828,,,                332435,,                117304,                117304,                449739,                695567,,,,              5720008,              5720008,,                184916,,                996619,                819012,,                203905,              2019536,,              1008307,                 12185,              8920582,                 34610,              8955192,              9650759,              0,      2112865,              0,,                              0,,                    898,                    898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,2014年12月31日,,,,                314885,,                341893,,                355813,,                 91368,,                 17799,,                 12373,,                      4,,                428468,,                 14488,,                211411,                211411,              1788502,,,              1243482,,                546889,,                581924,,                337341,,              5001968,,                    239,                 69339,,                 33053,                 33053,              7814235,              9602737,,,,,                 49178,,                 15367,,                114934,                  6607,,                  3096,,                105320,                105320,                294502,,,                331954,,                116956,                116956,                448910,                743412,,,,              5720008,              5720008,,                184916,,                996619,                819012,,                168072,              1983703,,                948426,                 12185,              8824868,                 34457,              8859325,              9602737,              0,      2112865,              0,,                              0,,                              0,                              0,                314885,                      4,              9602737,,,,                 49178,,                 15367,,                114934,                  6607,,                  3096,,                105320,                105320,                294502,,,                331954,,                116956,                116956,                448910,                743412,,,,              5720008,              5720008,,                184916,,                996619,                819012,,                168072,              1983703,,                948426,                 12185,              8824868,                 34457,              8859325,,,,,,,
1110,2014年09月30日,,,,                324282,,                438765,,                238920,,                 81796,,                 19745,,                    292,,                    115,,                404753,,                 17375,,                194793,                194793,              1720836,,,              1258141,,                551326,,                577938,,                340533,,              5111614,,                    291,                 52112,,                 34648,                 34648,              7926603,              9647439,,,,,                 69306,,                 20471,,                110722,                  3698,,                  3023,,                 90600,                 90600,                297820,,,                330750,,                117196,                117196,                447946,                745766,,,,              5720008,              5720008,,                184916,,                996619,                819012,,                194017,              2009648,,                964883,                 12185,              8867270,                 34403,              8901673,              9647439,              0,      2112865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,2014年06月30日,,,,                278779,,                497422,,                288822,,                 61505,,                 16034,,                  5030,,                      3,,                437011,,                 11056,,                209152,                209152,              1804814,,,              1289977,,                511326,,                578048,,                339535,,              5115959,,                    342,                 53210,,                 34798,                 34798,              7923195,              9728009,,,,,                 49162,,                  9059,,                220987,                  5454,,                  2949,,                125019,                125019,                412630,,,                328087,,                117480,                117480,                445567,                858197,,,,              5720008,              5720008,,                184916,,                996619,                819012,,                130767,              1946398,,                996470,                 12185,              8835607,                 34205,              8869812,              9728009,              0,      2112865,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,2014年03月31日,,,,                364129,,                306245,,                271790,,                 60973,,                 21344,,                    346,,                    532,,                474491,,                 35275,,                209095,                209095,              1744220,,,              1208285,,                475339,,                757852,,                336900,,              5121921,,                    394,                 52391,,                 34998,                 34998,              7988080,              9732300,,,,,                102944,,                 15656,,                 96868,                    546,,                  2875,,                141058,                141058,                420617,,,                327174,,                117988,                117988,                445162,                865779,,,,              5720008,              5720008,,                184707,,                982016,                819012,,                223261,              2024289,,                915192,                 12185,              8832011,                 34510,              8866521,              9732300,              0,      2112865,              0,,                 60670,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,2013年12月31日,,,,,,                297195,,                310702,,                 89103,,                 25414,,                  1342,,,,                383651,,                  7486,,                229243,                229243,              1585835,,,              1131535,,                475339,,                761683,,                337071,,              5126465,,                    445,                 44318,,                 35848,                 35848,              7912704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      2112865,              0,,,,,,                241300,                    399,              9498539,,,,                 46040,,                 24864,,                120183,                    546,,                  2801,,                145641,                145641,                340075,,,                325630,,                118035,                118035,                443665,                783740,,,,              5720008,              5720008,,                184707,,                982016,                819012,,                155294,              1956322,,                831642,                 12185,              8680494,                 34305,              8714799,                              0,,                              0,,,,
1110,2013年09月30日,,,,,,                262276,,                289211,,                 44483,,                 16353,,                  1113,,,,                396626,,                 18490,,                239593,                239593,              1531042,,,              1038537,,                469479,,                756757,,                337482,,              5240064,,                    523,                 24558,,                 35915,                 35915,              7903315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      2112865,              0,,,,,,                262233,                    664,              9434357,,,,                 40582,,                 37397,,                 91653,                    379,,                  2772,,                137277,                137277,                310060,,,                327807,,                116693,                128118,                455925,                765985,,,,              5720008,              5720008,,                184007,,                982016,                819012,,                195551,              1996579,,                745815,                 12185,              8634224,                 34148,              8668372,                 11425,,,,,,
1110,2013年06月30日,,,,,,                310095,,                286463,,                 82513,,                 25699,,                  4224,,,,                419563,,                 17211,,                168498,                168498,              1499188,,,                989623,,                469791,,                755936,,                339573,,              5247263,,                    601,                 20532,,                 36115,                 36115,              7859434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      2112865,              0,,,,,,                184405,                    517,              9358622,,,,                 33562,,                 33598,,                152641,                    447,,                  2743,,                159417,                159417,                382408,,,                327501,,                121188,                144037,                471538,                853946,,,,              5720008,              5720008,,                184007,,                982016,                819012,,                 86736,              1887764,,                691152,                 12185,              8470746,                 33930,              8504676,                 22849,,,,,,
