證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 應付票據,　　　　　 應付票據合計,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　 應付票據,　　　　 應付票據合計,　　　　 應收收益,　　　　　 其他非流動資產－其他
2499,2015年09月30日,,,,                943528,,                              0,,                730450,,                              0,,              3761247,,                210028,,                289736,                289736,,                130946,,                 12973,,,              3105132,              3105132,,                182215,,              1131804,             10498059,,,                 16350,,              1554335,,                              0,,                308908,,              3367034,,                 11029,                 58638,,              1544648,                 32631,                 24230,,                337853,              1939362,              7255656,             17753715,,,,,              3871609,,                648961,,                              0,,              2245622,,                231942,,                709467,                    573,,,                              0,                400000,                400000,                161742,                561742,              8269916,,,                              0,,              2840000,,                 33304,,                 18218,                 18218,              2891522,             11161438,,,,              3206690,              3206690,,              2910812,,                 46907,                 74218,,                219272,                340397,,                 59406,                 77186,              6440119,                152158,              6592277,             17753715,              0,              0,      4970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,2015年06月30日,,,,              1561092,,                              0,,              1149964,,                              0,,              3603633,,                126359,,                353665,                353665,,                134278,,                 11702,,,              2772724,              2772724,,,,              1070082,             10783499,,,                 21956,,              1515823,,                              0,,                304453,,              3448743,,                 13316,                 63959,,              1114350,                 34220,                131617,,                333331,              1613518,              6981768,             17765267,,,,,              3889269,,                598837,,                              0,,              2423659,,                238785,,                627241,                 36257,,,                137556,                400000,                537556,                  4030,                541586,              8355634,,,                              0,,              2760000,,                 10369,,                 18222,                 18222,              2788591,             11144225,,,,              3206690,              3206690,,              2910900,,                 46907,                 74218,,                156080,                277205,,                 73208,                              0,              6468003,                153039,              6621042,             17765267,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,2014年12月31日,,,,              1133300,,                117537,,              1428222,,                              0,,              4454454,,                 97898,,                271551,                271551,,                156231,,                              0,,,              2262260,              2262260,,                              0,,                731206,             10652659,,,                 39341,,              1566541,,                              0,,                360780,,              3606119,,                 18178,                 55834,,              1218949,                 36592,                134645,,                343657,              1733843,              7380636,             18033295,,,,,              3685381,,                548948,,                              0,,              2957542,,                248811,,                295330,                 40571,,,                135687,                400000,                535687,                  5195,                540882,              8317465,,,                              0,,              2460000,,                 27365,,                 18285,                 18285,              2505650,             10823115,,,,              3206690,              3206690,,              2911027,,                  8246,                 74218,,                388447,                470911,,                467775,                              0,              7056403,                153777,              7210180,             18033295,              0,              0,              0,,                              0,              1133300,                              0,                              0,                              0,             18033295,,,,              3685381,,                548948,,                              0,,              2957542,,                248811,,                295330,                 40571,,,                135687,                400000,                535687,                  5195,                540882,              8317465,,,                              0,,              2460000,,                 27365,,                 18285,                 18285,              2505650,             10823115,,,,              3206690,              3206690,,              2911027,,                  8246,                 74218,,                388447,                470911,,                467775,                              0,              7056403,                              0,                153777,              7210180,,,,
2499,2014年09月30日,,,,                860575,,                118422,,              1067954,,                              0,,              4546282,,                176566,,                106815,                106815,,                118742,,                 10019,,,              2154758,              2154758,,                              0,,                716778,              9876911,,,                243707,,              1568976,,                              0,,                378245,,              3528879,,                 21787,                 60157,,                845078,                 41056,                147567,,                321692,              1355393,              7157144,             17034055,,,,,              4451942,,                399137,,                              0,,              2597352,,                387574,,                330762,                 44346,,,                134762,                400000,                534762,                 47538,                582300,              8793413,,,                              0,,              1400000,,                 24398,,                 20135,                 20135,              1444533,             10237946,,,,              3206690,              3206690,,              2908038,,                  8246,                 74218,,                582338,                664802,,               -142917,                              0,              6636613,                159496,              6796109,             17034055,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,2014年06月30日,,,,              1062450,,                126036,,                920898,,                              0,,              3590437,,                200411,,                260042,                260042,,                 25093,,                 10019,,,              2143442,              2143442,,,,                606232,              8945060,,,                610805,,              1549225,,                              0,,                394760,,              2274086,,                 23142,                 66713,,                955898,                 40465,                129535,,                327676,              1453574,              6372305,             15317365,,,,,              3167058,,                299710,,                              0,,              2070606,,                525850,,                343339,                 22369,,,                              0,                400000,                400000,                 71250,                471250,              6900182,,,                133844,,              1600000,,                 19529,,                 20161,                 20161,              1773534,              8673716,,,,              3206690,              3206690,,              2908038,,                  8246,                 74218,,                299356,                381820,,                -11656,                              0,              6484892,                158757,              6643649,             15317365,              0,              0,              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499,2014年03月31日,,,,,,                117225,,              1073895,,,,              3125223,,                188143,,                571493,                571493,,                114947,,,,,              2037444,              2037444,,,,                417424,              8886001,,,                574709,,              1509815,,,,                403192,,              2177072,,                 16976,                 64405,,              1023545,                 40901,                132892,,                328591,              1525929,              6272098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              1240207,                              0,                              0,,             15158099,,,,              3458555,,                299623,,                              0,,              1712138,,                474709,,                202547,                  7181,,,                              0,                400000,                400000,                 10992,                410992,              6565745,,,                132931,,              1600000,,                 23851,,                 20188,                 20188,              1776970,              8342715,,,,              3206690,              3206690,,              3080979,,                  8246,                 74218,,                125910,                208374,,                159586,                              0,              6655629,                              0,                159755,              6815384,,,,
2499,2013年12月31日,,,,,,                131848,,              1155852,,,,              3085590,,                 61111,,                631377,                631377,,                 88197,,,,,              1889985,              1889985,,,,                674610,              8554150,,,                515608,,              1487648,,,,                403348,,              2159478,,                 21956,                 66457,,                909823,                 42394,                131721,,                323569,              1407507,              6062002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     10000000,,,                835580,                              0,                              0,                              0,             14616152,,,,              3599818,,                299770,,                              0,,              1588010,,                312422,,                237586,                              0,,,                              0,                200000,                200000,                 16996,                216996,              6254602,,,                132025,,              1800000,,                 18593,,                 20205,                 20205,              1970823,              8225425,,,,              3303860,              3303860,,              3220388,,                  8246,                 74218,,                -44674,                 37790,,                -91836,                244814,              6225388,                              0,                165339,              6390727,,,,
2499,2013年09月30日,,,,,,                131469,,              1056678,,,,              3330553,,                  9175,,                771825,                771825,,                 66640,,,,,              1905713,              1905713,,,,                387634,              8903883,,,                530395,,              1266338,,,,                353159,,              1884948,,                 27417,                 60374,,              1148680,                              0,                127706,,                103726,              1380112,              5502743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,      8230000,              0,      8230000,,,              1234205,                              0,                  9991,                              0,             14406626,,,,              3820085,,                199282,,                              0,,              1377094,,                 65894,,                468168,                              0,,,                              0,                200000,                200000,                 24383,                224383,              6154906,,,                131125,,              1800000,,                 16177,,                 21015,                 21015,              1968317,              8123223,,,,              3303860,              3303860,,              3220337,,                  8246,                 74218,,                -17130,                 65334,,               -279335,                202013,              6108183,,                175220,              6283403,,,,
2499,2013年06月30日,,,,,,                119923,,              1020101,,,,              3523305,,                 12726,,                934545,                934545,,                 80758,,,,,              1985333,              1985333,,,,                718675,              9659302,,,                566123,,              1314016,,,,                356768,,              1915415,,                 27657,                 57757,,,                 42388,                129730,,                860481,              1032599,              5270335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              1254268,                              0,                  9668,                              0,             14929637,,,,              3295151,,                199482,,                 14755,,              1977292,,                 31028,,                264926,                  2275,,,                548383,                              0,                548383,                 47766,                596149,              6381058,,,                              0,,              2000000,,                 20230,,                 21256,                 21256,              2041486,              8422544,,,,              3303860,              3303860,,              3231235,,                  8246,                 74218,,                -54525,                 27939,,               -231459,                              0,              6331575,,                175518,              6507093,,                              0,,
2499,2013年03月31日,,,,,,                263659,,              1010958,,,,              3598185,,                 12136,,                894475,                894475,,                 70533,,,,,              1940023,              1940023,,,,                649294,              9404525,,,                508092,,              1308255,,,,                322557,,              1699141,,                 26410,                 49715,,                995554,                 40175,                129024,,                 13116,              1177869,              5092039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                833608,                122000,                  9654,,             14496564,,,,              3276831,,                199493,,                  8281,,              2007595,,                 34554,,                181082,                  2959,,,                544645,                              0,                544645,                 12783,                557428,              6268223,,,                              0,,              2000000,,                  5631,,                 21308,                 21308,              2026939,              8295162,,,,              3303860,              3303860,,              3297314,,                              0,                              0,,                -79275,                -79275,,               -385947,                              0,              6135952,                              0,                 65450,              6201402,,,,
