證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 持有供交易之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 備抵呆帳－應收票據,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－買賣業,　　　　　 商品存貨,　　　　　 存貨－買賣業淨額,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 在途原物料,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 用品盤存,　　　　 其他預付費用,　　　　 預付款項合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地－重估增（減）值,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 模具設備淨額,　　　　　 模具設備成本,　　　　　 累計折舊－模具設備,　　　　　 模具設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券,　　　　　 應付短期票券折價,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期應付票據及款項－非關係人,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－土地增值稅,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他預付款,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　　　　 長期應付款,　　　　　 其他非流動負債－其他,　　　　　 債券換股權利證書,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　　 應收退稅款,　　　　 其他應收款－其他,　　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券折價,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付薪資,　　　　 應付利息,　　　　 其他應付費用,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－土地增值稅,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 債券換股權利證書,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－處分資產增益,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積－認股權,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 本期損益,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益－母公司,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 權益總額,　　　 負債準備-流動,　　　　 員工福利負債準備－流動,　　　　 負債準備－流動合計,　　　 應付公司債,　　　　 應付公司債,　　　　 應付公司債溢（折）價,　　　　 應付公司債合計,　　　　 其他非流動負債－其他,　　　　 應付員工紅利,　　　　 應付董監事酬勞,　　 非控制權益,　　　　 原始認列時指定為透過損益按公允價值衡量之金融資產－流動,　　　　　 物料,　　　 避險之衍生金融負債－非流動
1524,2015年09月30日,,,,                    781,                253736,                              0,                254517,,                 19674,                 19674,,                              0,                              0,,                 59184,                      2,                 59182,,                352549,                 13789,                338760,,                  6502,,,                  8174,                  8174,,                286583,                 26477,                107792,                  2836,                423688,                431862,,                 71323,                 16030,                 87353,              1197850,,,                 70018,                 70018,,                  3210,                  3210,,,                482714,                201991,                684705,,              1028687,                425499,                603188,,                775596,                672006,                103590,,              6278789,              4551974,              1726815,,                 24685,                 21114,                  3571,,                 44246,                 35960,                  8286,,                200232,                169291,                 30941,              3161096,                112057,,                 91690,                    637,                 92327,              3438708,              4636558,,,,,                304324,                304324,,                 75000,                     88,                 74912,,                130731,                130731,,                314489,                314489,,                 38752,                              0,,,                              0,                221688,                131256,                352944,                  3913,                356857,              1220065,,,              1358664,              1358664,,                 74336,                    407,                 74743,,,                135546,                 36916,                172462,              1605869,              2825934,,,,              1796852,              1796852,,                164239,,                  1093,                 98923,,               -254509,               -154493,,,                  4026,                  4026,                              0,              1810624,                              0,                              0,              1810624,              4636558,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,2015年06月30日,,,,                    786,                348943,                              0,                349729,,                 15253,                 15253,,                              0,                              0,,                 41047,                      2,                 41045,,                339402,                  2392,                337010,,                  5175,,,                  8946,                  8946,,                302594,                 26201,                122931,                              0,                451726,                460672,,                 72129,                 17612,                 89741,              1298625,,,                 70018,                 70018,,                  3210,                  3210,,,                482714,                201991,                684705,,              1028687,                419076,                609611,,                774014,                665051,                108963,,              6203867,              4462614,              1741253,,                 24685,                 20664,                  4021,,                 44193,                 35314,                  8879,,                199536,                167158,                 32378,              3189810,                119810,,                111419,                    637,                112056,              3494904,              4793529,,,,,                359610,                359610,,                 75000,                     91,                 74909,,                149001,                149001,,                336702,                336702,,                 40213,                              0,,,                              0,                221384,                157123,                378507,                  7858,                386365,              1346800,,,              1424951,              1424951,,                 74336,                    713,                 75049,,,                134867,                 37101,                171968,              1671968,              3018768,,,,              1796852,              1796852,,                164239,,                  1093,                 98923,,               -290372,               -190356,,,                  4026,                  4026,                              0,              1774761,                              0,,              1774761,              4793529,              0,              0,              0,                              0,,                              0,                              0,                134867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,2015年03月31日,,,,                  1435,                203942,                  3026,                208403,,                 10620,                 10620,,                              0,                              0,,                 41560,                              0,                 41560,,                367524,                  2859,                364665,,                  8874,,,                  9782,                  9782,,                338833,                 33918,                116764,                              0,                489515,                499297,,                 76037,                 17335,                 93372,              1226791,,,                 70018,                 70018,,                  3210,                  3210,,,                482714,                201991,                684705,,              1027420,                412639,                614781,,                773649,                656959,                116690,,              6126691,              4372871,              1753820,,                 24685,                 20200,                  4485,,                 44235,                 34756,                  9479,,                198745,                165006,                 33739,              3217699,                104030,,                122790,                    637,                123427,              3518384,              4745175,,,,,                311396,                311396,,                 75000,                     93,                 74907,,                171178,                171178,,                321449,                321449,,                 41831,                     15,,,                              0,                202319,                110013,                312332,                  4724,                317056,              1237832,,,              1386328,              1386328,,                 74336,                    547,                 74883,,,                157851,                 37280,                195131,              1656342,              2894174,,,,              1796852,              1796852,,                164239,,                 78333,                 98923,,               -291372,               -114116,,,                  4026,                  4026,,              1851001,                              0,,              1851001,              4745175,              0,              0,              0,,,                              0,                              0,                157851,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,2014年12月31日,,,,                  1198,                180752,                  3055,                185005,,                 11318,                 11318,,                104880,                104880,,                 44160,                      1,                 44159,,                418727,                  1774,                416953,,                  6594,,,                  5728,                  5728,,                333959,                 32504,                107067,                              0,                473530,                479258,,                 81266,                 14295,                 95561,              1343728,,,                 70018,                 70018,,                  3210,                  3210,,,                482714,                201991,                684705,,              1027230,                406149,                621081,,                776353,                653200,                123153,,              6039273,              4284191,              1755082,,                 24685,                 19735,                  4950,,                 44278,                 34207,                 10071,,                197984,                162874,                 35110,              3234152,                 62404,,                153895,                    637,                154532,              3524316,              4868044,,,,,                295227,                295227,,                 75000,                     94,                 74906,,                170217,                170217,,                366159,                366159,,                 52230,                     15,,,                131100,                178665,                              0,                309765,                  3554,                313319,              1272073,,,              1416478,              1416478,,                 74336,                  2568,                 76904,,,                              0,                 37456,                 37456,              1530838,              2802911,,,,              1796852,              1796852,,                164239,,                 78333,                 98923,,                -77240,                100016,,,                  4026,                  4026,                              0,              2065133,                              0,                              0,              2065133,              4868044,              0,              0,              0,                              0,,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,2014年09月30日,,,,                  1135,                151045,                              0,                152180,,                 15612,                 15612,,                104880,                104880,,                 37591,                              0,                 37591,,                354689,                  1073,                353616,,                  8743,,,                  7514,                  7514,,                350016,                 25909,                112567,                  2855,                491347,                498861,,                 74587,                 16626,                 91213,              1262696,,,                 70018,                 70018,,                  3210,                  3210,,,                482714,                201991,                684705,,              1022257,                399491,                622766,,                774848,                644846,                130002,,              5970837,              4192919,              1777918,,                 24685,                 19269,                  5416,,                 44269,                 33528,                 10741,,                195271,                160810,                 34461,              3266009,                 62422,,                166079,                    637,                166716,              3568375,              4831071,,,,,                291778,                291778,,                 75000,                     99,                 74901,,                154554,                154554,,                336235,                336235,,                 34580,                              0,,,                130384,                179621,                              0,                310005,                  5366,                315371,              1207419,,,              1450081,              1450081,,                 74336,                  1156,                 75492,,,                              0,                 39748,                 39748,              1565321,              2772740,,,,              1796852,              1796852,,                164239,,                 78333,                 98923,,                -84042,                 93214,,,                  4026,                  4026,                              0,              2058331,                              0,                              0,              2058331,              4831071,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,2014年06月30日,,,,                  1048,                198376,                              0,                199424,,                 14663,                 14663,,                 83460,                 83460,,                 42758,                              0,                 42758,,                334954,                    572,                334382,,                  4542,,,                  8109,                  8109,,                374575,                 27560,                124667,                              0,                526802,                534911,,                 70028,                 15537,                 85565,              1299705,,,                 70018,                 70018,,                  3210,                  3210,,,                482714,                201991,                684705,,              1021902,                392865,                629037,,                771678,                636455,                135223,,              5931434,              4097800,              1833634,,                 24685,                 18792,                  5893,,                 42294,                 32994,                  9300,,                194848,                158484,                 36364,              3334156,                 60240,,                137551,                    637,                138188,              3605812,              4905517,,,,,                329362,                329362,,                 75000,                    102,                 74898,,                139830,                139830,,                327282,                327282,,                 34965,                              0,,,                129672,                180571,                              0,                310243,                  8185,                318428,              1224765,,,              1505137,              1505137,,                 74336,                    192,                 74528,,,                              0,                 39885,                 39885,              1619550,              2844315,,,,              1796852,              1796852,,                164239,,                 78333,                 98923,,                -81171,                 96085,,,                  4026,                  4026,                              0,              2061202,                              0,,              2061202,              4905517,              0,              0,              0,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,2014年03月31日,,,,                    661,                127494,                              0,                128155,,                 17246,                 17246,,                 83460,                 83460,,                 37185,                      1,                 37184,,                411304,                    132,                411172,,                 12041,,,                  8985,                  8985,,                347149,                 33783,                136105,                  1235,                518272,                527257,,                 67920,                 15166,                 83086,              1299601,,,                 70018,                 70018,,                  3210,                  3210,,,                482714,                201991,                684705,,              1021902,                386168,                635734,,                765170,                627821,                137349,,              5860157,              4002366,              1857791,,                 24685,                 18269,                  6416,,                 42205,                 32479,                  9726,,                191542,                156088,                 35454,              3367175,                 59514,,                149927,                    637,                150564,              3650481,              4950082,,,,,                347454,                347454,,                 75000,                    103,                 74897,,                186902,                186902,,                370742,                370742,,                 34386,                              0,,,                130046,                509515,                              0,                639561,                  7791,                647352,              1661733,,,              1104647,              1104647,,                 74336,                    852,                 75188,,,                              0,                 40029,                 40029,              1219864,              2881597,,,,              1794586,              1795386,,                164619,,                 78333,                 98923,,                -72802,                104454,,,                  4026,                  4026,,              2068485,                              0,,              2068485,              4950082,              0,              0,              0,,,                              0,                              0,                              0,                              0,                    800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,2013年12月31日,,,,                    744,                317427,                  9998,,,                 14736,                 14736,,,,,                 44721,                              0,                 44721,,                411391,                  2138,                409253,,                  7424,,,                  5798,                  5798,,                319736,                 43822,                118272,                     40,                481870,                487668,,                 66615,                 17189,                 83804,              1461675,,,                 70018,                 70018,,,,,,                482714,                201991,                684705,,              1016353,                379506,                636847,,                763711,                619237,                144474,,              5799639,              3914247,              1885392,,                 24685,                 17733,                  6952,,                 42260,                 31983,                 10277,,                191542,                153653,                 37889,              3406536,                 63757,,                157846,                    637,                158483,              3702004,,,,,,,,                 75000,,,,                142291,,,                375725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                              0,                              0,,,,                328169,                 85900,                 85900,                  6554,                    870,                  3210,                  3210,              5163679,,,,                339885,                339885,,                    108,                 74892,,                142291,,                375725,,                 26164,                  2552,                 31031,                  2798,                 62545,                              0,,,                135793,                241728,                377521,                  4758,                382279,              1377617,,,                              0,,              1620837,              1620837,,                 74336,                  1477,                 75813,,                 40183,                 40183,              1736833,              3114450,,,,              1786186,                    400,              1786586,,,                157046,                              0,                157046,                  5491,,                     35,                  4375,                166947,,                 78333,                 98923,,                -36269,                -49317,                -85586,                 91670,,,                  4026,                  4026,                  4026,                              0,              2049229,                              0,              2049229,,,,,,,,,,,,,,
1524,2013年09月30日,,,,                  1529,                278847,                              0,,,                  5587,                  5587,,,,,                 53226,                              0,                 53226,,                352290,                  2106,                350184,,                  9362,,,                  6586,                  6586,,                384746,                 39532,                107678,                              0,                531956,                538542,,                 67677,                 17929,                 85606,              1456036,,,                 68482,                 68482,,,,,,                482714,                201991,                684705,,              1015487,                372854,                642633,,                762358,                610316,                152042,,              5726591,              3820770,              1905821,,                 25066,                 17561,                  7505,,                 42371,                 31527,                 10844,,                191284,                151295,                 39989,              3443539,                 59606,,                170251,                    637,                170888,              3766174,,,,,,,,                 20000,,,,                195905,,,                319403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      5249253,,,                 20449,                 20449,,,,                280376,                133153,                133153,                     56,                  9306,                  3210,                  3210,              5222210,,,,                296494,                296494,,                     38,                 19962,,                195905,,                319403,,                 21007,                  2443,                  6227,,                 29677,,,,                205983,                341469,                547452,                  4907,                552359,              1415537,,,,,              1669447,              1669447,,                 74336,                    155,                 74491,,                 40925,                 40925,              1784863,              3200400,,,,              1633213,                108667,              1741880,,,                146791,                 38876,                185667,                  5491,,                     35,                  6673,                197866,,                 78333,                 98923,,                 -4333,                 -3813,                 -8146,                169110,,,                  2490,                  2490,                  2490,                 89536,              2021810,                              0,              2021810,,                  1737,                  1737,,,,,,,,,,,
1524,2013年06月30日,,,,                    781,                351716,,                352497,,                 13717,                 13717,,,,,                 62897,                              0,                 62897,,                432366,                  2160,                430206,,                  5894,,,                  7326,                  7326,,                362801,                 31789,                 89224,                              0,                483814,                491140,,                 70248,                 19702,                 89972,              1487036,,,                 68482,                 68482,,,,,,                482714,                201991,                684705,,              1015132,                366247,                648885,,                761772,                601444,                160328,,              5659377,              3727113,              1932264,,                 25066,                 17013,                  8053,,                 38302,                 31030,                  7272,,                190629,                148854,                 41775,              3483282,                 57813,,                190247,                    637,                190884,              3803671,,,,,,,,                              0,,,,                167621,,,                353018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      5249253,                     22,,,,,,,,                 40713,                 40713,                     56,                  5838,                  3210,                  3210,              5290707,,,,                320509,                320509,,                              0,                              0,,                167621,,                353018,,                 18056,                  2555,                  6944,,                 27964,,,,                290305,                293725,                584030,                  2093,                586123,              1457241,,,                              0,,              1765491,              1765491,,                 74336,                    945,                 75281,,                 41078,                 41078,              1881850,              3339091,,,,              1624146,,              1624146,,,                175977,                 38876,                214853,                  5491,,                     35,                  9456,                229835,,                 78333,                 98923,,                 -4333,                 11758,                  7425,                184681,,,                  2490,                  2490,                  2490,                 89536,              1951616,,              1951616,,                  2006,                  2006,,                              0,                              0,                              0,                              0,                    297,                    112,                              0,,,
