證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 存貨,　　　　 存貨合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他金融資產－流動,　　　　　 待分配股票股利,　　　　　 債券換股權利證書,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 應付股利,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　 資本公積－認股權,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 庫藏股票
5608,2015年09月30日,,,,                978982,,                 10534,,                122606,,                295933,,                              0,,                331004,                331004,              1739059,,,                 28490,,             31968365,                  2759,,                 90721,,                340609,,                 62752,                494082,             32493696,             34232755,,,,,              1015045,,                300000,,                              0,,                176469,,                205709,                204218,                409927,                 56643,,,              3412203,              3412203,                105992,              3518195,              5476279,,,                    773,,                630363,,             18279844,,                 56862,,                 14032,                  1693,                 15725,             18983567,             24459846,,,,              4235606,              4235606,,,              1042374,                372267,              1414641,                    701,                 20505,                 48853,              1484700,,              1479818,                181359,,              1533790,              3194967,,,                257164,                257164,              9172437,                600472,              9772909,             34232755,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,2015年06月30日,,,,                976513,,                 11564,,                 59019,,                266098,,                              0,,                268607,                268607,              1581801,,,                 28437,,             30346389,                  2988,,                 85174,,                357203,,                 58580,                500957,             30878771,             32460572,,,,,                928010,,                300000,,                              0,,                199834,,                205709,                195978,                401687,                 67758,,,              2453429,              2453429,                 86390,              2539819,              4437108,,,                    673,,                627556,,             18424946,,                 54656,,                 14251,                              0,                 14251,             19122082,             23559190,,,,              4033931,              4235606,,,              1042374,                372267,              1414641,                    701,                 20505,                 48853,              1484700,,              1479818,                181359,,              1531154,              3192331,,,               -463776,               -463776,              8448861,                452521,              8901382,             32460572,              0,              0,              0,                              0,                201675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,2015年03月31日,,,,              1112073,,                  6389,,                 61843,,                266209,,                              0,,                249357,                249357,              1695871,,,                 28448,,             30038638,                  3121,,                344756,,                359611,,                 58900,                763267,             30833474,             32529345,,,,,                829550,,                300000,,                    356,,                140095,,,                209025,                209025,                 32879,,,              2552708,              2552708,                114738,              2667446,              4179351,,,                    324,,                624762,,             18473313,,                 55321,,                 14470,,                 14470,             19168190,             23347541,,,,              4033500,              4033931,,,              1042374,                372267,              1414641,                    701,                 20505,                 48853,              1484700,,              1457321,                812687,,              1365318,              3635326,,,               -305210,               -305210,              8848747,                333057,              9181804,             32529345,              0,              0,              0,                              0,,                    431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,2014年12月31日,,,,              1060030,,                  7913,,                 53552,,                250420,,                 48986,,                273257,                273257,              1694158,,,                 28458,,             28723685,                  2871,,                838452,,                281555,,                 62315,              1182322,             29937336,             31631494,,,,,                950775,,                300000,,                              0,,                198103,,                              0,                204194,                204194,                 31059,,,              2449065,              2449065,                175479,              2624544,              4308675,,,                              0,,                              0,,             17986697,,                 56704,,                 14689,                              0,                 14689,             18058090,             22366765,,,,              4033500,              4033500,,,              1042374,                371904,              1414278,                    701,                              0,                 48853,              1463832,,              1457321,                812687,,              1345298,              3615306,,,               -181359,               -181359,              8931279,                333450,              9264729,             31631494,              0,              0,              0,                              0,                              0,                              0,              1060030,             31631494,,,,                950775,,                300000,,                              0,,                198103,,                204194,                204194,                 31059,,,              2449065,              2449065,                175479,              2624544,              4308675,,,             17986697,,                 56704,,                 14689,                              0,                 14689,             18058090,             22366765,,,,              4033500,              4033500,,,              1042374,                371904,              1414278,                    701,                 48853,              1463832,,              1457321,                812687,,              1345298,              3615306,,,               -181359,               -181359,              8931279,                333450,              9264729,,,,,,,,,,
5608,2014年09月30日,,,,                833663,,                  6091,,                 27232,,                255231,,                              0,,                236380,                236380,              1358597,,,                 28425,,             27283138,                  1910,,                887372,,                273315,,                 58698,              1219385,             28532858,             29891455,,,,,                726470,,                300000,,                              0,,                211563,,                403350,                179111,                582461,                 62409,,,              2436535,              2436535,                136176,              2572711,              4455614,,,                              0,,                              0,,             16780275,,                 52932,,                 14546,                              0,                 14546,             16847753,             21303367,,,,              4033500,              4033500,,,              1042374,                371904,              1414278,                    701,                              0,                 48853,              1463832,,              1457321,                812687,,              1254633,              3524641,,,               -601683,               -601683,              8420290,                167798,              8588088,             29891455,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,2014年06月30日,,,,                819221,,                 19090,,                 38745,,                274768,,                              0,,                255369,                449656,              1601480,,,                 28410,,             25550726,                  6938,,              1154000,,                314173,,                 58951,              1527124,             27113198,             28714678,,,,,                796204,,                200000,,                    144,,                189935,,                403350,                170046,                573396,                 50890,,,              2654022,              2654022,                276989,              2931011,              4741580,,,                              0,,                              0,,             15558492,,                 55802,,                 14713,                  4480,                 19193,             15633487,             20375067,,,,              4033500,              4033500,,,              1042374,                371904,              1414278,                    701,                              0,                 48853,              1463832,,              1457321,                812687,,              1194693,              3464701,,,               -790711,               -790711,              8171322,                168289,              8339611,             28714678,              0,              0,              0,                194287,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,2014年03月31日,,,,                944688,,                110948,,                 41492,,                237208,,                345840,,                215359,                550611,              2230787,,,                 28426,,             25476399,                  5570,,                955862,,                303963,,                 59392,              1319217,             26829612,             29060399,,,,,                743404,,                200000,,                    152,,                148935,,,                164132,                164132,                 70451,,,              2817363,              2817363,                208214,              3025577,              4352651,,,                              0,,                              0,,             15666873,,                 60976,,                 14879,,                 14879,             15742728,             20095379,,,,              4033500,              4033500,,,              1042374,                371904,              1414278,                    701,                              0,                 48853,              1463832,,              1421961,              1068865,,              1392670,              3883496,,,               -584211,               -584211,              8796617,                168403,              8965020,             29060399,              0,              0,              0,                335252,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,2013年12月31日,,,,,,                 16246,,                 25369,,                235861,,                889153,,                233106,                832949,              2882816,,,                 28408,,             25400375,                  5733,,                687273,,                238440,,                 59620,                985333,             26419849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                599843,,,                883238,             29302665,,,,                724318,,                200000,,                     65,,                165595,,                174619,                174619,                 58028,,,              3569577,              3569577,                130925,              3700502,              5023127,,,             15560223,,                 55802,,                 14988,                     36,                 15024,             15631049,             20654176,,,,              4033500,              4033500,,,              1042374,                371904,              1414278,                    701,                 48853,              1463832,,              1421961,              1068865,,              1304590,              3795416,,,               -812687,               -812687,              8480061,                168428,              8648489,                              0,                              0,                              0,,,,,,,
5608,2013年09月30日,,,,,,                 62326,,                 29375,,                253876,,                              0,,                286921,                395430,              1799823,,,                 28402,,             26133327,                  5777,,                681854,,                296717,,                 60966,              1039537,             27207043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                108509,,,              1058816,             29006866,,,,                497299,,                200000,,                  1362,,                154137,,                208978,                612328,                 41469,,,              2417226,              2417226,                164976,              2582202,              4088797,,,             16594874,,                 38267,,                 16842,                     35,                 16877,             16650018,             20738815,,,,              4033500,              4033500,,,              1042374,                371904,              1414278,                    701,                 48853,              1463832,,              1421961,              1068865,,              1172965,              3663791,,,               -893072,               -893072,              8268051,                              0,              8268051,                403350,,,,,,,,,
5608,2013年06月30日,,,,,,                103884,,                 40582,,                287011,,                              0,,                426757,                429741,              1917462,,,                 28413,,             26060691,                 10076,,                752826,,                408168,,                 60885,              1221879,             27321059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                  2984,,,              1056244,             29238521,,,,                498714,,                200000,,                    468,,                150709,,                201464,                604814,                 20291,,,              2405126,              2405126,                 92041,              2497167,              3972163,,,             16808741,,                 88510,,                 17045,                    360,                 17405,             16914656,             20886819,,,,              4033500,              4033500,,,              1042374,                371904,              1414278,                    701,                 48853,              1463832,,              1421961,              1068865,,              1102163,              3592989,,,               -738619,               -738619,              8351702,                              0,              8351702,                403350,,,,,,,,,
