證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 其他預付款,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收收入／遞延收入,　　　　　　 其他預收款,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收收入／遞延收入,　　　　　 其他預收款,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 待分配股票股利,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 預付租金
2903,2015年09月30日,,,,              5817019,,                474833,,                471443,,                347492,,                 10003,,              1163351,,                291934,,              1512459,,                 47354,,              3387433,,              1022973,              1022973,,                              0,,                 64159,             14610453,,,              4293150,,                612090,,                127000,,              9245224,,             46080597,,              9665704,,              7229372,                894903,,                179520,              9281989,,              1960860,             11422369,             89570409,            104180862,,,,,              6982405,,              2754608,,                438567,,             12250329,,                 46795,,              4646139,              4646139,                 94393,,                  2967,,,                135961,              8215001,              8350962,,                              0,              2200000,              2200000,                365628,             10916590,             38132793,,,                993954,,             22888293,,                 30989,,              1788353,,                558037,              2795900,              3353937,             29055526,             67188319,,,,             14391956,             14391956,,              3498174,,              2728379,              2461168,,              2307262,              7496809,,              4600074,                273365,             29713648,              7278895,             36992543,            104180862,              0,     18353004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2015年03月31日,,,,              5856819,,                332653,,                503653,,                998777,,                 36916,,                394924,,                189538,,              1463378,,                150946,,              3023108,,,              1109683,,                    113,,                 94814,             14155322,,,              5060907,,                780624,,                125000,,              9494151,,             46984424,,              9667344,,              7221643,                906739,,                183696,              9369302,,              1923937,             11476935,             91717767,            105873089,,,,,              7406657,,              2409359,,                 47884,,             13348354,,                 74213,,,              4647402,                658731,,                  4135,,,                121765,              8297995,              8419760,,              1000000,              1000000,              2000000,                276019,             10695779,             39292514,,,                993024,,             20688606,,                 33804,,              1746435,,                562072,              2803266,              3365338,             26827207,             66119721,,,,             14391956,             14391956,,              3498252,,              2575473,              2461168,,              3081411,              8118052,,              5998043,                 97110,             31909193,              7844175,             39753368,            105873089,              0,      8207004,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2014年12月31日,,,,             10952918,,                290895,,                487231,,              1204317,,                  2410,,                527659,,                191931,,              1508732,,                200615,,              2870727,,                975457,                975457,,                    115,,                102260,             19315267,,,              4989668,,                783652,,                125000,,              9546534,,             47426385,,              9667344,,              7226592,                926612,,                185782,              9472460,,              1954939,             11613181,             92304968,            111620235,,,,,              6674285,,              2991683,,                 63303,,             17601054,,                153238,,              5495103,              5495103,                512116,,                  4135,,,                 65656,              7829288,              7894944,,              1000000,              1764429,              2764429,                265157,             10924530,             44419447,,,                992560,,             21548341,,                 31222,,              1729061,,                563292,              2878845,              3442137,             27743321,             72162768,,,,             14391956,             14391956,,              3498252,,              2575473,              2461168,,              2936463,              7973104,,              5900851,                 97110,             31667053,              7790414,             39457467,            111620235,              0,      8207004,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2014年09月30日,,,,              4990052,,                276840,,                474363,,              1204190,,                 19394,,                434378,,                135292,,              1320031,,                246174,,              3100463,,              1343804,              1343804,,                    113,,                 62933,             13608027,,,              4942040,,                776667,,                436897,,              9258206,,             47861828,,              9689275,,              7723849,                943706,,                216634,              9252179,,              1946701,             11415514,             93047982,            106656009,,,,,             10714741,,              3768892,,                 34019,,             12398501,,                 66875,,              4973206,              4973206,                234108,,                  4135,,,                165429,              8321753,              8487182,,              1000000,              2444361,              3444361,                258825,             12190368,             44384845,,,                992095,,             17828000,,                 31152,,              1714468,,                531366,              2760424,              3291790,             23857505,             68242350,,,,             14391956,             14391956,,              3498174,,              2575473,              2461168,,              2474942,              7511583,,              5655307,                 97110,             30959910,              7453749,             38413659,            106656009,              0,      8207004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2014年06月30日,,,,,,                230766,,                490482,,,,                  4839,,                581389,,                 84986,,              1458417,,,,              2633044,,                870728,              1193112,,                    111,,                 68487,             16296293,,,              5096251,,                774210,,,,              9387954,,             51861561,,              2730495,,              7711343,                935717,,,              9340570,,              1934974,             11495182,             90527609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      8046083,,              0,              8560045,                744838,                245777,,                              0,                534896,                219638,            106823902,,,,              7851703,,              4054138,,                 49074,,             12292228,,                 66915,,              6420122,                318410,,                  4135,,,                116083,              8046997,              8163080,,                              0,              2444733,              2444733,                226921,             10834734,             41891459,,,              1991631,,             21977499,,                 31083,,              1579312,,                543566,              2716999,              3260565,             28840090,             70731549,,,,             14109761,                282195,             14391956,,              3498174,,              2575473,              2461168,,              2130990,              7167631,,              3727302,                 97110,             28687953,              7404400,             36092353,                322384
2903,2014年03月31日,,,,              8331154,,                231577,,                481848,,                489939,,                 12067,,                676516,,                 64296,,              1340252,,                241631,,              2931440,,,              1309230,,                    382,,                 68052,             16178384,,,              4843068,,                777974,,                521897,,              9088880,,             52231317,,              2730495,,              7713403,                956368,,                220622,              9371138,,              1949863,             11541623,             90405025,            106583409,,,,,              9299450,,              3606794,,                 60184,,             12026814,,                 56744,,,              3985460,                558016,,                  4135,,,                152911,              8769939,              8922850,,                              0,              2444780,              2444780,                213849,             11581479,             41179076,,,              1991166,,             20752000,,                 31013,,              1604259,,                533746,              2749768,              3283514,             27661952,             68841028,,,,             14109761,             14109761,,              3498174,,              2358917,              2461168,,              3963566,              8783651,,              3443877,                 97110,             29738353,              8004028,             37742381,            106583409,              0,      8046083,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2014年01月01日,,,,             13221405,,                239974,,                552555,,                437497,,                 28119,,                766445,,                 57302,,              1779487,,                418064,,              2976244,,              1090656,              1090656,,                    377,,                 83987,             21652112,,,              4986339,,                776374,,                521897,,              9050368,,             52166888,,              3070495,,              7715184,                940225,,                222615,              9464677,,              1920123,             11607415,             90835185,            112487297,,,,,              7462340,,              3047306,,                159194,,             17693401,,                151909,,              5252331,              5252331,                401874,,                  4135,,,                101136,              7720500,              7821636,,              2493512,              1445159,              3938671,                252891,             12013198,             46185688,,,              1990702,,             21841434,,                 30483,,              1608841,,                535105,              2841682,              3376787,             28848247,             75033935,,,,             14109761,             14109761,,              3498174,,              2358917,              1931285,,              4107920,              8398122,,              3659643,                 97110,             29568590,              7884772,             37453362,            112487297,              0,      8046083,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2903,2013年12月31日,,,,,,                239974,,                552555,,,,                 28119,,                766445,,                 57302,,              1779487,,,,              2976244,,,              1090656,,                    377,,                 83987,             21652112,,,              4986339,,                776374,,,,              9050368,,             52166888,,              3070495,,              7715184,                940225,,,              9464677,,              1920123,             11607085,             90834855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      8046083,,              0,             13221405,                437497,                418064,,                              0,                521897,                222285,            112486967,,,,              7462340,,              3047306,,                159194,,             17693401,,                151909,,              5252331,                401874,,                  4135,,,                101136,              7720500,              7821636,,              2493512,              1445159,              3938671,                252891,             12013198,             46185688,,,              1990702,,             21841434,,                 30483,,              1608841,,                547479,              2841682,              3389161,             28860621,             75046309,,,,             14109761,                              0,             14109761,,              3498174,,              2358917,              1931285,,              4095216,              8385418,,              3659643,                 97110,             29555886,              7884772,             37440658,
2903,2013年09月30日,,,,,,              1393671,,                539361,,,,                 20598,,                803050,,                 28101,,              1616599,,,,              3090340,,,                984049,,                              0,,                 63233,             15857960,,,              4800102,,                774298,,,,              9040385,,             52266179,,              3043814,,              7714854,                954582,,,              9557645,,              2008807,             11785059,             90901169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      8046083,,              0,              6672860,                174306,                471792,,                              0,                521896,                218607,            106759129,,,,              7672350,,              4529642,,                 60331,,             12163313,,                 57235,,              6962414,                134752,,                  4135,,,                108525,              7929444,              8037969,,              3683812,                684000,              4367812,                233309,             12639090,             44223262,,,              1000000,,             20562569,,                 30416,,              1571738,,                535867,              2794843,              3330710,             26495433,             70718695,,,,             14109761,                              0,             14109761,,              3498174,,              2358917,              1931285,,              3385641,              7675843,,              3501665,                 97110,             28688333,              7352101,             36040434,
2903,2013年06月30日,,,,,,                372908,,                524236,,,,                 13774,,              1180043,,                 36090,,              1688730,,,,              2603699,,                601307,                920682,,                              0,,                 84840,             16487354,,,              4652078,,                776313,,,,              9052068,,             52390105,,              3043814,,              7720553,                963723,,,              9654543,,              2025663,             11900166,             92064903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      7811732,,              0,              8184635,                355678,                522039,,              1017199,                548884,                219960,            108552257,,,,              8399110,,              3691579,,                 48102,,             13477804,,                 82141,,              7961984,                178836,,                  4135,,,                 86065,              7518615,              7604680,,              3674149,                984000,              4658149,                223738,             12486567,             46330258,,,              1000000,,             20962255,,                 30348,,              1567112,,                538383,              2774846,              3313229,             26872944,             73203202,,,,             13698797,                410964,             14109761,,              3498174,,              2358917,              1931285,,              2900584,              7190786,,              3371766,                 97110,             28073377,              7275678,             35349055,                319375
