證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－處分資產增益,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－處分資產增益,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 特別股股本,　　　　 待分配股票股利,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他
1536,2015年09月30日,,,,                463935,,                172912,,                 62202,,                  8684,,              1288636,,                 87571,,              1312808,,                156628,              3553376,,,                 33044,,                324198,,              4344497,,                              0,,                  1113,                 42784,,                382660,              5128296,              8681672,,,,,                648061,,                 30000,,                              0,,                371167,,                474255,,                388499,                114640,,                246613,              2273235,,,              2489789,,                 99368,,                211451,              2800608,              5073843,,,,              2349565,              2349565,,,                  7828,                              0,                    309,                  5667,                              0,                 13804,,                128237,                              0,,              1001203,              1129440,,,                 34551,,                 27627,                 62178,              3554987,                 52842,              3607829,              8681672,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2015年06月30日,,,,                867216,,                168325,,                 72506,,                 13910,,              1152642,,                 95060,,              1275435,,                119190,              3764284,,,                 33044,,                310370,,              4214900,,                              0,,                  1156,                 40936,,                328004,              4928410,              8692694,,,,,                458955,,                 30000,,                    426,,                354766,,                491648,,                926961,                 95549,,                233855,              2592160,,,              2535648,,                108370,,                208604,              2852622,              5444782,,,,              2349565,              2349565,,,                  7828,                              0,                    309,                  5667,                              0,                 13804,,                128237,                              0,,                652790,                781027,,,                 17574,,                 33209,                 50783,              3195179,                 52733,              3247912,              8692694,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2015年03月31日,,,,                747903,,                 98549,,                 96846,,                 13164,,              1139419,,                 66814,,              1206658,,                115381,              3484734,,,                 33302,,                293021,,              4028902,,                              0,,                  1675,                 43090,,                340819,              4740809,              8225543,,,,,                368226,,                 30000,,                    174,,                344207,,                480371,,                456536,                158924,,                190713,              2029151,,,              2399787,,                 86281,,                210723,              2696791,              4725942,,,,              2349565,              2349565,,,                  7828,                              0,                    309,                  5667,                              0,                 13804,,                 57070,                              0,,                979206,              1036276,,,                 22910,,                 25635,                 48545,              3448190,                 51411,              3499601,              8225543,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2014年12月31日,,,,                552882,,                              0,,                 96832,,                 13343,,                915480,,                129035,,              1193925,,                 79142,              2980639,,,                 33302,,                275490,,              3667248,,                 62881,,                  2068,                 45016,,                280944,              4366949,              7347588,,,,,                400792,,                 30000,,                              0,,                368668,,                581271,,                202250,                103433,,                191848,              1878262,,,              1887509,,                109496,,                178623,              2175628,              4053890,,,,              2349565,              2349565,,,                  7828,                              0,                    309,                  5667,                              0,                 13804,,                 57070,                              0,,                775024,                832094,,,                 26738,,                 20180,                 46918,              3242381,                 51317,              3293698,              7347588,              0,              0,              0,                              0,                552882,              7347588,,,,                400792,,                 30000,,                              0,,                368668,,                581271,,                202250,                103433,,                191848,              1878262,,,              1887509,,                109496,,                178623,              2175628,              4053890,,,,              2349565,              2349565,,,                  7828,                              0,                    309,                  5667,                              0,                 13804,,                 57070,                              0,,                775024,                832094,,,                 26738,,                 20180,                 46918,              3242381,                 51317,              3293698,,,,,
1536,2014年09月30日,,,,                639901,,                              0,,                103134,,                 17032,,                929526,,                 55695,,              1172311,,                 92207,              3009806,,,                 33302,,                267204,,              3577096,,                 62881,,                  2803,                 28748,,                259201,              4231235,              7241041,,,,,                412530,,                 30000,,                              0,,                367260,,                553629,,                481141,                 57481,,                222736,              2124777,,,              1785964,,                 95400,,                152698,              2034062,              4158839,,,,              2322403,              2322403,,,                  7828,                              0,                    309,                  5477,                              0,                 13614,,                 57070,                              0,,                567860,                624930,,,                 14755,,                 54778,                 69533,              3030480,                 51722,              3082202,              7241041,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2014年06月30日,,,,                522076,,                              0,,                 27666,,                 18994,,                841506,,                 53729,,              1136661,,                 85699,              2686331,,,                 33302,,                258717,,              3582626,,                 62881,,                  5442,                 31075,,                171652,              4145695,              6832026,,,,,                332739,,                 50000,,                              0,,                295807,,                511039,,                454514,                 59028,,                186481,              1889608,,,              1784042,,                 95479,,                174126,              2053647,              3943255,,,,              2252971,              2320241,,,                  7828,                              0,                    309,                  5477,                              0,                 13614,,                 57070,                              0,,                386756,                443826,,,                  8421,,                 52389,                 60810,              2838491,                 50280,              2888771,              6832026,              0,              0,              0,                 67270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2014年03月31日,,,,                413243,,                              0,,                 44968,,                 15825,,                775343,,                 90007,,              1090018,,                 80068,              2509472,,,                 33302,,                262606,,              3589987,,                 62881,,                  7286,                 49934,,                159505,              4165501,              6674973,,,,,                276058,,                 50000,,                      3,,                289420,,                479387,,                132029,                 86266,,                221398,              1534561,,,              1807391,,                112718,,                174760,              2094869,              3629430,,,,              2252971,              2252971,,,                 69906,                              0,                    309,                  5477,                 27615,                103307,,                 22841,                 42880,,                493924,                559645,,,                 10684,,                 65779,                 76463,              2992386,                 53157,              3045543,              6674973,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,2013年12月31日,,,,,,,,                 29929,,                 13737,,                847503,,                 58860,,              1072223,,                106064,              2480339,,,                 33302,,                246065,,              3471395,,                 62881,,                  9048,                 52657,,                235464,              4110812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                352023,              6591151,,,,                375014,,                 30000,,                    276,,                581382,,                264323,,                133196,                 57472,,                217109,              1658772,,,              1778698,,                115712,,                174616,              2069026,              3727798,,,,              2242330,              2242330,,,                 69906,                              0,                    309,                  5477,                 27615,                103307,,                 22841,                 42880,,                342290,                408011,,,                 12813,,                 44210,                 57023,              2810671,                 52682,              2863353,,,,,
1536,2013年09月30日,,,,,,                 14790,,                 33853,,                  8319,,                749587,,                 73738,,              1056113,,                140220,              2350186,,,                 33302,,                242536,,              3394730,,                              0,,                  9355,                 66429,,                179085,              3925437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                273566,              6275623,,,,                291936,,                 50000,,                              0,,                490789,,                235839,,                198612,                 40043,,                253911,              1561130,,,              1754638,,                114430,,                184232,              2053300,              3614430,,,,              2099813,              2210623,,,                 69906,                              0,                    309,                  5477,                 27615,                103307,,                 22841,                 42880,,                195874,                261595,,,                  8468,,                 24474,                 32942,              2608467,                 52726,              2661193,                              0,                110810,,,
1536,2013年06月30日,,,,,,                 15000,,                 17017,,                 15832,,                761110,,                 54104,,              1118728,,                118722,              2480705,,,                 33302,,                214774,,              3253489,,                              0,,                 11327,                 68670,,                186598,              3768160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                380192,              6248865,,,,                518359,,                 50000,,                              0,,                732869,,                201886,,                222339,                 29139,,                601056,              2355648,,,              1241952,,                117937,,                196772,              1556661,              3912309,,,,              1583003,              1924203,,,                              0,                              0,                    309,                  5477,                 27615,                 33401,,                              0,                              0,,                336810,                336810,,,                  3396,,                -12896,                 -9500,              2284914,                 51642,              2336556,                341200,                              0,,,
