證券代號,年季,　 資產,　　 現金及約當現金,　　　 現金及約當現金合計,　　 存放央行及拆借銀行同業,　　　 存放央行及拆借銀行同業合計,　　 透過損益按公允價值衡量之金融資產,　　　 透過損益按公允價值衡量之金融資產合計,　　 附賣回票券及債券投資,　　　 附賣回票券及債券投資淨額,　　 應收款項－淨額,　　　 應收款項－淨額,　　 當期所得稅資產,　　　 本期所得稅資產合計,　　 貼現及放款－淨額,　　　 貼現及放款－淨額,　　 備供出售金融資產－淨額,　　　 備供出售金融資產－淨額,　　 受限制資產－淨額,　　　 受限制資產－淨額,　　 其他金融資產－淨額,　　　 其他金融資產－淨額,　　 不動產及設備－淨額,　　　 不動產及設備－淨額,　　 無形資產－淨額,　　　 無形資產－淨額,　　 遞延所得稅資產,　　　 遞延所得稅資產合計,　　 其他資產－淨額,　　　 預付費用,　　　 其他非營業資產,　　　 存出保證金,　　　 營業保證金及交割結算基金,　　　 其他遞延資產,　　　 其他雜項資產,　　　 其他資產－淨額,　　 資產總計,　 負債及權益,　　 負債,　　　 央行及銀行同業存款,　　　　 央行及銀行同業存款合計,　　　 透過損益按公允價值衡量之金融負債,　　　　 透過損益按公允價值衡量之金融負債合計,　　　 避險之衍生金融負債－淨額,　　　　 避險之衍生金融負債－淨額,　　　 附買回票券及債券負債,　　　　 附買回票券及債券負債合計,　　　 應付款項,　　　　 應付款項合計,　　　 當期所得稅負債,　　　　 本期所得稅負債合計,　　　 存款及匯款,　　　　 存款及匯款合計,　　　 應付金融債券,　　　　 應付金融債券合計,　　　 特別股負債,　　　　 特別股負債合計,　　　 其他金融負債,　　　　 短期借款,　　　　 應付商業本票,　　　　 長期借款,　　　　 其他什項金融負債,　　　　 其他金融負債合計,　　　 負債準備,　　　　 負債準備合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他負債,　　　　 其他負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－庫藏股票交易,　　　　　 其他資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈餘,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 備供出售金融資產未實現評價損益,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　　 庫藏股票合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　　 非控制權益合計,　　　 權益總計,　　 負債及權益總計,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 預收股款（權益項下）之約當發行股數（單位：股） ,　　　　　 增資準備,　　　　　 其他權益－其他,　　 待註銷股本股數,　　　 現金及約當現金總額,　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 央行及銀行同業存款,　　　 央行及銀行同業存款合計,　　 透過損益按公允價值衡量之金融負債,　　　 透過損益按公允價值衡量之金融負債合計,　　 避險之衍生金融負債－淨額,　　 附買回票券及債券負債,　　　 附買回票券及債券負債合計,　　 應付款項,　　　 應付款項合計,　　 當期所得稅負債,　　　 當期所得稅負債合計,　　 存款及匯款,　　　 存款及匯款合計,　　 應付金融債券,　　　 應付金融債券合計,　　 特別股負債,　　　 特別股負債合計,　　 其他金融負債,　　　 短期借款,　　　 應付商業本票,　　　 長期借款,　　　 其他什項金融負債,　　　 其他金融負債合計,　　 負債準備,　　　 負債準備合計,　　 遞延所得稅負債,　　　 遞延所得稅負債合計,　　 其他負債,　　　 其他負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－庫藏股票交易,　　　　 其他資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈餘,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　 備供出售金融資產未實現損益,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　 其他權益合計,　　　 庫藏股票,　　　　 庫藏股票合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　　 非控制權益合計,　　 權益總額,　　　　 增資準備,　　 央行及同業融資,　　　 央行及同業融資合計,　　 與待出售資產直接相關之負債,　　　 與待出售資產直接相關之負債合計,　　 應付公司債,　　　 應付公司債合計,　　　　 資本公積－採權益法認列關聯企業及合資股權淨值之變動數
2847,2015年09月30日,,,              9137884,,             11109964,,             45139791,,              1187626,,             24403958,,                 72814,,            269654771,,             79060219,,                212000,,              2084923,,              3321392,,              2296558,,              1543614,,                 82347,                 87086,              9935683,                 90367,                257503,                181991,             10634977,            459860491,,,,             19802424,,             17997291,,                  3166,,              5342411,,              7352577,,                 97186,,            332571574,,             26001539,,              1635380,,                166000,                687691,                746500,              9076320,             10676511,,                656591,,                 61832,,                452241,            422650723,,,,             27890786,             27890786,,                 75637,              2050753,              2126390,,              2576104,                 24075,,              1342012,              1342012,              3942191,,                    265,                187695,                 -2615,                  4862,                190207,,                 17403,             34132171,,              3077597,             37209768,            459860491,      2316065,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2015年06月30日,,,              4256521,,             14918632,,             34506501,,              1084933,,             25121478,,                108883,,            268823025,,             79241282,,                212000,,              2042166,,              3318888,,              2321301,,              1687000,,                 61797,                 87246,              3333283,                 90252,                278757,                 44466,              3895801,            441538411,,,,             11004443,,             12107448,,                  3345,,              4726644,,              5893696,,                 61956,,            331452663,,             25313863,,              1635380,,                308000,              1907342,                145900,              8200478,             10561720,,                645614,,                 80741,,                489028,            403976541,,,,             25805739,             27890786,,                 74762,              2045850,              2120612,,              2576104,                 24075,,              1647756,              1647756,              4247935,,                -34512,                251683,                 -2764,,                218413,,                 19384,             34458362,,              3103508,             37561870,            441538411,      2388595,              0,              2085047,                  4006,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2015年03月31日,,,              3653127,,             13097373,,             35674475,,                762012,,             25251770,,                 90677,,            278952532,,             82441030,,                212000,,              6664436,,              3131549,,              2351621,,              1813994,,                100922,                271621,              4906370,                 89885,                305045,                 57043,              5730886,            459827482,,,,             16776195,,             13613596,,                  3859,,              9278406,,              6246960,,                 58342,,            337004087,,             25374940,,              1635380,,                997250,              2214069,                              0,              7826996,             11038315,,                611840,,                 77510,,              1294629,            423014059,,,,             25805739,             25805739,,                 70233,              2040431,              2110664,,              1785575,                 24075,,              3634528,              3634528,              5444178,,                -34125,                336640,                 -3203,                  3926,                303238,,                 32343,             33631476,,              3181947,             36813423,            459827482,      3985641,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2014年12月31日,,,              4504378,,             13076641,,             35842270,,              1971409,,             23050004,,                114749,,            286691683,,             83129463,,                282000,,             11334246,,              3276820,,              2367703,,              1887342,,                115531,                123305,              4315315,                 87249,                333288,                140119,              5114807,            472643515,,,,             18002929,,             12261551,,                  4179,,             18794224,,              7732001,,                 37650,,            343590852,,             23414551,,              1635380,,                978875,              1501370,                              0,              7497443,              9977688,,                585241,,                 53525,,                783420,            436873191,,,,             25805739,             25805739,,                 70871,              2024572,              2095443,,              1785575,                 24075,,              2982420,              2982420,              4792070,,                 19431,                260075,                 -3469,                              0,                276037,,                348878,             32620411,,              3149913,             35770324,            472643515,     34776053,              0,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2014年09月30日,,,              4176153,,             13576907,,             33425340,,              2725298,,             21227825,,                192789,,            283870762,,             88275992,,                331100,,             13655969,,              3346460,,              2352151,,              2189122,,                 65138,                 87724,              1949090,                 86044,                308134,                116948,              2613078,            471958946,,,,             20515864,,             11108816,,                  4183,,             25716709,,              6862354,,                121506,,            337608053,,             22393831,,              1635380,,                482000,              1459392,                549000,              6215579,              8705971,,                533256,,                239582,,              1292491,            436737996,,,,             25805739,             25805739,,                 66907,              2017728,              2084635,,              1785575,                 24075,,              2512727,              2512727,              4322377,,                -22297,                262713,                 -3472,                              0,                236944,,                362144,             32087551,,              3133399,             35220950,            471958946,     36411456,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2014年06月30日,,,              5936759,,             10599357,,             29793388,,              2709115,,             21186107,,                164143,,            275410205,,             89871322,,                330115,,             15739199,,              3310831,,              2375105,,              2281670,,                 41399,                102351,              2158739,                 84847,                339293,                 17279,              2743908,            462451224,,,,             21637936,,              7911370,,                  4822,,             24213055,,              7337192,,                 87394,,            336104173,,             19265114,,              1635380,,                513500,              2087967,                548625,              5425341,              8575433,,                568160,,                224300,,                333671,            427898000,,,,             23897922,             25805739,,                 66265,              2010854,              2077119,,              1785575,                 24075,,              1823503,              1823503,              3633153,,                -37490,                278434,                 -4002,,                236942,,                365445,             31387508,,              3165716,             34553224,            462451224,     36369612,              0,              1907817,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2014年03月31日,,,             10359267,,             15162843,,             31949548,,              2668669,,             19686129,,                163216,,            270999262,,             89997329,,                282000,,              9316859,,              3326793,,              2389715,,              2344550,,                 86032,                102539,              1924754,                 84117,                334445,                 26918,              2558805,            461204985,,,,             21922313,,              7859303,,                  5427,,             24094693,,              7393870,,                 82393,,            336480834,,             19153158,,              1635380,,                540000,              2592830,                548500,              3714268,              7395598,,                569638,,                230218,,                309558,            427132383,,,,             23897922,             23897922,,                 66265,              2004023,              2070288,,                988680,                 24075,,              3964414,              3964414,              4977169,,                -27080,                274587,                 -4505,                              0,                243002,,                365445,             30822936,,              3249666,             34072602,            461204985,     36369612,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2014年01月01日,,,             11499051,,             19692796,,             28126082,,              2520667,,             22286982,,                163088,,            263546113,,             94400239,,                282000,,              1365895,,              3342534,,              2413667,,              2391520,,                 49130,                102726,                712769,                110319,                333974,                 33721,              1342639,            453373273,,,,             20122998,,              6868114,,                  5449,,             20047967,,              8598196,,                 60684,,            340511249,,             15542432,,              1635380,,                398000,              2077508,                548125,              3120470,              6144103,,                580070,,                188708,,                363548,            420668898,,,,             23897922,             23897922,,                 31513,              1980774,              2012287,,                988680,                 24075,,              3095473,              3095473,              4108228,,                -25483,                201557,                 -4522,                              0,                171552,,                649773,             29540216,,              3164159,             32704375,            453373273,     68099875,              0,                              0,                              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,2013年12月31日,,,,,             19692796,,             28126082,,              2520667,,             22286982,,,,            263546113,,             94400239,,                282000,,              1365895,,              3342534,,              2413667,,              2395832,,                 49130,                102726,                712769,                110319,                333974,                 33721,              1342639,,,,,,,,                  5449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     68099875,              0,,,              0,             11499051,                163088,            453377585,,,             20122998,,              6868114,,,             20047967,,              8598196,,                 60684,,            340511249,,             15542432,,              1635380,,                398000,              2077508,                548125,              3120470,              6144103,,                605434,,                188708,,                363548,            420694262,,,,             23897922,             23897922,,                 31513,              1980774,              2012287,,                988680,                 24075,,              3076831,              3076831,              4089586,,                -25483,                201557,                 -4522,                171552,,                649773,             29521574,,              3161749,             32683323,                              0,,                              0,,                              0,,                              0,
2847,2013年09月30日,,,,,             14426784,,             28069297,,              2453103,,             20893117,,,,            268041089,,             92129330,,                262000,,                453551,,              3312737,,              2431641,,              2441043,,                 92415,                143335,                855733,                110104,                305201,                 96866,              1603654,,,,,,,,                  5582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     69962456,              0,,,              0,              3973523,                143767,            440634636,,,             20684929,,              7179414,,,             22914815,,              7653141,,                 25722,,            326151578,,             15436182,,              1635380,,                476000,              1657780,                547750,              2832848,              5514378,,                588066,,                198904,,                577334,            408565425,,,,             23897922,             23897922,,                 27816,              1971917,              1999733,,                988680,                 24075,,              2653586,              2653586,              3666341,,                -46263,                114384,                 -4633,                 63488,,                665884,             28961600,,              3107611,             32069211,,,,,,,,
