證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 避險之衍生金融資產－流動,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 淨確定福利資產-非流動,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 避險之衍生金融負債－流動,　　　　 短期借款,　　　　　 短期借款合計,　　　　　 特別盈餘公積,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　　 當期所得稅資產合計,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 短期借款,　　　　 短期借款合計,　　　 避險之衍生金融負債－流動,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　 非控制權益,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－合併溢額,　　　　 資本公積－認股權,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計
2498,2015年09月30日,,,,             43279478,,                254358,                              0,,                  8280,                  8280,,             17025863,,                278346,,                319933,,             20823090,,              5190349,,              1771623,,                752947,                140739,                893686,             89845006,,,                     59,,              3348441,,                227157,,             17901257,,              1785175,,              6065893,              8318264,,              1600231,,              1471773,                123038,,              5572199,              8767241,             46413487,            136258493,,,,,                250246,,             29747168,,             26180345,                146414,,              7303576,,              3324058,             66951807,,,                 96330,,                 25987,                414019,                440006,                536336,             67488143,,,,              8282722,              8282722,,             15311375,,             18297655,,             25206761,             43504416,,              1872792,                200955,             68770350,             68770350,            136258493,              0,              0,      4110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,2015年06月30日,,,,             47232931,,                147194,                  4442,,                  7766,                  7766,,             28476127,,                272434,,                186676,,             23543560,,              5496302,,,,                235884,                 97682,                333566,            105700998,,,                     44,,              2608395,,                228308,,             21634590,,,,              6212101,              8324510,,              1506693,,              1346854,                118293,,              6342528,              9314368,             48322316,            154023314,,,,,                 92628,,             41180747,,             29548950,                159973,,              7679275,,              2903144,             81564717,,,                193767,,                 30055,                776600,                806655,              1000422,             82565139,,,,              8279889,              8279889,,             15202192,,             18297655,,             29683715,             47981370,,                 -5276,                              0,             71458175,             71458175,            154023314,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,2015年03月31日,,,,             51715168,,                 75490,                  5604,,                  7849,                  7849,,             32896611,,                411476,,                255625,,             21700178,,              6351849,,,,                585477,                 89945,                675422,            114095272,,,                     76,,              2629422,,                231956,,             22838389,,,,              6736526,              8358477,,                268340,,              1338632,                113484,,              8864346,             10584802,             51379648,            165474920,,,,,                 49883,,             48056405,,             28100046,                163762,,              7419070,,              1746102,             85535268,,,                208102,,                 37305,,                 37305,                245407,             85780675,,,,              8280381,              8280381,,             15110690,,             18149350,,             38180901,             56330251,,                -27077,                              0,             79694245,             79694245,            165474920,              0,              0,              0,,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,2014年12月31日,,,,             55743558,,                262544,                              0,,                  7918,                  7918,,             29140284,,                584936,,                274321,,             17213060,,              6626106,,                              0,,                334954,                 99269,                434223,            110286950,,,                     93,,              2586478,,                234661,,             23435556,,                              0,,              7209291,              8452707,,                262740,,              1342813,                109138,,              9917847,             11632538,             53551324,            163838274,,,,,                 22424,,             43803343,,             32237945,                210714,,              5841179,,              1143134,             83258739,,,                202932,,                 43230,                              0,                 43230,                246162,             83504901,,,,              8349521,              8349521,,             15140687,,             18149350,,             41381753,             59531103,,              1062118,              3750056,             80333373,             80333373,            163838274,              0,              0,      6914000,                              0,,                              0,                              0,             55743558,                  7918,,                              0,                274321,                109138,            163838274,,,,                 22424,,             43803343,,             32237945,                210714,,              5841179,,              1143134,             83258739,,,                202932,,                 43230,                 43230,                246162,             83504901,,,,              8349521,              8349521,,             15140687,,             18149350,                              0,,             41381753,             59531103,,              1062118,              3750056,             80333373,             80333373,,,,,,,,,,,,,,,,,,,,,
2498,2014年09月30日,,,,             54672202,,                275725,                 29445,,                              0,                              0,,             25234361,,                773967,,                247383,,             23209305,,              6389171,,                              0,,                    666,                 50982,                 51648,            110883207,,,                    183,,              2808821,,                219320,,             23727490,,                              0,,              7603306,              8429894,,                264723,,              1275703,                138008,,             10018132,             11696566,             54485580,            165368787,,,,,                 13290,,             43421932,,             34565203,                277357,,              6550061,,              1525493,             86353336,,,                195519,,                 40091,                              0,                 40091,                235610,             86588946,,,,              8403521,              8403521,,             14840181,,             18149350,,             48247109,             66396459,,                466498,             11326818,             78779841,             78779841,            165368787,              0,              0,     16914000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,2014年06月30日,,,,             48437642,,                 84055,                  6525,,                              0,                              0,,             36313574,,              2242387,,                138498,,             25904240,,              6653053,,,,              2528414,                 77862,              2606276,            122386250,,,                    206,,              2786544,,                221675,,             24232069,,,,              7956346,              8331551,,                268636,,              1240724,                133942,,             11181076,             12824378,             56352769,            178739019,,,,,                 62185,,             50031814,,             39984859,                236817,,              8650366,,              1181390,            100149114,,,                149602,,                264111,                              0,                264111,                413713,            100562827,,,,              8403521,              8403521,,             14790977,,             18149350,,             47606426,             65755776,,                552736,             11326818,             78176192,             78176192,            178739019,              0,              0,     16914000,                  1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,2014年03月31日,,,,             43930278,,                 97386,                              0,,                              0,                              0,,             22936333,,              2107931,,                213059,,             25122403,,              6773141,,,,              2601678,                126076,              2727754,            103908285,,,                    208,,              5062511,,                224645,,             24910603,,,,              8459667,              8727935,,                275570,,              1206060,                129776,,             12571093,             14182499,             61568068,            165476353,,,,,                              0,,             43211781,,             34929759,                659692,,              6311041,,                952823,             88583364,,,                158793,,                264494,,                264494,                423287,             89006651,,,,              8403521,              8403521,,             14742307,,             18149350,,             44494871,             63498359,,              1152333,             11326818,             76469702,             76469702,            165476353,              0,              0,     16914000,,,              2518268,                854138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,2013年12月31日,,,,,,                162297,,,,,,             23371172,,              2137653,,,,             23599558,,              5803744,,,,              2771023,                124808,              2895831,            111507281,,,                    239,,              4603061,,                227504,,             25561399,,,,              8664066,              8665235,,                352894,,              1182393,,,             11739400,             13400402,             61121906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     18912413,,,,,             53298941,                              0,,                              0,                238085,                125715,            172629187,,,,                              0,,             46275851,,             38032999,              1040128,,              8208885,,                956127,             94513990,,,                151122,,                256415,                256415,                407537,             94921527,,,,              8423505,              8423505,,             15360307,,             18149350,                854138,,             47282820,             66286308,,                557698,             12920158,             77707660,             77707660,,,,,,,,,,,,,,,,,,,,,
2498,2013年09月30日,,,,,,                              0,                              0,,,,,             30933802,,              2167035,,,,             26022627,,              6350136,,,,              2805927,                133524,              2939451,            112024704,,,                    214,,              4520429,,              5477519,,             25551795,,,,              9381477,              8830166,,                174859,,              5645128,,,             11738813,             17696335,             71457935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     22012413,,,,,             43119840,,,,                391628,                137535,            183482639,,,,                 19871,,             54374041,,             42473734,                138292,,              6449212,,              1933535,            105388685,,,                683091,,                261320,                261320,                944411,            106333096,,,,              8501395,              8501395,,             15475351,,             18149350,                854138,,             47796989,             66800477,,               -298498,             13329182,             77149543,             77149543,,                100185,,,,,,,,,,,,,,,,,,,
2498,2013年06月30日,,,,,,                 48502,                              0,,,,,             48203254,,              1845947,,,,             28052138,,              6569646,,,,              4140566,                 33547,              4174113,            137470814,,,                    152,,              4547521,,              5551231,,             25908958,,,,             11304591,              9002443,,                175723,,              4516650,,,             11307739,             16131581,             72446477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     20825045,,,,,             48115859,,,,                360743,                131469,            209917291,,,,                              0,,             65760801,,             44723615,                347900,,              5601489,,              1633504,            128003939,,,                670638,,                183014,                183014,                853652,            128857591,,,,              8520521,              8520521,,             16601557,,             18149350,                854138,,             50770725,             69774213,,                228899,             14065490,             81059700,             81059700,,                100612,,              9936630,                              0,,,,,,,,,,,,,,,,
