證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付股利,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待分配股票股利,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 待分配股票股利,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　　 土地淨額,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 預付設備款,　　　　 存出保證金,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額
2106,2015年09月30日,,,,             13876670,,                    926,,                304357,,                              0,,              3714743,,                  9768,,                 88656,,                 10965,,,              6008888,              6008888,,                525209,,              3871825,                  2979,              3874804,             28414986,,,                131159,,             10128179,,                 60339,                164445,,                896980,,                526091,              1423071,             11907193,             40322179,,,,,              1227258,,                149532,,                  3972,,              1510138,,                 81675,,              1837012,              1954201,              3791213,                302761,,,                301955,,              2936390,                  6138,              3244483,             10311032,,,              6357910,,              1360834,,                523239,                533871,              1057110,              8775854,             19086886,,,,              8572800,                              0,              8572800,,                     41,,              2355287,                719550,,              8106465,             11181302,,,              1481120,              1481120,                              0,             21235263,                              0,                     30,             21235293,             40322179,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2015年06月30日,,,,             12046145,,                  1225,,                375899,,                              0,,              3677124,,                 10330,,                 63465,,                  7294,,,              6119302,              6119302,,                669504,,              3717686,                  3651,              3721337,             26691625,,,                127735,,              9953253,,                 59646,                142976,,                876447,,                468970,              1345417,             11629027,             38320652,,,,,              1361700,,                149216,,                  5543,,              1684733,,                 93587,,              1837012,              1849984,              3686996,                360544,,,                305497,,              2001953,                  8495,              2315945,              9658264,,,              7234104,,              1175553,,                527469,                521802,              1049271,              9458928,             19117192,,,,              8164500,                408300,              8572800,,                     41,,              2355287,                719550,,              6835018,              9909855,,,                720734,                720734,                              0,             19203430,,                     30,             19203460,             38320652,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2015年03月31日,,,,             12152567,,                  1136,,                365485,,                              0,,              3501518,,                 11776,,                 82815,,                 12284,,,              6064440,              6064440,,                715432,,              3463926,                  3121,              3467047,             26374500,,,                135217,,             10143045,,                 59928,                142099,,                832932,,                297774,              1130706,             11610995,             37985495,,,,,              1699952,,                149463,,                 91520,,              1595423,,                 83719,,,,              1856329,                345008,,,                420069,,              1366040,                  6987,              1793096,              7614510,,,              7648814,,              1233384,,                531916,                525116,              1057032,              9939230,             17553740,,,,              8164500,,              8164500,,                     41,,              1987545,                719550,,              8604055,             11311150,,,                956034,                956034,                              0,             20431725,                              0,                     30,             20431755,             37985495,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2014年12月31日,,,,             12279655,,                 11887,,                298327,,                  1752,,              3819747,,                 11057,,                 63490,,                  5855,,,              6579874,              6579874,,                745120,,              2969655,                 18052,              2987707,             26804471,,,                135813,,             10318243,,                 63616,                125658,,                635142,,                345925,                981067,             11624397,             38428868,,,,,              1882036,,                149377,,                179255,,              1823903,,                 19117,,                              0,              2210528,              2210528,                277801,,,                264425,,              1450699,                 13005,              1728129,              8270146,,,              7608277,,              1309105,,                536753,                531752,              1068505,              9985887,             18256033,,,,              8164500,                              0,              8164500,,                     41,,              1987545,                719550,,              8036162,             10743257,,,              1265005,              1265005,                              0,             20172803,                              0,                     32,             20172835,             38428868,              0,              0,              0,             12279655,                  5855,             38428868,,,,              1882036,,                149377,,                179255,,              1823903,,                 19117,,              2210528,                277801,,,                264425,,              1450699,                 13005,              1728129,              8270146,,,              7608277,,              1309105,,                536753,                531752,              1068505,              9985887,             18256033,,,,              8164500,                              0,              8164500,,                     41,,              1987545,                719550,,              8036162,             10743257,,,              1265005,              1265005,                              0,             20172803,                              0,                     32,             20172835,,,,,,,,,,,,,,,,,,,,,
2106,2014年09月30日,,,,             12196778,,                 11729,,                281579,,                              0,,              3858310,,                 14836,,                 53293,,                              0,,,              6173484,              6173484,,                779350,,              1549242,                  5206,              1554448,             24923807,,,                133718,,              9539678,,                 57903,                 58920,,                344740,,                757915,              1102655,             10892874,             35816681,,,,,              1966190,,                149401,,                 85281,,              1805906,,                 13190,,              1373454,              1994956,              3368410,                402275,,,                375777,,                904185,                  6085,              1286047,              9076700,,,              6744644,,              1086617,,                493901,                 19302,                513203,              8344464,             17421164,,,,              8164500,                              0,              8164500,,                     41,,              1987545,                719550,,              7100692,              9807787,,,                423189,                423189,                              0,             18395517,                              0,                              0,             18395517,             35816681,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2014年06月30日,,,,             10580048,,                 18716,,                170582,,                              0,,              3702960,,                 17088,,                 56280,,                              0,,,              6268904,              6268904,,                876449,,              1963438,                  4097,              1967535,             23658562,,,                132773,,              9397098,,                 58536,                 63819,,                341189,,                750113,              1091302,             10743528,             34402090,,,,,              2030723,,                149311,,                  3985,,              1929915,,                  7890,,              1373454,              2006720,              3380174,                370513,,,                359909,,              1149081,                  7435,              1516425,              9388936,,,              6364168,,              1009565,,                499145,                 19128,                518273,              7892006,             17280942,,,,              7630300,                534200,              8164500,,                     41,,              1987545,                719550,,              6164930,              8872025,,,                 84582,                 84582,                              0,             17121148,,                              0,             17121148,             34402090,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2014年03月31日,,,,             10323131,,                 18809,,                316415,,                              0,,              3709512,,                 21886,,                 52420,,                              0,,,              6174229,              6174229,,                727802,,              1520226,                  2660,              1522886,             22867090,,,                133803,,              9524198,,                 59370,                 66515,,                350951,,                688138,              1039089,             10822975,             33690065,,,,,              1950442,,                149473,,                  4713,,              1906938,,                  5558,,,,              1720870,                371506,,,                374230,,              1185385,                  5922,              1565537,              7675037,,,              6468012,,              1090793,,                504356,                 14495,                518851,              8077656,             15752693,,,,              7630300,,              7630300,,                     41,,              1663771,                719550,,              7485867,              9869188,,,                437843,                437843,                              0,             17937372,                              0,                              0,             17937372,             33690065,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,2013年12月31日,,,,,,                 21181,,                321692,,                  1386,,              3153339,,                 19753,,                 55681,,,,,              5810623,              5810623,,                731648,,                874875,                157100,              1031975,             21675686,,,                132671,,              9540220,,                 60547,                 94301,,                349175,,                545953,                895128,             10722867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             10528408,                              0,             32398553,,,,              1588166,,                149340,,                  5679,,              1983990,,                  6271,,              1828910,                452000,,,                255828,,                801568,                 13057,              1070453,              7084809,,,              6915687,,              1062173,,                509158,                 14060,                523218,              8501078,             15585887,,,,              7630300,                              0,              7630300,,                     41,,              1663771,                719550,,              6629763,              9013084,,,                169241,                169241,                              0,             16812666,                              0,                              0,             16812666,,                855464,,              4893546,              1597928,              3295618,,             11163290,              6571784,              4591506,,              1275215,                780472,                494743,                302889,,,,,,
2106,2013年09月30日,,,,,,                 17744,,                236688,,                              0,,              3335991,,                 18151,,                 45214,,,,,              5395229,              5395229,,                572295,,                310617,                    353,                310970,             20599640,,,                132271,,              8388640,,                 55641,                 69942,,                346272,,              1410849,              1757121,             10403615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,             10667358,                              0,             31003255,,,,              1014748,,                149356,,                 18239,,              1844926,,                  5228,,              2870945,                372543,,,                277677,,                822298,                  5480,              1105455,              7381440,,,              5580429,,                973859,,                513467,                141274,                654741,              7209029,             14590469,,,,              7630300,                              0,              7630300,,                     41,,              1663771,                719550,,              5975900,              8359221,,,                -53279,                -53279,                              0,             15936283,                476503,,             16412786,,,,,,,,,,,,,,,,,,,,,
2106,2013年06月30日,,,,,,                 16945,,                416589,,                    511,,              3611935,,                 20244,,                 61531,,,,,              6192666,              6192666,,                549938,,                373605,                    187,                373792,             20543528,,,                133003,,              8371015,,                 57418,                 70274,,                352318,,              1295937,              1648255,             10279965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,              9299377,                              0,             30823493,,,,              1220620,,                139711,,                 42125,,              2172701,,                  6575,,              2862075,                377471,,,                270189,,              1089614,                  6286,              1366089,              8187367,,,              5212289,,              1012938,,                521781,                143093,                664874,              6890101,             15077468,,,,              7336800,                293500,              7630300,,                     41,,              1663771,                719550,,              5165132,              7548453,,,                121112,                121112,                              0,             15299906,                446119,,             15746025,,                850671,,              4330970,              1522962,              2808008,,             10093353,              6243418,              3849935,,              1154583,                740599,                413984,                448417,,,,,,
