證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　　 應付票據,　　　　　 應付票據合計,　　　　 庫藏股票,　　　 共同控制下前手權益,　　　　 其他應付款項－關係人,　　　　 現金及約當現金合計,　　　 避險之衍生金融資產－流動,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 備供出售金融資產－流動,　　　 其他應付款項－關係人,　　　　 預付設備款,　　　　 存出保證金,　　　 應付票據－關係人,　　　　 應付票據－關係人合計
3044,2015年09月30日,,,,             23794926,,                107330,,                151390,,             12561089,,                466635,,              4708015,,              1593064,,                123737,                  4770,                128507,             43510956,,,                              0,,             14872703,,                              0,,                129015,                129015,              1994769,,                401019,,                416885,                817904,             17814391,             61325347,,,,,             16389485,,                 54325,,              5582776,,              6694372,              6694372,                376638,,                457889,,                543046,                543046,             30098531,,,              1551430,,                 36385,                157208,                193593,              1745023,             31843554,,,,              5256059,              5256059,,                325651,,              3541110,              1531129,,             16955315,             22027554,,              1872529,             29481793,                              0,             29481793,             61325347,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,2015年06月30日,,,,             19257165,,                 40834,,                 74074,,             10842396,,                521287,,              4506606,,              1510683,,                  7000,                 10185,                 17185,             36770230,,,                              0,,             14608978,,,,                151946,                151946,              1864680,,                387141,,                545174,                932315,             17557919,             54328149,,,,,             12373364,,                  1316,,              4579013,,              7671113,              7671113,                179515,,                425714,,                351054,                351054,             25581089,,,              1202710,,                 41077,                141588,                182665,              1385375,             26966464,,,,              5256059,              5256059,,                345580,,              3541110,              1531129,,             16006494,             21078733,,                681313,             27361685,                              0,             27361685,             54328149,              0,              0,              0,,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,2015年03月31日,,,,             22031094,,                 74773,,                104051,,             10899555,,                395116,,              4676465,,              1654658,,                 18015,                  8187,                 26202,             39861914,,,                              0,,             15291391,,                              0,,                170995,                170995,              1871983,,                384433,,                526548,                910981,             18245350,             58107264,,,,,             15249896,,                  5708,,              4781911,,              6566857,              6566857,                496290,,                431106,,                492936,                492936,             28024704,,,              1214836,,                 40568,                152643,                193211,              1408047,             29432751,,,,              5256059,              5256059,,                345580,,              3277423,              1531129,,             17193800,             22002352,,              1070522,             28674513,                              0,             28674513,             58107264,              0,              0,              0,,,,                              0,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,2014年12月31日,,,,             21500716,,                  5542,,                 79153,,             12185459,,                524189,,              4409106,,              1815762,,                 11121,                 16225,                 27346,             40547273,,,                              0,,             15424586,,                              0,,                165589,                165589,              1907658,,                388141,,                634838,              1022979,             18520812,             59068085,,,,,             15235935,,                 35768,,              5436201,,              6988231,              6988231,                470240,,                439154,,                660797,                660797,             29266326,,,              1197568,,                 40060,                170872,                210932,              1408500,             30674826,,,,              5256059,              5256059,,                345580,,              3277423,              1531129,,             16656125,             21464677,,              1326943,             28393259,                              0,             28393259,             59068085,              0,              0,              0,,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,2014年09月30日,,,,             18814551,,                 42411,,                117189,,             12128538,,                430768,,              4106780,,              1665388,,                 10804,                 38994,                 49798,             37355423,,,                  7167,,             13953826,,                              0,,                174463,                174463,              1808391,,                378762,,                829336,              1208098,             17151945,             54507368,,,,,             13611237,,                    619,,              5387667,,              6085563,              6085563,                384328,,                423541,,                602081,                602081,             26495036,,,                962198,,                 27958,                139182,                167140,              1129338,             27624374,,,,              5256059,              5256059,,                344977,,              3277423,              1531129,,             15920137,             20728689,,                553269,             26882994,                              0,             26882994,             54507368,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,2014年06月30日,,,,             17842020,,                  9757,,                123075,,             11261916,,                738143,,              3700839,,              1320537,,                              0,                 15513,                 15513,             35068950,,,                 11707,,             13934760,,,,                190692,                190692,              1720969,,                371588,,                737270,              1108858,             16966986,             52035936,,,,,             12877443,,                              0,,              4810327,,              6724339,              6724339,                293651,,                407727,,                558991,                558991,             25672508,,,                730005,,                 27464,                151109,                178573,                908578,             26581086,,,,              5256059,              5256059,,                344977,,              3277423,              1531129,,             15132675,             19941227,,                -87413,             25454850,                              0,             25454850,             52035936,              0,              0,              0,,                 57150,,                     30,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,2014年03月31日,,,,             16839910,,                     15,,                112652,,             10878772,,                414869,,              3748637,,              1614438,,                              0,                 15887,                 15887,             33625180,,,                 14021,,             15122587,,                 96760,,                206277,                303037,              1691943,,                138057,,                576012,                714069,             17845657,             51470837,,,,,             12342585,,                 20061,,              4426253,,              5477636,              5477636,                497593,,                410088,,                563717,                563717,             23738001,,,                735002,,                 50527,                180762,                231289,                966291,             24704292,,,,              5256059,              5256059,,                345078,,              3039964,              1531129,,             16026669,             20597762,,                311797,             26510696,                255849,             26766545,             51470837,              0,              0,              0,,,,                      7,,,                     61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,2013年12月31日,,,,,,                 18692,,                223465,,             11254942,,                512709,,              4113765,,              1590908,,                  6186,                 27153,                 33339,             31100726,,,                 17311,,             14846264,,                 96760,,                192547,                289307,              1653332,,                138421,,              1109971,              1248392,             18054606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,             13352906,                              0,,                              0,             49155332,,,,              9980349,,                              0,,                  1200,                              0,,                      9,,              4939532,,                              0,              5617193,              5617193,                380090,,                404885,,,                              0,                763772,                763772,             22087030,,,                666834,,                 50025,                174391,                224416,                891250,             22978280,,,,              5256059,              5256059,,                342784,,              3039964,              1531129,,             15453615,             20024708,,                306812,             25930363,                246689,             26177052,,,,,,
3044,2013年09月30日,,,,,,                  5485,,                200649,,             11528203,,                413486,,              4023965,,              1419558,,                              0,                 19865,                 19865,             27626407,,,                 29307,,             15202587,,                107760,,                204421,                312181,              1480291,,                137081,,              1006322,              1143403,             18167769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,,,,,,             10015125,,,                     71,             45794176,,,,              8182979,,,,                    156,,,                     23,,              4794672,,,              5695151,              5695151,                181282,,                395125,,,,                587651,                587651,             19837039,,,                513573,,                 44320,                185231,                229551,                743124,             20580163,,,,              5256059,              5256059,,                342784,,              3039964,              1531129,,             14850897,             19421990,,                -52164,             24968669,                245344,             25214013,                              0,                              0,,,,
3044,2013年06月30日,,,,,,                 72472,,                349358,,             11295279,,                488260,,              4048333,,              1474434,,                 24446,                 20398,                 44844,             25684585,,,                 35481,,             15937840,,                107760,,                214349,                322109,              1459577,,                139644,,              1033617,              1173261,             18928268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                              0,,,,,,              7909415,,,                  2190,             44612853,,,,              5776500,,,,                  2488,,,                     11,,              4673554,,,              7324629,              7324629,                147019,,                477880,,,,                616575,                616575,             19043337,,,                498164,,                 43896,                174981,                218877,                717041,             19760378,,,,              5256059,              5256059,,                342811,,              3039964,              1531129,,             14228454,             18799547,,                197135,             24595552,                256923,             24852475,                              0,                 24681,,,,
