證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付設備款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 應付設備款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應收票據淨額,　　　　 應收票據淨額
2344,2015年12月31日,,,,              6396615,,              2500550,,                 99900,,              5184287,,                 80915,,                794939,,,              8535835,              8535835,,              1119716,             24712757,,,                              0,,                727786,,              1724898,,             31915030,,                 71866,,                270926,              2853873,,,                320631,                320631,             37885010,             62597767,,,,,                              0,,                 22427,,              3846484,,                707064,,                811277,              2455022,              3266299,,,              4352267,              4352267,                138654,              4490921,             12333195,,,              8755160,,              1025969,                384904,              1410873,             10166033,             22499228,,,,             35800002,             35800002,,              2470292,,,              2086060,              2086060,              2086060,,,                 88771,,             -1436767,             -1347996,                106387,             38901971,              1196568,             40098539,             62597767,              0,      7518364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2015年09月30日,,,,              6969116,,              2408796,,                103520,,              5457938,,                 64028,,                598087,,,              8004267,              8004267,,              1130573,             24736875,,,                              0,,                743884,,              1650252,,             32485470,,                 75803,,                265481,              3006132,,,                673580,                673580,             38900602,             63637477,,,,,                              0,,                 35997,,              3914807,,                825952,,                933025,              2142498,              3075523,,,              4839516,              4839516,                 94348,              4933864,             12786143,,,             10016760,,                995425,                365147,              1360572,             11377332,             24163475,,,,             36949822,             36949822,,              2143393,,,              1354084,              1354084,              1354084,,,                108526,,             -1608073,             -1499547,                661407,             38286345,              1187657,             39474002,             63637477,              0,     87518364,,                    550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2015年06月30日,,,,              6915401,,              2601605,,                 99460,,              5429087,,                 71551,,                373031,,,              7390307,              7390307,,              1116907,             23997349,,,                              0,,                743884,,              1889750,,             32868769,,                 74111,,                284098,              3125399,,,                641355,                641355,             39627366,             63624715,,,,,                              0,,                  8370,,              3710171,,                596468,,                909095,              2331084,              3240179,,,              4839516,              4839516,                 91820,              4931336,             12632520,,,             10011865,,                988452,                354756,              1343208,             11355073,             23987593,,,,             36949822,             36949822,,              2143393,,,                681466,                681466,                681466,,,                -36778,,             -1106542,             -1143320,                106387,             38524974,              1112148,             39637122,             63624715,              0,      7518364,,                              0,,                              0,,                145996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2015年03月31日,,,,              7675815,,              2687387,,,,              5223607,,                 66648,,                286653,,,              6629244,              6629244,,              1132506,             23721173,,,                100880,,                756965,,              2285005,,             33104079,,                 76467,,                298937,              3272440,,,                781538,                781538,             40676311,             64397484,,,,,                              0,,                              0,,              3689818,,                668809,,                937414,              2022891,              2960305,,,              5879760,              5879760,                 79675,              5959435,             13278367,,,              9814030,,                981616,                346513,              1328129,             11142159,             24420526,,,,             36949822,             36949822,,              2143393,,,               -119263,               -119263,               -119263,,,                 -9671,,                -27149,                -36820,                106387,             38830745,              1146213,             39976958,             64397484,              0,      7518364,,                 19313,,                              0,,,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2014年12月31日,,,,              6975514,,              2902576,,                              0,,              5433212,,                 85234,,                310447,,,              6316936,              6316936,,                952819,             22976738,,,                101840,,                719378,,              2416386,,             33986751,,                 78506,,                311616,              3490222,,,                759580,                759580,             41864279,             64841017,,,,,                390213,,                 16894,,              3823082,,                642564,,              1287996,              2290033,              3578029,,,              5879760,              5879760,                120836,              6000596,             14451378,,,              9763339,,                974840,                351369,              1326209,             11089548,             25540926,,,,             36949822,             36949822,,              2143393,,,             -1119684,             -1119684,             -1119684,,,                 23265,,                292835,                316100,                106387,             38183244,              1116847,             39300091,             64841017,              0,      7518364,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2014年09月30日,,,,              6374834,,              2745768,,                              0,,              5600129,,                105355,,                334182,,,              5834176,              5834176,,                961716,             21956160,,,                 98680,,                656676,,              2424256,,             30729448,,                 77340,,                331122,              3672677,,,                793867,                793867,             38784066,             60740226,,,,,              1063677,,                 44952,,              3727549,,                611291,,              1912389,              2056367,              3968756,,,              5529770,              5529770,                144548,              5674318,             15090543,,,              6254643,,                955384,                344289,              1299673,              7554316,             22644859,,,,             36949822,             36949822,,              2143580,,,             -2166385,             -2166385,             -2166385,,,                -39415,,                216111,                176696,                106387,             36997326,              1098041,             38095367,             60740226,              0,      7518364,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2014年06月30日,,,,              6250179,,              2790201,,                              0,,              5329760,,                 98147,,                264020,,,              5992407,              5992407,,                775687,             21526426,,,                 97078,,                656676,,              2795112,,             29544153,,                 77334,,                327553,              3864813,,,                594157,                594157,             38262516,             59788942,,,,,              1021026,,                              0,,              3549860,,                520254,,              1438580,              2268540,              3707120,,,              5529763,              5529763,                104713,              5634476,             14432736,,,              6281230,,                945981,                348270,              1294251,              7575481,             22008217,,,,             36946402,             36946402,,              2144770,,,             -3093763,             -3093763,             -3093763,,,                -50177,,                874248,                824071,                106387,             36715093,              1065632,             37780725,             59788942,              0,      7518364,,                 26025,,                305640,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2014年03月31日,,,,              6543282,,              2228205,,,,              4895210,,                 78738,,                307114,,,              6513314,              6513314,,                956134,             21521997,,,                 99056,,                656676,,              2439058,,             28670712,,                 80184,,                297154,              4001923,,,                642565,                642565,             37164888,             58686885,,,,,                711790,,                  8858,,              3410980,,                578722,,              4025151,              2141164,              6166315,,,              3863097,              3863097,                 91832,              3954929,             14831594,,,              6076193,,                936498,                342495,              1278993,              7355186,             22186780,,,,             36944662,             36944662,,              2145858,,,             -3807679,             -3807679,             -3807679,,,                -10086,,                235208,                225122,                106387,             35401576,              1098529,             36500105,             58686885,              0,      7518364,,                              0,,                277560,,,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2013年12月31日,,,,,,              1790113,,,,              4906167,,                 89754,,                300116,,,              6973887,              6973887,,                677839,             22408255,,,                 97770,,                656676,,              2407094,,             24804025,,                 80401,,                193947,              4088406,,,                661034,                661034,             33270423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      7518364,,,,                281070,,,              0,              7670379,             55678678,,,,              2072708,,                 16545,,              3262977,,                521618,,                472496,              2213020,              2685516,,,              3863097,              3863097,                 79149,              3942246,             12501610,,,              6076193,,                929453,                283320,              1212773,              7288966,             19790576,,,,             36940232,             36940232,,              2148359,,,             -4187772,             -4187772,             -4187772,,,                -59567,,                 79055,                 19488,                106387,             34813920,              1074182,             35888102,,,,,,
2344,2013年09月30日,,,,,,              1731233,,,,              4823329,,                 87521,,                249537,,,              7477974,              7477974,,                742387,             20757152,,,                 96194,,                656677,,              2480288,,             24938149,,                 80344,,                208274,              4100453,,,                225214,                225214,             33070173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      7518364,,                 31519,,                284580,,,              0,              5613652,             53827325,,,,              1265741,,                              0,,              3111401,,                437225,,                202295,              1967335,              2169630,,,              1616667,              1616667,                 72956,              1689623,              8773559,,,              7883333,,                960618,                281873,              1242491,              9125824,             17899383,,,,             36919672,             36919672,,              2129706,,,             -4286472,             -4286472,             -4286472,,,                -27056,,                240407,                213351,                106387,             34869870,              1058072,             35927942,,                 99939,,,,
