證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 預付投資款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 待註銷股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－員工認股權,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 暫付款,　　　　　 其他金融資產－其他－非流動,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 待註銷股本,　　 共同控制下前手權益,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　 債券換股權利證書,　　　　 資本公積－發行溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－認股權,　　　　 資本公積－其他,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額
1316,2015年09月30日,,,,                756385,,                              0,,                  1000,,                 79822,,                233084,,                  2124,,              1553197,,                117460,,                              0,,                              0,                 42621,                 42621,              2785693,,,                132433,,                 19556,,                260150,,                 12117,                 38050,,                 24666,                              0,,                100000,,                 34451,                159117,                621423,              3407116,,,,,                 85000,,                 53118,,                 78946,,                 40398,                  4834,,,                568501,,                              0,                              0,                              0,                  1654,                570155,                832451,,,                  4567,,                351535,,                280140,,                 23432,,                  2000,                  2000,                661674,              1494125,,,,              1699079,                              0,              1699079,,,                 51372,                 41028,                  6211,                  3899,                  8135,                 18435,                129080,,               -568779,,                 -8235,                 20541,              1230604,                              0,                682387,              1912991,              3407116,              0,              0,      8301000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,2015年06月30日,,,,                923507,,                     90,,                 31000,,                 91369,,                282173,,                  4652,,              1532338,,                 73290,,                              0,,                 10581,                 34962,                 45543,              2983962,,,                160395,,                 19556,,                261064,,                    960,                 36662,,                 23367,                              0,,                120000,,                 31175,                174542,                653179,              3637141,,,,,                 85000,,                 56987,,                129347,,                106083,                  3493,,,                504964,,                              0,                              0,                              0,                  1992,                506956,                887866,,,                  2500,,                365479,,                393440,,                 23432,,                  2000,                  2000,                786851,              1674717,,,,              1699079,                              0,              1699079,,,                 51372,                 39936,                              0,                  2020,                  8135,                 18435,                119898,,               -536284,,                 -4154,                 18288,              1260251,                              0,                702173,              1962424,              3637141,              0,              0,      8199000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,2015年03月31日,,,,              1089420,,                              0,,                 31000,,                 81298,,                145430,,                  4789,,              1528240,,                 66439,,                              0,,                 10574,                 38594,                 49168,              2995784,,,                163280,,                 19556,,                263968,,                  1070,                 36662,,                 35325,,,                120000,,                 30270,                185595,                670131,              3665915,,,,,                 85000,,                 66241,,                144465,,                 33659,                  8348,,,                457944,,                 77907,                              0,                 77907,                  1862,                537713,                875612,,,                  2504,,                391631,,                393440,,                 23432,,                  2000,                  2000,                813007,              1688619,,,,              1699079,                              0,              1699079,,,,,,,,,                117878,,               -517045,,                 10822,                 19632,              1291102,                              0,                686194,              1977296,              3665915,              0,              0,      8199000,,                    186,                              0,                120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,2014年12月31日,,,,                792932,,                  2156,,                 31000,,                 76574,,                102327,,                  4934,,              1434725,,                 47951,,                              0,,                 10574,                 27842,                 38416,              2531015,,,                 66645,,                 19556,,                266027,,                  1084,                 36662,,                 34728,                              0,,                120000,,                 30959,                185687,                575661,              3106676,,,,,                115587,,                  5150,,                 80627,,                 41073,                  6224,,,                378894,,                 77382,                              0,                 77382,                  2231,                458507,                707168,,,                  2952,,                418057,,                280140,,                 23432,,                  2000,                  2000,                726581,              1433749,,,,              1399079,                              0,              1399079,,,                 49240,                 39936,                  2037,                              0,                  8135,                 13142,                112490,,               -460595,,                  7272,                 20628,              1037618,                              0,                635309,              1672927,              3106676,              0,              0,      8199000,,                              0,                              0,                120000,                792932,                 31000,              3106676,,,,                115587,,                              0,,                  5150,,                 80627,,                 41073,                  6224,,,                378894,,                 77382,                              0,                 77382,                  2231,                458507,                707168,,,                  2952,,                418057,,                280140,,                 23432,,                  2000,                  2000,                726581,              1433749,,,,              1399079,              1399079,,                112490,,               -460595,,                  7272,                 20628,              1037618,                635309,              1672927,,,,,,,,,,,,,,,,,,,,,,,
1316,2014年09月30日,,,,                365830,,                    484,,                 91000,,                 88747,,                124584,,                 27279,,              1320068,,                 59811,,                263444,,                 10567,                 21504,                 32071,              2373318,,,                 56591,,                 19556,,                280820,,                  1330,                 40303,,                 29306,                  1200,,                              0,,                 30470,                 60976,                459576,              2832894,,,,,                395094,,                  7104,,                 72123,,                 38704,                  2259,,,                396405,,                 76860,                              0,                 76860,                  2433,                475698,                990982,,,                              0,,                              0,,                240740,,                 63468,,                  2000,                  2000,                306208,              1297190,,,,              1399079,                              0,              1399079,,,                 49239,                 39936,                              0,                              0,                              0,                 13142,                102317,,               -555560,,                    795,                 20628,                926003,                              0,                609701,              1535704,              2832894,              0,              0,      8199000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,2014年06月30日,,,,                680250,,                      9,,                 31000,,                101045,,                122005,,                 23587,,                966893,,                 99506,,                273417,,                 10567,                 15577,                 26144,              2323856,,,                 54900,,                 19556,,                283957,,                  1502,                 40303,,                 28032,                  1200,,                              0,,                 29884,                 59116,                459334,              2783190,,,,,                288387,,                 23585,,                 67294,,                 46773,                  6534,,,                366743,,                117627,                              0,                117627,                  3521,                487891,                920525,,,                              0,,                              0,,                240740,,                 63468,,                              0,                              0,                304208,              1224733,,,,              1393127,                              0,              1393127,,,                 44557,                 39936,                              0,                              0,                  1803,                 11974,                 98270,,               -510200,,                   -846,                 20999,                959352,                              0,                599105,              1558457,              2783190,              0,              0,      8199000,,                     61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,2014年03月31日,,,,                842962,,                    355,,                 31000,,                 74845,,                187559,,                  3218,,                896975,,                 96649,,                279373,,                 30025,                 16606,                 46631,              2459567,,,                              0,,                 19556,,                293577,,                  1542,                 40303,,                 27288,,,                              0,,                 30373,                 57661,                412639,              2872206,,,,,                283977,,                 19248,,                138327,,                 36650,                  9773,,,                325403,,                184977,                  8565,                193542,                  2151,                521096,              1009071,,,                              0,,                              0,,                241336,,                 63468,,                     30,                     30,                304834,              1313905,,,,              1381817,                              0,              1381817,,,,,,,,,                 90725,,               -462309,,                  1407,                 22550,                989090,                              0,                569211,              1558301,              2872206,              0,              0,      8199000,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,2013年12月31日,,,,,,                              0,,,,                 83621,,                214425,,                  3864,,                865768,,                 65481,,,,                 30025,                 22050,                 52075,              2088540,,,                 33231,,                 19556,,                573685,,                  1704,                 40303,,                 28180,,,                              0,,                 35535,                 63715,                732194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      8199000,,,,                              0,                772306,                 31000,              2820734,,,,                243987,,                  2915,,                 31183,,                100155,,                 59206,                  6727,,,                287255,,                309656,                  9207,                318863,                  1457,                607575,              1051748,,,                    278,,                              0,,                243383,,                 63468,,                     30,                     30,                307159,              1358907,,,,              1368127,              1368127,,                 84597,,               -416252,,                   -559,                 26457,              1009456,                452371,              1461827,,,,,,,,,,,,,,,,,,,,,,,
1316,2013年09月30日,,,,,,                              0,,,,                 64544,,                197130,,                  2600,,                889569,,                 29908,,                              0,,                              0,                 16303,                 16303,              1800074,,,                 24417,,                 24755,,                621172,,                 11523,                 10847,,                 18411,                              0,,,,                 35467,                 53878,                746592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      7802000,,,,,                569020,                 31000,              2546666,,,,                395677,,                  3155,,                 25272,,                107541,,                 29610,                  2424,,,                194920,,                307560,                 10682,                318242,                  7600,                520762,              1084441,,,                    377,,                              0,,                245448,,                 42662,,                    260,                    260,                288747,              1373188,,,,                968127,                968127,,                 84597,,               -308374,,                 -2807,                 24847,                716696,                456782,              1173478,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,
1316,2013年06月30日,,,,,,                              0,,,,                 87368,,                184478,,                  1620,,                827973,,                 48723,,                              0,,                              0,                     43,                     43,              1705514,,,                 47637,,                  7745,,                712577,,                 12509,                 32054,,                 19074,                              0,,,,                 37336,                 56410,                874035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,     10256000,,,,,                520309,                 35000,              2579549,,,,                230044,,                  6640,,                 24654,,                 87805,,                 49677,                  2697,,,                134307,,                485659,                 40274,                525933,                  2541,                662781,              1064298,,,                              0,,                              0,,                164106,,                 63869,,                    295,                    295,                228270,              1292568,,,,                968127,                968127,,                 82255,,               -254562,,                   -436,                 28503,                766881,                520100,              1286981,,                  5000,                              0,                              0,,                    103,                              0,,,,,,,,,,,,,,,,
